activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,31,entropy,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,16,constant,99,log2,9,34,randomForestClassifier,6,2,sgd,uniform,0.5571895424836601
tanh,auto,16,gini,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,25,adaptive,82,log2,16,2,kneighborsClassifier,3,1,adam,distance,0.5931372549019608
logistic,brute,27,gini,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,18,adaptive,94,log2,11,7,kneighborsClassifier,9,5,sgd,uniform,0.5359477124183006
identity,ball_tree,8,entropy,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,15,invscaling,87,auto,19,37,kneighborsClassifier,1,6,lbfgs,uniform,0.5294117647058824
logistic,auto,12,entropy,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,22,adaptive,66,log2,7,30,randomForestClassifier,4,9,lbfgs,distance,0.5686274509803921
logistic,kd_tree,21,entropy,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,32,invscaling,11,log2,4,13,randomForestClassifier,3,1,lbfgs,uniform,0.5588235294117647
identity,brute,19,gini,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,31,invscaling,74,auto,7,27,kneighborsClassifier,10,1,adam,uniform,0.5816993464052288
tanh,auto,9,entropy,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,26,constant,15,sqrt,10,24,nnClassifier,2,5,lbfgs,uniform,0.10620915032679738
tanh,kd_tree,29,gini,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,12,constant,39,sqrt,11,18,nnClassifier,7,4,adam,uniform,0.19607843137254902
relu,brute,30,gini,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,37,invscaling,31,sqrt,3,3,nnClassifier,4,4,sgd,uniform,0.0
relu,kd_tree,30,gini,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,10,invscaling,4,auto,6,15,nnClassifier,9,4,adam,uniform,0.22549019607843138
tanh,auto,8,entropy,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,36,invscaling,69,log2,20,31,kneighborsClassifier,4,8,adam,uniform,0.5473856209150327
relu,brute,19,gini,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,12,adaptive,88,auto,4,9,randomForestClassifier,3,5,sgd,uniform,0.6127450980392157
relu,auto,16,entropy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,33,adaptive,70,sqrt,7,13,randomForestClassifier,8,6,lbfgs,uniform,0.5751633986928104
logistic,auto,25,entropy,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,16,constant,9,log2,17,4,kneighborsClassifier,9,8,sgd,distance,0.5980392156862745
logistic,kd_tree,12,gini,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,18,adaptive,48,log2,5,29,nnClassifier,1,10,sgd,distance,0.0
tanh,auto,32,gini,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,26,invscaling,22,sqrt,9,5,nnClassifier,10,3,sgd,uniform,0.006535947712418301
identity,brute,10,entropy,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,27,invscaling,71,auto,19,36,randomForestClassifier,1,5,lbfgs,uniform,0.5375816993464052
relu,brute,21,gini,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,29,adaptive,47,log2,3,23,randomForestClassifier,2,2,lbfgs,distance,0.5784313725490197
relu,brute,25,gini,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,17,adaptive,25,log2,14,18,randomForestClassifier,7,4,lbfgs,distance,0.5506535947712419
relu,kd_tree,24,gini,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,12,invscaling,31,sqrt,2,31,randomForestClassifier,10,8,adam,uniform,0.5718954248366013
logistic,ball_tree,23,gini,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,28,invscaling,69,auto,17,11,randomForestClassifier,6,2,sgd,uniform,0.5441176470588235
relu,brute,32,gini,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,29,adaptive,27,sqrt,19,15,nnClassifier,5,10,sgd,distance,0.1830065359477124
identity,brute,18,entropy,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,13,invscaling,34,sqrt,16,14,nnClassifier,3,7,lbfgs,uniform,0.11437908496732026
relu,ball_tree,28,entropy,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,9,invscaling,23,auto,3,19,kneighborsClassifier,3,9,sgd,distance,0.6013071895424836
identity,ball_tree,25,entropy,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,37,constant,36,log2,6,13,nnClassifier,7,3,lbfgs,uniform,0.1323529411764706
relu,brute,27,gini,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,39,adaptive,74,auto,8,5,kneighborsClassifier,9,4,adam,uniform,0.5343137254901961
logistic,auto,20,entropy,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,2,invscaling,31,auto,9,13,randomForestClassifier,8,7,adam,distance,0.5816993464052288
identity,auto,23,gini,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,8,adaptive,57,auto,14,3,kneighborsClassifier,5,5,lbfgs,uniform,0.5555555555555556
tanh,kd_tree,30,gini,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,22,constant,20,log2,16,40,nnClassifier,4,8,lbfgs,uniform,0.19281045751633988
identity,ball_tree,29,gini,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,10,adaptive,57,sqrt,16,38,kneighborsClassifier,1,6,adam,distance,0.576797385620915
relu,kd_tree,8,gini,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,7,adaptive,48,sqrt,14,12,randomForestClassifier,6,2,sgd,distance,0.5620915032679739
relu,auto,10,gini,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,3,adaptive,65,sqrt,3,35,randomForestClassifier,10,1,lbfgs,distance,0.5555555555555556
relu,auto,21,gini,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,3,constant,69,auto,17,15,randomForestClassifier,4,3,adam,uniform,0.553921568627451
tanh,auto,9,gini,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,23,adaptive,98,log2,20,14,kneighborsClassifier,6,3,adam,uniform,0.5490196078431373
tanh,auto,14,entropy,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,10,constant,12,sqrt,4,7,randomForestClassifier,5,6,lbfgs,uniform,0.5898692810457516
identity,ball_tree,31,entropy,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,27,constant,72,log2,6,5,randomForestClassifier,7,8,sgd,distance,0.5833333333333334
relu,auto,31,entropy,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,24,invscaling,63,auto,3,8,kneighborsClassifier,1,9,sgd,uniform,0.5375816993464052
relu,kd_tree,12,entropy,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,17,constant,94,log2,20,27,randomForestClassifier,7,7,adam,distance,0.5212418300653595
tanh,kd_tree,31,entropy,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,12,adaptive,86,log2,19,26,kneighborsClassifier,6,9,adam,distance,0.5898692810457516
identity,ball_tree,28,entropy,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,4,constant,86,log2,12,28,randomForestClassifier,1,7,sgd,distance,0.553921568627451
tanh,brute,26,gini,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,15,invscaling,9,sqrt,16,19,nnClassifier,2,1,lbfgs,distance,0.1781045751633987
logistic,ball_tree,14,gini,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,constant,39,auto,4,20,kneighborsClassifier,2,1,adam,distance,0.5669934640522876
identity,brute,11,entropy,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,19,constant,66,sqrt,5,36,nnClassifier,4,8,lbfgs,distance,0.11274509803921569
relu,ball_tree,24,entropy,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,31,constant,46,log2,18,30,randomForestClassifier,4,1,sgd,uniform,0.5473856209150327
logistic,ball_tree,20,entropy,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,26,adaptive,46,auto,20,23,kneighborsClassifier,2,6,lbfgs,uniform,0.5441176470588235
logistic,auto,16,entropy,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,12,adaptive,34,log2,7,15,kneighborsClassifier,10,9,lbfgs,distance,0.5816993464052288
tanh,ball_tree,23,gini,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,36,adaptive,80,auto,4,30,nnClassifier,10,10,lbfgs,uniform,0.1895424836601307
relu,auto,15,entropy,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,24,invscaling,31,sqrt,4,26,nnClassifier,3,2,sgd,uniform,0.0016339869281045752
logistic,kd_tree,12,entropy,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,38,invscaling,33,sqrt,6,3,kneighborsClassifier,9,10,lbfgs,uniform,0.5571895424836601
tanh,ball_tree,31,gini,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,25,constant,27,sqrt,5,23,nnClassifier,5,4,lbfgs,uniform,0.17973856209150327
relu,auto,14,entropy,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,14,invscaling,61,sqrt,3,19,randomForestClassifier,6,1,adam,distance,0.5866013071895425
tanh,auto,16,entropy,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,34,adaptive,84,auto,3,26,nnClassifier,1,2,lbfgs,distance,0.17647058823529413
relu,auto,27,gini,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,33,invscaling,93,auto,8,33,randomForestClassifier,1,4,adam,uniform,0.553921568627451
identity,brute,18,gini,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,30,adaptive,74,auto,10,22,nnClassifier,5,1,sgd,uniform,0.14869281045751634
logistic,kd_tree,20,entropy,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,34,invscaling,26,sqrt,16,34,nnClassifier,6,1,adam,uniform,0.16993464052287582
logistic,auto,22,gini,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,15,adaptive,22,auto,7,38,randomForestClassifier,10,1,lbfgs,uniform,0.5506535947712419
tanh,brute,13,gini,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,32,adaptive,32,sqrt,19,22,randomForestClassifier,1,10,adam,uniform,0.5473856209150327
identity,brute,19,entropy,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,10,invscaling,77,sqrt,16,8,kneighborsClassifier,3,4,adam,distance,0.5898692810457516
relu,brute,24,entropy,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,38,invscaling,13,log2,3,23,nnClassifier,10,8,adam,uniform,0.2042483660130719
relu,auto,31,entropy,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,37,invscaling,19,auto,11,4,nnClassifier,2,3,sgd,uniform,0.0
tanh,ball_tree,31,gini,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,28,constant,7,sqrt,20,15,kneighborsClassifier,3,5,adam,distance,0.5898692810457516
logistic,ball_tree,29,entropy,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,8,adaptive,47,sqrt,8,10,nnClassifier,2,3,adam,uniform,0.17647058823529413
tanh,kd_tree,12,gini,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,35,constant,3,auto,18,39,randomForestClassifier,3,7,sgd,distance,0.44607843137254904
relu,auto,17,gini,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,20,constant,11,sqrt,11,23,randomForestClassifier,2,1,lbfgs,distance,0.5506535947712419
tanh,brute,22,entropy,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,36,adaptive,1,sqrt,6,34,randomForestClassifier,5,8,adam,distance,0.5816993464052288
tanh,auto,25,entropy,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,18,adaptive,72,log2,5,28,randomForestClassifier,4,9,adam,distance,0.5604575163398693
relu,ball_tree,10,gini,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,19,constant,95,auto,15,35,nnClassifier,3,10,sgd,uniform,0.15359477124183007
logistic,kd_tree,8,entropy,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,26,adaptive,78,auto,10,39,kneighborsClassifier,3,6,lbfgs,uniform,0.5424836601307189
relu,auto,26,gini,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,14,adaptive,77,sqrt,13,24,kneighborsClassifier,2,6,sgd,uniform,0.5620915032679739
relu,brute,21,gini,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,31,constant,69,log2,17,3,nnClassifier,5,9,sgd,distance,0.18627450980392157
identity,ball_tree,31,gini,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15,constant,58,log2,9,35,randomForestClassifier,10,6,adam,uniform,0.5637254901960784
tanh,auto,26,gini,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,24,constant,73,log2,4,38,kneighborsClassifier,9,6,adam,distance,0.5833333333333334
