activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,16,entropy,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,7,adaptive,61,auto,8,5,nnClassifier,2,8,sgd,uniform,0.1454248366013072
tanh,brute,12,entropy,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,35,adaptive,76,log2,18,27,nnClassifier,9,7,lbfgs,uniform,0.19281045751633988
tanh,brute,26,entropy,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,3,constant,96,auto,4,13,nnClassifier,6,4,sgd,distance,0.15359477124183007
logistic,ball_tree,23,entropy,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,28,constant,17,sqrt,16,34,nnClassifier,8,8,adam,uniform,0.20098039215686275
tanh,ball_tree,11,entropy,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,3,adaptive,81,auto,10,33,kneighborsClassifier,5,7,sgd,uniform,0.5506535947712419
identity,brute,14,entropy,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,23,adaptive,45,auto,15,28,randomForestClassifier,5,5,adam,distance,0.5604575163398693
tanh,kd_tree,13,gini,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,9,adaptive,16,sqrt,8,29,kneighborsClassifier,2,1,lbfgs,uniform,0.5441176470588235
relu,ball_tree,31,entropy,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,23,invscaling,11,sqrt,7,11,kneighborsClassifier,10,10,sgd,uniform,0.5604575163398693
identity,kd_tree,14,entropy,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,33,constant,82,auto,11,25,randomForestClassifier,2,3,lbfgs,distance,0.5604575163398693
identity,auto,26,gini,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,27,adaptive,10,sqrt,14,13,randomForestClassifier,3,9,adam,uniform,0.5359477124183006
relu,kd_tree,20,gini,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,14,adaptive,6,log2,16,21,nnClassifier,2,7,adam,distance,0.184640522875817
logistic,kd_tree,20,entropy,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5,adaptive,46,log2,9,4,randomForestClassifier,6,1,adam,distance,0.5637254901960784
identity,ball_tree,21,gini,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,14,adaptive,72,auto,15,34,kneighborsClassifier,3,7,sgd,uniform,0.5506535947712419
tanh,brute,32,gini,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,3,invscaling,46,sqrt,20,20,nnClassifier,10,1,adam,uniform,0.19934640522875818
identity,brute,20,gini,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,33,invscaling,71,log2,12,37,nnClassifier,6,10,lbfgs,distance,0.1323529411764706
identity,brute,15,gini,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,13,adaptive,73,log2,19,30,kneighborsClassifier,1,10,sgd,uniform,0.5506535947712419
identity,auto,12,entropy,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,34,invscaling,21,log2,12,6,nnClassifier,5,4,adam,uniform,0.1323529411764706
logistic,auto,18,gini,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,16,constant,79,log2,16,27,nnClassifier,5,5,lbfgs,uniform,0.16993464052287582
relu,ball_tree,26,entropy,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,4,invscaling,35,sqrt,13,2,kneighborsClassifier,1,10,lbfgs,distance,0.5931372549019608
tanh,auto,13,gini,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,23,constant,15,auto,4,22,kneighborsClassifier,2,3,adam,distance,0.5718954248366013
tanh,kd_tree,25,gini,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,9,constant,44,log2,14,28,kneighborsClassifier,5,3,lbfgs,distance,0.5751633986928104
logistic,brute,12,gini,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,27,invscaling,60,log2,14,37,kneighborsClassifier,8,6,lbfgs,distance,0.5718954248366013
identity,ball_tree,13,gini,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,34,constant,27,auto,16,12,randomForestClassifier,4,8,adam,uniform,0.545751633986928
tanh,auto,22,gini,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,40,constant,2,sqrt,11,36,nnClassifier,3,10,adam,distance,0.16013071895424835
