,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
35,0,1,1,1,1,0,1,0,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,92.0,log2,3.0,38.0,None,None,None,None,0.8215072150481002,ok,779.8380246658344
36,0,1,1,1,1,0,1,0,1,1,0,1,nnRegressor,identity,None,25.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9982306466523313,ok,782.3977374588139
37,0,1,1,1,1,0,1,0,1,1,0,1,nnRegressor,identity,None,20.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9999715130707534,ok,786.0149810279254
38,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,32.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9999999997702442,ok,788.2254680229817
39,0,1,1,1,1,1,0,0,1,0,1,1,kneighborsRegressor,None,brute,None,None,29,None,None,None,None,None,None,9,None,uniform,0.49767969893794073,ok,788.7324361710344
40,0,1,1,0,1,0,0,0,1,0,1,1,nnRegressor,identity,None,32.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9999999999824101,ok,790.7830606929492
41,0,1,1,0,1,0,0,1,1,0,1,1,randomForestRegressor,None,None,None,mse,None,None,2.0,sqrt,4.0,17.0,None,None,None,None,0.6921563326870708,ok,791.3748879809864
42,0,1,1,0,1,0,0,0,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,13,None,None,None,None,None,None,1,None,uniform,0.06802833842968292,ok,791.4333569579758
43,0,0,0,0,1,0,0,1,1,0,1,1,nnRegressor,identity,None,32.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.049254337754119915,ok,798.8244550370146
44,0,1,1,0,1,1,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,32.0,auto,20.0,30.0,None,None,None,None,0.9997375889430038,ok,802.336056782864
45,0,1,1,0,1,0,0,1,1,0,1,1,nnRegressor,identity,None,30.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9999877789715008,ok,804.6879230400082
46,0,0,0,0,1,0,0,0,1,0,1,1,kneighborsRegressor,None,brute,None,None,18,None,None,None,None,None,None,7,None,uniform,0.3638431154880628,ok,805.1749526108615
47,0,1,1,0,1,1,0,0,1,0,1,0,nnRegressor,identity,None,29.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.9999711112521232,ok,806.9986721239984
48,0,1,0,0,1,0,0,1,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,75.0,auto,8.0,19.0,None,None,None,None,0.5913600825436818,ok,835.2129800438415
49,0,0,1,0,1,0,0,0,1,0,1,0,kneighborsRegressor,None,ball_tree,None,None,32,None,None,None,None,None,None,1,None,distance,-0.09604886415580949,ok,835.2757493809331
50,0,1,1,0,1,1,0,1,1,0,1,1,nnRegressor,tanh,None,31.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9958016423764182,ok,838.2678893248085
51,0,1,0,0,1,0,0,0,1,0,1,1,nnRegressor,identity,None,19.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,0.0807385848485811,ok,850.201820333954
52,0,0,1,0,1,0,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,28.0,log2,15.0,3.0,None,None,None,None,0.9967011717387467,ok,851.8643139218912
53,0,1,1,0,1,0,0,0,1,0,1,1,kneighborsRegressor,None,ball_tree,None,None,22,None,None,None,None,None,None,3,None,uniform,0.39716329202285694,ok,851.9294148078188
54,0,1,0,0,1,1,0,1,1,0,1,1,nnRegressor,tanh,None,32.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.5331193577796121,ok,867.8065263729077
55,0,1,1,0,1,0,0,0,1,0,1,0,nnRegressor,identity,None,25.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.9999673342211952,ok,869.9505354019348
56,0,0,1,0,1,0,0,0,0,0,1,1,nnRegressor,relu,None,17.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9997923941970032,ok,875.5657568599563
57,0,1,0,0,0,0,0,0,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,99.0,sqrt,7.0,33.0,None,None,None,None,0.5011304210354275,ok,879.1027635498904
58,0,1,1,1,1,1,0,1,1,0,1,1,nnRegressor,tanh,None,21.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.9950321483098207,ok,882.9941053190269
59,0,0,1,0,0,0,0,0,0,0,1,0,kneighborsRegressor,None,brute,None,None,34,None,None,None,None,None,None,10,None,distance,0.8228996964637865,ok,883.465299278032
60,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,29.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9999994263545237,ok,885.8605763288215
61,0,1,0,1,1,0,0,0,0,0,1,1,nnRegressor,identity,None,15.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.0901900154968901,ok,889.4073008499108
62,0,1,1,0,0,1,0,1,1,0,1,1,nnRegressor,tanh,None,31.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.9995476196960457,ok,892.3771770978346
63,0,0,1,1,1,0,0,0,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,75.0,sqrt,20.0,13.0,None,None,None,None,0.9752787074340652,ok,984.3965889818501
64,0,1,1,1,1,0,0,0,0,0,1,0,kneighborsRegressor,None,kd_tree,None,None,17,None,None,None,None,None,None,10,None,uniform,0.466645030487737,ok,984.4579051060136
65,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,29.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9999994263545237,ok,986.8696770810056
66,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,30.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9999999995954024,ok,989.2301709309686
67,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,32.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.9999999564789294,ok,991.4126959668938
68,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,30.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9999999995954024,ok,993.7731351389084
69,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,25.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9999829825023566,ok,997.3140927830245
70,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,31.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.999985116740052,ok,999.9252075389959
71,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,relu,None,30.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.9989748208782814,ok,1005.2283784358297
72,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,identity,None,26.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.9996276064280007,ok,1007.1814149299171
73,1,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,logistic,None,28.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9995816441559503,ok,1010.8575998439919
74,0,1,1,1,0,0,0,0,1,0,1,1,nnRegressor,identity,None,31.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.9999975572504881,ok,1013.0855491559487
75,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,logistic,None,23.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9998414105701555,ok,1017.6414937558584
76,1,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,relu,None,28.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.998125435954576,ok,1021.3859256450087
77,0,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,tanh,None,32.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.999560757344978,ok,1026.8005125888158
78,0,1,0,1,1,1,0,0,0,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,14.0,auto,2.0,24.0,None,None,None,None,0.1617913748552553,ok,1035.5810352689587
79,0,1,1,0,0,0,0,1,1,0,1,1,nnRegressor,identity,None,26.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.9988103292426842,ok,1037.5474312589504
80,1,0,1,1,1,0,0,0,1,0,1,1,kneighborsRegressor,None,ball_tree,None,None,10,None,None,None,None,None,None,5,None,uniform,0.5106143638442857,ok,1037.6161088568624
81,0,1,1,0,1,0,0,0,1,0,1,0,nnRegressor,identity,None,11.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9999809409200043,ok,1043.9841309289914
82,0,1,0,1,1,0,0,0,1,0,1,1,nnRegressor,logistic,None,30.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,0.45499436770894897,ok,1053.2165594890248
83,0,1,1,0,1,1,0,1,0,0,1,1,nnRegressor,identity,None,15.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.9999786386079896,ok,1057.2885308829136
84,1,0,1,1,0,0,0,0,1,0,1,1,randomForestRegressor,None,None,None,mse,None,None,41.0,log2,9.0,34.0,None,None,None,None,0.989236982944467,ok,1058.7941430939827
85,0,1,1,0,1,0,0,0,1,0,1,0,nnRegressor,relu,None,24.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9978703950583148,ok,1062.6029768318404
86,0,1,1,1,1,0,0,0,1,0,1,1,kneighborsRegressor,None,brute,None,None,26,None,None,None,None,None,None,7,None,distance,0.48488665052732116,ok,1063.109954798827
87,0,1,0,0,1,1,0,0,1,0,1,1,nnRegressor,identity,None,29.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.09139407996397209,ok,1069.0357706279028
88,0,1,1,1,1,0,0,1,0,1,1,1,nnRegressor,identity,None,21.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.9999829684248934,ok,1069.4691454009153
89,1,0,1,0,0,0,1,0,1,0,0,1,randomForestRegressor,None,None,None,mae,None,None,66.0,auto,5.0,13.0,None,None,None,None,0.9999533267249242,ok,1224.4952925939579
90,0,1,1,1,1,0,0,0,1,0,1,0,nnRegressor,identity,None,26.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.9999675448949523,ok,1226.8710699039511
91,0,1,0,1,1,0,0,0,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,18,None,None,None,None,None,None,8,None,uniform,0.4654685086893112,ok,1226.9342678990215
92,0,1,1,0,1,1,0,1,1,1,1,1,nnRegressor,logistic,None,22.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.9947871028860105,ok,1234.1387340098154
93,0,0,1,1,1,0,1,0,0,0,0,1,nnRegressor,tanh,None,28.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.9964376606836216,ok,1237.63866021391
94,1,1,1,0,0,0,0,0,1,0,1,0,nnRegressor,identity,None,18.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.9999974783129525,ok,1240.991790364962
95,0,1,1,1,1,0,0,0,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,16.0,log2,14.0,21.0,None,None,None,None,0.5146607024315408,ok,1244.4944841398392
96,0,1,0,0,1,1,0,0,1,1,1,1,nnRegressor,relu,None,32.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.5380195643633965,ok,1250.088924271986
97,0,1,1,1,1,0,1,1,0,0,0,1,kneighborsRegressor,None,auto,None,None,34,None,None,None,None,None,None,5,None,distance,0.5004502245893978,ok,1250.2277905039955
98,0,0,1,0,1,0,0,0,1,0,1,1,nnRegressor,identity,None,24.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9999788387061413,ok,1253.2731678958517
99,1,1,1,1,0,0,0,0,1,0,1,0,nnRegressor,identity,None,27.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.9997452759003673,ok,1256.1715240690392
