,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,0,0,1,1,0,1,0,0,1,randomForestRegressor,None,None,None,poisson,None,None,90,sqrt,19,23,None,None,None,None,0.5451422117896297,ok,5.949708139989525
1,1,0,0,0,1,0,1,1,0,1,0,0,kneighborsRegressor,None,brute,None,None,17.0,None,None,None,None,None,None,1.0,None,distance,0.21661075492338722,ok,6.171039105858654
2,1,0,0,1,0,1,0,0,0,1,0,0,kneighborsRegressor,None,brute,None,None,24.0,None,None,None,None,None,None,7.0,None,uniform,0.5241896045332758,ok,6.7096805069595575
3,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,identity,None,15.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.07722052213883124,ok,30.39946712483652
4,0,1,0,0,1,1,1,1,0,1,0,0,kneighborsRegressor,None,auto,None,None,12.0,None,None,None,None,None,None,8.0,None,distance,0.6059450016436877,ok,30.449642893858254
5,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,11.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.9985952638331858,ok,35.91654847585596
6,0,0,0,0,0,1,1,0,1,0,1,0,kneighborsRegressor,None,ball_tree,None,None,34.0,None,None,None,None,None,None,5.0,None,uniform,0.38757003867157547,ok,35.97413418791257
7,0,0,0,0,0,1,1,0,1,0,1,0,nnRegressor,logistic,None,20.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.14743378875353907,ok,70.46644511586055
8,0,0,1,1,0,0,1,0,0,0,1,0,randomForestRegressor,None,None,None,mae,None,None,60,sqrt,12,38,None,None,None,None,0.9956476868135494,ok,155.5158699278254
9,0,1,0,0,1,1,1,0,0,0,0,1,nnRegressor,tanh,None,24.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.46625940324587667,ok,166.39002592791803
10,0,0,0,1,1,0,1,1,0,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,71,auto,18,40,None,None,None,None,0.533107613367916,ok,197.2433822657913
11,0,0,1,0,0,1,1,0,0,0,1,0,randomForestRegressor,None,None,None,mse,None,None,25,sqrt,6,13,None,None,None,None,0.998973969823315,ok,198.9452971369028
12,1,0,0,0,1,0,0,0,0,1,0,0,kneighborsRegressor,None,kd_tree,None,None,15.0,None,None,None,None,None,None,7.0,None,distance,0.41393057890872675,ok,198.982423649868
13,0,0,0,0,1,1,0,0,1,0,0,1,kneighborsRegressor,None,auto,None,None,22.0,None,None,None,None,None,None,4.0,None,uniform,0.5327409622437518,ok,199.02031906996854
14,1,0,0,1,1,1,1,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,39,auto,16,40,None,None,None,None,0.7830104675095101,ok,204.91885586082935
15,1,1,1,1,0,1,0,0,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,2,log2,5,2,None,None,None,None,0.03503259889229726,ok,205.85410970496014
16,0,0,0,0,0,0,0,1,1,0,0,1,randomForestRegressor,None,None,None,mse,None,None,59,log2,17,24,None,None,None,None,0.4872635441660913,ok,207.07802666188218
17,0,1,0,1,0,0,0,1,1,1,1,0,nnRegressor,tanh,None,18.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.49495310823837124,ok,218.84205544181168
18,0,1,0,1,0,1,1,1,1,1,0,0,nnRegressor,tanh,None,9.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.4722959573713825,ok,229.22005210793577
19,1,1,0,0,0,1,0,1,0,1,0,0,kneighborsRegressor,None,auto,None,None,32.0,None,None,None,None,None,None,4.0,None,distance,0.5040397910069454,ok,229.26051056478173
20,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,30.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.999272421247818,ok,232.7269166689366
21,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,32.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9996475037591047,ok,235.8434241968207
22,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,31.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9991940929864565,ok,239.1992270888295
23,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,32.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9992931882708157,ok,242.82692127185874
24,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,27.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.9991398354536495,ok,246.3979521729052
25,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,31.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.9989282898808513,ok,249.55841431580484
26,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,logistic,None,26.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.999891677867656,ok,253.19772306387313
27,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,logistic,None,26.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.999891677867656,ok,256.8266240749508
28,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,logistic,None,25.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9998714547554092,ok,261.0733853247948
29,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,logistic,None,22.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.9998106751259406,ok,265.10789813194424
30,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,logistic,None,27.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.9998722476080321,ok,268.64173374394886
31,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,logistic,None,28.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9998221007367031,ok,272.5195574008394
32,1,1,1,0,0,0,0,0,0,0,1,1,nnRegressor,logistic,None,24.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.9994078371527749,ok,276.6451841457747
33,1,1,1,0,0,1,0,0,0,0,1,1,nnRegressor,identity,None,20.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.9999999570782779,ok,277.0735686139669
34,1,1,1,0,1,1,0,1,0,0,1,1,nnRegressor,identity,None,16.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.999999848319566,ok,277.6327126249671
35,1,1,1,1,1,0,0,1,0,0,1,1,kneighborsRegressor,None,kd_tree,None,None,2.0,None,None,None,None,None,None,10.0,None,uniform,0.5268400277113753,ok,277.7130757009145
36,1,1,1,0,1,1,0,1,0,0,1,1,nnRegressor,identity,None,15.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.9999997396704929,ok,278.29855814087205
37,1,1,1,0,1,1,0,1,0,0,1,1,kneighborsRegressor,None,ball_tree,None,None,3.0,None,None,None,None,None,None,1.0,None,uniform,0.2978269157690683,ok,278.3717637648806
38,1,1,1,0,1,1,0,1,0,0,1,1,nnRegressor,identity,None,16.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.999999848319566,ok,278.93103429395705
39,1,1,1,1,1,0,0,1,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,97,log2,2,3,None,None,None,None,0.9975481414438162,ok,408.39754532882944
40,1,1,1,0,1,1,1,1,0,0,1,0,nnRegressor,identity,None,12.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.9999997904426097,ok,408.7721972479485
41,1,0,1,0,1,1,0,1,0,1,1,1,nnRegressor,identity,None,20.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.9999996839020255,ok,409.14864717493765
42,1,1,1,0,1,0,1,1,0,0,1,1,kneighborsRegressor,None,brute,None,None,38.0,None,None,None,None,None,None,10.0,None,distance,0.5235050740769086,ok,409.6633413268719
43,0,0,1,1,1,1,0,1,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,9,auto,11,31,None,None,None,None,0.9999855993062575,ok,696.1495471438393
44,1,1,1,0,1,1,1,1,0,1,1,1,nnRegressor,identity,None,17.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.9999899232699538,ok,696.6217309068888
45,1,0,1,0,1,0,0,1,0,0,0,1,kneighborsRegressor,None,ball_tree,None,None,9.0,None,None,None,None,None,None,2.0,None,distance,0.1890154013252905,ok,696.6819161397871
46,0,1,1,1,1,1,0,1,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,84,sqrt,8,11,None,None,None,None,0.9863379356918114,ok,800.1060667568818
47,1,1,0,0,1,1,1,1,0,1,1,1,nnRegressor,identity,None,22.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.07838482887577047,ok,800.7960611057933
48,0,0,1,1,1,0,0,1,1,0,0,0,nnRegressor,identity,None,12.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.9999897191266669,ok,801.1016896958463
49,1,1,0,0,1,1,1,0,0,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,36,log2,14,13,None,None,None,None,0.5824740748084083,ok,808.4349230017979
50,0,0,1,0,1,1,0,1,0,0,0,1,kneighborsRegressor,None,kd_tree,None,None,28.0,None,None,None,None,None,None,9.0,None,uniform,0.5448058248666335,ok,808.4953066499438
51,1,1,0,0,0,1,0,0,1,0,1,0,nnRegressor,identity,None,14.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.04760325167846613,ok,831.8448773808777
52,1,1,1,1,1,0,0,1,0,1,0,1,nnRegressor,identity,None,18.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.999990565998976,ok,832.3250177609734
53,0,1,1,0,0,1,1,0,0,0,1,1,randomForestRegressor,None,None,None,mse,None,None,14,auto,2,32,None,None,None,None,0.9999861730237397,ok,835.2366485898383
54,1,0,0,0,0,1,0,0,1,0,1,0,nnRegressor,identity,None,9.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.03811121705204179,ok,864.4421334408689
55,1,1,1,1,1,1,0,1,0,1,0,1,kneighborsRegressor,None,kd_tree,None,None,40.0,None,None,None,None,None,None,3.0,None,distance,0.5665002332468587,ok,864.5081081648823
56,0,1,1,0,0,1,1,0,0,0,1,1,nnRegressor,identity,None,14.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.9999999151905831,ok,864.945338942809
57,0,1,0,0,0,0,1,0,0,0,1,1,nnRegressor,tanh,None,13.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.37317030203975354,ok,916.9162883199751
58,0,0,1,0,0,1,1,0,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,77,log2,8,8,None,None,None,None,0.9954368343389233,ok,1012.8319526407868
59,0,1,1,0,0,1,1,0,0,1,0,1,nnRegressor,identity,None,21.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.9999999613400524,ok,1013.1976420709398
