,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,1,0,0,1,1,1,1,1,0,1,nnRegressor,logistic,None,23,None,None,invscaling,None,None,None,None,1,None,adam,None,0.99542798569159,ok,6.974496826995164
1,0,0,1,0,0,1,0,0,1,0,1,1,nnRegressor,identity,None,26,None,None,constant,None,None,None,None,5,None,sgd,None,0.999999999993922,ok,8.944925230927765
2,0,0,1,0,1,0,1,0,0,0,0,0,randomForestRegressor,None,None,None,mae,None,None,10.0,auto,2.0,18.0,None,None,None,None,0.9999955089843465,ok,123.40731240413152
3,1,0,0,0,1,0,0,0,0,0,1,0,nnRegressor,tanh,None,26,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.43042374254048366,ok,133.51512474007905
4,1,0,0,0,0,1,0,0,0,0,0,0,randomForestRegressor,None,None,None,mae,None,None,53.0,log2,6.0,3.0,None,None,None,None,0.33498935772335225,ok,194.10895209293813
5,1,0,0,0,1,0,0,1,0,0,0,1,nnRegressor,logistic,None,14,None,None,invscaling,None,None,None,None,3,None,sgd,None,0.0021444129069442264,ok,198.0781694171019
6,0,0,0,1,0,1,1,0,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,34.0,log2,11.0,16.0,None,None,None,None,0.6848271718681171,ok,200.19812810211442
7,0,0,0,0,1,0,0,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,2.0,sqrt,8.0,29.0,None,None,None,None,0.42577418020856783,ok,200.81967416615225
8,0,1,1,0,0,0,1,1,0,0,1,0,randomForestRegressor,None,None,None,mae,None,None,14.0,sqrt,6.0,24.0,None,None,None,None,0.9956358455596632,ok,282.2855967551004
9,0,0,1,1,0,0,1,0,0,0,0,0,kneighborsRegressor,None,kd_tree,None,None,10.0,None,None,None,None,None,None,5.0,None,uniform,0.3503291454234332,ok,282.3230565839913
10,0,0,1,0,0,1,1,0,1,0,0,0,nnRegressor,tanh,None,26,None,None,constant,None,None,None,None,9,None,lbfgs,None,0.999488354281304,ok,285.6777535821311
11,0,1,1,0,1,0,0,0,1,1,0,1,nnRegressor,logistic,None,23,None,None,adaptive,None,None,None,None,4,None,sgd,None,0.99782527335356,ok,301.7705223879311
12,0,1,1,1,1,1,1,0,0,0,0,1,nnRegressor,identity,None,22,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.9999997019226623,ok,302.2969343410805
13,1,1,0,1,0,1,0,0,0,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,35.0,sqrt,12.0,14.0,None,None,None,None,0.5894104869069934,ok,308.7088204571046
14,0,1,0,1,1,0,0,0,0,1,1,1,randomForestRegressor,None,None,None,mse,None,None,37.0,sqrt,10.0,16.0,None,None,None,None,0.7542828181902332,ok,310.4537946891505
15,1,1,0,0,1,1,1,0,1,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,87.0,sqrt,12.0,20.0,None,None,None,None,0.6698302201211807,ok,320.6491413579788
16,0,0,0,1,1,1,0,0,0,0,1,0,kneighborsRegressor,None,ball_tree,None,None,6.0,None,None,None,None,None,None,7.0,None,uniform,0.5501797807571787,ok,320.6951386691071
17,1,1,1,1,0,0,0,1,1,0,0,1,kneighborsRegressor,None,kd_tree,None,None,39.0,None,None,None,None,None,None,4.0,None,distance,0.5097908106637967,ok,320.7384468219243
18,0,1,0,0,0,0,1,1,1,1,0,0,kneighborsRegressor,None,ball_tree,None,None,31.0,None,None,None,None,None,None,6.0,None,uniform,0.5065031284822284,ok,320.78474707202986
19,0,0,0,1,0,1,0,0,0,0,1,1,nnRegressor,identity,None,31,None,None,adaptive,None,None,None,None,7,None,lbfgs,None,0.060516684856313785,ok,321.0660273390822
20,0,1,1,1,1,1,1,0,1,0,1,1,nnRegressor,identity,None,16,None,None,constant,None,None,None,None,5,None,sgd,None,0.9997863766850544,ok,324.163279365981
21,0,1,1,1,1,1,1,0,1,0,1,1,nnRegressor,relu,None,31,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,0.9994957312252634,ok,327.5412661039736
22,0,1,1,1,0,1,1,0,0,0,1,1,nnRegressor,identity,None,19,None,None,constant,None,None,None,None,6,None,adam,None,0.8868996293959172,ok,331.56269477005117
23,0,0,1,1,1,1,0,0,1,0,1,1,nnRegressor,identity,None,9,None,None,adaptive,None,None,None,None,5,None,sgd,None,0.9999902932226049,ok,359.200426354073
24,0,1,1,0,0,1,0,1,0,0,1,1,nnRegressor,identity,None,27,None,None,adaptive,None,None,None,None,3,None,sgd,None,0.9999999999890925,ok,368.9660221210215
25,0,0,1,0,0,1,0,1,1,0,1,1,nnRegressor,identity,None,28,None,None,constant,None,None,None,None,2,None,sgd,None,0.9999856823496827,ok,370.78108277893625
26,0,0,1,0,0,1,0,1,0,0,1,1,nnRegressor,relu,None,29,None,None,adaptive,None,None,None,None,3,None,sgd,None,0.9982094138002748,ok,382.4791838929523
27,0,1,1,0,0,1,0,1,1,0,1,1,nnRegressor,identity,None,26,None,None,invscaling,None,None,None,None,6,None,sgd,None,0.9995475667695879,ok,384.48796486807987
28,0,1,1,0,0,1,0,1,1,0,1,1,nnRegressor,identity,None,32,None,None,constant,None,None,None,None,4,None,sgd,None,0.9999987916860733,ok,386.1303424939979
29,0,0,1,0,0,1,0,1,0,0,1,1,kneighborsRegressor,None,brute,None,None,22.0,None,None,None,None,None,None,1.0,None,distance,-0.033365166876516694,ok,386.3504997671116
30,1,1,1,0,0,1,0,1,1,0,1,1,nnRegressor,relu,None,19,None,None,adaptive,None,None,None,None,1,None,adam,None,0.9997725304324767,ok,391.60819991095923
31,0,0,1,0,0,1,0,1,0,0,1,1,nnRegressor,identity,None,28,None,None,constant,None,None,None,None,7,None,sgd,None,0.9999999999924765,ok,393.48946616915055
32,1,0,1,0,0,1,0,1,0,0,1,1,nnRegressor,tanh,None,24,None,None,constant,None,None,None,None,8,None,sgd,None,0.9968487691793172,ok,396.77073767012917
33,0,0,1,0,0,1,0,1,1,0,1,1,nnRegressor,identity,None,29,None,None,constant,None,None,None,None,10,None,sgd,None,0.99997058575017,ok,398.62013622093946
34,1,0,1,0,0,1,0,1,0,0,1,1,kneighborsRegressor,None,auto,None,None,19.0,None,None,None,None,None,None,9.0,None,distance,0.38569221942120113,ok,398.68061550310813
35,0,0,1,0,0,1,0,1,0,1,1,1,nnRegressor,identity,None,21,None,None,constant,None,None,None,None,7,None,adam,None,0.9999999412070404,ok,402.14154733810574
36,0,0,1,0,0,1,0,1,1,0,1,1,nnRegressor,identity,None,30,None,None,constant,None,None,None,None,7,None,sgd,None,0.9999962788001645,ok,404.0616462349426
37,0,0,1,0,0,1,0,0,0,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,96.0,auto,20.0,38.0,None,None,None,None,0.9316864914215729,ok,426.51428709202446
38,1,0,1,0,0,0,0,1,1,1,1,1,nnRegressor,relu,None,25,None,None,constant,None,None,None,None,8,None,sgd,None,0.9962881709622389,ok,429.8462846209295
39,0,0,1,0,0,1,0,0,0,0,1,0,kneighborsRegressor,None,brute,None,None,40.0,None,None,None,None,None,None,1.0,None,uniform,-0.08894384248591747,ok,430.12494310410693
40,0,0,1,0,0,0,0,0,1,0,1,1,nnRegressor,tanh,None,17,None,None,invscaling,None,None,None,None,10,None,sgd,None,0.9767987507310485,ok,433.80923641100526
41,0,0,1,0,0,1,0,1,0,0,0,1,randomForestRegressor,None,None,None,mae,None,None,68.0,log2,19.0,3.0,None,None,None,None,0.9969330096724043,ok,518.6735485319514
42,1,0,0,0,0,1,0,0,1,1,1,0,nnRegressor,logistic,None,8,None,None,constant,None,None,None,None,6,None,sgd,None,0.35548464671380986,ok,593.8513523950242
