,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
26,0,0,1,0,0,0,0,0,0,0,1,1,nnRegressor,identity,None,27.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.9999999999861178,ok,433.9668085151352
27,0,0,1,0,0,0,0,0,0,0,1,1,nnRegressor,identity,None,28.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.9999999999847862,ok,436.2507900330238
28,0,0,1,0,0,0,0,0,0,0,1,1,nnRegressor,identity,None,21.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.9999999959274817,ok,439.4181663361378
29,0,0,1,0,0,0,0,0,0,0,1,1,nnRegressor,identity,None,29.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.9999999999537688,ok,441.61682796804234
30,0,0,1,0,0,0,0,0,0,0,1,0,nnRegressor,tanh,None,23.0,None,None,adaptive,None,None,None,None,8.0,None,sgd,None,0.9988844286833066,ok,456.9439987610094
31,0,0,1,0,0,0,0,0,0,0,1,1,nnRegressor,identity,None,28.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.9999999995590091,ok,459.55846793204546
32,0,1,0,0,0,0,0,0,0,0,1,1,kneighborsRegressor,None,kd_tree,None,None,38,None,None,None,None,None,None,9,None,distance,0.26518368375154844,ok,459.608654536074
33,0,0,1,0,0,0,0,0,0,0,1,1,nnRegressor,identity,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.999999998821895,ok,463.8091958351433
34,0,0,0,0,0,0,0,0,0,0,1,0,nnRegressor,identity,None,31.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.012541123807645382,ok,469.43321816413663
35,0,0,1,0,0,1,0,0,1,1,1,1,nnRegressor,relu,None,22.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.9996573110214986,ok,471.5833553872071
36,0,1,1,0,0,0,0,1,0,0,1,1,kneighborsRegressor,None,brute,None,None,2,None,None,None,None,None,None,4,None,uniform,0.4031851466628895,ok,472.09378593205474
37,0,0,1,1,0,0,0,0,0,0,1,1,nnRegressor,tanh,None,18.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.9985151356464664,ok,491.0540874511935
38,0,0,0,0,0,1,0,0,1,1,1,1,nnRegressor,identity,None,27.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.0520408114575972,ok,499.8667501411401
39,0,1,1,1,0,0,0,1,0,0,1,1,nnRegressor,identity,None,29.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.9999883071823925,ok,502.28249614406377
40,0,0,1,0,1,0,0,0,0,0,1,0,kneighborsRegressor,None,kd_tree,None,None,32,None,None,None,None,None,None,1,None,distance,0.17686326223264937,ok,502.36900784703903
41,0,0,1,0,0,1,1,0,0,0,1,1,nnRegressor,relu,None,25.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.9998874282537469,ok,505.6492070259992
42,0,0,0,1,0,0,0,0,1,0,0,1,nnRegressor,tanh,None,18.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.4171797086974812,ok,521.2163507160731
43,1,1,1,0,1,0,0,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,95.0,auto,17.0,2.0,None,None,None,None,0.9998998114626824,ok,525.0692678180058
44,0,0,1,0,0,1,1,0,0,0,0,1,kneighborsRegressor,None,auto,None,None,11,None,None,None,None,None,None,8,None,distance,0.3567500704239075,ok,525.1415257172193
45,1,0,1,0,1,0,0,0,1,0,1,1,nnRegressor,identity,None,30.0,None,None,adaptive,None,None,None,None,8.0,None,sgd,None,0.9999999999971576,ok,534.2668420050759
46,1,1,0,1,1,0,0,1,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,66.0,log2,2.0,5.0,None,None,None,None,0.842588466199861,ok,537.3977014450356
47,1,0,1,0,1,1,1,0,1,0,0,0,nnRegressor,identity,None,30.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.999999999998006,ok,539.1645503691398
48,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,31.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.9999999999907662,ok,540.8299381481484
49,1,0,0,1,1,1,1,1,1,0,0,0,randomForestRegressor,None,None,None,mae,None,None,2.0,auto,16.0,39.0,None,None,None,None,0.39198674215338414,ok,777.274377607042
50,1,1,1,0,1,1,1,0,1,0,0,0,kneighborsRegressor,None,auto,None,None,28,None,None,None,None,None,None,7,None,uniform,0.5088045711042671,ok,777.3400045011658
51,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,logistic,None,20.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.994133084114505,ok,783.0941472172271
52,1,0,0,1,1,1,1,1,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,77.0,auto,20.0,9.0,None,None,None,None,0.7089137145030433,ok,788.855969539145
53,1,1,1,0,1,1,1,0,1,0,0,0,nnRegressor,relu,None,30.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.9965366965050363,ok,792.0619860060979
54,1,0,1,0,1,1,1,0,1,0,0,0,nnRegressor,identity,None,13.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.9999999999365977,ok,795.7985197280068
55,1,0,1,0,1,1,1,0,1,1,0,0,kneighborsRegressor,None,brute,None,None,2,None,None,None,None,None,None,4,None,uniform,0.6833697489544341,ok,796.2502302131616
56,1,0,1,1,1,1,1,1,1,0,0,0,nnRegressor,tanh,None,32.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.9961736556298763,ok,799.9585367841646
57,1,0,0,0,1,1,1,0,1,0,0,0,randomForestRegressor,None,None,None,mae,None,None,83.0,log2,14.0,35.0,None,None,None,None,0.6556525529275754,ok,919.584444536129
58,1,1,1,0,1,1,1,0,1,0,0,0,nnRegressor,relu,None,23.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,-4.780602240361809e-05,ok,922.245114897145
59,1,0,1,0,1,1,1,0,1,0,0,0,nnRegressor,logistic,None,9.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.9950661867837629,ok,930.5233686701395
60,1,0,1,1,1,1,1,1,1,1,0,0,kneighborsRegressor,None,kd_tree,None,None,34,None,None,None,None,None,None,4,None,distance,0.661105388727065,ok,930.5934464891907
61,1,0,1,0,1,1,1,0,1,0,0,0,nnRegressor,identity,None,14.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.9999992543701911,ok,930.8801448210143
62,1,1,0,0,1,1,1,0,1,0,0,0,randomForestRegressor,None,None,None,mae,None,None,55.0,log2,2.0,8.0,None,None,None,None,0.7953961910340717,ok,1042.4902134581935
63,1,0,1,0,1,1,1,0,1,0,0,0,nnRegressor,tanh,None,30.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.9962158508406558,ok,1045.4867470362224
64,1,0,1,0,1,0,1,0,1,1,0,1,nnRegressor,logistic,None,16.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.04702863705640348,ok,1049.200554408133
65,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,32.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.9999999999902457,ok,1050.8217054910492
66,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,30.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.9999999999969086,ok,1052.570670596091
67,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,25.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.999999999988988,ok,1054.6465944740921
68,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,29.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.999999999996461,ok,1056.4509344720282
69,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,26.0,None,None,constant,None,None,None,None,4.0,None,lbfgs,None,0.999999758842855,ok,1056.802134933183
70,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,30.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.9999999999920809,ok,1058.5715277481358
71,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,28.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.9995869491244571,ok,1060.474654570222
72,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,identity,None,31.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.9999999999977252,ok,1062.2001171382144
73,1,0,1,0,1,1,1,0,1,1,0,0,nnRegressor,logistic,None,32.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.9996609603380225,ok,1065.5282786590979
74,1,0,1,0,1,0,0,0,1,1,1,0,nnRegressor,identity,None,26.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.9999012104573508,ok,1067.5334739401005
75,1,0,1,0,1,1,1,0,1,0,0,1,nnRegressor,relu,None,24.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.9964456792720203,ok,1071.1733024090063
76,1,0,1,0,1,0,0,0,1,1,1,1,kneighborsRegressor,None,auto,None,None,14,None,None,None,None,None,None,10,None,distance,0.540696946164905,ok,1071.3091205840465
77,1,0,1,1,1,1,0,1,1,0,1,0,nnRegressor,identity,None,31.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.9999724441591215,ok,1080.2664808321279
78,1,0,0,0,1,0,1,0,1,0,0,1,randomForestRegressor,None,None,None,mse,None,None,12.0,sqrt,8.0,26.0,None,None,None,None,0.6632240539608407,ok,1081.9196285251528
79,1,1,1,0,1,1,0,0,1,1,1,0,nnRegressor,identity,None,28.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.9999999999941244,ok,1091.6817845660262
80,1,0,1,0,1,0,1,0,1,0,0,1,nnRegressor,identity,None,27.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.9999998356740726,ok,1092.0422131482046
81,1,0,1,0,1,1,0,0,1,0,1,0,kneighborsRegressor,None,brute,None,None,6,None,None,None,None,None,None,1,None,uniform,0.3359690581866541,ok,1092.2661054390483
82,1,0,0,1,1,0,1,1,1,1,0,1,nnRegressor,tanh,None,21.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.14039291303471524,ok,1095.4311760321725
83,1,1,1,0,1,1,0,0,1,0,1,0,nnRegressor,identity,None,31.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,0.9999999999965682,ok,1104.5485656580422
84,1,0,1,0,1,0,1,0,1,0,0,1,randomForestRegressor,None,None,None,poisson,None,None,66.0,auto,4.0,11.0,None,None,None,None,0.37952762262676065,ok,1141.5548776159994
85,1,0,1,0,1,1,0,0,1,1,1,0,nnRegressor,logistic,None,11.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.9973986953745787,ok,1149.0805237961467
86,1,0,1,1,1,0,1,1,1,0,0,1,nnRegressor,identity,None,29.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.999998621916996,ok,1149.4614372120705
87,1,0,0,0,1,1,0,0,1,0,1,0,kneighborsRegressor,None,ball_tree,None,None,19,None,None,None,None,None,None,5,None,uniform,0.5514386611399168,ok,1149.5371679721866
88,1,1,1,0,1,0,1,0,1,1,0,0,nnRegressor,relu,None,24.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.9976867730215914,ok,1163.9859510911629
89,1,0,1,0,1,1,1,0,1,0,0,1,randomForestRegressor,None,None,None,mae,None,None,86.0,auto,14.0,20.0,None,None,None,None,0.9999204978091454,ok,1406.3217844970059
90,1,0,1,1,1,1,0,1,1,0,1,0,nnRegressor,identity,None,28.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.9999273007986204,ok,1408.3999515071046
91,1,0,0,0,1,0,1,0,1,1,0,1,nnRegressor,identity,None,25.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.07335697959760945,ok,1419.7302897020709
92,1,1,1,0,1,1,0,0,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,23,None,None,None,None,None,None,10,None,distance,0.5271646152652532,ok,1419.798804697115
93,1,0,1,0,1,0,1,0,1,0,0,1,nnRegressor,tanh,None,19.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.9965846313210436,ok,1424.8998653381132
94,1,0,1,0,1,1,0,0,1,1,1,0,nnRegressor,identity,None,26.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.9999999534693477,ok,1425.3187684370205
95,1,0,1,1,1,0,1,1,1,0,0,0,randomForestRegressor,None,None,None,poisson,None,None,3.0,log2,18.0,33.0,None,None,None,None,0.10031355584196922,ok,1426.4496665040497
96,1,0,0,0,1,1,1,0,1,0,0,1,nnRegressor,relu,None,22.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.5341541729975099,ok,1453.4537655920722
97,1,1,1,0,1,1,0,0,1,1,1,0,nnRegressor,identity,None,32.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.9999999999891583,ok,1455.1612558790948
98,1,0,1,0,1,0,1,0,1,0,0,1,kneighborsRegressor,None,kd_tree,None,None,29,None,None,None,None,None,None,7,None,distance,0.4217674565268855,ok,1455.229110699147
99,1,0,1,0,1,1,1,0,0,1,0,0,nnRegressor,logistic,None,29.0,None,None,adaptive,None,None,None,None,2.0,None,sgd,None,0.9861505656699728,ok,1470.6675154231489
