,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
19,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,70.0,log2,18.0,10.0,None,None,None,None,0.9272727272727272,ok,50.31043254607357
20,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,50.40617353003472
21,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,50.49400062114
22,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,50.584111229050905
23,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,2.0,None,None,None,None,None,None,7.0,None,distance,0.9818181818181818,ok,50.7021418500226
24,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,9.0,None,None,None,None,None,None,5.0,None,distance,0.9763636363636363,ok,50.79539631004445
25,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,50.8854812590871
26,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,2.0,None,distance,0.9854545454545455,ok,51.06903492403217
27,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,29.0,None,None,None,None,None,None,3.0,None,distance,0.9781818181818182,ok,51.165154931135476
28,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,38.0,None,None,None,None,None,None,10.0,None,distance,0.9745454545454545,ok,51.26412151497789
29,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,7.0,None,distance,0.9854545454545455,ok,51.389651976991445
30,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,nnClassifier,relu,None,10,None,None,invscaling,None,None,None,None,10,None,sgd,None,0.03090909090909091,ok,74.69928397703916
31,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,2.0,None,distance,0.9836363636363636,ok,74.79028648906387
32,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,27.0,None,None,None,None,None,None,5.0,None,distance,0.9745454545454545,ok,74.99488801299594
33,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,8.0,None,distance,0.9836363636363636,ok,75.11128243408166
34,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,8.0,None,distance,0.9818181818181818,ok,75.22940843296237
35,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,nnClassifier,logistic,None,32,None,None,adaptive,None,None,None,None,1,None,sgd,None,0.0,ok,80.04894114402123
36,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,13.0,None,None,None,None,None,None,7.0,None,distance,0.98,ok,80.16863523307256
37,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,9.0,None,distance,0.9763636363636363,ok,80.2873182320036
38,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,nnClassifier,tanh,None,9,None,None,adaptive,None,None,None,None,1,None,adam,None,0.0,ok,85.06475111516193
39,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,4.0,None,distance,0.9727272727272728,ok,85.27278905012645
40,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,6.0,None,distance,0.9763636363636363,ok,85.39127478608862
41,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,2.0,auto,19.0,38.0,None,None,None,None,0.6854545454545454,ok,86.3426034830045
42,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,nnClassifier,relu,None,26,None,None,invscaling,None,None,None,None,8,None,lbfgs,None,0.0890909090909091,ok,88.71597610111348
43,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,kneighborsClassifier,None,auto,None,None,23.0,None,None,None,None,None,None,2.0,None,uniform,0.9781818181818182,ok,88.82198792300187
44,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,22.0,auto,14.0,39.0,None,None,None,None,0.9345454545454546,ok,90.77900236309506
45,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,12.0,None,None,None,None,None,None,4.0,None,distance,0.9854545454545455,ok,90.96997808711603
46,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,4.0,None,None,None,None,None,None,6.0,None,distance,0.9854545454545455,ok,91.09108941606246
47,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,nnClassifier,relu,None,14,None,None,invscaling,None,None,None,None,7,None,sgd,None,0.005454545454545455,ok,108.55815478996374
48,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,18.0,sqrt,7.0,13.0,None,None,None,None,0.9490909090909091,ok,109.82828278816305
49,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,17.0,None,None,None,None,None,None,2.0,None,uniform,0.9727272727272728,ok,109.93473274214193
50,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,65.0,log2,16.0,3.0,None,None,None,None,0.9345454545454546,ok,111.89335537306033
51,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,nnClassifier,tanh,None,32,None,None,adaptive,None,None,None,None,2,None,adam,None,0.04909090909090909,ok,123.50984974601306
52,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,6.0,None,distance,0.9854545454545455,ok,123.63588397600688
53,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,26.0,None,None,None,None,None,None,5.0,None,distance,0.9818181818181818,ok,123.7601201380603
54,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,58.0,log2,11.0,31.0,None,None,None,None,0.9327272727272727,ok,125.80460940510966
55,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,4.0,None,uniform,0.9709090909090909,ok,125.91869897115976
56,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,13.0,None,None,None,None,None,None,3.0,None,uniform,0.98,ok,126.03252563113347
57,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,nnClassifier,logistic,None,17,None,None,constant,None,None,None,None,3,None,lbfgs,None,0.016363636363636365,ok,129.23347969399765
58,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,6.0,None,distance,0.9836363636363636,ok,129.44144677114673
59,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,100.0,sqrt,20.0,14.0,None,None,None,None,0.94,ok,130.5878253581468
60,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,13.0,None,None,None,None,None,None,8.0,None,distance,0.9781818181818182,ok,130.69346606708132
61,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,20.0,None,None,None,None,None,None,1.0,None,uniform,0.9818181818181818,ok,130.7991231251508
62,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,1.0,None,uniform,0.9836363636363636,ok,130.9036303339526
63,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,nnClassifier,relu,None,26,None,None,invscaling,None,None,None,None,10,None,sgd,None,0.007272727272727273,ok,141.7282828351017
64,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,9.0,None,distance,0.9818181818181818,ok,141.93951447308064
65,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,8.0,None,None,None,None,None,None,7.0,None,distance,0.9818181818181818,ok,142.06164479302242
66,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,distance,0.98,ok,142.15980626712553
67,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,4.0,None,distance,0.9836363636363636,ok,142.2832232939545
68,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,6.0,None,distance,0.9854545454545455,ok,142.4065445130691
69,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,3.0,None,distance,0.98,ok,142.5096116180066
70,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,2.0,None,None,None,None,None,None,5.0,None,distance,0.9836363636363636,ok,142.63349697599187
71,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,2.0,None,distance,0.9854545454545455,ok,142.81952177011408
72,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,40.0,None,None,None,None,None,None,2.0,None,distance,0.9818181818181818,ok,142.92538026417606
73,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,9.0,None,distance,0.9745454545454545,ok,143.03834361117333
74,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,5.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,143.1348455841653
75,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,143.23670326103456
76,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,5.0,None,distance,0.9836363636363636,ok,143.33896150114015
77,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,29.0,auto,6.0,34.0,None,None,None,None,0.9418181818181818,ok,144.65211573103443
78,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,6.0,None,distance,0.9854545454545455,ok,144.75811084313318
79,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,nnClassifier,identity,None,12,None,None,constant,None,None,None,None,7,None,adam,None,0.09272727272727273,ok,166.2421752300579
80,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,3.0,None,distance,0.98,ok,166.34671020600945
81,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,12.0,auto,13.0,3.0,None,None,None,None,0.9490909090909091,ok,168.36337351310067
82,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,2.0,None,uniform,0.9836363636363636,ok,168.47578147612512
83,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,nnClassifier,tanh,None,24,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,0.012727272727272728,ok,172.6519683180377
84,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,7.0,None,distance,0.9781818181818182,ok,172.8609360421542
85,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,35.0,None,None,None,None,None,None,6.0,None,distance,0.9854545454545455,ok,172.9704663469456
86,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,21.0,None,None,None,None,None,None,3.0,None,distance,0.9818181818181818,ok,173.07524340809323
87,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,34.0,log2,17.0,24.0,None,None,None,None,0.9381818181818182,ok,174.9642596510239
88,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,12.0,None,None,None,None,None,None,8.0,None,distance,0.9690909090909091,ok,175.0729534609709
89,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,nnClassifier,logistic,None,29,None,None,invscaling,None,None,None,None,9,None,adam,None,0.09818181818181818,ok,186.93350782594644
90,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,8.0,None,None,None,None,None,None,4.0,None,distance,0.9836363636363636,ok,187.13685167301446
