,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
12,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,79,auto,17,9,None,None,None,None,0.9327272727272727,ok,63.69919530511834
13,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,nnClassifier,relu,None,27.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.08545454545454545,ok,75.23884393298067
14,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,68,log2,5,11,None,None,None,None,0.9672727272727273,ok,77.33288684813306
15,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,40.0,None,None,None,None,None,None,3.0,None,distance,0.98,ok,77.3963484771084
16,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,95,sqrt,15,16,None,None,None,None,0.9454545454545454,ok,79.24496880802326
17,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,79,auto,2,13,None,None,None,None,0.9618181818181818,ok,81.42387493117712
18,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,nnClassifier,identity,None,25.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.06545454545454546,ok,91.60559474816546
19,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,nnClassifier,logistic,None,10.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.04181818181818182,ok,118.51509127905592
20,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,118.6018980240915
21,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,39.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,118.68957079318352
22,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,118.77502593118697
23,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,23.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,118.86048882897012
24,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,29.0,None,None,None,None,None,None,3.0,None,uniform,0.9818181818181818,ok,118.96011488209479
25,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,39.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,119.12376679410227
26,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,18.0,None,None,None,None,None,None,3.0,None,distance,0.98,ok,119.2134222490713
27,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,5.0,None,distance,0.9781818181818182,ok,119.30718651297502
28,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,2.0,None,distance,0.9836363636363636,ok,119.39543573209085
29,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,12.0,None,None,None,None,None,None,6.0,None,uniform,0.9818181818181818,ok,119.50701943715103
30,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,2.0,None,distance,0.9836363636363636,ok,119.59647415601648
31,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,36.0,None,None,None,None,None,None,4.0,None,distance,0.9836363636363636,ok,119.68632597802207
32,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,25.0,None,None,None,None,None,None,7.0,None,distance,0.98,ok,119.87822863901965
33,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,2.0,None,uniform,0.9672727272727273,ok,119.98037991812453
34,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,4.0,None,distance,0.9836363636363636,ok,120.07689101411961
35,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,10.0,None,None,None,None,None,None,1.0,None,distance,0.9872727272727273,ok,120.162112607155
36,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,nnClassifier,logistic,None,31.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.038181818181818185,ok,123.61031500715762
37,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,10.0,None,None,None,None,None,None,2.0,None,distance,0.9763636363636363,ok,123.69745721598156
38,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,nnClassifier,identity,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.07454545454545454,ok,125.27987800305709
39,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,4.0,None,uniform,0.9890909090909091,ok,125.40871729911305
40,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,6.0,None,uniform,0.9727272727272728,ok,125.53724714997225
41,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,39,sqrt,20,26,None,None,None,None,0.9290909090909091,ok,126.65399170317687
42,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,nnClassifier,tanh,None,31.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.08545454545454545,ok,130.57082930696197
43,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,10.0,None,uniform,0.9690909090909091,ok,130.70008704508655
44,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,4.0,None,uniform,0.9818181818181818,ok,130.90776126412675
45,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,4,sqrt,9,40,None,None,None,None,0.8,ok,131.660171644995
46,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,7.0,None,uniform,0.9690909090909091,ok,131.78995086508803
47,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,nnClassifier,logistic,None,13.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.0,ok,140.7449663451407
48,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,95,auto,13,21,None,None,None,None,0.9381818181818182,ok,141.9041845020838
49,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,5.0,None,uniform,0.98,ok,142.03423875616863
50,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,4,sqrt,2,3,None,None,None,None,0.8145454545454546,ok,143.35130870598368
51,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,nnClassifier,relu,None,17.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.08363636363636363,ok,145.7870331350714
52,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,3.0,None,uniform,0.9818181818181818,ok,145.89824359607883
53,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,14.0,None,None,None,None,None,None,4.0,None,uniform,0.9763636363636363,ok,146.02867613406852
54,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,5.0,None,uniform,0.98,ok,146.16028796206228
55,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,29,auto,19,19,None,None,None,None,0.9345454545454546,ok,147.99970709206536
56,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,nnClassifier,identity,None,21.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.06909090909090909,ok,157.33786468813196
57,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,10.0,None,None,None,None,None,None,9.0,None,uniform,0.9763636363636363,ok,157.54464515205473
58,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,kneighborsClassifier,None,auto,None,None,2.0,None,None,None,None,None,None,7.0,None,uniform,0.9781818181818182,ok,157.67627711012028
59,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,8.0,None,uniform,0.9727272727272728,ok,157.80734678707086
60,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,53,log2,7,40,None,None,None,None,0.9418181818181818,ok,159.00086747808382
61,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,5.0,None,None,None,None,None,None,6.0,None,distance,0.9781818181818182,ok,159.09275291510858
62,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,nnClassifier,identity,None,27.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.01818181818181818,ok,167.7682817960158
63,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,2.0,None,distance,0.9818181818181818,ok,167.93861043616198
64,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,3.0,None,uniform,0.9654545454545455,ok,168.04788197018206
65,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,2.0,None,distance,0.9854545454545455,ok,168.1424587110523
66,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,23.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,168.23484890908003
67,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,3.0,None,distance,0.9818181818181818,ok,168.32923889299855
68,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,168.4224841571413
69,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,6.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,168.51503058313392
70,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,6.0,None,None,None,None,None,None,1.0,None,distance,0.9854545454545455,ok,168.68335688696243
71,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,2.0,None,distance,0.9854545454545455,ok,168.77975972602144
72,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,3.0,None,distance,0.98,ok,168.8753839081619
73,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,8.0,None,None,None,None,None,None,4.0,None,distance,0.9836363636363636,ok,168.98038783716038
74,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,1.0,None,distance,0.9872727272727273,ok,169.07321305805817
75,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,8.0,None,distance,0.9763636363636363,ok,169.21441828506067
76,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,33,sqrt,16,27,None,None,None,None,0.9490909090909091,ok,171.16959388717078
77,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,5.0,None,distance,0.9818181818181818,ok,171.26395062101074
78,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,nnClassifier,tanh,None,13.0,None,None,adaptive,None,None,None,None,1.0,None,lbfgs,None,0.0,ok,172.29742332710885
79,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,1.0,None,distance,0.9745454545454545,ok,172.38838181109168
80,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,2.0,None,uniform,0.9890909090909091,ok,172.49419553601183
81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,99,auto,12,2,None,None,None,None,0.9327272727272727,ok,173.6564171060454
82,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,3.0,None,uniform,0.98,ok,173.76283969008364
83,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,nnClassifier,logistic,None,13.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.02909090909090909,ok,195.34283607103862
84,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,4.0,None,uniform,0.9690909090909091,ok,195.45071393018588
85,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,35.0,None,None,None,None,None,None,2.0,None,uniform,0.9890909090909091,ok,195.5561394309625
86,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,36.0,None,None,None,None,None,None,2.0,None,uniform,0.9890909090909091,ok,195.6575059830211
87,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,35.0,None,None,None,None,None,None,2.0,None,uniform,0.990909090909091,ok,195.76035979902372
88,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,10,log2,8,35,None,None,None,None,0.9345454545454546,ok,196.90118082310073
89,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,nnClassifier,relu,None,20.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.08181818181818182,ok,210.00722627108917
90,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,3.0,None,uniform,0.9836363636363636,ok,210.11310032499023
