,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
78,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,nnClassifier,logistic,None,22.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.09636363636363636,ok,151.83796556689776
79,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,70,auto,12,39,None,None,None,None,0.9327272727272727,ok,153.00863856705837
80,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,6.0,None,distance,0.9872727272727273,ok,153.12817655899562
81,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,6.0,None,distance,0.9690909090909091,ok,153.24646717193536
82,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,nnClassifier,identity,None,14.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.034545454545454546,ok,168.2229362919461
83,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,6.0,None,distance,0.9872727272727273,ok,168.34209831710905
84,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,88,sqrt,17,34,None,None,None,None,0.9363636363636364,ok,169.7398931859061
85,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,6.0,None,distance,0.9727272727272728,ok,169.85742586595006
86,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,9.0,None,distance,0.9745454545454545,ok,169.97646830207668
87,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,7.0,None,distance,0.9763636363636363,ok,170.09489290392958
88,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,6.0,None,distance,0.9872727272727273,ok,170.21374407201074
89,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,nnClassifier,tanh,None,17.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.03272727272727273,ok,174.21458360808901
90,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,24,log2,9,20,None,None,None,None,0.9563636363636364,ok,176.34999710903503
91,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,8.0,None,distance,0.98,ok,176.46988031710498
92,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,6.0,None,distance,0.9818181818181818,ok,176.5893569290638
93,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,28.0,None,None,None,None,None,None,9.0,None,distance,0.9745454545454545,ok,176.7084310639184
94,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,nnClassifier,relu,None,11.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.10181818181818182,ok,201.64023803011514
95,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,10.0,None,distance,0.9763636363636363,ok,201.76051154104061
96,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,43,sqrt,13,7,None,None,None,None,0.9363636363636364,ok,203.1052273409441
97,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,5.0,None,distance,0.9818181818181818,ok,203.29931105207652
98,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,11.0,None,None,None,None,None,None,7.0,None,distance,0.98,ok,203.41955696395598
99,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,6.0,None,distance,0.9654545454545455,ok,203.53942257002927
