,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,23,auto,13,39,None,None,None,None,0.9407630522088354,ok,1.1644646441563964
1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,9.0,None,None,None,None,None,None,9.0,None,distance,0.8865461847389559,ok,1.2110959750134498
2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,65,sqrt,16,23,None,None,None,None,0.9437751004016064,ok,2.479842585977167
3,0,1,1,1,1,0,0,1,1,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,6.0,None,uniform,0.9748995983935743,ok,2.556566907092929
4,1,0,1,0,0,1,0,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,94,log2,7,4,None,None,None,None,0.9688755020080321,ok,3.7663297969847918
5,1,1,0,1,1,1,0,1,0,1,0,1,0,1,kneighborsClassifier,None,auto,None,None,38.0,None,None,None,None,None,None,1.0,None,distance,0.8232931726907631,ok,3.809972724178806
6,1,1,0,0,1,1,0,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,47,auto,20,9,None,None,None,None,0.9608433734939759,ok,5.7335440900642425
7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,nnClassifier,logistic,None,15.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.8443775100401606,ok,12.870547731174156
8,0,0,0,0,1,1,0,0,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,6.0,None,distance,0.9226907630522089,ok,13.059668458998203
9,1,1,0,1,1,1,0,0,0,0,0,1,0,1,nnClassifier,logistic,None,22.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.7871485943775101,ok,33.68317559012212
10,1,0,0,0,0,0,1,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,3,auto,2,10,None,None,None,None,0.8875502008032129,ok,34.60987412114628
11,1,1,0,1,1,0,1,0,1,0,1,0,0,0,nnClassifier,logistic,None,30.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.7520080321285141,ok,50.4827775740996
12,0,0,0,0,0,0,1,0,0,1,1,0,1,0,nnClassifier,relu,None,24.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.7781124497991968,ok,72.67334316507913
13,1,1,0,1,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,92,log2,7,10,None,None,None,None,0.9779116465863453,ok,74.47598560503684
14,1,1,0,1,1,1,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,33,log2,3,20,None,None,None,None,0.9678714859437751,ok,76.69360632495955
