,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,nnClassifier,tanh,None,26,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.7228915662650602,ok,7.102522254921496
1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,98.0,auto,5.0,38.0,None,None,None,None,0.964859437751004,ok,8.286040263948962
2,0,1,1,0,0,1,0,1,1,1,1,0,1,1,nnClassifier,relu,None,11,None,None,adaptive,None,None,None,None,3,None,lbfgs,None,0.713855421686747,ok,12.060735104838386
3,0,1,0,0,1,1,0,1,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,8.0,None,distance,0.9789156626506024,ok,12.11190794291906
4,1,1,0,1,1,0,0,1,0,1,0,0,1,0,kneighborsClassifier,None,brute,None,None,5.0,None,None,None,None,None,None,7.0,None,distance,0.9036144578313253,ok,12.27631673286669
5,0,0,1,0,1,1,1,0,1,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,10.0,None,distance,0.9889558232931727,ok,12.450671955011785
6,0,1,1,0,1,1,1,0,0,1,1,1,1,0,nnClassifier,logistic,None,8,None,None,invscaling,None,None,None,None,9,None,lbfgs,None,0.7218875502008032,ok,17.6112089229282
7,1,0,1,1,0,1,0,0,0,1,0,0,1,0,nnClassifier,tanh,None,20,None,None,constant,None,None,None,None,3,None,lbfgs,None,0.7188755020080321,ok,24.12434199801646
8,0,1,1,1,1,0,1,1,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,8.0,None,None,None,None,None,None,2.0,None,uniform,0.9799196787148594,ok,24.204654847970232
9,1,0,1,1,0,0,1,0,0,1,0,1,1,0,nnClassifier,logistic,None,10,None,None,constant,None,None,None,None,3,None,sgd,None,0.7309236947791165,ok,63.23292105598375
10,1,1,0,1,0,1,0,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,90.0,sqrt,3.0,4.0,None,None,None,None,0.9849397590361446,ok,65.4318137478549
11,1,1,0,0,1,1,0,1,1,1,0,0,0,0,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,7.0,None,distance,0.9006024096385542,ok,65.4760635169223
12,1,1,1,1,1,1,1,0,1,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,76.0,auto,12.0,27.0,None,None,None,None,0.9829317269076305,ok,66.9274619538337
13,1,0,0,1,0,1,1,0,1,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,37.0,None,None,None,None,None,None,7.0,None,uniform,0.964859437751004,ok,66.9944384819828
14,0,0,1,1,0,0,1,0,0,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,14.0,sqrt,17.0,36.0,None,None,None,None,0.9688755020080321,ok,68.17602706397884
15,0,1,0,0,0,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,3.0,None,distance,0.928714859437751,ok,68.22135620284826
16,0,0,0,1,0,0,1,1,1,0,1,0,0,0,nnClassifier,identity,None,11,None,None,invscaling,None,None,None,None,2,None,adam,None,0.7279116465863453,ok,76.85986581398174
17,0,0,0,1,0,1,1,1,0,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,24.0,None,None,None,None,None,None,4.0,None,uniform,0.964859437751004,ok,76.93214964284562
18,1,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,12.0,None,None,None,None,None,None,2.0,None,uniform,0.9046184738955824,ok,77.00017571100034
19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,36.0,auto,10.0,29.0,None,None,None,None,0.9397590361445783,ok,78.23410704196431
20,0,0,0,0,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,72.0,log2,3.0,2.0,None,None,None,None,0.9869477911646586,ok,80.55861187400296
21,0,0,1,0,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,58.0,log2,2.0,4.0,None,None,None,None,0.9869477911646586,ok,82.69705891702324
22,0,0,1,0,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,47.0,log2,8.0,12.0,None,None,None,None,0.9829317269076305,ok,84.77136361203156
23,0,0,0,0,1,1,0,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,16.0,log2,20.0,15.0,None,None,None,None,0.9799196787148594,ok,86.85561976884492
24,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,10.0,None,distance,0.9889558232931727,ok,87.04654058488086
25,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,10.0,None,distance,0.9889558232931727,ok,87.23737879190594
26,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,10.0,None,distance,0.9889558232931727,ok,87.4280813508667
27,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,9.0,None,distance,0.9879518072289156,ok,87.61879317089915
28,0,0,1,0,1,1,0,0,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,9.0,None,distance,0.9849397590361446,ok,87.80897185881622
29,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,5.0,None,distance,0.9899598393574297,ok,88.00066311098635
30,0,0,1,0,1,1,0,0,1,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,5.0,None,distance,0.9769076305220884,ok,88.16320116096176
31,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,5.0,None,distance,0.9899598393574297,ok,88.26513484702446
32,0,0,1,0,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,5.0,None,distance,0.9899598393574297,ok,88.35536450403742
33,0,0,1,0,1,1,0,0,1,1,1,1,1,1,nnClassifier,identity,None,32,None,None,adaptive,None,None,None,None,6,None,adam,None,0.7088353413654619,ok,90.52039257087745
34,0,0,1,0,1,1,0,1,1,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,4.0,None,distance,0.9929718875502008,ok,90.62860886193812
35,0,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,4.0,None,distance,0.9919678714859438,ok,90.71885832003318
36,0,0,1,0,1,0,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,7.0,None,None,None,None,None,None,3.0,None,uniform,0.9879518072289156,ok,90.82381685986184
37,0,0,1,0,1,1,0,1,1,0,0,1,1,1,nnClassifier,relu,None,18,None,None,invscaling,None,None,None,None,6,None,sgd,None,0.7178714859437751,ok,114.51600581803359
38,0,0,1,0,1,1,0,1,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.9939759036144579,ok,114.60028426302597
39,0,0,1,0,1,0,0,1,1,1,0,1,1,1,nnClassifier,logistic,None,31,None,None,adaptive,None,None,None,None,10,None,adam,None,0.7178714859437751,ok,133.87893755803816
40,0,0,1,0,1,1,0,1,1,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.9939759036144579,ok,133.9648890530225
