,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
19,1,1,1,1,0,1,1,0,1,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,55,auto,16,32,None,None,None,None,0.9748995983935743,ok,53.348073402186856
20,0,1,1,1,1,0,1,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,88,log2,10,7,None,None,None,None,0.9779116465863453,ok,54.79190030414611
21,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,97,log2,9,3,None,None,None,None,0.9829317269076305,ok,56.2287116071675
22,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,76,log2,7,2,None,None,None,None,0.9799196787148594,ok,57.683610279113054
23,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,73,log2,2,3,None,None,None,None,0.9879518072289156,ok,59.49723302107304
24,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,72,log2,2,5,None,None,None,None,0.9859437751004017,ok,61.305831253062934
25,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,69,log2,2,6,None,None,None,None,0.9849397590361446,ok,63.10277240211144
26,0,1,1,1,1,0,0,1,0,1,1,1,0,0,nnClassifier,relu,None,8.0,None,None,adaptive,None,None,None,None,1.0,None,lbfgs,None,0.7379518072289156,ok,66.5805977601558
27,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,67,log2,2,40,None,None,None,None,0.9839357429718876,ok,68.33021878404543
28,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,24,log2,4,7,None,None,None,None,0.9849397590361446,ok,70.38227703305893
29,0,1,0,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,64,log2,2,2,None,None,None,None,0.9789156626506024,ok,71.93411622312851
30,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,82,log2,6,9,None,None,None,None,0.9829317269076305,ok,73.70556234917603
31,0,1,1,1,1,0,0,1,0,1,1,1,0,0,nnClassifier,identity,None,10.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.7419678714859438,ok,95.76496196119115
32,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,73,auto,12,2,None,None,None,None,0.9839357429718876,ok,97.11955370916985
33,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,91,log2,3,4,None,None,None,None,0.9859437751004017,ok,98.92032830417156
34,0,0,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,92,log2,4,15,None,None,None,None,0.9839357429718876,ok,100.38260721322149
35,0,1,0,1,1,0,0,1,0,1,1,1,0,0,nnClassifier,tanh,None,31.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.7409638554216867,ok,120.85072778421454
36,0,1,1,1,1,0,0,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,100,log2,19,21,None,None,None,None,0.9839357429718876,ok,122.50248914700933
37,0,0,1,1,1,0,0,1,0,1,1,0,0,0,nnClassifier,relu,None,14.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.7349397590361446,ok,126.11759538017213
38,0,1,1,1,1,0,0,1,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,61,log2,7,40,None,None,None,None,0.9688755020080321,ok,127.44964025821537
39,0,1,0,1,1,0,0,1,0,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,30.0,None,None,None,None,None,None,10.0,None,distance,0.9628514056224899,ok,127.6485349831637
40,0,0,1,1,1,0,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,78,auto,3,9,None,None,None,None,0.9829317269076305,ok,129.6523159951903
41,0,1,1,1,1,0,0,1,0,0,0,0,1,0,nnClassifier,tanh,None,31.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.7309236947791165,ok,147.28244563005865
42,0,1,0,1,0,1,0,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,86,sqrt,5,20,None,None,None,None,0.9407630522088354,ok,148.9496290520765
43,0,0,1,0,1,0,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,14.0,None,None,None,None,None,None,9.0,None,distance,0.9929718875502008,ok,149.03675040206872
44,0,0,1,0,0,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,3.0,None,None,None,None,None,None,9.0,None,distance,0.9809236947791165,ok,149.12956619705074
45,1,0,0,0,1,0,1,0,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,14.0,None,None,None,None,None,None,8.0,None,distance,0.9869477911646586,ok,149.197324792156
46,0,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,3.0,None,None,None,None,None,None,8.0,None,distance,0.9899598393574297,ok,149.31433573621325
47,1,0,1,0,0,1,1,0,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,2.0,None,None,None,None,None,None,8.0,None,distance,0.9738955823293173,ok,149.38604518515058
48,0,0,0,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,16.0,None,None,None,None,None,None,8.0,None,distance,0.9819277108433735,ok,149.46691485820338
49,1,0,1,0,1,1,1,1,1,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,6.0,None,None,None,None,None,None,9.0,None,distance,0.9899598393574297,ok,149.54348902101628
50,1,0,1,0,0,1,1,0,1,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,8.0,None,None,None,None,None,None,10.0,None,distance,0.9718875502008032,ok,149.72809414216317
51,0,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,21.0,None,None,None,None,None,None,7.0,None,distance,0.9909638554216867,ok,149.81069106515497
52,0,0,0,0,0,1,1,0,1,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,21.0,None,None,None,None,None,None,5.0,None,distance,0.9688755020080321,ok,149.87954636709765
53,0,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,7.0,None,distance,0.9909638554216867,ok,149.9796880360227
54,0,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,4.0,None,distance,0.9889558232931727,ok,150.14362194715068
55,1,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,7.0,None,distance,0.9939759036144579,ok,150.3302733642049
56,1,0,0,0,0,1,1,0,1,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,9.0,None,distance,0.9598393574297188,ok,150.51620086003095
57,1,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,7.0,None,uniform,0.9839357429718876,ok,150.72338862903416
58,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,11.0,None,None,None,None,None,None,9.0,None,distance,0.9899598393574297,ok,150.9107545982115
59,1,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,10.0,None,distance,0.9909638554216867,ok,151.0960268410854
60,1,0,1,0,0,1,1,0,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,6.0,None,uniform,0.9628514056224899,ok,151.3043298071716
61,1,0,0,0,1,1,1,1,1,0,0,1,1,1,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7399598393574297,ok,162.36254970217124
62,1,0,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,13.0,None,None,None,None,None,None,7.0,None,distance,0.9939759036144579,ok,162.437050239183
63,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,4.0,None,distance,0.9959839357429718,ok,162.5079212281853
64,1,0,1,0,0,1,1,0,1,0,1,0,1,1,nnClassifier,logistic,None,16.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.8483935742971888,ok,166.49239779822528
65,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,3.0,None,distance,0.9939759036144579,ok,166.56181024410762
66,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,3.0,None,distance,0.9939759036144579,ok,166.6307810950093
67,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,2.0,None,distance,0.9979919678714859,ok,166.70404401607811
68,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,7.0,None,None,None,None,None,None,2.0,None,distance,0.9979919678714859,ok,166.77593379304744
69,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,5.0,None,None,None,None,None,None,1.0,None,distance,0.9979919678714859,ok,166.8473818351049
70,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,5.0,None,None,None,None,None,None,1.0,None,distance,0.9979919678714859,ok,166.91907812422141
71,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,1.0,None,distance,0.9979919678714859,ok,167.06340572214685
72,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,8.0,None,None,None,None,None,None,1.0,None,uniform,0.9979919678714859,ok,167.1557700021658
73,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,uniform,0.9979919678714859,ok,167.2514737630263
74,1,0,1,0,1,1,1,1,1,0,1,0,1,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.7389558232931727,ok,170.04558183602057
75,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,uniform,0.9979919678714859,ok,170.1442364230752
76,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,2.0,None,uniform,0.9929718875502008,ok,170.24970047106035
77,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,1.0,None,uniform,0.9979919678714859,ok,170.3429069709964
78,1,0,0,0,1,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,3.0,None,uniform,0.9849397590361446,ok,170.43791942019016
79,1,0,1,0,1,1,1,1,1,0,1,0,1,1,nnClassifier,logistic,None,19.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.7349397590361446,ok,175.53468615212478
80,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,9.0,None,None,None,None,None,None,2.0,None,uniform,0.9929718875502008,ok,175.6252247830853
81,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,13.0,None,None,None,None,None,None,4.0,None,uniform,0.9829317269076305,ok,175.72076133615337
82,1,0,0,0,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,38.0,None,None,None,None,None,None,1.0,None,uniform,0.9849397590361446,ok,175.8070945062209
83,1,0,1,0,1,1,1,1,1,0,0,0,1,1,nnClassifier,relu,None,11.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.7379518072289156,ok,212.36136782099493
84,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,2.0,None,uniform,0.9929718875502008,ok,212.46436672704294
85,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,3.0,None,uniform,0.9919678714859438,ok,212.55710613005795
86,1,0,1,0,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,7.0,None,None,None,None,None,None,2.0,None,distance,0.9929718875502008,ok,212.62205540016294
87,1,0,0,0,1,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,1.0,None,uniform,0.9949799196787149,ok,212.71112673007883
88,1,0,1,0,1,1,1,1,1,0,1,0,1,1,nnClassifier,identity,None,20.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.7379518072289156,ok,216.93580406415276
89,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,5.0,None,distance,0.9919678714859438,ok,217.01386498799548
90,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,23.0,None,None,None,None,None,None,2.0,None,uniform,0.9929718875502008,ok,217.10649912222289
91,1,0,0,0,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,4.0,None,uniform,0.963855421686747,ok,217.19449520413764
92,1,0,1,0,1,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,7.0,None,None,None,None,None,None,3.0,None,distance,0.9919678714859438,ok,217.26941209007055
93,1,0,1,0,1,1,1,1,1,0,1,0,1,1,nnClassifier,tanh,None,28.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.7339357429718876,ok,238.93271845416166
94,1,0,1,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,1.0,None,distance,0.9979919678714859,ok,239.0014057450462
95,1,1,1,0,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,1.0,None,distance,0.8293172690763052,ok,239.0690048970282
96,1,0,0,0,1,1,1,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,14,sqrt,20,36,None,None,None,None,0.9698795180722891,ok,240.21075420221314
97,1,0,1,0,1,1,1,1,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,34.0,None,None,None,None,None,None,4.0,None,distance,0.9919678714859438,ok,240.27796662808396
98,1,0,1,0,1,1,1,1,1,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,28.0,None,None,None,None,None,None,2.0,None,distance,0.9979919678714859,ok,240.349616719177
99,1,1,1,1,1,1,0,1,1,1,1,0,1,0,nnClassifier,identity,None,17.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.7379518072289156,ok,240.59755788906477
