activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,28,poisson,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,13,constant,2,log2,8,36,kneighborsRegressor,7,1,lbfgs,distance,-0.8997749979815353
tanh,kd_tree,22,mse,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,26,adaptive,88,sqrt,3,24,kneighborsRegressor,10,8,adam,distance,-0.07033071898495713
relu,ball_tree,16,mse,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,32,invscaling,92,sqrt,17,12,randomForestRegressor,5,10,sgd,uniform,-0.0074240589630114595
relu,ball_tree,8,mae,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,20,invscaling,44,auto,19,20,randomForestRegressor,6,7,sgd,uniform,0.06409983777182471
logistic,brute,13,mae,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,39,constant,7,sqrt,2,15,randomForestRegressor,6,9,lbfgs,distance,0.26089766376611934
tanh,brute,28,poisson,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,24,adaptive,76,auto,20,38,kneighborsRegressor,8,9,sgd,distance,-0.15835008990184996
tanh,brute,14,mse,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8,constant,47,auto,17,18,nnRegressor,9,8,lbfgs,distance,-0.1758584157609171
tanh,auto,18,mse,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,34,invscaling,69,log2,19,11,kneighborsRegressor,8,10,adam,distance,0.0035498305882862846
tanh,ball_tree,15,poisson,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,14,invscaling,31,log2,15,11,randomForestRegressor,2,3,sgd,uniform,0.0024311175155189435
tanh,auto,10,poisson,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,26,adaptive,73,log2,2,10,nnRegressor,1,8,sgd,distance,0.3135324918785255
logistic,brute,22,mse,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,13,constant,7,sqrt,6,36,nnRegressor,9,10,sgd,uniform,0.07105431172706456
identity,auto,13,poisson,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,27,adaptive,65,log2,8,3,kneighborsRegressor,4,4,lbfgs,distance,-0.23226800018528615
tanh,auto,10,poisson,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7,constant,44,sqrt,6,31,kneighborsRegressor,3,4,adam,uniform,-0.09996850773912347
logistic,ball_tree,19,mse,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,18,invscaling,15,log2,14,24,kneighborsRegressor,1,7,lbfgs,uniform,-0.14261013048134852
relu,auto,31,mae,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,17,adaptive,8,log2,13,32,nnRegressor,7,1,lbfgs,uniform,0.304721946522736
identity,kd_tree,30,poisson,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,33,constant,48,auto,18,12,nnRegressor,1,1,sgd,distance,0.37863767792296943
logistic,ball_tree,10,poisson,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,39,adaptive,13,log2,5,2,randomForestRegressor,2,4,adam,distance,-0.016562134947955665
logistic,auto,30,mse,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,7,invscaling,18,auto,7,10,kneighborsRegressor,9,9,sgd,distance,-0.036185186818733506
logistic,brute,10,mae,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,9,adaptive,35,auto,19,22,randomForestRegressor,5,1,lbfgs,distance,0.44916913842606954
tanh,brute,9,mae,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,24,constant,94,auto,19,9,randomForestRegressor,5,4,adam,distance,-0.06118422668482615
relu,kd_tree,23,mse,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,13,adaptive,13,log2,12,3,nnRegressor,4,5,lbfgs,uniform,0.46516123965957623
logistic,ball_tree,23,mae,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,13,invscaling,56,auto,17,33,kneighborsRegressor,7,2,lbfgs,distance,0.06575319951675829
tanh,brute,16,mae,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,24,constant,92,auto,6,30,nnRegressor,6,6,adam,distance,0.2630428487884089
tanh,ball_tree,23,poisson,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,18,adaptive,46,auto,19,6,kneighborsRegressor,8,10,sgd,distance,0.2861517827298088
logistic,brute,19,mae,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,22,adaptive,9,sqrt,13,19,randomForestRegressor,5,1,sgd,uniform,0.1363692223916112
logistic,kd_tree,24,poisson,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,30,constant,53,log2,12,23,nnRegressor,9,3,adam,distance,0.32989233911898064
identity,ball_tree,16,mae,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,19,invscaling,28,sqrt,16,19,kneighborsRegressor,9,1,sgd,uniform,-1.3577580326642837
tanh,kd_tree,10,poisson,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,18,constant,11,sqrt,8,25,randomForestRegressor,9,4,adam,uniform,-0.014759555217875642
relu,ball_tree,26,mse,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,6,adaptive,22,sqrt,5,29,kneighborsRegressor,7,1,sgd,uniform,-0.030291277180998888
relu,auto,16,mae,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,36,invscaling,56,auto,15,26,randomForestRegressor,2,2,adam,uniform,-0.02867326891195221
relu,auto,14,mse,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,invscaling,79,auto,18,38,nnRegressor,3,1,lbfgs,distance,-0.13260391543832672
logistic,auto,31,mae,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,15,constant,52,log2,2,29,kneighborsRegressor,2,2,lbfgs,uniform,-0.012858541738892226
logistic,brute,20,mse,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,12,adaptive,69,log2,3,37,randomForestRegressor,5,2,sgd,uniform,0.3542177353825591
identity,auto,23,mae,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,19,constant,33,sqrt,15,27,randomForestRegressor,10,7,lbfgs,uniform,0.3279457733643494
tanh,kd_tree,10,mse,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,34,invscaling,7,auto,20,13,nnRegressor,8,5,sgd,uniform,0.005414735755942202
tanh,kd_tree,16,poisson,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,40,constant,7,auto,6,2,kneighborsRegressor,9,10,sgd,distance,0.34449994278900986
tanh,ball_tree,14,mae,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,19,adaptive,77,auto,17,18,kneighborsRegressor,2,8,adam,uniform,-0.04456798028433129
identity,brute,29,poisson,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,11,adaptive,50,auto,5,34,nnRegressor,4,4,lbfgs,distance,0.4386950709805483
relu,kd_tree,13,mae,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,4,invscaling,81,auto,5,39,kneighborsRegressor,10,6,sgd,distance,-0.017971823750939198
relu,kd_tree,12,mae,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,15,constant,40,log2,18,21,kneighborsRegressor,7,10,lbfgs,uniform,-0.016627873485306477
relu,brute,17,poisson,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,32,adaptive,36,log2,16,26,randomForestRegressor,5,9,sgd,distance,0.03402689828814931
tanh,kd_tree,25,mae,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,21,invscaling,20,log2,9,2,kneighborsRegressor,3,7,lbfgs,distance,0.37555528570941477
logistic,kd_tree,20,mae,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,34,adaptive,31,auto,8,27,kneighborsRegressor,3,7,adam,uniform,0.27206626128258427
logistic,kd_tree,32,mse,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,31,invscaling,71,auto,15,24,nnRegressor,9,9,sgd,uniform,-0.027234485996114888
identity,auto,9,poisson,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,24,constant,90,sqrt,5,9,randomForestRegressor,10,8,lbfgs,distance,0.15198967621357706
relu,brute,10,mae,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,6,constant,85,sqrt,11,25,nnRegressor,5,4,sgd,distance,0.048459798634613915
tanh,brute,19,mse,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,26,invscaling,40,sqrt,6,36,kneighborsRegressor,7,4,lbfgs,uniform,-0.19573080468720905
logistic,brute,11,mse,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,6,invscaling,61,log2,3,40,kneighborsRegressor,3,1,lbfgs,distance,-0.2896669206210907
logistic,ball_tree,31,mae,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,19,constant,48,log2,3,27,randomForestRegressor,3,5,lbfgs,uniform,0.08446320387512829
tanh,ball_tree,30,mse,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,33,constant,79,auto,9,27,randomForestRegressor,10,4,sgd,distance,0.059521869732950705
relu,auto,21,poisson,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,12,constant,4,sqrt,13,24,randomForestRegressor,10,8,sgd,distance,-0.005665149950201842
tanh,kd_tree,11,mae,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,23,invscaling,4,sqrt,16,2,randomForestRegressor,2,2,lbfgs,distance,0.034995507240304646
identity,auto,19,poisson,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,7,invscaling,58,auto,11,7,randomForestRegressor,9,10,sgd,uniform,0.10455896204787551
relu,kd_tree,22,mae,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,22,constant,25,log2,9,4,nnRegressor,6,1,lbfgs,distance,0.06920668007968012
relu,ball_tree,18,mae,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,31,constant,24,auto,3,17,randomForestRegressor,10,5,sgd,uniform,0.08995839940600459
relu,brute,11,poisson,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,2,invscaling,38,sqrt,12,24,randomForestRegressor,9,8,adam,uniform,0.06388284690023738
tanh,auto,12,mse,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,26,adaptive,91,log2,13,40,randomForestRegressor,4,10,lbfgs,uniform,0.33901363463663214
identity,ball_tree,14,mse,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,constant,70,auto,7,39,nnRegressor,4,3,sgd,uniform,0.4532534683968391
tanh,brute,21,mae,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,8,constant,79,sqrt,15,4,kneighborsRegressor,4,5,sgd,uniform,-0.1318071181314353
relu,kd_tree,25,poisson,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,38,invscaling,62,sqrt,20,19,kneighborsRegressor,10,9,adam,distance,0.3022607093184271
logistic,kd_tree,31,poisson,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,7,constant,87,sqrt,8,4,randomForestRegressor,6,7,sgd,uniform,0.18191786950480215
logistic,ball_tree,8,mae,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,20,invscaling,31,sqrt,14,5,kneighborsRegressor,8,5,sgd,distance,0.24814903256805532
tanh,ball_tree,19,mse,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,37,adaptive,34,auto,20,2,kneighborsRegressor,6,5,lbfgs,distance,-0.0368075242730439
tanh,auto,28,poisson,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,30,adaptive,72,log2,18,34,kneighborsRegressor,10,5,adam,distance,-0.20296070743682026
identity,kd_tree,10,mse,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,23,invscaling,33,sqrt,7,19,nnRegressor,7,8,lbfgs,distance,0.26926915923852646
tanh,kd_tree,29,mae,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,16,constant,91,sqrt,20,17,nnRegressor,2,5,lbfgs,uniform,0.18453057239521142
logistic,ball_tree,24,mse,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,5,constant,10,log2,18,23,nnRegressor,2,6,adam,distance,0.200992195603643
identity,kd_tree,19,mae,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,28,invscaling,29,log2,15,35,nnRegressor,2,8,adam,uniform,0.06970830359482383
tanh,auto,18,poisson,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,11,constant,7,log2,8,11,kneighborsRegressor,4,6,lbfgs,uniform,-0.13247130064663026
relu,brute,10,mae,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,30,invscaling,23,sqrt,5,33,randomForestRegressor,8,7,sgd,uniform,0.07460239276598968
relu,auto,13,mse,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,17,constant,100,sqrt,2,12,randomForestRegressor,2,7,lbfgs,uniform,0.2641873077761715
identity,ball_tree,23,mse,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,26,adaptive,25,auto,8,35,randomForestRegressor,4,10,lbfgs,uniform,0.26600931307219433
identity,auto,31,poisson,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,31,invscaling,8,auto,15,14,nnRegressor,9,4,adam,uniform,-0.03327958268222231
relu,kd_tree,21,mae,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,36,invscaling,67,log2,14,8,nnRegressor,10,4,lbfgs,uniform,0.22154962562096547
logistic,auto,32,poisson,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,4,adaptive,46,log2,11,33,kneighborsRegressor,6,4,lbfgs,uniform,-0.20824701246759703
relu,brute,17,mse,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,32,adaptive,90,auto,10,39,randomForestRegressor,9,4,sgd,distance,0.40005553053317844
identity,auto,17,poisson,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,5,constant,34,log2,14,11,randomForestRegressor,5,5,sgd,uniform,-0.021857995200172953
logistic,kd_tree,27,mse,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,31,adaptive,13,log2,12,39,nnRegressor,2,10,adam,distance,0.33091914472700756
relu,kd_tree,21,mse,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,31,invscaling,59,sqrt,20,34,randomForestRegressor,7,10,lbfgs,distance,0.415560637964948
relu,auto,30,mse,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,24,adaptive,16,log2,18,13,randomForestRegressor,8,9,sgd,distance,0.41749404875081275
logistic,kd_tree,25,mse,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,20,invscaling,25,auto,10,12,nnRegressor,1,10,sgd,uniform,-0.06855829791892987
logistic,ball_tree,19,mae,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,5,constant,25,log2,20,21,nnRegressor,2,4,adam,distance,0.23009917441264394
relu,brute,10,poisson,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,12,invscaling,32,auto,12,2,nnRegressor,6,7,adam,distance,0.33627563574533803
tanh,brute,12,mse,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,14,constant,79,sqrt,6,4,randomForestRegressor,10,3,sgd,uniform,0.3464458050587189
tanh,auto,24,mae,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,19,adaptive,80,sqrt,12,14,kneighborsRegressor,3,2,sgd,uniform,0.17607992601809508
tanh,brute,16,poisson,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,27,adaptive,5,auto,16,37,nnRegressor,8,9,adam,distance,0.24361072829260588
logistic,brute,22,mse,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,21,adaptive,69,sqrt,11,20,kneighborsRegressor,9,2,sgd,uniform,-0.2407845074290158
