activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,21,mae,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,26,invscaling,6,sqrt,11,25,kneighborsRegressor,4,10,adam,uniform,-0.09953233751934132
identity,ball_tree,10,mse,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,17,adaptive,22,auto,10,28,kneighborsRegressor,4,4,sgd,uniform,0.2440511781175524
logistic,brute,23,mae,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,38,invscaling,9,sqrt,13,28,nnRegressor,6,10,lbfgs,uniform,0.15717577511978342
relu,ball_tree,30,mae,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,16,adaptive,72,auto,16,4,randomForestRegressor,9,5,lbfgs,distance,0.07835593418709874
identity,kd_tree,32,mse,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,24,adaptive,4,sqrt,11,5,nnRegressor,10,1,sgd,uniform,0.40258449505272087
logistic,kd_tree,17,mse,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,18,invscaling,23,auto,4,13,nnRegressor,3,7,sgd,uniform,-0.009935505454823579
tanh,brute,30,poisson,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,32,adaptive,91,sqrt,3,8,randomForestRegressor,9,9,sgd,distance,0.07461729641623738
tanh,ball_tree,22,poisson,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,12,constant,95,auto,18,17,randomForestRegressor,1,9,sgd,uniform,0.15172085028039062
relu,auto,24,mse,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,5,constant,17,auto,19,16,nnRegressor,7,8,sgd,uniform,0.29834297888718264
identity,brute,27,poisson,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,28,constant,29,auto,18,34,nnRegressor,7,9,sgd,uniform,0.30091385051033837
