,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,0,0,nnClassifier,logistic,None,13,None,None,adaptive,None,None,None,None,9,None,lbfgs,None,0.9644619940769991,ok,0.44389993604272604
1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,34.0,None,None,None,None,None,None,1.0,None,distance,0.9210266535044422,ok,0.4621499271597713
2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
3,0,1,1,nnClassifier,identity,None,29,None,None,invscaling,None,None,None,None,10,None,adam,None,0.947680157946693,ok,6.203970695147291
4,0,1,1,kneighborsClassifier,None,brute,None,None,25.0,None,None,None,None,None,None,6.0,None,uniform,0.9644619940769991,ok,6.39307769597508
5,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,71.0,log2,10.0,14.0,None,None,None,None,0.9664363277393879,ok,7.6843381591606885
6,1,1,1,nnClassifier,tanh,None,19,None,None,constant,None,None,None,None,5,None,lbfgs,None,0.9486673247778875,ok,14.354321114020422
7,1,0,0,nnClassifier,identity,None,10,None,None,adaptive,None,None,None,None,3,None,adam,None,0.9644619940769991,ok,21.99273025500588
8,0,0,1,nnClassifier,logistic,None,24,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.945705824284304,ok,24.326107647037134
9,1,1,0,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,2.0,None,uniform,0.9624876604146101,ok,24.370393953984603
10,0,1,0,nnClassifier,identity,None,32,None,None,constant,None,None,None,None,2,None,sgd,None,0.9644619940769991,ok,26.91683918912895
11,0,1,0,nnClassifier,tanh,None,10,None,None,invscaling,None,None,None,None,5,None,adam,None,0.9644619940769991,ok,31.964203482028097
12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
14,0,1,0,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,10.0,None,distance,0.9644619940769991,ok,32.002710280008614
15,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,71.0,auto,11.0,5.0,None,None,None,None,0.9674234945705824,ok,33.242696308065206
16,0,0,1,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,6.0,None,uniform,0.9674234945705824,ok,33.28776274109259
17,0,0,1,kneighborsClassifier,None,ball_tree,None,None,32.0,None,None,None,None,None,None,6.0,None,distance,0.9585389930898321,ok,33.314992455998436
18,1,0,1,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,7.0,None,distance,0.9615004935834156,ok,33.47929841000587
19,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,55.0,auto,12.0,38.0,None,None,None,None,0.9664363277393879,ok,34.71773221413605
20,0,1,1,randomForestClassifier,None,None,None,gini,None,None,13.0,auto,3.0,5.0,None,None,None,None,0.9693978282329714,ok,35.67904530512169
21,0,1,1,randomForestClassifier,None,None,None,gini,None,None,2.0,sqrt,3.0,23.0,None,None,None,None,0.9644619940769991,ok,36.12184472614899
22,0,1,1,kneighborsClassifier,None,auto,None,None,8.0,None,None,None,None,None,None,9.0,None,uniform,0.9644619940769991,ok,36.17928212019615
23,0,1,1,kneighborsClassifier,None,auto,None,None,13.0,None,None,None,None,None,None,3.0,None,uniform,0.9654491609081934,ok,36.2358841879759
24,0,0,1,randomForestClassifier,None,None,None,gini,None,None,23.0,auto,2.0,3.0,None,None,None,None,0.9644619940769991,ok,37.29176225699484
25,0,1,1,kneighborsClassifier,None,auto,None,None,14.0,None,None,None,None,None,None,4.0,None,uniform,0.9654491609081934,ok,37.34883934701793
26,0,1,1,randomForestClassifier,None,None,None,gini,None,None,99.0,auto,6.0,21.0,None,None,None,None,0.9684106614017769,ok,38.31159486109391
27,0,1,1,randomForestClassifier,None,None,None,gini,None,None,100.0,auto,6.0,23.0,None,None,None,None,0.9674234945705824,ok,39.272190812043846
28,0,1,1,randomForestClassifier,None,None,None,gini,None,None,4.0,auto,6.0,14.0,None,None,None,None,0.9674234945705824,ok,39.850268576992676
29,0,1,1,randomForestClassifier,None,None,None,gini,None,None,26.0,auto,6.0,30.0,None,None,None,None,0.9684106614017769,ok,40.81585165206343
30,0,1,1,randomForestClassifier,None,None,None,gini,None,None,26.0,auto,4.0,30.0,None,None,None,None,0.9674234945705824,ok,41.78819964919239
31,0,1,1,randomForestClassifier,None,None,None,gini,None,None,99.0,log2,8.0,13.0,None,None,None,None,0.9684106614017769,ok,42.831002365099266
32,1,1,1,randomForestClassifier,None,None,None,gini,None,None,41.0,log2,8.0,9.0,None,None,None,None,0.9654491609081934,ok,43.77545660617761
33,0,1,1,randomForestClassifier,None,None,None,gini,None,None,12.0,sqrt,4.0,29.0,None,None,None,None,0.9674234945705824,ok,44.71476527606137
34,0,1,1,randomForestClassifier,None,None,None,gini,None,None,42.0,log2,16.0,11.0,None,None,None,None,0.9684106614017769,ok,45.68951313197613
35,0,1,1,randomForestClassifier,None,None,None,gini,None,None,43.0,log2,18.0,8.0,None,None,None,None,0.9674234945705824,ok,46.64674436207861
36,1,1,1,randomForestClassifier,None,None,None,gini,None,None,91.0,auto,8.0,19.0,None,None,None,None,0.9654491609081934,ok,47.61648249416612
37,0,1,1,nnClassifier,relu,None,18,None,None,constant,None,None,None,None,8,None,sgd,None,0.947680157946693,ok,54.09449419216253
38,1,1,0,randomForestClassifier,None,None,None,gini,None,None,14.0,auto,2.0,30.0,None,None,None,None,0.9644619940769991,ok,55.037857132032514
39,0,1,1,nnClassifier,relu,None,23,None,None,invscaling,None,None,None,None,7,None,sgd,None,0.9644619940769991,ok,74.61065646703355
40,0,1,1,randomForestClassifier,None,None,None,gini,None,None,40.0,log2,16.0,8.0,None,None,None,None,0.9684106614017769,ok,75.53459826414473
41,1,1,0,randomForestClassifier,None,None,None,gini,None,None,33.0,log2,20.0,3.0,None,None,None,None,0.9644619940769991,ok,76.42346951900981
42,0,1,1,nnClassifier,relu,None,28,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.9496544916090819,ok,79.3000988420099
43,0,1,0,randomForestClassifier,None,None,None,gini,None,None,64.0,log2,14.0,6.0,None,None,None,None,0.9644619940769991,ok,80.14325517998077
44,1,1,1,nnClassifier,logistic,None,15,None,None,adaptive,None,None,None,None,7,None,sgd,None,0.9466929911154985,ok,108.23421833198518
45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
46,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,62.0,auto,5.0,26.0,None,None,None,None,0.9674234945705824,ok,109.5679688421078
47,0,1,0,nnClassifier,tanh,None,32,None,None,invscaling,None,None,None,None,1,None,adam,None,0.9644619940769991,ok,114.63339747604914
48,1,0,1,randomForestClassifier,None,None,None,gini,None,None,82.0,auto,3.0,19.0,None,None,None,None,0.9664363277393879,ok,115.61907047312707
49,0,1,1,randomForestClassifier,None,None,None,gini,None,None,10.0,auto,9.0,17.0,None,None,None,None,0.9674234945705824,ok,116.50265592918731
50,0,0,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,9.0,None,distance,0.9565646594274433,ok,116.54629056318663
51,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,49.0,auto,5.0,34.0,None,None,None,None,0.9644619940769991,ok,117.54927732911892
52,1,1,1,nnClassifier,identity,None,8,None,None,constant,None,None,None,None,10,None,sgd,None,0.9496544916090819,ok,123.50117313000374
53,0,0,1,kneighborsClassifier,None,kd_tree,None,None,39.0,None,None,None,None,None,None,4.0,None,distance,0.9565646594274433,ok,123.53849867312238
54,0,1,0,randomForestClassifier,None,None,None,gini,None,None,33.0,sqrt,13.0,25.0,None,None,None,None,0.9644619940769991,ok,124.38485413510352
55,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,17.0,auto,7.0,34.0,None,None,None,None,0.9684106614017769,ok,125.64986287709326
56,1,0,1,kneighborsClassifier,None,brute,None,None,18.0,None,None,None,None,None,None,8.0,None,uniform,0.9644619940769991,ok,125.8546017461922
57,0,1,1,randomForestClassifier,None,None,None,gini,None,None,32.0,auto,3.0,33.0,None,None,None,None,0.9674234945705824,ok,126.83987072017044
58,0,1,1,nnClassifier,tanh,None,24,None,None,invscaling,None,None,None,None,6,None,lbfgs,None,0.9496544916090819,ok,133.04151731007732
59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
60,0,1,1,kneighborsClassifier,None,ball_tree,None,None,5.0,None,None,None,None,None,None,4.0,None,distance,0.9575518262586377,ok,133.10428610118106
61,1,1,1,randomForestClassifier,None,None,None,gini,None,None,79.0,log2,10.0,12.0,None,None,None,None,0.9654491609081934,ok,134.0355695411563
62,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,16.0,sqrt,7.0,34.0,None,None,None,None,0.9684106614017769,ok,135.30747787305154
63,0,0,1,randomForestClassifier,None,None,None,gini,None,None,59.0,log2,13.0,5.0,None,None,None,None,0.9674234945705824,ok,136.2878666310571
64,0,1,0,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,2.0,None,uniform,0.9615004935834156,ok,136.42342001013458
65,0,1,1,randomForestClassifier,None,None,None,gini,None,None,47.0,log2,16.0,9.0,None,None,None,None,0.9684106614017769,ok,137.35132920811884
