,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
53,1,1,0,randomForestClassifier,None,None,None,gini,None,None,65.0,log2,7.0,5.0,None,None,None,None,0.9634748272458046,ok,89.98432559100911
54,0,1,1,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,9.0,None,distance,0.9575518262586377,ok,90.0219587450847
55,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,30.0,log2,19.0,7.0,None,None,None,None,0.9693978282329714,ok,91.19471129006706
56,1,1,1,nnClassifier,relu,None,8,None,None,adaptive,None,None,None,None,2,None,sgd,None,0.9368213228035538,ok,131.87781825615093
57,0,1,0,randomForestClassifier,None,None,None,gini,None,None,51.0,log2,2.0,12.0,None,None,None,None,0.9634748272458046,ok,132.81287731719203
58,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,92.0,sqrt,10.0,18.0,None,None,None,None,0.9693978282329714,ok,133.98953750915825
59,1,1,1,randomForestClassifier,None,None,None,gini,None,None,51.0,log2,2.0,8.0,None,None,None,None,0.9703849950641659,ok,134.95900137606077
60,0,0,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,3.0,None,uniform,0.9674234945705824,ok,135.01831390918233
61,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,80.0,auto,14.0,26.0,None,None,None,None,0.9634748272458046,ok,136.14782623108476
62,1,1,1,nnClassifier,logistic,None,26,None,None,adaptive,None,None,None,None,9,None,sgd,None,0.9407699901283317,ok,154.43852019007318
63,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,45.0,sqrt,11.0,38.0,None,None,None,None,0.9693978282329714,ok,155.60653522610664
64,0,1,1,randomForestClassifier,None,None,None,gini,None,None,26.0,log2,3.0,9.0,None,None,None,None,0.9684106614017769,ok,156.59150339313783
65,1,1,1,randomForestClassifier,None,None,None,gini,None,None,53.0,log2,3.0,4.0,None,None,None,None,0.9693978282329714,ok,157.55939565808512
66,1,1,1,randomForestClassifier,None,None,None,gini,None,None,62.0,log2,6.0,8.0,None,None,None,None,0.9684106614017769,ok,158.56715022097342
67,1,1,1,randomForestClassifier,None,None,None,gini,None,None,47.0,sqrt,9.0,18.0,None,None,None,None,0.9703849950641659,ok,159.48789691203274
68,1,1,1,randomForestClassifier,None,None,None,gini,None,None,44.0,log2,8.0,18.0,None,None,None,None,0.9684106614017769,ok,160.41049189097248
69,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,68.0,sqrt,16.0,3.0,None,None,None,None,0.9693978282329714,ok,161.56912511610426
70,1,1,1,randomForestClassifier,None,None,None,gini,None,None,33.0,auto,7.0,12.0,None,None,None,None,0.9693978282329714,ok,162.5019962261431
71,1,1,1,randomForestClassifier,None,None,None,gini,None,None,12.0,sqrt,9.0,31.0,None,None,None,None,0.9693978282329714,ok,163.40116834710352
72,1,1,1,randomForestClassifier,None,None,None,gini,None,None,39.0,sqrt,13.0,23.0,None,None,None,None,0.9693978282329714,ok,164.3068000942003
73,1,1,1,randomForestClassifier,None,None,None,gini,None,None,56.0,log2,3.0,6.0,None,None,None,None,0.9693978282329714,ok,165.2733986931853
74,1,1,1,randomForestClassifier,None,None,None,gini,None,None,73.0,log2,5.0,8.0,None,None,None,None,0.9693978282329714,ok,166.22183793317527
75,1,1,1,randomForestClassifier,None,None,None,gini,None,None,48.0,auto,11.0,20.0,None,None,None,None,0.9684106614017769,ok,167.13465889613144
76,1,1,1,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,4.0,None,distance,0.9536031589338598,ok,167.17309125117026
77,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,62.0,log2,19.0,13.0,None,None,None,None,0.9693978282329714,ok,168.34600236010738
78,1,1,0,nnClassifier,relu,None,20,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.9565646594274433,ok,171.4901174281258
79,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,17.0,27.0,None,None,None,None,0.9693978282329714,ok,172.68474641512148
80,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,68.0,log2,9.0,17.0,None,None,None,None,0.9703849950641659,ok,173.88432760513388
81,1,1,1,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,1.0,None,uniform,0.9259624876604146,ok,173.94559501600452
82,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,63.0,log2,20.0,3.0,None,None,None,None,0.9634748272458046,ok,174.92486394918524
83,1,1,1,nnClassifier,tanh,None,15,None,None,constant,None,None,None,None,7,None,adam,None,0.9368213228035538,ok,190.87899751309305
84,1,1,1,randomForestClassifier,None,None,None,gini,None,None,54.0,log2,4.0,16.0,None,None,None,None,0.9693978282329714,ok,191.83710149116814
85,0,1,1,randomForestClassifier,None,None,None,gini,None,None,36.0,sqrt,10.0,21.0,None,None,None,None,0.9674234945705824,ok,192.78273158404045
86,1,0,1,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,7.0,None,uniform,0.9634748272458046,ok,192.8427029789891
87,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,90.0,auto,19.0,32.0,None,None,None,None,0.9634748272458046,ok,193.95112775499
88,0,1,1,nnClassifier,logistic,None,28,None,None,constant,None,None,None,None,1,None,sgd,None,0.9565646594274433,ok,199.6598286430817
89,1,1,1,randomForestClassifier,None,None,None,gini,None,None,78.0,sqrt,14.0,30.0,None,None,None,None,0.9684106614017769,ok,200.56443709600717
90,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,68.0,log2,7.0,10.0,None,None,None,None,0.9693978282329714,ok,201.80431800801307
91,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,83.0,log2,5.0,4.0,None,None,None,None,0.9634748272458046,ok,203.03642949997447
92,1,1,1,kneighborsClassifier,None,brute,None,None,29.0,None,None,None,None,None,None,9.0,None,distance,0.9595261599210266,ok,203.1956273370888
93,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,58.0,sqrt,13.0,25.0,None,None,None,None,0.9693978282329714,ok,204.41907992912456
94,1,1,1,nnClassifier,tanh,None,22,None,None,invscaling,None,None,None,None,9,None,lbfgs,None,0.9358341559723593,ok,211.20109550608322
95,1,0,1,randomForestClassifier,None,None,None,gini,None,None,43.0,sqrt,8.0,17.0,None,None,None,None,0.9693978282329714,ok,212.13783303718083
96,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,98.0,log2,12.0,14.0,None,None,None,None,0.9634748272458046,ok,213.29056165809743
97,1,1,1,randomForestClassifier,None,None,None,gini,None,None,30.0,auto,15.0,23.0,None,None,None,None,0.9703849950641659,ok,214.2601818901021
98,0,1,1,kneighborsClassifier,None,brute,None,None,15.0,None,None,None,None,None,None,6.0,None,distance,0.9575518262586377,ok,214.42595750908367
99,1,0,1,nnClassifier,relu,None,18,None,None,adaptive,None,None,None,None,8,None,adam,None,0.9368213228035538,ok,219.27774341916665
