,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,1,nnClassifier,identity,None,11,None,None,adaptive,None,None,None,None,6,None,sgd,None,0.9397828232971372,ok,20.14433944504708
1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,11.0,log2,8.0,8.0,None,None,None,None,0.9634748272458046,ok,20.94490854209289
2,1,1,0,randomForestClassifier,None,None,None,gini,None,None,32.0,sqrt,9.0,28.0,None,None,None,None,0.9634748272458046,ok,21.850632196990773
3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
4,0,0,1,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,5.0,None,distance,0.9536031589338598,ok,22.02092066919431
5,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,8.0,28.0,None,None,None,None,0.9693978282329714,ok,23.202131911180913
6,1,1,1,kneighborsClassifier,None,brute,None,None,28.0,None,None,None,None,None,None,5.0,None,distance,0.9575518262586377,ok,23.347328548086807
7,1,0,1,nnClassifier,logistic,None,23,None,None,constant,None,None,None,None,4,None,lbfgs,None,0.9378084896347483,ok,27.139209152199328
8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
9,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,17.0,sqrt,4.0,27.0,None,None,None,None,0.9693978282329714,ok,28.39795531402342
10,1,0,1,nnClassifier,identity,None,10,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.9407699901283317,ok,28.71125430916436
11,1,1,1,nnClassifier,identity,None,31,None,None,adaptive,None,None,None,None,5,None,adam,None,0.947680157946693,ok,30.963635634165257
12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
13,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,86.0,auto,8.0,21.0,None,None,None,None,0.9634748272458046,ok,31.984243560116738
14,1,1,0,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,7.0,None,uniform,0.9624876604146101,ok,32.02963593811728
15,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,8.0,log2,9.0,19.0,None,None,None,None,0.9693978282329714,ok,33.08269153418951
16,0,1,0,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,6.0,None,distance,0.9634748272458046,ok,33.10270726913586
17,0,1,0,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,2.0,None,distance,0.9565646594274433,ok,33.198142959037796
18,1,1,0,nnClassifier,identity,None,20,None,None,invscaling,None,None,None,None,7,None,sgd,None,0.9565646594274433,ok,35.231675192015246
19,0,1,0,nnClassifier,relu,None,24,None,None,constant,None,None,None,None,5,None,adam,None,0.9565646594274433,ok,37.72342934901826
20,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,69.0,sqrt,16.0,39.0,None,None,None,None,0.9684106614017769,ok,38.90452014305629
21,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,58.0,sqrt,14.0,29.0,None,None,None,None,0.9684106614017769,ok,40.0973528791219
22,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,45.0,sqrt,20.0,21.0,None,None,None,None,0.9684106614017769,ok,41.27698527905159
23,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,sqrt,12.0,33.0,None,None,None,None,0.9693978282329714,ok,42.44105966202915
24,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,77.0,sqrt,13.0,35.0,None,None,None,None,0.9703849950641659,ok,43.60023786313832
25,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,70.0,log2,16.0,14.0,None,None,None,None,0.9693978282329714,ok,44.75025632116012
26,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,72.0,log2,18.0,2.0,None,None,None,None,0.9684106614017769,ok,45.88500423799269
27,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,sqrt,12.0,36.0,None,None,None,None,0.9693978282329714,ok,47.05196661804803
28,1,1,1,randomForestClassifier,None,None,None,gini,None,None,93.0,auto,12.0,40.0,None,None,None,None,0.9684106614017769,ok,47.94767234916799
29,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,56.0,log2,15.0,16.0,None,None,None,None,0.9693978282329714,ok,49.100708001991734
30,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,50.0,log2,15.0,15.0,None,None,None,None,0.9693978282329714,ok,50.25401110202074
31,1,1,1,kneighborsClassifier,None,ball_tree,None,None,40.0,None,None,None,None,None,None,10.0,None,uniform,0.9634748272458046,ok,50.38008996308781
32,1,1,1,randomForestClassifier,None,None,None,gini,None,None,1.0,log2,10.0,24.0,None,None,None,None,0.9693978282329714,ok,51.29051536205225
33,1,1,1,nnClassifier,tanh,None,31,None,None,constant,None,None,None,None,10,None,sgd,None,0.9368213228035538,ok,57.39262061310001
34,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,85.0,sqrt,13.0,35.0,None,None,None,None,0.9674234945705824,ok,58.585594807052985
35,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,75.0,sqrt,18.0,33.0,None,None,None,None,0.9684106614017769,ok,59.722272551152855
36,1,1,1,kneighborsClassifier,None,kd_tree,None,None,38.0,None,None,None,None,None,None,1.0,None,uniform,0.9259624876604146,ok,59.779705428052694
37,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,59.0,log2,18.0,14.0,None,None,None,None,0.9693978282329714,ok,60.95305774197914
38,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,40.0,auto,17.0,10.0,None,None,None,None,0.9693978282329714,ok,62.09517659316771
39,1,0,1,nnClassifier,logistic,None,13,None,None,invscaling,None,None,None,None,2,None,lbfgs,None,0.9565646594274433,ok,62.569969712989405
40,0,1,1,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,10.0,None,uniform,0.9634748272458046,ok,62.628223709063604
41,0,0,1,randomForestClassifier,None,None,None,gini,None,None,19.0,sqrt,5.0,23.0,None,None,None,None,0.9674234945705824,ok,63.655514697078615
42,0,1,0,nnClassifier,relu,None,16,None,None,adaptive,None,None,None,None,10,None,adam,None,0.9565646594274433,ok,72.66756781097502
43,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,63.0,log2,19.0,3.0,None,None,None,None,0.9703849950641659,ok,73.81333320913836
44,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,77.0,auto,20.0,2.0,None,None,None,None,0.9684106614017769,ok,74.98837414802983
45,1,1,1,randomForestClassifier,None,None,None,gini,None,None,64.0,log2,2.0,4.0,None,None,None,None,0.9703849950641659,ok,75.96087423502468
46,1,1,0,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,3.0,None,distance,0.9506416584402764,ok,75.99639061302878
47,1,0,1,nnClassifier,tanh,None,28,None,None,invscaling,None,None,None,None,1,None,adam,None,0.9397828232971372,ok,84.9883041670546
48,1,1,0,randomForestClassifier,None,None,None,gini,None,None,93.0,log2,2.0,11.0,None,None,None,None,0.9634748272458046,ok,85.98803822812624
49,1,1,1,kneighborsClassifier,None,kd_tree,None,None,19.0,None,None,None,None,None,None,8.0,None,uniform,0.9634748272458046,ok,86.049517495092
50,1,1,1,randomForestClassifier,None,None,None,gini,None,None,37.0,log2,6.0,6.0,None,None,None,None,0.9684106614017769,ok,86.98380718403496
51,1,0,0,nnClassifier,tanh,None,17,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.9565646594274433,ok,87.89124266500585
52,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,65.0,log2,19.0,7.0,None,None,None,None,0.9703849950641659,ok,89.02609235909767
