,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
1,1,0,1,kneighborsClassifier,None,auto,None,None,26,None,None,None,None,None,None,10,None,uniform,0.9664363277393879,ok,0.07195848692208529
2,1,1,1,nnClassifier,tanh,None,17,None,None,adaptive,None,None,None,None,8,None,sgd,None,0.9417571569595261,ok,23.858516924083233
3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
4,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,6,log2,17,16,None,None,None,None,0.9664363277393879,ok,24.608138968935236
5,0,1,1,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,7,None,uniform,0.9664363277393879,ok,24.78523382404819
6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
7,1,0,1,nnClassifier,identity,None,18,None,None,adaptive,None,None,None,None,3,None,sgd,None,0.9466929911154985,ok,35.15853051492013
8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
9,1,0,0,randomForestClassifier,None,None,None,gini,None,None,59,log2,17,39,None,None,None,None,0.9664363277393879,ok,36.00587528711185
10,1,0,1,nnClassifier,tanh,None,27,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.9407699901283317,ok,42.0199852490332
11,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,58,sqrt,7,22,None,None,None,None,0.9664363277393879,ok,42.98995947604999
12,1,1,0,nnClassifier,logistic,None,19,None,None,adaptive,None,None,None,None,6,None,adam,None,0.9575518262586377,ok,51.30757844913751
13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
15,1,1,1,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,7,None,distance,0.9693978282329714,ok,51.349629268981516
16,0,0,1,kneighborsClassifier,None,kd_tree,None,None,17,None,None,None,None,None,None,7,None,uniform,0.9684106614017769,ok,51.39533383096568
17,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,66,log2,12,35,None,None,None,None,0.9664363277393879,ok,52.3562918859534
18,1,1,0,kneighborsClassifier,None,ball_tree,None,None,15,None,None,None,None,None,None,2,None,distance,0.932872655478776,ok,52.378364596981555
19,1,0,1,randomForestClassifier,None,None,None,gini,None,None,20,log2,12,29,None,None,None,None,0.9693978282329714,ok,53.27246893197298
20,1,1,1,kneighborsClassifier,None,ball_tree,None,None,40,None,None,None,None,None,None,2,None,distance,0.932872655478776,ok,53.32054914999753
21,1,1,1,kneighborsClassifier,None,ball_tree,None,None,3,None,None,None,None,None,None,5,None,distance,0.9674234945705824,ok,53.376738097984344
22,1,1,1,kneighborsClassifier,None,ball_tree,None,None,39,None,None,None,None,None,None,9,None,distance,0.9693978282329714,ok,53.41580305295065
23,1,1,1,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,10,None,distance,0.9693978282329714,ok,53.45354022295214
24,1,1,1,randomForestClassifier,None,None,None,gini,None,None,96,log2,2,26,None,None,None,None,0.9693978282329714,ok,54.43205972202122
25,1,1,1,kneighborsClassifier,None,brute,None,None,5,None,None,None,None,None,None,4,None,distance,0.9664363277393879,ok,54.61447305814363
26,1,1,1,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,10,None,distance,0.9693978282329714,ok,54.65248588309623
27,1,1,1,kneighborsClassifier,None,auto,None,None,32,None,None,None,None,None,None,8,None,distance,0.9693978282329714,ok,54.690799701958895
28,1,0,1,randomForestClassifier,None,None,None,gini,None,None,94,log2,3,4,None,None,None,None,0.9693978282329714,ok,55.68634837609716
29,1,0,1,randomForestClassifier,None,None,None,gini,None,None,99,log2,4,5,None,None,None,None,0.9693978282329714,ok,56.77089614793658
30,1,0,1,randomForestClassifier,None,None,None,gini,None,None,80,log2,8,27,None,None,None,None,0.9703849950641659,ok,57.730037905974314
31,1,0,1,randomForestClassifier,None,None,None,gini,None,None,83,log2,7,20,None,None,None,None,0.9693978282329714,ok,58.69665874610655
32,1,1,1,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,4,None,uniform,0.9664363277393879,ok,58.75958840898238
33,1,0,1,randomForestClassifier,None,None,None,gini,None,None,80,log2,4,3,None,None,None,None,0.9693978282329714,ok,59.75320213800296
34,1,0,1,randomForestClassifier,None,None,None,gini,None,None,82,sqrt,5,25,None,None,None,None,0.9703849950641659,ok,60.73268485907465
35,1,0,1,randomForestClassifier,None,None,None,gini,None,None,76,sqrt,9,26,None,None,None,None,0.9703849950641659,ok,61.692227869993076
36,1,0,1,randomForestClassifier,None,None,None,gini,None,None,74,sqrt,9,30,None,None,None,None,0.9693978282329714,ok,62.63565815007314
37,0,0,1,randomForestClassifier,None,None,None,gini,None,None,47,sqrt,5,22,None,None,None,None,0.9693978282329714,ok,63.71933364798315
38,1,0,1,randomForestClassifier,None,None,None,gini,None,None,87,sqrt,10,25,None,None,None,None,0.9693978282329714,ok,64.66737406305037
39,1,0,1,nnClassifier,logistic,None,8,None,None,constant,None,None,None,None,10,None,adam,None,0.9427443237907206,ok,75.24411002011038
40,0,0,1,randomForestClassifier,None,None,None,gini,None,None,70,sqrt,6,18,None,None,None,None,0.9693978282329714,ok,76.32078745914623
41,1,0,1,randomForestClassifier,None,None,None,gini,None,None,90,auto,2,13,None,None,None,None,0.9703849950641659,ok,77.31820456706919
