,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,86,auto,8,23,None,None,None,None,0.6849986858491997,ok,11.452400902053341
1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,nnRegressor,identity,None,26.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7006786744054058,ok,12.477592026116326
2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,kneighborsRegressor,None,ball_tree,None,None,20.0,None,None,None,None,None,None,6.0,None,uniform,0.7158418804287571,ok,12.510901725152507
3,0,0,0,1,1,1,1,0,1,0,1,1,0,1,kneighborsRegressor,None,auto,None,None,14.0,None,None,None,None,None,None,8.0,None,distance,0.6836265877782893,ok,12.590542945079505
4,1,0,0,1,0,0,0,1,0,1,1,1,1,0,nnRegressor,tanh,None,17.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.7412201649442263,ok,16.950371204176918
5,1,1,1,0,0,0,1,1,0,0,1,1,0,1,kneighborsRegressor,None,auto,None,None,3.0,None,None,None,None,None,None,6.0,None,distance,0.6833463448344554,ok,17.002587983151898
6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,nnRegressor,tanh,None,27.0,None,None,adaptive,None,None,None,None,2.0,None,sgd,None,0.6230004737245978,ok,27.105115874204785
7,1,1,0,1,0,0,0,0,0,0,0,1,0,1,randomForestRegressor,None,None,None,mae,None,None,79,log2,16,2,None,None,None,None,0.7095933142750553,ok,36.608361155027524
8,0,0,0,0,0,1,0,1,1,1,1,0,1,0,nnRegressor,identity,None,18.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.6955924388487107,ok,42.68761574709788
9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,randomForestRegressor,None,None,None,mse,None,None,12,sqrt,4,14,None,None,None,None,0.7438948491018493,ok,43.33557814010419
10,1,0,1,0,1,1,0,0,0,1,0,1,0,0,kneighborsRegressor,None,kd_tree,None,None,29.0,None,None,None,None,None,None,2.0,None,distance,0.5198056748112392,ok,43.36560030002147
11,0,0,0,0,1,0,0,1,0,1,1,0,1,0,nnRegressor,identity,None,18.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.6861200099262819,ok,43.53689081920311
12,0,0,0,0,0,0,0,0,1,0,1,1,0,1,kneighborsRegressor,None,ball_tree,None,None,5.0,None,None,None,None,None,None,5.0,None,distance,0.6287790831567723,ok,43.569526203209534
13,0,0,0,1,0,0,0,1,0,1,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,61,auto,6,7,None,None,None,None,0.618032075882776,ok,52.49151123710908
14,0,0,1,1,1,0,1,0,0,1,1,0,0,1,randomForestRegressor,None,None,None,poisson,None,None,94,log2,11,20,None,None,None,None,0.6526452595405781,ok,56.06310319714248
15,1,1,0,1,1,1,1,1,0,1,1,0,0,0,kneighborsRegressor,None,ball_tree,None,None,14.0,None,None,None,None,None,None,2.0,None,uniform,0.5987751733834857,ok,56.10905936011113
16,0,0,1,0,1,1,1,1,0,1,0,1,0,1,randomForestRegressor,None,None,None,mse,None,None,28,auto,9,16,None,None,None,None,0.7221095781258046,ok,58.161945949075744
17,1,1,0,1,0,0,0,0,0,0,0,1,1,1,kneighborsRegressor,None,auto,None,None,11.0,None,None,None,None,None,None,8.0,None,uniform,0.7318234747878243,ok,58.197417974006385
18,0,1,0,0,0,0,1,1,0,0,0,0,1,1,kneighborsRegressor,None,auto,None,None,3.0,None,None,None,None,None,None,10.0,None,distance,0.6873739119698578,ok,58.23455910012126
19,0,1,0,0,0,1,1,1,0,0,1,1,0,1,nnRegressor,logistic,None,11.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.7402933250705999,ok,79.21313482616097
20,1,1,1,1,0,0,0,1,0,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,9,sqrt,2,37,None,None,None,None,0.7343217704320537,ok,79.84349706419744
21,1,1,1,1,0,0,0,0,0,1,0,0,1,0,nnRegressor,relu,None,12.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.7373467120075319,ok,82.37682675104588
22,1,0,1,1,0,0,0,0,0,1,0,1,1,0,randomForestRegressor,None,None,None,mse,None,None,3,sqrt,2,37,None,None,None,None,0.6763471893388076,ok,82.75580940814689
23,1,1,1,1,0,0,1,1,0,1,1,0,1,0,nnRegressor,tanh,None,8.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,0.7573423914998403,ok,87.00150436908007
24,1,1,1,1,0,0,1,1,0,1,0,0,1,0,randomForestRegressor,None,None,None,mae,None,None,36,sqrt,18,29,None,None,None,None,0.7195885220697289,ok,96.35035364003852
25,1,1,1,0,0,0,1,0,0,1,1,0,1,0,nnRegressor,tanh,None,10.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.7601834968502245,ok,100.6420357231982
26,1,1,1,1,0,0,1,0,0,1,1,0,1,0,nnRegressor,tanh,None,8.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.7547984656812567,ok,105.11889585410245
27,1,1,1,0,0,0,1,1,0,1,1,0,1,0,nnRegressor,tanh,None,9.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,0.7626169698329432,ok,109.47379519115202
28,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnRegressor,tanh,None,13.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.761972178709395,ok,132.98599894810468
29,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnRegressor,relu,None,14.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.7706167931027743,ok,153.5393223790452
30,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnRegressor,relu,None,15.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.7633742243851347,ok,172.8569250400178
31,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnRegressor,relu,None,23.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.7718328347867314,ok,186.02525623212568
32,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnRegressor,relu,None,23.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.7718328347867314,ok,199.18244286812842
33,1,1,1,0,0,0,1,1,1,1,1,0,1,0,nnRegressor,relu,None,23.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.7718328347867314,ok,212.2846734430641
34,1,1,1,0,0,0,1,1,1,0,1,0,1,0,nnRegressor,relu,None,30.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.7492346048652638,ok,222.61038674018346
35,1,1,1,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,relu,None,22.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.777992709305205,ok,236.0473525871057
36,1,1,1,0,1,1,1,1,1,0,1,0,1,0,nnRegressor,logistic,None,22.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.6832654908781868,ok,249.59185421909206
37,1,1,1,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,relu,None,26.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.777825294871058,ok,261.1454556521494
38,1,1,1,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,relu,None,32.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.778846752772921,ok,270.88050382002257
39,1,1,1,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,relu,None,29.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.7707057706553901,ok,281.6153433031868
40,1,1,1,0,1,1,1,1,1,0,1,0,1,0,nnRegressor,logistic,None,31.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.7549601321947856,ok,290.5350834510755
41,1,1,1,0,1,1,1,1,1,1,1,0,1,0,kneighborsRegressor,None,brute,None,None,37.0,None,None,None,None,None,None,4.0,None,uniform,0.6697716727082428,ok,290.638600516133
42,1,1,1,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,relu,None,20.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.7763978619023866,ok,304.92733020009473
43,0,0,1,0,1,1,1,1,1,1,1,0,0,1,nnRegressor,relu,None,28.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.7120252518138781,ok,315.79034074000083
44,1,1,1,0,1,1,1,1,1,0,1,0,1,0,kneighborsRegressor,None,brute,None,None,39.0,None,None,None,None,None,None,10.0,None,uniform,0.673670815042069,ok,315.89444673410617
45,1,0,0,0,1,1,0,1,1,1,1,0,0,0,nnRegressor,logistic,None,25.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.6662076403175434,ok,328.2324101109989
46,0,1,1,0,1,1,1,1,1,1,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,63,log2,14,30,None,None,None,None,0.7378679135011753,ok,340.67776281409897
47,1,0,1,0,1,1,1,1,1,1,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,31.0,None,None,None,None,None,None,3.0,None,uniform,0.6238586754031757,ok,340.7370050509926
48,0,1,0,0,1,1,0,0,1,0,0,1,0,1,nnRegressor,relu,None,32.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,-0.05298834799477481,ok,349.0757006050553
49,1,1,1,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,identity,None,20.0,None,None,constant,None,None,None,None,3.0,None,adam,None,0.742014983246677,ok,350.8179872191977
50,0,0,0,0,1,1,1,1,1,1,1,0,0,0,randomForestRegressor,None,None,None,poisson,None,None,41,log2,13,6,None,None,None,None,0.5517586254638472,ok,353.3109803420957
51,1,1,1,0,1,1,0,0,1,0,0,1,1,1,kneighborsRegressor,None,brute,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.7188102171886628,ok,353.4144391370937
52,1,1,0,0,1,1,1,1,1,1,1,0,1,0,nnRegressor,identity,None,32.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.7423796364060102,ok,354.4435627600178
53,0,0,1,1,1,1,0,1,1,1,0,1,0,0,randomForestRegressor,None,None,None,mae,None,None,22,auto,18,30,None,None,None,None,0.6623500603050594,ok,382.82450541714206
54,1,1,1,0,1,1,1,0,1,1,1,0,1,1,nnRegressor,relu,None,25.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.8017935417517954,ok,395.26740700402297
55,1,1,0,1,1,1,1,0,1,0,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,20.0,None,None,None,None,None,None,9.0,None,uniform,0.7255526321401436,ok,395.3399335190188
56,1,0,1,0,1,1,0,0,1,1,0,1,0,1,nnRegressor,relu,None,27.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.731676838304046,ok,405.2954952442087
57,0,1,1,1,1,1,1,0,1,1,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,55,auto,20,40,None,None,None,None,0.6715496216999148,ok,416.0592513449956
58,1,1,1,0,1,1,1,0,1,1,1,0,1,1,nnRegressor,identity,None,25.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.7654430783121158,ok,417.40011449111626
59,1,1,0,0,1,1,1,0,1,0,0,0,1,1,kneighborsRegressor,None,ball_tree,None,None,34.0,None,None,None,None,None,None,1.0,None,distance,0.5780407295551124,ok,417.46026888117194
60,0,0,1,1,1,1,0,0,1,1,1,1,0,1,nnRegressor,relu,None,30.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7331745344414692,ok,428.0405649780296
61,1,1,1,0,1,1,1,0,1,1,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,73,log2,5,11,None,None,None,None,0.7618850699300487,ok,441.4479274970945
62,1,1,0,0,1,1,1,0,1,1,1,0,1,1,nnRegressor,logistic,None,28.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.7951915511351854,ok,451.4548949340824
63,1,1,0,1,1,1,1,0,0,1,0,0,1,1,nnRegressor,logistic,None,18.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.7918344228770753,ok,465.5632010512054
64,1,0,0,0,1,1,0,0,1,0,1,1,1,1,nnRegressor,logistic,None,25.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.7469553542340701,ok,472.2099303540308
65,1,1,0,1,1,1,1,0,0,1,0,0,1,1,nnRegressor,logistic,None,17.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.7910027037357804,ok,486.91567258001305
66,1,1,0,1,1,1,1,0,0,1,0,0,1,1,nnRegressor,logistic,None,17.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.7852828224614616,ok,501.45853125699796
67,1,1,0,1,1,1,1,0,0,1,0,0,1,1,nnRegressor,logistic,None,19.0,None,None,constant,None,None,None,None,10.0,None,sgd,None,0.7888446575042873,ok,515.1240684441291
