activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,28,entropy,0,1,1,0,1,1,0,0,1,0,0,0,1,1,32,adaptive,23,log2,19,13,randomForestClassifier,10,6,sgd,uniform,0.9578313253012049
tanh,brute,28,gini,0,1,1,1,1,1,0,0,1,0,1,1,0,1,34,adaptive,88,auto,3,32,kneighborsClassifier,8,2,sgd,distance,0.9558232931726908
tanh,ball_tree,30,entropy,0,1,1,0,0,1,1,0,1,1,0,1,1,0,24,invscaling,7,log2,11,6,randomForestClassifier,5,5,adam,uniform,0.9528112449799196
relu,ball_tree,8,gini,0,1,1,0,0,1,0,0,1,0,0,0,1,0,40,constant,95,log2,20,9,kneighborsClassifier,7,7,lbfgs,uniform,0.928714859437751
logistic,kd_tree,31,gini,1,1,0,1,1,0,1,0,0,1,0,1,1,1,14,invscaling,15,log2,14,9,randomForestClassifier,3,5,sgd,uniform,0.9257028112449799
logistic,brute,30,gini,0,1,0,0,1,0,0,0,1,0,0,1,1,1,6,adaptive,13,log2,4,6,kneighborsClassifier,8,1,lbfgs,distance,0.8965863453815262
relu,auto,22,entropy,1,1,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9899598393574297
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9578313253012049
identity,auto,14,gini,1,0,1,1,1,0,1,1,0,0,0,0,1,1,32,adaptive,23,log2,19,13,randomForestClassifier,10,6,sgd,uniform,0.9578313253012049
tanh,auto,28,entropy,0,1,1,0,0,1,0,0,1,0,0,1,0,1,34,adaptive,88,sqrt,3,32,kneighborsClassifier,8,2,sgd,distance,0.9246987951807228
tanh,brute,28,gini,0,1,1,1,0,1,0,0,1,1,0,1,1,0,22,invscaling,7,log2,11,6,randomForestClassifier,5,5,adam,uniform,0.9568273092369478
tanh,ball_tree,30,entropy,0,1,1,0,0,1,1,0,1,0,0,0,1,0,40,constant,95,log2,20,9,kneighborsClassifier,7,7,lbfgs,uniform,0.928714859437751
relu,ball_tree,8,gini,0,0,1,0,0,1,0,0,1,1,0,1,1,1,14,invscaling,15,log2,14,9,randomForestClassifier,3,5,sgd,uniform,0.9508032128514057
logistic,kd_tree,31,gini,1,1,0,1,1,1,1,0,0,0,0,1,1,1,6,adaptive,13,log2,4,6,nnClassifier,8,1,lbfgs,distance,0.7028112449799196
logistic,brute,30,gini,0,1,0,0,1,0,0,0,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9146586345381527
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9899598393574297
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9809236947791165
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9769076305220884
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9748995983935743
relu,auto,22,entropy,1,1,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
identity,auto,14,gini,1,1,1,1,1,0,1,1,0,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9678714859437751
tanh,auto,28,entropy,0,1,1,0,1,1,0,0,1,0,0,0,1,1,32,adaptive,23,log2,19,13,randomForestClassifier,10,6,sgd,uniform,0.9578313253012049
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9578313253012049
identity,auto,14,gini,1,0,1,1,1,0,1,1,0,0,0,0,1,1,32,adaptive,23,log2,19,13,randomForestClassifier,10,6,sgd,uniform,0.9578313253012049
tanh,brute,28,gini,0,1,1,1,0,1,0,0,1,1,0,1,1,0,22,invscaling,7,log2,11,6,randomForestClassifier,5,5,adam,uniform,0.9568273092369478
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,0,0,0,0,1,33,adaptive,19,log2,14,19,randomForestClassifier,2,4,adam,distance,0.9688755020080321
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,1,0,0,1,1,11,constant,44,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9397590361445783
relu,auto,22,entropy,0,1,0,0,1,0,1,1,1,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.964859437751004
identity,auto,14,gini,1,1,1,1,1,0,1,1,0,0,0,0,1,1,32,adaptive,23,log2,19,13,randomForestClassifier,10,6,sgd,uniform,0.9578313253012049
tanh,auto,28,entropy,0,1,1,0,1,1,0,1,1,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9718875502008032
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,0,0,0,1,1,32,adaptive,23,log2,19,13,randomForestClassifier,10,6,sgd,uniform,0.9317269076305221
identity,auto,14,gini,1,0,1,1,1,0,0,1,0,1,0,1,1,0,22,invscaling,7,log2,11,6,randomForestClassifier,3,5,adam,uniform,0.963855421686747
tanh,brute,28,gini,0,1,1,1,0,1,0,0,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9367469879518072
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9899598393574297
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9809236947791165
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9769076305220884
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9748995983935743
relu,auto,22,entropy,1,1,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
tanh,auto,28,entropy,0,1,1,0,1,1,0,1,1,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9718875502008032
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,0,0,0,0,1,33,adaptive,19,log2,14,19,randomForestClassifier,2,4,adam,distance,0.9688755020080321
identity,auto,14,gini,1,1,1,1,1,0,1,1,0,0,1,0,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9678714859437751
tanh,auto,11,entropy,1,1,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,randomForestClassifier,9,10,sgd,distance,0.9789156626506024
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
identity,auto,22,entropy,1,0,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,distance,0.9748995983935743
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,0,0,1,0,1,33,adaptive,19,log2,11,19,nnClassifier,2,4,adam,distance,0.7008032128514057
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,1,0,0,1,1,35,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9397590361445783
relu,auto,22,entropy,1,1,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,invscaling,96,auto,8,17,randomForestClassifier,9,6,adam,distance,0.9688755020080321
tanh,auto,28,entropy,0,1,1,0,1,1,0,1,1,0,0,0,0,1,4,adaptive,19,log2,14,19,randomForestClassifier,2,4,adam,distance,0.9688755020080321
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,0,1,0,0,0,28,adaptive,90,auto,8,17,randomForestClassifier,9,2,adam,distance,0.9748995983935743
identity,auto,14,gini,1,1,1,1,1,0,1,1,0,0,1,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,5,4,sgd,distance,0.8694779116465864
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9899598393574297
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9809236947791165
tanh,auto,11,entropy,1,1,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,randomForestClassifier,9,10,sgd,distance,0.9789156626506024
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9769076305220884
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9748995983935743
relu,auto,22,entropy,1,1,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9748995983935743
identity,auto,22,entropy,1,0,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,distance,0.9748995983935743
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,lbfgs,distance,0.9849397590361446
tanh,auto,17,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
tanh,auto,11,entropy,1,0,1,0,1,1,0,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,kneighborsClassifier,9,10,sgd,distance,0.9849397590361446
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,0,0,1,1,1,34,adaptive,46,sqrt,13,3,randomForestClassifier,9,10,sgd,distance,0.963855421686747
tanh,auto,11,entropy,1,1,1,0,1,1,0,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9799196787148594
tanh,auto,11,entropy,1,0,1,0,1,0,0,1,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9849397590361446
identity,auto,30,entropy,1,0,0,0,1,1,1,0,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,sgd,uniform,0.9397590361445783
relu,kd_tree,22,entropy,1,1,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,5,3,lbfgs,distance,0.9748995983935743
relu,auto,22,entropy,1,0,0,0,1,0,1,1,1,1,0,0,1,1,11,constant,26,log2,15,34,randomForestClassifier,1,3,sgd,distance,0.9748995983935743
identity,auto,22,entropy,1,0,0,0,1,0,1,1,1,0,0,0,0,1,33,adaptive,19,log2,11,19,kneighborsClassifier,2,4,adam,distance,0.9849397590361446
