activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,10,entropy,1,1,1,0,0,0,1,0,0,0,1,1,1,1,35,invscaling,74,sqrt,19,6,kneighborsClassifier,4,4,lbfgs,uniform,0.8895582329317269
identity,ball_tree,15,entropy,1,1,0,0,0,0,0,0,1,1,1,1,0,0,12,invscaling,11,sqrt,17,32,kneighborsClassifier,9,4,lbfgs,distance,0.8483935742971888
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9769076305220884
relu,brute,27,gini,1,1,1,1,0,0,1,0,0,1,0,0,0,1,26,constant,72,auto,14,29,kneighborsClassifier,4,4,adam,uniform,0.8875502008032129
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9769076305220884
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
identity,ball_tree,30,entropy,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9588353413654619
logistic,kd_tree,17,entropy,1,0,0,0,1,0,1,0,0,0,0,1,0,1,25,adaptive,12,log2,10,25,kneighborsClassifier,9,3,lbfgs,uniform,0.9497991967871486
relu,kd_tree,27,gini,0,1,1,0,0,1,1,0,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,7,lbfgs,distance,0.9487951807228916
logistic,brute,19,entropy,0,1,0,0,0,1,0,1,1,0,1,0,0,0,5,constant,67,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9397590361445783
logistic,auto,13,gini,0,1,1,0,1,1,1,0,0,1,0,1,0,0,9,constant,20,auto,17,29,kneighborsClassifier,10,8,adam,distance,0.9236947791164659
identity,auto,9,gini,0,1,0,1,1,0,1,0,1,0,0,0,0,0,25,adaptive,59,auto,16,35,randomForestClassifier,3,2,sgd,uniform,0.9186746987951807
relu,brute,18,gini,0,1,0,1,0,1,0,0,1,0,1,1,1,0,37,adaptive,19,sqrt,15,7,kneighborsClassifier,6,10,adam,distance,0.9186746987951807
logistic,brute,32,entropy,0,1,0,1,0,0,1,0,0,1,1,0,0,1,21,adaptive,62,log2,6,2,kneighborsClassifier,3,2,sgd,uniform,0.8985943775100401
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.8875502008032129
identity,ball_tree,30,entropy,0,1,0,1,0,0,1,1,1,0,0,1,0,1,25,adaptive,12,log2,10,25,kneighborsClassifier,9,3,lbfgs,uniform,0.9397590361445783
logistic,kd_tree,17,entropy,1,0,0,0,1,0,1,0,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,8,lbfgs,distance,0.9367469879518072
relu,kd_tree,12,gini,0,1,1,0,0,1,1,0,1,0,1,0,0,0,5,constant,67,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9508032128514057
logistic,brute,19,entropy,1,1,0,0,0,1,0,1,1,1,0,1,0,0,9,constant,20,auto,17,29,kneighborsClassifier,10,8,adam,distance,0.8825301204819277
logistic,auto,13,gini,0,1,1,0,1,1,1,0,0,0,0,0,0,0,25,adaptive,59,auto,16,35,randomForestClassifier,3,2,sgd,uniform,0.9076305220883534
identity,auto,9,gini,0,1,0,1,1,0,1,0,1,0,1,1,1,0,37,adaptive,19,sqrt,15,7,nnClassifier,6,10,adam,distance,0.7570281124497992
relu,brute,18,gini,0,1,0,1,0,1,0,0,1,1,1,0,0,1,26,adaptive,62,log2,11,2,kneighborsClassifier,3,2,sgd,uniform,0.9257028112449799
logistic,brute,9,entropy,0,1,0,1,0,0,1,0,0,1,0,0,0,1,38,constant,89,log2,8,40,randomForestClassifier,10,7,sgd,distance,0.8775100401606426
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9769076305220884
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
identity,ball_tree,30,entropy,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9588353413654619
relu,kd_tree,12,gini,0,1,1,0,0,1,1,0,1,0,1,0,0,0,5,constant,67,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9508032128514057
logistic,kd_tree,17,entropy,1,0,0,0,1,0,1,0,0,0,0,1,0,1,25,adaptive,12,log2,10,25,kneighborsClassifier,9,3,lbfgs,uniform,0.9497991967871486
relu,kd_tree,27,gini,0,1,1,0,0,1,1,0,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,7,lbfgs,distance,0.9487951807228916
logistic,brute,19,entropy,0,1,0,0,0,1,0,1,1,0,1,0,0,0,5,constant,67,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9397590361445783
identity,ball_tree,30,entropy,0,1,0,1,0,0,1,1,1,0,0,1,0,1,25,adaptive,12,log2,10,25,kneighborsClassifier,9,3,lbfgs,uniform,0.9397590361445783
logistic,kd_tree,17,entropy,1,0,0,0,1,0,1,0,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,8,lbfgs,distance,0.9367469879518072
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
tanh,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9698795180722891
identity,ball_tree,30,entropy,0,1,0,1,0,1,0,1,1,0,1,0,0,0,5,constant,67,sqrt,10,14,kneighborsClassifier,2,4,sgd,uniform,0.9417670682730924
relu,kd_tree,12,gini,0,1,1,0,0,1,1,0,1,0,0,1,0,1,25,adaptive,12,log2,10,25,kneighborsClassifier,9,3,lbfgs,uniform,0.9407630522088354
logistic,kd_tree,17,entropy,1,0,0,0,1,0,1,0,0,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,7,lbfgs,distance,0.9096385542168675
relu,kd_tree,27,gini,0,1,1,0,0,0,1,1,1,0,1,0,0,0,5,constant,89,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.963855421686747
logistic,brute,19,entropy,0,1,0,0,0,1,0,1,1,0,0,1,0,1,25,adaptive,12,log2,10,25,kneighborsClassifier,9,3,lbfgs,uniform,0.9417670682730924
identity,ball_tree,30,entropy,0,1,0,1,1,0,1,1,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,8,lbfgs,uniform,0.963855421686747
logistic,kd_tree,17,entropy,1,0,0,0,1,0,1,0,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9457831325301205
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9769076305220884
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
tanh,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9698795180722891
relu,kd_tree,27,gini,0,1,1,0,0,0,1,1,1,0,1,0,0,0,5,constant,89,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.963855421686747
identity,ball_tree,30,entropy,0,1,0,1,1,0,1,1,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,8,lbfgs,uniform,0.963855421686747
identity,ball_tree,30,entropy,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9588353413654619
relu,kd_tree,12,gini,0,1,1,0,0,1,1,0,1,0,1,0,0,0,5,constant,67,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9508032128514057
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,13,randomForestClassifier,7,7,lbfgs,uniform,0.9738955823293173
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
identity,ball_tree,28,entropy,1,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9779116465863453
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
tanh,ball_tree,15,entropy,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,invscaling,58,sqrt,8,28,kneighborsClassifier,7,7,lbfgs,distance,0.8875502008032129
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,1,0,0,0,5,constant,89,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9658634538152611
relu,kd_tree,27,gini,0,1,1,0,0,0,1,1,1,0,0,0,1,1,3,constant,52,log2,12,37,randomForestClassifier,6,8,lbfgs,uniform,0.964859437751004
identity,ball_tree,30,entropy,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9568273092369478
identity,ball_tree,30,entropy,0,1,1,1,1,0,0,1,1,0,1,0,0,0,5,constant,67,sqrt,11,20,kneighborsClassifier,4,4,sgd,uniform,0.9588353413654619
relu,kd_tree,12,gini,0,0,1,0,0,0,1,0,1,1,0,0,0,1,38,invscaling,50,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9477911646586346
identity,ball_tree,28,entropy,1,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9779116465863453
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9769076305220884
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,13,randomForestClassifier,7,7,lbfgs,uniform,0.9738955823293173
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,40,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
tanh,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9698795180722891
identity,ball_tree,28,entropy,1,1,0,0,1,1,1,1,1,1,0,0,0,1,38,constant,89,log2,8,16,randomForestClassifier,10,7,sgd,distance,0.9769076305220884
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,21,adaptive,40,sqrt,13,13,nnClassifier,7,7,lbfgs,uniform,0.7269076305220884
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,0,1,0,0,0,1,0,9,adaptive,5,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9397590361445783
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,19,30,randomForestClassifier,7,7,lbfgs,uniform,0.9698795180722891
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
tanh,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9728915662650602
logistic,ball_tree,10,entropy,1,1,1,1,0,1,0,1,1,0,0,0,1,0,9,adaptive,25,sqrt,13,30,randomForestClassifier,7,7,adam,uniform,0.9728915662650602
relu,ball_tree,28,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,0,2,adaptive,58,sqrt,8,28,kneighborsClassifier,2,7,lbfgs,distance,0.9698795180722891
relu,ball_tree,28,entropy,0,0,1,0,1,1,1,1,1,0,0,0,1,0,9,adaptive,40,auto,13,30,randomForestClassifier,7,7,lbfgs,uniform,0.9759036144578314
