activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7212286523497433
logistic,ball_tree,8,mse,1,1,1,0,0,1,0,0,0,1,1,1,1,0,36,invscaling,67,log2,10,15,nnRegressor,9,2,sgd,distance,0.6940871224284023
identity,kd_tree,8,mae,0,0,0,1,1,1,0,1,1,0,0,0,0,0,23,invscaling,64,auto,16,27,randomForestRegressor,1,8,adam,uniform,0.49585843840540367
logistic,ball_tree,21,poisson,0,1,1,1,1,0,1,1,0,1,0,0,0,1,10,adaptive,70,auto,3,32,randomForestRegressor,3,4,adam,uniform,0.5992638794601748
identity,brute,23,poisson,0,0,0,1,1,1,1,0,0,0,1,1,0,1,7,invscaling,36,auto,2,21,kneighborsRegressor,5,10,sgd,uniform,0.6607071636389523
relu,ball_tree,13,mse,0,1,1,1,0,1,0,0,0,0,0,1,1,0,14,invscaling,20,auto,16,12,randomForestRegressor,7,5,lbfgs,distance,0.7101790451170635
identity,ball_tree,13,poisson,0,1,1,1,1,1,0,0,1,1,0,1,1,1,39,adaptive,52,log2,4,23,kneighborsRegressor,3,6,adam,uniform,0.7098557337754767
logistic,ball_tree,8,mse,1,0,1,1,1,0,1,1,1,0,0,1,0,0,37,constant,21,auto,2,9,kneighborsRegressor,8,4,lbfgs,distance,0.5242907150413072
relu,kd_tree,10,mae,1,1,1,0,0,1,1,1,1,0,0,0,1,0,39,invscaling,43,sqrt,11,26,randomForestRegressor,6,9,lbfgs,distance,0.7007816931298185
tanh,auto,14,mae,0,0,1,0,1,0,0,1,0,0,0,1,0,1,8,adaptive,96,log2,6,19,randomForestRegressor,1,7,lbfgs,distance,0.6421779751041596
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7406921575507159
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7333502509562349
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7212286523497433
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,0,0,1,1,1,6,constant,88,sqrt,11,21,nnRegressor,10,1,sgd,uniform,0.7193087772944662
relu,ball_tree,13,mse,0,1,1,1,0,1,0,0,0,0,0,1,1,0,14,invscaling,20,auto,16,12,randomForestRegressor,7,5,lbfgs,distance,0.7101790451170635
identity,ball_tree,13,poisson,0,1,1,1,1,1,0,0,1,1,0,1,1,1,39,adaptive,52,log2,4,23,kneighborsRegressor,3,6,adam,uniform,0.7098557337754767
identity,kd_tree,30,mse,0,0,1,1,1,1,0,1,0,1,0,0,1,1,14,invscaling,47,sqrt,7,39,randomForestRegressor,4,8,sgd,distance,0.7020632167810025
relu,kd_tree,10,mae,1,1,1,0,0,1,1,1,1,0,0,0,1,0,39,invscaling,43,sqrt,11,26,randomForestRegressor,6,9,lbfgs,distance,0.7007816931298185
logistic,ball_tree,8,mse,1,1,1,0,0,1,0,0,0,1,1,1,1,0,36,invscaling,67,log2,10,15,nnRegressor,9,2,sgd,distance,0.6940871224284023
identity,ball_tree,22,mae,1,1,1,1,0,0,1,1,1,1,1,0,0,1,20,invscaling,78,sqrt,6,5,kneighborsRegressor,2,10,lbfgs,distance,0.6897282248752983
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7616381013499487
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,0,0,1,1,1,6,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.7227795837880516
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,0,0,1,1,0,14,invscaling,56,auto,16,12,randomForestRegressor,7,5,lbfgs,uniform,0.7144788059368518
relu,ball_tree,13,mse,0,1,1,1,0,1,0,0,0,1,0,1,1,1,39,adaptive,52,log2,4,23,kneighborsRegressor,7,6,adam,uniform,0.7070686496906569
identity,ball_tree,13,poisson,0,1,1,1,1,1,0,0,1,1,0,0,1,1,14,invscaling,47,sqrt,7,19,randomForestRegressor,4,8,sgd,distance,0.5863898611339995
identity,kd_tree,30,mse,0,0,1,1,1,1,0,1,0,0,0,0,1,0,39,invscaling,43,sqrt,11,26,randomForestRegressor,6,9,lbfgs,distance,0.639776280006278
relu,kd_tree,10,mae,1,1,1,0,0,0,1,1,1,1,1,0,1,0,36,constant,67,log2,10,38,nnRegressor,9,2,sgd,distance,0.7353639982214388
logistic,ball_tree,8,mse,1,1,1,0,0,0,0,0,0,1,1,0,0,1,20,invscaling,23,sqrt,6,5,kneighborsRegressor,2,10,lbfgs,distance,0.7013827958178699
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7315681838173717
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7616381013499487
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7406921575507159
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,kd_tree,10,mae,1,1,1,0,0,0,1,1,1,1,1,0,1,0,36,constant,67,log2,10,38,nnRegressor,9,2,sgd,distance,0.7353639982214388
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7333502509562349
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7315681838173717
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,0,0,1,1,1,6,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.7227795837880516
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7212286523497433
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,0,0,1,1,1,6,constant,88,sqrt,11,21,nnRegressor,10,1,sgd,uniform,0.7193087772944662
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,0,0,1,1,0,14,invscaling,56,auto,16,12,randomForestRegressor,7,5,lbfgs,uniform,0.7144788059368518
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7384943987568311
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,0,0,36,constant,86,log2,10,38,nnRegressor,9,10,lbfgs,distance,0.703520211106722
relu,ball_tree,10,mae,1,1,1,0,0,0,1,1,1,1,0,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7291185561706355
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,0,7,invscaling,88,log2,19,9,randomForestRegressor,7,9,lbfgs,distance,0.7305708749933568
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,0,0,1,1,1,5,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.7353087648351864
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,kneighborsRegressor,5,2,lbfgs,distance,0.5739705744472572
identity,ball_tree,25,poisson,1,0,1,0,0,0,0,0,1,0,0,1,1,1,29,constant,88,sqrt,20,21,nnRegressor,10,1,sgd,uniform,0.7227795837880516
tanh,auto,31,mse,1,0,1,1,1,0,1,1,1,0,0,1,1,0,14,adaptive,56,auto,16,12,randomForestRegressor,7,5,lbfgs,uniform,0.7144788059368518
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,1,0,0,1,0,15,invscaling,10,log2,11,3,nnRegressor,5,2,lbfgs,distance,0.7405156336813098
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7616381013499487
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7406921575507159
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,1,0,0,1,0,15,invscaling,10,log2,11,3,nnRegressor,5,2,lbfgs,distance,0.7405156336813098
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7384943987568311
relu,kd_tree,10,mae,1,1,1,0,0,0,1,1,1,1,1,0,1,0,36,constant,67,log2,10,38,nnRegressor,9,2,sgd,distance,0.7353639982214388
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,0,0,1,1,1,5,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.7353087648351864
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7333502509562349
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7315681838173717
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7384943987568311
relu,ball_tree,30,mse,0,1,0,0,0,1,0,0,0,1,0,0,1,0,15,invscaling,10,log2,11,3,nnRegressor,5,2,lbfgs,distance,0.7021452069692298
tanh,brute,31,mse,1,1,1,1,1,0,1,1,1,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7206002220824788
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7450570381442518
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,1,0,1,0,36,constant,67,log2,10,38,nnRegressor,9,2,sgd,distance,0.745574832442064
relu,kd_tree,10,mae,1,1,1,0,0,0,1,1,1,0,0,1,1,1,5,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.7609981866515685
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7205590894783243
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7384943987568311
identity,ball_tree,22,mae,1,1,1,1,0,0,0,1,1,1,0,0,0,0,15,adaptive,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.6144881852875658
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,3,nnRegressor,5,2,lbfgs,distance,0.7616381013499487
relu,kd_tree,10,mae,1,1,1,0,0,0,1,1,1,0,0,1,1,1,5,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.7609981866515685
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,1,0,1,0,36,constant,67,log2,10,38,nnRegressor,9,2,sgd,distance,0.745574832442064
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7450570381442518
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7406921575507159
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,1,0,0,1,0,15,invscaling,10,log2,11,3,nnRegressor,5,2,lbfgs,distance,0.7405156336813098
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7384943987568311
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,0,1,1,1,5,constant,88,sqrt,11,7,nnRegressor,10,1,sgd,uniform,0.788505303965166
relu,kd_tree,10,mae,1,1,1,0,0,0,1,1,1,1,1,0,1,0,36,constant,67,log2,10,4,nnRegressor,9,2,sgd,uniform,0.7353639982214388
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7384943987568311
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,1,0,1,1,1,1,7,adaptive,88,log2,19,9,randomForestRegressor,10,9,lbfgs,distance,0.7450570381442518
relu,ball_tree,30,mse,1,0,0,0,0,1,0,0,0,1,0,0,1,0,15,invscaling,10,log2,11,3,nnRegressor,5,2,lbfgs,distance,0.7420816045047093
tanh,brute,31,mse,1,0,1,1,1,0,1,1,1,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7192040308043206
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,sgd,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,0,0,1,0,0,0,1,1,0,1,1,8,constant,76,auto,12,29,kneighborsRegressor,8,8,adam,distance,0.7388292196433365
relu,ball_tree,30,mse,1,1,0,1,0,1,0,0,0,0,1,1,1,1,7,adaptive,88,log2,19,9,nnRegressor,10,9,sgd,distance,0.7829138325962514
logistic,ball_tree,22,mse,1,1,0,1,1,1,0,0,1,1,0,0,1,0,15,invscaling,10,log2,16,29,nnRegressor,7,2,lbfgs,distance,0.7546089193564888
