activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,32,mae,1,1,0,1,0,1,1,0,1,0,0,1,0,1,14,constant,52,auto,10,19,nnRegressor,4,2,sgd,uniform,0.7210287648357243
identity,auto,11,mse,1,1,0,0,0,0,1,1,0,1,1,0,1,1,18,invscaling,60,log2,5,31,nnRegressor,10,1,lbfgs,distance,0.7187252988568176
identity,ball_tree,23,mae,1,1,1,0,0,0,0,1,0,1,0,1,1,0,23,constant,30,log2,6,24,randomForestRegressor,9,7,lbfgs,uniform,0.7170614656757948
identity,ball_tree,17,mae,0,1,0,1,1,1,1,1,0,1,0,1,1,1,24,invscaling,40,sqrt,19,19,randomForestRegressor,4,7,sgd,uniform,0.7050141764640694
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7652576341205379
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,9,4,adam,distance,0.7490771930146095
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,1,0,1,1,18,invscaling,60,log2,5,31,randomForestRegressor,10,4,lbfgs,distance,0.7371569732804562
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,1,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7476031738461902
relu,ball_tree,18,mse,1,0,1,0,0,1,1,0,0,1,0,1,1,1,24,invscaling,40,sqrt,19,19,randomForestRegressor,4,7,sgd,uniform,0.7139217228332533
identity,ball_tree,23,mae,1,1,1,0,0,0,0,1,0,0,0,1,0,1,14,constant,52,auto,10,19,nnRegressor,4,2,sgd,uniform,0.6565235088522169
logistic,kd_tree,32,mae,1,1,0,1,0,1,1,0,1,1,1,0,1,1,18,invscaling,60,log2,5,31,nnRegressor,10,1,sgd,distance,0.3355238256613903
identity,auto,11,mse,1,1,0,0,0,0,1,1,0,1,0,1,1,0,29,constant,30,log2,6,24,randomForestRegressor,2,7,lbfgs,uniform,0.7220859828224349
identity,ball_tree,16,mae,1,1,1,0,0,0,0,1,0,1,0,1,1,1,24,invscaling,40,sqrt,10,19,randomForestRegressor,4,7,sgd,uniform,0.732455686338275
identity,ball_tree,17,mae,0,1,0,1,1,1,1,1,0,1,1,0,1,1,18,adaptive,64,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.6942019446849441
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7652576341205379
relu,auto,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,18,adaptive,64,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.7634416293960089
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7625161258879133
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,9,4,adam,distance,0.7490771930146095
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,1,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7476031738461902
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,3,4,adam,distance,0.7469557946143979
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,1,1,1,0,1,1,18,invscaling,60,log2,5,31,nnRegressor,10,1,lbfgs,distance,0.7403957574965627
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,1,0,1,1,18,invscaling,60,log2,5,31,randomForestRegressor,10,4,lbfgs,distance,0.7371569732804562
identity,ball_tree,16,mae,1,1,1,0,0,0,0,1,0,1,0,1,1,1,24,invscaling,40,sqrt,10,19,randomForestRegressor,4,7,sgd,uniform,0.732455686338275
relu,ball_tree,18,mae,1,0,1,0,0,1,1,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7290981310521941
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,18,adaptive,81,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.7634416293960089
relu,auto,19,poisson,0,1,0,1,1,1,1,0,0,1,1,0,1,1,23,constant,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7020675876764754
tanh,brute,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,9,4,adam,distance,0.7490771930146095
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,1,0,1,1,23,invscaling,20,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7625161258879133
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,3,4,adam,distance,0.7203733260332488
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,1,0,1,1,18,invscaling,60,log2,5,31,nnRegressor,10,1,lbfgs,distance,0.7654272702211677
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,1,1,1,0,1,1,18,invscaling,60,log2,5,31,randomForestRegressor,10,4,lbfgs,distance,0.7243769716315096
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,0,1,1,1,24,invscaling,40,sqrt,10,19,randomForestRegressor,4,7,sgd,uniform,0.7391144720046707
identity,ball_tree,16,mae,1,1,1,0,0,0,0,1,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7167846948357288
relu,ball_tree,18,mae,0,0,1,0,0,1,1,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.6696965132813766
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,1,0,1,1,18,invscaling,60,log2,5,31,nnRegressor,10,1,lbfgs,distance,0.7654272702211677
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7652576341205379
relu,auto,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,18,adaptive,64,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.7634416293960089
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,18,adaptive,81,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.7634416293960089
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7625161258879133
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,1,0,1,1,23,invscaling,20,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7625161258879133
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,9,4,adam,distance,0.7490771930146095
tanh,brute,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,9,4,adam,distance,0.7490771930146095
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,1,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7476031738461902
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,3,4,adam,distance,0.7469557946143979
tanh,auto,28,mse,1,1,0,0,1,0,0,1,0,1,1,1,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7701643209460793
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,1,0,1,1,18,adaptive,64,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.7634416293960089
relu,auto,19,poisson,1,1,0,1,1,1,1,1,0,1,1,0,1,1,7,adaptive,81,sqrt,16,14,nnRegressor,8,8,lbfgs,distance,0.7686252156232902
relu,brute,19,poisson,1,1,0,1,1,1,1,0,0,1,0,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,uniform,0.7694840452886009
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,1,0,1,1,8,invscaling,20,auto,3,21,nnRegressor,7,4,lbfgs,uniform,0.7625161258879133
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,9,4,adam,distance,0.7490771930146095
tanh,auto,28,mse,1,1,0,0,1,1,0,0,0,1,0,0,1,1,38,constant,1,auto,2,9,nnRegressor,9,4,adam,distance,0.7599311496773279
tanh,brute,28,mse,1,1,0,0,1,1,0,0,0,1,1,0,1,1,23,invscaling,32,auto,3,36,nnRegressor,7,4,lbfgs,distance,0.7625161258879133
logistic,kd_tree,32,mae,1,0,0,1,0,1,1,0,1,1,0,0,1,1,38,constant,1,auto,2,9,randomForestRegressor,3,4,adam,distance,0.7344670650343654
tanh,auto,28,mse,1,1,0,0,1,0,0,0,0,1,1,0,0,1,18,invscaling,60,log2,5,31,nnRegressor,10,1,lbfgs,distance,0.7254150002579087
