activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,28,gini,0,0,1,0,1,1,0,0,20,adaptive,28,sqrt,11,37,randomForestClassifier,7,7,lbfgs,uniform,0.6605616605616605
identity,brute,20,gini,1,1,0,1,1,1,1,0,24,adaptive,25,auto,10,21,kneighborsClassifier,8,6,lbfgs,uniform,0.6532356532356532
relu,auto,25,entropy,0,0,1,1,1,0,1,1,17,constant,73,sqrt,19,37,kneighborsClassifier,8,10,lbfgs,uniform,0.6446886446886447
identity,auto,9,entropy,1,0,1,1,1,1,1,0,16,invscaling,43,sqrt,9,18,kneighborsClassifier,7,4,sgd,distance,0.6056166056166056
relu,ball_tree,24,entropy,1,0,1,0,0,1,1,1,10,constant,65,sqrt,4,16,kneighborsClassifier,8,1,lbfgs,distance,0.5494505494505495
relu,brute,27,gini,0,0,0,1,1,0,1,0,39,adaptive,40,auto,3,28,randomForestClassifier,8,1,adam,uniform,0.5115995115995116
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.8400488400488401
relu,brute,13,gini,1,1,0,1,1,0,1,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
relu,auto,21,gini,1,1,0,0,0,1,1,1,28,adaptive,36,log2,16,4,randomForestClassifier,5,9,adam,uniform,0.6874236874236874
relu,auto,14,gini,0,1,0,0,1,0,0,0,20,adaptive,28,sqrt,11,37,randomForestClassifier,7,7,lbfgs,uniform,0.6800976800976801
tanh,auto,28,gini,0,0,1,0,1,1,1,0,24,adaptive,25,auto,10,21,kneighborsClassifier,8,6,lbfgs,uniform,0.608058608058608
identity,brute,20,gini,1,1,0,1,1,1,1,1,17,constant,73,sqrt,19,37,kneighborsClassifier,8,10,lbfgs,uniform,0.6593406593406593
relu,auto,25,entropy,0,0,1,1,1,1,1,0,10,invscaling,43,sqrt,9,18,kneighborsClassifier,7,4,sgd,distance,0.5958485958485958
identity,auto,9,entropy,1,0,1,0,1,1,1,1,10,constant,65,sqrt,4,16,kneighborsClassifier,8,1,adam,distance,0.5824175824175825
relu,brute,24,entropy,1,0,1,0,0,1,1,0,39,adaptive,40,auto,3,28,randomForestClassifier,8,1,adam,uniform,0.6434676434676435
relu,brute,27,gini,0,0,0,1,1,0,1,0,31,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.49572649572649574
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.8400488400488401
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
relu,brute,13,gini,1,1,0,1,1,0,1,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
relu,brute,13,gini,1,1,0,1,1,0,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
relu,auto,21,gini,1,1,0,0,0,1,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,adam,distance,0.6898656898656899
relu,auto,21,gini,1,1,0,0,0,1,1,1,28,adaptive,36,log2,16,4,randomForestClassifier,5,9,adam,uniform,0.6874236874236874
relu,auto,14,gini,0,1,0,0,1,0,0,0,20,adaptive,28,sqrt,11,37,randomForestClassifier,7,7,lbfgs,uniform,0.6800976800976801
relu,auto,14,gini,0,1,0,0,1,0,1,1,28,constant,36,log2,16,4,randomForestClassifier,5,9,adam,uniform,0.6776556776556777
tanh,auto,28,gini,0,0,1,0,1,1,0,0,20,adaptive,28,sqrt,11,37,randomForestClassifier,7,7,lbfgs,uniform,0.6605616605616605
identity,brute,20,gini,1,1,0,1,1,1,1,1,17,constant,73,sqrt,19,37,kneighborsClassifier,8,10,lbfgs,uniform,0.6593406593406593
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
relu,brute,21,gini,1,1,0,1,1,0,1,0,38,constant,87,auto,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
relu,brute,13,gini,1,1,0,1,1,0,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
relu,auto,19,gini,1,1,0,0,0,1,1,1,28,invscaling,36,log2,16,4,randomForestClassifier,5,9,adam,uniform,0.6874236874236874
relu,auto,21,gini,1,0,0,0,0,1,0,0,20,adaptive,28,sqrt,11,13,nnClassifier,7,7,lbfgs,uniform,0.47496947496947495
relu,auto,14,gini,0,1,0,0,1,0,1,1,28,constant,36,log2,16,37,randomForestClassifier,5,9,adam,uniform,0.684981684981685
relu,auto,14,gini,0,1,0,0,1,0,0,0,20,constant,28,sqrt,11,37,kneighborsClassifier,7,7,lbfgs,uniform,0.6666666666666666
tanh,auto,28,gini,0,0,1,0,1,1,1,1,17,constant,73,sqrt,19,5,kneighborsClassifier,8,10,lbfgs,uniform,0.6422466422466423
identity,brute,20,gini,1,1,0,1,1,1,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6862026862026862
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.8400488400488401
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
relu,brute,13,gini,1,1,0,1,1,0,1,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
relu,brute,13,gini,1,1,0,1,1,0,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
relu,brute,13,gini,1,1,0,1,1,0,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
relu,brute,21,gini,1,1,0,1,1,0,1,0,38,constant,87,auto,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
relu,auto,21,gini,1,1,0,0,0,1,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,adam,distance,0.6898656898656899
relu,auto,21,gini,1,1,0,0,0,1,1,1,28,adaptive,36,log2,16,4,randomForestClassifier,5,9,adam,uniform,0.6874236874236874
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
identity,kd_tree,20,gini,0,1,1,1,0,1,1,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
relu,brute,13,gini,1,1,0,1,1,0,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
relu,brute,13,gini,1,1,0,1,1,0,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
relu,brute,13,gini,1,1,0,1,1,0,1,0,38,constant,87,auto,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
relu,brute,21,gini,1,1,0,0,1,0,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,adam,distance,0.6959706959706959
relu,auto,21,gini,1,1,0,0,0,1,1,1,28,adaptive,36,log2,16,4,randomForestClassifier,5,9,adam,uniform,0.6874236874236874
relu,auto,21,gini,1,1,0,0,0,1,1,0,3,constant,87,sqrt,10,35,nnClassifier,4,2,lbfgs,distance,0.4810744810744811
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,3,constant,87,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.8400488400488401
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
identity,kd_tree,20,gini,0,1,1,1,0,1,1,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
relu,brute,21,gini,1,1,0,0,1,0,1,1,36,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,adam,distance,0.6959706959706959
relu,brute,13,gini,1,1,0,1,1,0,1,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6947496947496947
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,31,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,1,0,33,invscaling,46,auto,14,25,randomForestClassifier,2,5,sgd,uniform,0.8376068376068376
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
identity,kd_tree,20,gini,0,1,1,1,0,1,0,1,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.8351648351648352
identity,kd_tree,20,gini,0,1,1,1,0,1,1,1,3,invscaling,38,sqrt,18,29,randomForestClassifier,4,8,lbfgs,uniform,0.8351648351648352
identity,kd_tree,20,gini,0,1,1,1,0,1,1,1,36,adaptive,38,sqrt,18,3,nnClassifier,7,8,adam,distance,0.4908424908424908
relu,brute,21,gini,1,1,0,0,1,0,1,0,3,invscaling,38,sqrt,18,3,randomForestClassifier,7,8,lbfgs,distance,0.6825396825396826
relu,brute,13,gini,1,1,0,1,1,0,1,0,3,constant,50,sqrt,10,35,randomForestClassifier,4,2,lbfgs,distance,0.6910866910866911
