activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,30,entropy,1,1,1,0,0,1,1,0,17,invscaling,10,log2,9,34,nnClassifier,9,7,lbfgs,distance,0.4822954822954823
tanh,ball_tree,25,gini,0,1,0,1,0,1,0,1,8,invscaling,47,log2,7,18,nnClassifier,5,6,adam,distance,0.46764346764346765
tanh,kd_tree,20,entropy,0,1,1,0,1,0,1,1,39,adaptive,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7826617826617827
logistic,auto,29,entropy,1,1,0,0,0,1,1,0,30,constant,62,log2,4,20,nnClassifier,9,9,adam,uniform,0.4652014652014652
identity,kd_tree,26,gini,1,1,0,0,1,0,0,1,4,adaptive,73,auto,6,26,randomForestClassifier,3,7,adam,uniform,0.6862026862026862
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
identity,kd_tree,22,entropy,0,0,0,0,0,1,0,1,26,adaptive,41,log2,5,3,kneighborsClassifier,4,9,lbfgs,distance,0.5152625152625152
relu,brute,15,entropy,0,1,1,1,1,1,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8131868131868132
logistic,ball_tree,31,gini,0,1,0,1,1,0,0,1,37,constant,26,sqrt,14,26,randomForestClassifier,9,3,sgd,uniform,0.6898656898656899
identity,ball_tree,13,gini,1,1,0,1,1,0,1,0,32,invscaling,55,auto,4,31,kneighborsClassifier,7,2,sgd,uniform,0.6105006105006106
logistic,ball_tree,28,entropy,1,0,1,0,0,0,0,1,18,adaptive,86,log2,18,5,nnClassifier,8,3,adam,uniform,0.5067155067155067
relu,kd_tree,30,gini,0,1,1,0,0,0,1,1,24,invscaling,61,sqrt,15,2,nnClassifier,5,2,adam,distance,0.45054945054945056
relu,brute,9,entropy,1,1,1,0,1,1,1,1,8,constant,29,sqrt,3,5,nnClassifier,2,5,lbfgs,uniform,0.4908424908424908
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8168498168498168
logistic,auto,21,gini,1,1,0,1,0,1,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.7032967032967034
logistic,brute,27,entropy,1,1,0,1,1,1,0,0,9,adaptive,4,log2,16,22,nnClassifier,7,2,lbfgs,uniform,0.47619047619047616
tanh,brute,12,entropy,1,0,0,0,0,0,0,1,18,invscaling,3,sqrt,8,4,kneighborsClassifier,7,1,adam,uniform,0.5164835164835165
identity,auto,32,gini,0,1,0,1,0,0,0,1,32,invscaling,55,log2,9,26,kneighborsClassifier,3,6,lbfgs,uniform,0.652014652014652
