activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,10,gini,1,0,1,0,0,1,0,1,34,adaptive,36,sqrt,17,34,randomForestClassifier,3,3,adam,uniform,0.6336996336996337
logistic,kd_tree,30,entropy,1,1,0,0,1,1,0,1,26,constant,73,auto,16,33,randomForestClassifier,3,7,adam,uniform,0.6886446886446886
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8168498168498168
relu,brute,15,entropy,0,1,1,1,1,1,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8131868131868132
tanh,kd_tree,20,entropy,0,1,1,0,1,0,1,1,39,adaptive,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7826617826617827
logistic,auto,21,gini,1,1,0,1,0,1,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.7032967032967034
logistic,ball_tree,31,gini,0,1,0,1,1,0,0,1,37,constant,26,sqrt,14,26,randomForestClassifier,9,3,sgd,uniform,0.6898656898656899
logistic,kd_tree,30,entropy,1,1,0,0,1,1,0,1,26,constant,73,auto,16,33,randomForestClassifier,3,7,adam,uniform,0.6886446886446886
identity,kd_tree,26,gini,1,1,0,0,1,0,0,1,4,adaptive,73,auto,6,26,randomForestClassifier,3,7,adam,uniform,0.6862026862026862
identity,auto,32,gini,0,1,0,1,0,0,0,1,32,invscaling,55,log2,9,26,kneighborsClassifier,3,6,lbfgs,uniform,0.652014652014652
relu,auto,10,gini,1,0,1,0,0,1,0,1,34,adaptive,36,sqrt,17,34,randomForestClassifier,3,3,adam,uniform,0.6336996336996337
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,5,constant,58,auto,5,37,nnClassifier,10,1,sgd,uniform,0.46642246642246643
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
relu,brute,15,gini,0,1,1,1,1,0,1,1,39,adaptive,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7826617826617827
tanh,kd_tree,20,entropy,0,1,1,0,1,0,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.7924297924297924
logistic,brute,21,gini,1,1,0,1,0,1,0,1,37,constant,26,sqrt,14,25,randomForestClassifier,9,3,sgd,uniform,0.6788766788766789
logistic,ball_tree,31,gini,0,1,0,1,1,0,0,1,26,constant,73,auto,16,7,randomForestClassifier,3,7,adam,uniform,0.6898656898656899
logistic,kd_tree,30,entropy,1,1,0,0,0,1,0,0,4,adaptive,73,auto,6,26,randomForestClassifier,3,7,adam,uniform,0.6837606837606838
identity,kd_tree,26,gini,1,1,1,0,1,0,0,1,32,invscaling,55,log2,9,26,kneighborsClassifier,3,6,adam,uniform,0.7802197802197802
identity,auto,32,gini,0,1,0,1,0,0,0,1,34,adaptive,36,sqrt,17,34,randomForestClassifier,3,3,adam,uniform,0.6837606837606838
relu,auto,10,gini,1,0,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.6312576312576312
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
relu,brute,15,entropy,0,1,1,1,1,1,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8131868131868132
tanh,kd_tree,20,entropy,0,1,1,0,1,0,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.7924297924297924
tanh,kd_tree,20,entropy,0,1,1,0,1,0,1,1,39,adaptive,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7826617826617827
relu,brute,15,gini,0,1,1,1,1,0,1,1,39,adaptive,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7826617826617827
identity,kd_tree,26,gini,1,1,1,0,1,0,0,1,32,invscaling,55,log2,9,26,kneighborsClassifier,3,6,adam,uniform,0.7802197802197802
logistic,auto,21,gini,1,1,0,1,0,1,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.7032967032967034
logistic,ball_tree,31,gini,0,1,0,1,1,0,0,1,37,constant,26,sqrt,14,26,randomForestClassifier,9,3,sgd,uniform,0.6898656898656899
relu,kd_tree,23,gini,1,1,1,0,0,1,0,0,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8217338217338217
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
tanh,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,kneighborsClassifier,8,9,adam,uniform,0.8083028083028083
relu,brute,15,entropy,0,1,1,1,1,1,0,0,40,invscaling,5,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.8058608058608059
tanh,kd_tree,20,entropy,0,1,1,0,1,0,1,1,39,constant,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7826617826617827
tanh,kd_tree,20,entropy,0,1,1,0,1,0,1,0,39,adaptive,93,sqrt,10,16,kneighborsClassifier,10,3,lbfgs,distance,0.7704517704517705
relu,brute,15,gini,0,1,1,1,1,0,0,1,32,invscaling,55,log2,9,26,kneighborsClassifier,3,6,adam,uniform,0.7753357753357754
identity,kd_tree,26,gini,1,1,1,0,1,0,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.796092796092796
logistic,auto,21,gini,1,1,0,1,0,1,0,1,37,constant,26,sqrt,14,26,randomForestClassifier,9,3,sgd,uniform,0.6788766788766789
logistic,ball_tree,31,gini,0,1,0,1,1,0,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.684981684981685
relu,kd_tree,23,gini,1,1,1,0,0,1,0,0,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8217338217338217
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
relu,brute,15,entropy,0,1,1,1,1,1,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8131868131868132
tanh,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,kneighborsClassifier,8,9,adam,uniform,0.8083028083028083
relu,brute,15,entropy,0,1,1,1,1,1,0,0,40,invscaling,5,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.8058608058608059
identity,kd_tree,26,gini,1,1,1,0,1,0,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.796092796092796
tanh,kd_tree,20,entropy,0,1,1,0,1,0,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.7924297924297924
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
relu,kd_tree,20,gini,1,1,1,0,0,1,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,adam,uniform,0.8217338217338217
identity,kd_tree,32,gini,0,1,1,0,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,1,adam,uniform,0.8107448107448108
relu,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
relu,brute,12,entropy,0,1,1,1,1,1,0,1,7,constant,79,sqrt,15,39,kneighborsClassifier,8,9,adam,distance,0.8070818070818071
tanh,kd_tree,32,gini,0,1,1,1,1,1,0,0,40,invscaling,5,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.8046398046398047
relu,brute,15,entropy,0,1,1,1,1,1,0,0,40,invscaling,3,sqrt,6,11,randomForestClassifier,1,8,adam,uniform,0.7912087912087912
identity,kd_tree,26,gini,1,1,1,0,1,0,0,0,40,invscaling,3,sqrt,8,11,randomForestClassifier,1,8,adam,uniform,0.796092796092796
tanh,kd_tree,20,entropy,0,0,1,0,1,0,0,0,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.6324786324786325
relu,kd_tree,23,gini,1,1,1,0,0,1,0,0,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8217338217338217
relu,kd_tree,20,gini,1,1,1,0,0,1,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,adam,uniform,0.8217338217338217
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,9,8,adam,distance,0.8205128205128205
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
relu,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8168498168498168
relu,brute,15,entropy,0,1,1,1,1,1,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8131868131868132
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,adam,uniform,0.8217338217338217
relu,kd_tree,20,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,11,19,randomForestClassifier,9,8,adam,distance,0.8241758241758241
relu,kd_tree,23,gini,1,1,1,0,0,1,0,1,29,constant,11,sqrt,16,19,randomForestClassifier,8,1,adam,uniform,0.8205128205128205
identity,kd_tree,23,gini,1,1,1,0,0,0,0,1,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8095238095238095
identity,kd_tree,32,gini,0,1,1,1,1,0,1,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,9,adam,uniform,0.8131868131868132
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,1,9,adam,uniform,0.8168498168498168
identity,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,89,sqrt,5,39,randomForestClassifier,3,9,adam,distance,0.8168498168498168
relu,kd_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,3,6,adam,uniform,0.8168498168498168
identity,ball_tree,32,gini,0,1,1,1,1,0,0,1,7,constant,79,sqrt,5,39,randomForestClassifier,2,9,adam,uniform,0.8168498168498168
relu,brute,15,entropy,0,1,1,1,1,1,0,0,5,constant,58,auto,5,37,randomForestClassifier,10,1,sgd,uniform,0.8205128205128205
