activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,19,entropy,1,0,1,1,1,0,1,1,25,invscaling,68,log2,5,27,kneighborsClassifier,4,10,lbfgs,distance,0.6056166056166056
identity,kd_tree,23,entropy,0,1,0,1,0,0,1,0,35,constant,75,sqrt,19,39,kneighborsClassifier,3,8,lbfgs,distance,0.6593406593406593
tanh,ball_tree,28,entropy,0,0,0,0,1,1,1,1,8,constant,10,sqrt,12,14,randomForestClassifier,2,5,adam,distance,0.5054945054945055
identity,ball_tree,13,entropy,0,0,1,1,0,1,0,0,11,adaptive,34,log2,3,39,nnClassifier,2,6,lbfgs,uniform,0.5067155067155067
relu,auto,31,gini,0,0,0,1,1,1,0,0,5,constant,53,auto,19,24,nnClassifier,6,7,adam,distance,0.4810744810744811
relu,brute,8,entropy,1,0,1,1,0,1,1,1,12,invscaling,1,sqrt,19,5,kneighborsClassifier,5,9,adam,uniform,0.6092796092796092
relu,brute,31,gini,1,0,0,1,0,1,0,1,19,constant,81,sqrt,14,38,randomForestClassifier,10,1,lbfgs,distance,0.4993894993894994
logistic,brute,14,gini,1,1,0,1,1,1,1,0,25,adaptive,21,auto,8,39,nnClassifier,3,1,sgd,uniform,0.46886446886446886
tanh,brute,12,entropy,1,0,0,0,1,1,0,1,22,invscaling,10,log2,13,20,kneighborsClassifier,1,9,sgd,distance,0.5238095238095238
identity,brute,23,entropy,1,1,1,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.8278388278388278
relu,brute,13,entropy,0,0,0,1,0,1,0,0,13,adaptive,70,sqrt,15,10,kneighborsClassifier,4,6,lbfgs,distance,0.518925518925519
relu,ball_tree,27,gini,0,1,0,0,1,1,0,1,13,constant,5,log2,15,38,randomForestClassifier,7,10,sgd,distance,0.6703296703296703
relu,brute,32,entropy,0,0,0,0,0,0,0,1,38,invscaling,82,sqrt,2,12,nnClassifier,7,4,adam,distance,0.4517704517704518
tanh,ball_tree,14,entropy,1,0,1,0,0,0,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,9,sgd,uniform,0.6556776556776557
tanh,kd_tree,32,gini,1,1,1,1,1,1,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8095238095238095
tanh,brute,10,gini,1,1,0,0,0,1,1,0,16,constant,45,log2,15,15,kneighborsClassifier,8,9,lbfgs,distance,0.6691086691086691
tanh,brute,20,gini,0,0,1,0,0,0,1,0,40,constant,10,auto,9,24,kneighborsClassifier,4,3,adam,distance,0.5604395604395604
tanh,kd_tree,13,entropy,1,1,1,1,1,0,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8131868131868132
relu,ball_tree,13,entropy,1,1,0,1,0,1,1,1,2,constant,5,auto,20,33,kneighborsClassifier,3,2,adam,distance,0.5982905982905983
relu,kd_tree,8,gini,1,0,0,1,0,0,1,1,18,constant,89,log2,4,19,kneighborsClassifier,2,7,lbfgs,distance,0.4932844932844933
identity,brute,23,entropy,1,1,1,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.8278388278388278
tanh,kd_tree,13,entropy,1,1,1,1,1,0,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8131868131868132
tanh,kd_tree,32,gini,1,1,1,1,1,1,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8095238095238095
relu,ball_tree,27,gini,0,1,0,0,1,1,0,1,13,constant,5,log2,15,38,randomForestClassifier,7,10,sgd,distance,0.6703296703296703
tanh,brute,10,gini,1,1,0,0,0,1,1,0,16,constant,45,log2,15,15,kneighborsClassifier,8,9,lbfgs,distance,0.6691086691086691
identity,kd_tree,23,entropy,0,1,0,1,0,0,1,0,35,constant,75,sqrt,19,39,kneighborsClassifier,3,8,lbfgs,distance,0.6593406593406593
tanh,ball_tree,14,entropy,1,0,1,0,0,0,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,9,sgd,uniform,0.6556776556776557
relu,brute,8,entropy,1,0,1,1,0,1,1,1,12,invscaling,1,sqrt,19,5,kneighborsClassifier,5,9,adam,uniform,0.6092796092796092
relu,ball_tree,19,entropy,1,0,1,1,1,0,1,1,25,invscaling,68,log2,5,27,kneighborsClassifier,4,10,lbfgs,distance,0.6056166056166056
relu,ball_tree,13,entropy,1,1,0,1,0,1,1,1,2,constant,5,auto,20,33,kneighborsClassifier,3,2,adam,distance,0.5982905982905983
identity,brute,23,entropy,1,1,1,1,0,1,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8241758241758241
tanh,kd_tree,13,entropy,0,1,1,1,1,0,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8253968253968254
tanh,kd_tree,32,gini,1,1,1,1,1,1,0,1,13,constant,5,log2,15,38,randomForestClassifier,7,10,sgd,distance,0.800976800976801
relu,ball_tree,27,gini,0,1,0,0,1,1,1,0,16,constant,45,log2,15,15,kneighborsClassifier,8,9,lbfgs,distance,0.6556776556776557
tanh,brute,10,gini,1,1,0,0,0,1,1,0,35,constant,75,sqrt,19,39,kneighborsClassifier,3,8,lbfgs,distance,0.6593406593406593
identity,kd_tree,23,entropy,1,1,0,1,0,0,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,1,sgd,uniform,0.6752136752136753
tanh,ball_tree,14,entropy,1,0,1,0,0,0,1,1,12,invscaling,1,sqrt,19,5,kneighborsClassifier,5,9,adam,uniform,0.6263736263736264
relu,brute,8,entropy,1,0,1,1,0,1,1,1,25,invscaling,68,log2,5,27,kneighborsClassifier,4,10,lbfgs,distance,0.612942612942613
relu,ball_tree,19,entropy,1,0,1,1,1,0,1,1,2,constant,5,auto,20,33,kneighborsClassifier,3,2,adam,distance,0.5482295482295483
relu,ball_tree,13,entropy,1,1,0,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.6678876678876678
identity,brute,23,entropy,1,1,1,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.8278388278388278
tanh,kd_tree,13,entropy,0,1,1,1,1,0,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8253968253968254
identity,brute,23,entropy,1,1,1,1,0,1,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8241758241758241
tanh,kd_tree,13,entropy,1,1,1,1,1,0,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8131868131868132
tanh,kd_tree,32,gini,1,1,1,1,1,1,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8095238095238095
tanh,kd_tree,32,gini,1,1,1,1,1,1,0,1,13,constant,5,log2,15,38,randomForestClassifier,7,10,sgd,distance,0.800976800976801
identity,kd_tree,23,entropy,1,1,0,1,0,0,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,1,sgd,uniform,0.6752136752136753
relu,ball_tree,27,gini,0,1,0,0,1,1,0,1,13,constant,5,log2,15,38,randomForestClassifier,7,10,sgd,distance,0.6703296703296703
tanh,brute,10,gini,1,1,0,0,0,1,1,0,16,constant,45,log2,15,15,kneighborsClassifier,8,9,lbfgs,distance,0.6691086691086691
relu,ball_tree,13,entropy,1,1,0,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.6678876678876678
identity,brute,23,entropy,1,1,1,1,0,1,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8266178266178266
tanh,kd_tree,13,entropy,0,0,1,1,1,0,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.6617826617826618
identity,brute,23,entropy,1,1,1,1,0,1,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8241758241758241
tanh,kd_tree,13,entropy,1,1,1,1,1,0,1,1,9,constant,32,auto,12,23,randomForestClassifier,8,3,adam,distance,0.8192918192918193
tanh,kd_tree,32,gini,1,1,1,1,1,1,0,1,13,constant,5,log2,15,36,randomForestClassifier,7,10,lbfgs,distance,0.8058608058608059
tanh,kd_tree,32,gini,1,1,1,1,1,1,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,1,sgd,uniform,0.8278388278388278
identity,kd_tree,23,entropy,1,1,0,1,0,0,0,1,13,invscaling,5,log2,15,38,randomForestClassifier,7,10,sgd,distance,0.6813186813186813
relu,ball_tree,27,gini,0,1,0,0,1,1,1,0,16,constant,45,log2,15,15,kneighborsClassifier,8,9,lbfgs,distance,0.6556776556776557
tanh,brute,10,gini,1,1,0,0,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.673992673992674
logistic,ball_tree,13,entropy,1,1,0,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.6678876678876678
identity,brute,23,entropy,1,1,1,1,0,1,1,0,16,invscaling,87,log2,10,28,randomForestClassifier,10,1,adam,distance,0.8278388278388278
tanh,kd_tree,32,gini,1,1,1,1,1,1,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,1,sgd,uniform,0.8278388278388278
identity,brute,23,entropy,1,1,1,1,0,1,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8266178266178266
tanh,kd_tree,13,entropy,0,1,1,1,1,0,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8253968253968254
identity,brute,23,entropy,1,1,1,1,0,1,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8241758241758241
identity,brute,23,entropy,1,1,1,1,0,1,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8241758241758241
tanh,kd_tree,13,entropy,1,1,1,1,1,0,1,1,9,constant,32,auto,12,23,randomForestClassifier,8,3,adam,distance,0.8192918192918193
tanh,kd_tree,13,entropy,1,1,1,1,1,0,1,0,23,adaptive,99,auto,9,32,randomForestClassifier,6,8,lbfgs,distance,0.8131868131868132
tanh,kd_tree,32,gini,1,1,1,1,1,1,1,1,9,constant,32,auto,12,32,randomForestClassifier,8,3,adam,distance,0.8095238095238095
tanh,kd_tree,32,gini,1,1,1,1,1,1,0,1,13,constant,5,log2,15,36,randomForestClassifier,7,10,lbfgs,distance,0.8058608058608059
identity,brute,23,entropy,1,1,0,1,0,1,0,1,33,constant,37,auto,10,3,randomForestClassifier,3,1,sgd,uniform,0.6764346764346765
