activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,24,gini,0,0,1,0,0,0,0,0,12,adaptive,79,sqrt,17,34,nnClassifier,7,7,lbfgs,uniform,0.47985347985347987
tanh,kd_tree,16,gini,1,0,0,1,1,0,0,1,24,constant,39,sqrt,18,9,randomForestClassifier,2,3,lbfgs,uniform,0.5164835164835165
logistic,brute,18,gini,0,0,1,0,1,1,1,1,27,invscaling,29,sqrt,10,32,nnClassifier,1,5,lbfgs,distance,0.5067155067155067
logistic,kd_tree,22,entropy,0,1,0,0,1,0,1,1,3,constant,88,sqrt,6,15,kneighborsClassifier,5,1,adam,distance,0.5970695970695971
tanh,ball_tree,14,entropy,0,1,1,0,1,0,1,1,34,constant,17,log2,8,14,nnClassifier,9,9,sgd,uniform,0.4822954822954823
logistic,kd_tree,8,gini,1,1,0,1,1,1,0,1,13,invscaling,80,auto,16,22,kneighborsClassifier,5,6,lbfgs,distance,0.6654456654456654
relu,ball_tree,23,gini,0,0,1,1,1,1,1,1,20,invscaling,26,auto,9,9,nnClassifier,7,7,adam,distance,0.5091575091575091
relu,brute,16,entropy,1,1,0,1,1,0,1,1,4,invscaling,19,auto,12,17,randomForestClassifier,10,1,adam,distance,0.6874236874236874
identity,ball_tree,18,entropy,0,1,1,0,0,0,1,0,8,invscaling,8,auto,4,21,randomForestClassifier,7,9,sgd,uniform,0.8095238095238095
identity,brute,16,entropy,1,1,0,1,0,0,1,1,20,adaptive,51,sqrt,17,29,randomForestClassifier,2,7,lbfgs,distance,0.6910866910866911
logistic,ball_tree,19,entropy,0,0,1,1,1,0,1,0,36,adaptive,71,sqrt,16,37,randomForestClassifier,2,6,adam,distance,0.6593406593406593
logistic,ball_tree,18,gini,1,1,1,0,0,0,0,1,21,adaptive,13,log2,3,37,randomForestClassifier,5,6,sgd,uniform,0.8253968253968254
logistic,kd_tree,25,gini,1,0,0,0,1,0,1,0,40,constant,68,log2,15,9,nnClassifier,9,5,lbfgs,distance,0.5115995115995116
tanh,auto,31,gini,0,1,1,1,0,1,0,0,10,invscaling,60,auto,14,32,nnClassifier,3,6,adam,uniform,0.4835164835164835
logistic,ball_tree,30,entropy,1,1,1,0,0,1,1,1,36,constant,45,sqrt,9,13,nnClassifier,2,8,adam,distance,0.4908424908424908
tanh,auto,29,gini,0,1,1,0,0,0,1,0,32,invscaling,68,log2,13,20,randomForestClassifier,9,3,lbfgs,distance,0.818070818070818
tanh,brute,15,gini,1,1,0,1,0,1,0,0,27,adaptive,39,log2,8,34,kneighborsClassifier,1,4,lbfgs,uniform,0.6471306471306472
tanh,kd_tree,29,entropy,0,1,1,0,1,0,1,0,37,adaptive,82,sqrt,12,30,randomForestClassifier,6,9,sgd,distance,0.8168498168498168
tanh,kd_tree,13,gini,0,1,0,0,0,1,1,1,14,adaptive,76,auto,11,29,kneighborsClassifier,1,2,sgd,distance,0.6202686202686203
tanh,kd_tree,11,entropy,1,1,0,1,1,1,1,0,9,constant,91,auto,16,3,kneighborsClassifier,9,6,lbfgs,uniform,0.6422466422466423
logistic,ball_tree,18,gini,1,1,1,0,0,0,0,1,21,adaptive,13,log2,3,37,randomForestClassifier,5,6,sgd,uniform,0.8253968253968254
tanh,auto,29,gini,0,1,1,0,0,0,1,0,32,invscaling,68,log2,13,20,randomForestClassifier,9,3,lbfgs,distance,0.818070818070818
tanh,kd_tree,29,entropy,0,1,1,0,1,0,1,0,37,adaptive,82,sqrt,12,30,randomForestClassifier,6,9,sgd,distance,0.8168498168498168
identity,ball_tree,18,entropy,0,1,1,0,0,0,1,0,8,invscaling,8,auto,4,21,randomForestClassifier,7,9,sgd,uniform,0.8095238095238095
identity,brute,16,entropy,1,1,0,1,0,0,1,1,20,adaptive,51,sqrt,17,29,randomForestClassifier,2,7,lbfgs,distance,0.6910866910866911
relu,brute,16,entropy,1,1,0,1,1,0,1,1,4,invscaling,19,auto,12,17,randomForestClassifier,10,1,adam,distance,0.6874236874236874
logistic,kd_tree,8,gini,1,1,0,1,1,1,0,1,13,invscaling,80,auto,16,22,kneighborsClassifier,5,6,lbfgs,distance,0.6654456654456654
