activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,24,mse,1,1,1,1,1,1,1,1,19,constant,55,auto,12,27,nnRegressor,9,5,adam,distance,0.9190028257580585,412.3478188160807
relu,auto,24,mse,1,1,1,1,1,1,1,1,24,constant,37,auto,15,13,nnRegressor,10,8,adam,distance,0.9211410406506924,412.34785536606796
relu,auto,24,mse,1,1,1,1,1,1,1,1,25,constant,21,auto,15,12,nnRegressor,10,5,adam,distance,0.9234724365826699,412.3478916650638
relu,auto,20,mse,1,1,1,1,1,1,1,1,19,constant,82,auto,10,13,nnRegressor,9,8,adam,distance,0.9163986837846934,412.3479275240097
relu,auto,23,mse,1,1,1,1,1,1,1,1,16,constant,26,auto,15,16,nnRegressor,10,6,adam,distance,0.9138389886682726,412.3479643140454
relu,auto,25,mse,1,1,1,1,1,1,1,1,17,constant,21,auto,12,14,nnRegressor,10,9,adam,distance,0.905752930323175,412.34799996297807
relu,auto,24,mse,1,1,1,1,1,1,1,1,26,constant,48,auto,14,11,nnRegressor,10,7,adam,distance,0.9202837895786127,539.0934337140061
relu,auto,23,mse,1,1,1,1,1,1,1,1,28,constant,51,auto,10,17,nnRegressor,10,7,adam,distance,0.9202837895786127,539.0935178920627
relu,auto,22,mse,1,1,1,1,1,1,1,1,28,constant,38,auto,11,10,nnRegressor,10,7,adam,distance,0.9129465527933196,539.0935564620886
relu,auto,26,mse,1,1,1,1,1,1,1,1,28,constant,40,auto,12,21,nnRegressor,10,7,adam,distance,0.9222633231954573,539.0935934309382
relu,auto,24,mse,1,1,1,1,1,1,1,1,29,constant,34,auto,14,11,nnRegressor,10,7,adam,distance,0.9202837895786127,539.0936322601046
relu,auto,23,mse,1,1,1,1,1,1,1,1,27,constant,52,auto,14,24,nnRegressor,10,7,adam,distance,0.9189523327938022,539.0936712499242
relu,auto,19,mse,1,1,1,1,1,1,1,1,18,constant,24,auto,12,13,nnRegressor,10,7,adam,distance,0.9197820769505943,539.0937083989847
relu,auto,23,mse,1,1,1,1,1,1,1,1,27,constant,67,auto,13,11,nnRegressor,10,8,adam,distance,0.9202837895786127,539.0937453389633
relu,auto,24,mse,1,1,1,1,1,1,1,1,27,constant,50,auto,16,18,nnRegressor,10,7,adam,distance,0.9197820769505943,539.0937818679959
relu,auto,22,mse,1,1,1,1,1,1,1,1,27,constant,45,auto,13,15,nnRegressor,10,8,adam,distance,0.9202837895786127,539.093817936955
relu,auto,20,mse,1,1,1,1,1,1,1,1,17,constant,44,auto,13,14,nnRegressor,10,7,adam,distance,0.9197820769505943,539.0938545169774
relu,auto,21,mse,1,1,1,1,1,1,1,1,20,constant,18,auto,15,14,nnRegressor,10,8,adam,distance,0.9181348388249913,539.0938908460084
relu,auto,21,mse,1,1,1,1,1,1,1,1,20,constant,58,auto,15,12,nnRegressor,10,8,adam,distance,0.9234724365826699,539.0939273559488
relu,auto,24,mse,1,1,1,1,1,1,1,1,27,constant,63,auto,11,16,nnRegressor,10,6,adam,distance,0.9103007946634041,539.0939630649518
relu,auto,23,mse,1,1,1,1,1,1,1,1,23,constant,51,auto,12,23,nnRegressor,9,6,adam,distance,0.9189042911050174,539.0939988549799
relu,auto,25,mse,1,1,1,1,1,1,1,1,20,constant,33,auto,11,17,nnRegressor,10,5,adam,distance,0.9202837895786127,539.0940348838922
relu,auto,20,mse,1,1,1,1,1,1,1,1,26,constant,21,auto,14,12,nnRegressor,10,7,adam,distance,0.9202837895786127,539.0940707130358
relu,auto,22,mse,1,1,1,1,1,1,1,1,23,constant,78,auto,14,14,nnRegressor,10,8,adam,distance,0.9165151386302797,539.0941062930506
relu,auto,24,mse,1,1,1,1,1,1,1,1,20,constant,22,auto,13,12,nnRegressor,10,9,adam,distance,0.9197820769505943,539.094141951995
relu,auto,21,mse,1,1,1,1,1,1,1,1,21,constant,17,auto,12,14,nnRegressor,10,7,adam,distance,0.9224648472693416,539.0941774318926
relu,auto,23,mse,1,1,1,1,1,1,1,1,27,constant,44,auto,10,13,nnRegressor,10,7,adam,distance,0.9202837895786127,671.9043404809199
relu,auto,21,mse,1,1,1,1,1,1,1,1,25,constant,55,auto,8,13,nnRegressor,9,7,adam,distance,0.9197820769505943,671.904403869994
relu,auto,20,mse,1,1,1,1,1,1,1,1,26,constant,34,auto,12,12,nnRegressor,10,7,adam,distance,0.9234724365826699,671.9044428789057
relu,auto,27,mse,1,1,1,1,1,1,1,1,27,constant,36,auto,14,17,nnRegressor,10,7,adam,distance,0.9129465527933196,671.9044805779122
relu,auto,24,mse,1,1,1,1,1,1,1,1,25,constant,30,auto,13,12,nnRegressor,10,3,adam,distance,0.9202837895786127,671.9045174981002
relu,auto,20,mse,1,1,1,1,1,1,1,1,28,constant,48,auto,13,21,nnRegressor,10,7,adam,distance,0.9197820769505943,671.9045542569365
relu,auto,23,mse,1,1,1,1,1,1,1,1,22,constant,20,auto,13,17,nnRegressor,10,6,adam,distance,0.9174495396808732,671.904590687016
relu,auto,24,mse,1,1,1,1,1,1,1,1,23,constant,63,auto,14,12,nnRegressor,10,8,adam,distance,0.9197820769505943,671.9046275059227
relu,auto,21,mse,1,1,1,1,1,1,1,1,26,constant,46,auto,12,19,nnRegressor,10,7,adam,distance,0.9202837895786127,671.9046638449654
relu,auto,21,mse,1,1,1,1,1,1,1,1,28,constant,41,auto,14,15,nnRegressor,10,7,adam,distance,0.9234724365826699,671.9047008850612
relu,auto,21,mse,1,1,1,1,1,1,1,1,21,constant,40,auto,13,14,nnRegressor,10,7,adam,distance,0.9103007946634041,671.9047375940718
relu,auto,24,mse,1,1,1,1,1,1,1,1,24,constant,14,auto,15,14,nnRegressor,10,7,adam,distance,0.9138389886682726,671.9047743540723
relu,auto,22,mse,1,1,1,1,1,1,1,1,22,constant,54,auto,13,13,nnRegressor,10,8,adam,distance,0.9138389886682726,671.904811023036
relu,auto,23,mse,1,1,1,1,1,1,1,1,29,constant,59,auto,12,15,nnRegressor,10,7,adam,distance,0.9202837895786127,671.9048470419366
relu,auto,22,mse,1,1,1,1,1,1,1,1,19,constant,47,auto,13,19,nnRegressor,10,6,adam,distance,0.9181348388249913,671.904883292038
relu,auto,24,mse,1,1,1,1,1,1,1,1,18,constant,29,auto,11,14,nnRegressor,10,7,adam,distance,0.9224648472693416,671.904919730965
relu,auto,23,mse,1,1,1,1,1,1,1,1,30,constant,18,auto,10,13,nnRegressor,10,8,adam,distance,0.9103007946634041,671.9049559710547
relu,auto,23,mse,1,1,1,1,1,1,1,1,27,constant,74,auto,15,14,nnRegressor,10,7,adam,distance,0.9234724365826699,671.9049924700521
relu,auto,21,mse,1,1,1,1,1,1,1,1,24,constant,19,auto,12,11,nnRegressor,10,6,adam,distance,0.9202837895786127,671.9050285390113
relu,auto,22,mse,1,1,1,1,1,1,1,1,20,constant,17,auto,12,12,nnRegressor,10,7,adam,distance,0.9138389886682726,671.9050645490643
