activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,kd_tree,8,mse,1,1,1,0,1,0,0,0,29,constant,79,auto,12,12,randomForestRegressor,5,2,sgd,distance,0.3814199382856788,85.85559538402595
identity,kd_tree,8,mse,1,1,1,1,1,0,1,1,29,constant,48,auto,10,12,randomForestRegressor,4,3,sgd,distance,0.22080785747123977,85.85563204390928
identity,auto,13,mse,1,1,1,0,1,1,0,0,36,constant,49,auto,12,10,nnRegressor,5,2,sgd,distance,0.011686019413261861,85.85566920391284
tanh,ball_tree,8,mse,1,1,1,1,1,1,1,1,24,constant,48,auto,11,11,randomForestRegressor,7,4,sgd,distance,0.16047501671226216,85.85570563282818
relu,auto,8,mse,1,1,1,1,1,1,1,1,27,constant,65,auto,9,12,nnRegressor,8,3,adam,distance,0.5552830066644895,206.79461211292073
relu,auto,9,mse,1,1,1,1,1,1,1,1,26,constant,29,auto,12,25,nnRegressor,7,4,adam,distance,0.3907313013474538,206.79466914292425
relu,auto,14,mse,1,1,1,1,1,1,1,1,29,constant,89,auto,12,11,nnRegressor,9,2,adam,distance,0.3788946052076414,206.79471232183278
relu,auto,16,mse,1,1,1,1,1,1,1,1,26,constant,67,auto,10,17,nnRegressor,7,5,adam,distance,0.5153587786357643,206.79475022200495
relu,auto,15,mse,1,1,1,1,1,1,1,1,30,constant,52,auto,13,10,nnRegressor,8,4,adam,distance,0.3954406564731915,206.7947873820085
relu,auto,13,mse,1,1,1,1,1,1,1,1,5,constant,50,auto,13,8,nnRegressor,7,2,adam,distance,0.3941740725898869,206.79482468194328
relu,auto,24,mse,1,1,1,1,1,1,1,1,10,constant,24,auto,11,25,nnRegressor,5,1,adam,distance,0.46379209256314136,206.7948619108647
relu,auto,8,mse,1,1,1,1,1,1,1,1,24,constant,62,auto,10,11,nnRegressor,8,3,adam,distance,0.4243546163978573,206.79489876097068
relu,auto,8,mse,1,1,1,1,1,1,1,1,24,constant,21,auto,10,12,nnRegressor,6,2,adam,distance,0.3829787027588286,206.79493583086878
relu,auto,23,mse,1,1,1,1,1,1,1,1,17,constant,66,auto,13,20,nnRegressor,5,5,adam,distance,0.43438469543763447,206.79497225000523
relu,auto,24,mse,1,1,1,1,1,1,1,1,29,constant,75,auto,10,10,nnRegressor,8,3,adam,distance,0.4068619166190076,206.79500844003633
relu,auto,9,mse,1,1,1,1,1,1,1,1,32,constant,47,auto,10,12,nnRegressor,9,4,adam,distance,0.403431869420518,206.7950445599854
relu,auto,12,mse,1,1,1,1,1,1,1,1,23,constant,36,auto,9,13,nnRegressor,6,2,adam,distance,0.44337845885033655,206.79508123896085
relu,auto,8,mse,1,1,1,1,1,1,1,1,24,constant,40,auto,10,10,nnRegressor,5,4,adam,distance,0.40983170851354733,206.7951179088559
relu,auto,10,mse,1,1,1,1,1,1,1,1,26,constant,16,auto,14,10,nnRegressor,6,1,adam,distance,0.5224059278423885,206.79515405884013
relu,auto,15,mse,1,1,1,1,1,1,1,1,14,constant,49,auto,12,16,nnRegressor,3,3,adam,distance,0.4639752989286594,206.79519032896496
relu,auto,8,mse,1,1,1,1,1,1,1,1,25,constant,75,auto,12,11,nnRegressor,6,6,adam,distance,0.3814199382856788,206.7952264980413
relu,auto,8,mse,1,1,1,1,1,1,1,1,25,constant,50,auto,13,10,nnRegressor,7,2,adam,distance,0.5231251047012841,206.7952628878411
relu,auto,11,mse,1,1,1,1,1,1,1,1,32,constant,49,auto,11,13,nnRegressor,9,4,adam,distance,0.37150314378269533,206.79529885784723
relu,auto,8,mse,1,1,1,1,1,1,1,1,26,constant,50,auto,11,12,nnRegressor,7,4,adam,distance,0.6574154500453705,206.79533508699387
relu,auto,9,mse,1,1,1,1,1,1,1,1,25,constant,61,auto,13,11,nnRegressor,8,2,adam,distance,0.9115467602047718,489.12388116889633
relu,auto,9,mse,1,1,1,1,1,1,1,1,25,constant,25,auto,16,21,nnRegressor,9,3,adam,distance,0.8985850803501492,489.1239374789875
relu,auto,11,mse,1,1,1,1,1,1,1,1,26,constant,85,auto,15,9,nnRegressor,6,1,adam,distance,0.9124981975998939,489.12397614796646
relu,auto,12,mse,1,1,1,1,1,1,1,1,26,constant,63,auto,10,13,nnRegressor,6,1,adam,distance,0.9229306971938958,489.124013857916
relu,auto,11,mse,1,1,1,1,1,1,1,1,26,constant,48,auto,14,12,nnRegressor,10,2,adam,distance,0.918835093985137,489.1240517979022
relu,auto,9,mse,1,1,1,1,1,1,1,1,9,constant,46,auto,15,12,nnRegressor,7,1,adam,distance,0.8935145008557281,489.1240888868924
relu,auto,20,mse,1,1,1,1,1,1,1,1,14,constant,20,auto,15,21,nnRegressor,7,1,adam,distance,0.9224919259623596,489.124126376817
relu,auto,8,mse,1,1,1,1,1,1,1,1,23,constant,58,auto,10,11,nnRegressor,6,1,adam,distance,0.9115467602047718,489.12416327698156
relu,auto,9,mse,1,1,1,1,1,1,1,1,26,constant,19,auto,14,9,nnRegressor,6,2,adam,distance,0.9153171778401846,489.1242006558459
relu,auto,19,mse,1,1,1,1,1,1,1,1,21,constant,62,auto,15,16,nnRegressor,5,1,adam,distance,0.9172213081848767,489.12423765589483
relu,auto,21,mse,1,1,1,1,1,1,1,1,28,constant,71,auto,11,8,nnRegressor,8,2,adam,distance,0.898428343415329,489.12427409598604
relu,auto,9,mse,1,1,1,1,1,1,1,1,28,constant,43,auto,11,12,nnRegressor,8,1,adam,distance,0.9215646287935547,489.1243104848545
relu,auto,8,mse,1,1,1,1,1,1,1,1,27,constant,32,auto,13,12,nnRegressor,7,1,adam,distance,0.9135269400460688,489.12434638501145
relu,auto,8,mse,1,1,1,1,1,1,1,1,26,constant,36,auto,12,9,nnRegressor,5,1,adam,distance,0.9159007441380511,489.1243822949473
relu,auto,9,mse,1,1,1,1,1,1,1,1,24,constant,18,auto,16,10,nnRegressor,8,1,adam,distance,0.9280538081422349,489.12441812385805
relu,auto,12,mse,1,1,1,1,1,1,1,1,18,constant,45,auto,15,12,nnRegressor,6,3,adam,distance,0.904903819549678,489.12445393390954
relu,auto,11,mse,1,1,1,1,1,1,1,1,24,constant,71,auto,13,10,nnRegressor,6,3,adam,distance,0.9153171778401846,489.12448982382193
relu,auto,8,mse,1,1,1,1,1,1,1,1,24,constant,46,auto,15,9,nnRegressor,7,1,adam,distance,0.9276276465993427,489.1245369629469
relu,auto,9,mse,1,1,1,1,1,1,1,1,28,constant,45,auto,11,12,nnRegressor,10,5,adam,distance,0.9225532074465881,489.1245742929168
relu,auto,9,mse,1,1,1,1,1,1,1,1,27,constant,49,auto,13,12,nnRegressor,7,2,adam,distance,0.9276276465993427,489.12461075303145
relu,auto,10,mse,1,1,1,1,1,1,1,1,24,constant,57,auto,16,10,nnRegressor,8,2,adam,distance,0.9142519277268804,795.4561883888673
relu,auto,11,mse,1,1,1,1,1,1,1,1,25,constant,21,auto,18,17,nnRegressor,6,1,adam,distance,0.9215646287935547,795.4562522179913
relu,auto,9,mse,1,1,1,1,1,1,1,1,25,constant,81,auto,16,10,nnRegressor,4,1,adam,distance,0.923315506702268,795.4562904979102
relu,auto,10,mse,1,1,1,1,1,1,1,1,26,constant,59,auto,11,14,nnRegressor,6,4,adam,distance,0.9135269400460688,795.4563282579184
relu,auto,8,mse,1,1,1,1,1,1,1,1,24,constant,44,auto,14,11,nnRegressor,10,1,adam,distance,0.9261588495605564,795.4563653969672
relu,auto,9,mse,1,1,1,1,1,1,1,1,13,constant,42,auto,15,12,nnRegressor,6,1,adam,distance,0.8985850803501492,795.456402256852
relu,auto,17,mse,1,1,1,1,1,1,1,1,12,constant,24,auto,11,17,nnRegressor,7,1,adam,distance,0.9031104281632377,795.4564391470049
relu,auto,8,mse,1,1,1,1,1,1,1,1,27,constant,54,auto,13,11,nnRegressor,5,1,adam,distance,0.9153171778401846,795.4564759358764
relu,auto,9,mse,1,1,1,1,1,1,1,1,24,constant,16,auto,14,12,nnRegressor,6,1,adam,distance,0.9011731239816347,795.4565123659559
relu,auto,15,mse,1,1,1,1,1,1,1,1,25,constant,58,auto,14,16,nnRegressor,7,1,adam,distance,0.9074446020722826,795.45656326483
relu,auto,17,mse,1,1,1,1,1,1,1,1,24,constant,67,auto,13,8,nnRegressor,4,1,adam,distance,0.9133773833662419,795.4566005249508
relu,auto,10,mse,1,1,1,1,1,1,1,1,29,constant,40,auto,15,8,nnRegressor,6,4,adam,distance,0.9142519277268804,795.4566368248779
relu,auto,8,mse,1,1,1,1,1,1,1,1,28,constant,28,auto,15,9,nnRegressor,6,1,adam,distance,0.9276276465993427,795.4566731739324
relu,auto,11,mse,1,1,1,1,1,1,1,1,23,constant,32,auto,12,12,nnRegressor,6,4,adam,distance,0.9159007441380511,795.4567094340455
relu,auto,10,mse,1,1,1,1,1,1,1,1,27,constant,16,auto,12,10,nnRegressor,4,1,adam,distance,0.9142519277268804,795.4567457640078
relu,auto,10,mse,1,1,1,1,1,1,1,1,22,constant,41,auto,16,10,nnRegressor,7,1,adam,distance,0.9135269400460688,795.4567818229552
relu,auto,11,mse,1,1,1,1,1,1,1,1,26,constant,67,auto,14,10,nnRegressor,6,1,adam,distance,0.923315506702268,795.4568179228809
relu,auto,10,mse,1,1,1,1,1,1,1,1,28,constant,42,auto,12,10,nnRegressor,6,1,adam,distance,0.9276276465993427,795.4568538528401
relu,auto,10,mse,1,1,1,1,1,1,1,1,26,constant,41,auto,14,12,nnRegressor,6,1,adam,distance,0.9138617308660055,795.4568905220367
relu,auto,11,mse,1,1,1,1,1,1,1,1,26,constant,47,auto,12,12,nnRegressor,6,2,adam,distance,0.8985850803501492,795.456927001942
relu,auto,10,mse,1,1,1,1,1,1,1,1,24,constant,60,auto,15,9,nnRegressor,4,1,adam,distance,0.9084514296212068,1093.8488401789218
relu,auto,10,mse,1,1,1,1,1,1,1,1,26,constant,17,auto,18,14,nnRegressor,4,1,adam,distance,0.923315506702268,1093.8488989288453
relu,auto,9,mse,1,1,1,1,1,1,1,1,26,constant,77,auto,14,9,nnRegressor,8,1,adam,distance,0.9172735347086673,1093.8489371880423
relu,auto,9,mse,1,1,1,1,1,1,1,1,26,constant,55,auto,12,10,nnRegressor,6,5,adam,distance,0.9280538081422349,1093.848975227913
relu,auto,8,mse,1,1,1,1,1,1,1,1,26,constant,40,auto,14,9,nnRegressor,7,2,adam,distance,0.9184983079624823,1093.8490125278477
relu,auto,9,mse,1,1,1,1,1,1,1,1,17,constant,38,auto,14,11,nnRegressor,5,1,adam,distance,0.9011731239816347,1093.8490498869214
relu,auto,14,mse,1,1,1,1,1,1,1,1,16,constant,20,auto,10,13,nnRegressor,4,1,adam,distance,0.9002164820198801,1093.8490871470422
relu,auto,9,mse,1,1,1,1,1,1,1,1,29,constant,50,auto,16,11,nnRegressor,5,1,adam,distance,0.9159007441380511,1093.8491245368496
relu,auto,10,mse,1,1,1,1,1,1,1,1,24,constant,20,auto,13,12,nnRegressor,6,2,adam,distance,0.9011731239816347,1093.84916143585
relu,auto,11,mse,1,1,1,1,1,1,1,1,21,constant,54,auto,13,16,nnRegressor,4,2,adam,distance,0.8945917113372737,1093.849198175827
relu,auto,14,mse,1,1,1,1,1,1,1,1,26,constant,63,auto,15,9,nnRegressor,8,1,adam,distance,0.9131118895615894,1093.8492348259315
relu,auto,10,mse,1,1,1,1,1,1,1,1,25,constant,36,auto,16,6,nnRegressor,5,1,adam,distance,0.9280538081422349,1093.8492715058383
relu,auto,9,mse,1,1,1,1,1,1,1,1,24,constant,26,auto,14,10,nnRegressor,6,1,adam,distance,0.9153171778401846,1093.8493081149645
relu,auto,11,mse,1,1,1,1,1,1,1,1,22,constant,28,auto,13,12,nnRegressor,7,1,adam,distance,0.923315506702268,1093.8493444549385
relu,auto,10,mse,1,1,1,1,1,1,1,1,27,constant,15,auto,16,10,nnRegressor,4,1,adam,distance,0.9111141366247902,1093.8493810750078
relu,auto,11,mse,1,1,1,1,1,1,1,1,22,constant,37,auto,15,11,nnRegressor,6,1,adam,distance,0.8972866088065112,1093.8494177740067
relu,auto,9,mse,1,1,1,1,1,1,1,1,25,constant,63,auto,14,10,nnRegressor,6,1,adam,distance,0.923315506702268,1093.849454503972
relu,auto,11,mse,1,1,1,1,1,1,1,1,29,constant,38,auto,14,11,nnRegressor,6,1,adam,distance,0.9280538081422349,1093.8494911838789
relu,auto,10,mse,1,1,1,1,1,1,1,1,25,constant,37,auto,15,8,nnRegressor,4,1,adam,distance,0.9280538081422349,1093.8495429328177
relu,auto,8,mse,1,1,1,1,1,1,1,1,25,constant,46,auto,14,10,nnRegressor,7,4,adam,distance,0.923315506702268,1093.8495799128432
