activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,18,mse,1,1,1,1,1,1,1,1,36,invscaling,6,sqrt,5,20,randomForestRegressor,1,7,adam,distance,0.05636761765878284,154.29381913109683
relu,kd_tree,25,mse,1,0,1,1,1,1,0,1,21,invscaling,74,auto,12,28,randomForestRegressor,2,6,adam,distance,-0.19004911794279966,154.2938703801483
relu,kd_tree,18,mse,1,0,1,1,1,1,0,1,27,invscaling,78,sqrt,5,4,randomForestRegressor,2,7,adam,uniform,0.48205283955181366,154.2939087599516
relu,kd_tree,22,mse,1,1,1,1,1,1,1,1,27,invscaling,21,sqrt,6,27,nnRegressor,4,6,adam,distance,0.31182325580247494,154.29394629993476
relu,kd_tree,20,mse,1,1,1,1,1,1,0,1,12,constant,33,sqrt,19,16,randomForestRegressor,3,7,adam,distance,0.048350661583663856,154.2939843190834
relu,auto,13,mse,1,1,1,1,1,1,1,1,14,invscaling,8,auto,5,36,randomForestRegressor,2,7,adam,distance,0.015395136976511847,154.29403431899846
relu,kd_tree,19,mse,1,0,1,1,1,1,0,1,29,invscaling,32,auto,11,34,nnRegressor,5,7,adam,distance,0.005289778656708877,154.29407168808393
relu,ball_tree,14,mse,1,0,1,1,1,1,0,1,16,invscaling,96,auto,14,9,nnRegressor,4,7,adam,uniform,0.2594122032749693,154.2941086180508
relu,kd_tree,28,mse,1,0,1,1,1,1,0,1,34,invscaling,45,auto,5,30,nnRegressor,1,4,adam,distance,0.3233802607905407,154.29414517711848
relu,kd_tree,17,mse,1,0,1,1,1,1,0,1,24,invscaling,70,auto,3,20,randomForestRegressor,4,7,adam,distance,0.07656736732124814,154.294181937119
relu,kd_tree,21,mse,1,1,1,1,1,1,0,1,26,invscaling,65,sqrt,5,2,randomForestRegressor,9,7,adam,uniform,0.26897972150189087,154.29421835695393
relu,kd_tree,23,mse,1,1,1,1,1,1,1,1,25,invscaling,24,sqrt,4,14,nnRegressor,2,5,adam,distance,0.32470546954674584,154.29425520612858
relu,auto,21,mse,1,1,1,1,1,1,1,1,26,invscaling,69,sqrt,4,36,randomForestRegressor,6,6,adam,distance,0.13344269689322508,154.29429212608375
relu,ball_tree,19,mse,1,1,1,1,1,1,1,1,19,constant,82,auto,8,27,randomForestRegressor,3,6,adam,uniform,0.30222450251000044,154.29432903509587
relu,kd_tree,27,mse,1,1,1,1,1,1,1,1,13,constant,33,sqrt,6,14,randomForestRegressor,2,5,adam,uniform,0.307511563425495,154.29436619509943
relu,ball_tree,18,mse,1,1,1,1,1,1,0,1,15,invscaling,79,sqrt,4,22,randomForestRegressor,2,9,adam,uniform,0.19319167189085173,154.29440266499296
