activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,22,entropy,1,0,1,1,1,1,1,0,26,adaptive,96,log2,5,14,nnClassifier,3,5,adam,distance,0.5677655677655677,63.85813983203843
identity,auto,28,gini,1,0,1,1,1,1,1,1,30,constant,62,auto,5,7,nnClassifier,1,9,adam,distance,0.5042735042735043,63.858176921959966
logistic,auto,26,entropy,1,0,1,1,1,1,1,0,23,constant,15,auto,6,15,kneighborsClassifier,5,8,sgd,distance,0.5262515262515263,63.85821405192837
logistic,auto,18,entropy,1,0,1,1,1,1,1,1,35,constant,51,auto,8,24,kneighborsClassifier,2,6,adam,distance,0.5323565323565324,63.85825101099908
relu,auto,14,gini,1,0,1,1,1,1,1,0,16,adaptive,28,auto,4,23,kneighborsClassifier,3,8,adam,distance,0.8046398046398047,63.85828755097464
logistic,auto,25,entropy,1,0,1,1,1,1,1,1,24,invscaling,39,log2,13,19,kneighborsClassifier,6,10,adam,distance,0.7814407814407814,63.85832388093695
relu,auto,24,gini,1,1,1,1,1,1,1,1,17,constant,71,auto,7,11,nnClassifier,2,9,adam,distance,0.9304029304029304,223.25216692197137
relu,auto,24,gini,1,1,1,1,1,1,1,1,17,constant,3,auto,3,14,nnClassifier,5,10,adam,distance,0.927960927960928,223.25221931096166
relu,auto,23,gini,1,1,1,1,1,1,1,1,35,constant,19,auto,7,31,nnClassifier,4,9,adam,distance,0.9291819291819292,223.2522573210299
relu,auto,27,gini,1,1,1,1,1,1,1,1,29,constant,35,auto,9,28,nnClassifier,3,7,adam,distance,0.49206349206349204,223.2522938810289
relu,auto,23,gini,1,1,1,1,1,1,1,1,36,constant,16,auto,9,31,nnClassifier,4,10,adam,distance,0.9230769230769231,223.2523311499972
relu,auto,23,gini,1,1,1,1,1,1,1,1,33,constant,39,auto,5,27,nnClassifier,2,10,adam,distance,0.9230769230769231,223.252367609879
relu,auto,24,gini,1,1,1,1,1,1,1,1,13,constant,15,auto,7,28,nnClassifier,3,10,adam,distance,0.9255189255189256,223.2524034199305
relu,auto,22,gini,1,1,1,1,1,1,1,1,13,constant,82,auto,11,14,nnClassifier,2,10,adam,distance,0.9328449328449329,223.25243978900835
relu,auto,17,gini,1,1,1,1,1,1,1,1,24,constant,71,auto,9,12,nnClassifier,6,10,adam,distance,0.4908424908424908,223.25248777889647
relu,auto,24,gini,1,1,1,1,1,1,1,1,36,constant,5,auto,5,14,nnClassifier,3,10,adam,distance,0.9365079365079365,223.25252420897596
relu,auto,27,gini,1,1,1,1,1,1,1,1,15,constant,80,auto,4,16,nnClassifier,3,8,adam,distance,0.4908424908424908,223.25256070797332
relu,auto,29,gini,1,1,1,1,1,1,1,1,29,constant,62,auto,7,15,nnClassifier,4,9,adam,distance,0.4835164835164835,223.2525968379341
relu,auto,22,gini,1,1,1,1,1,1,1,1,20,constant,28,auto,13,20,nnClassifier,2,8,adam,distance,0.48595848595848595,223.25263675791211
relu,auto,22,gini,1,1,1,1,1,1,1,1,33,constant,75,auto,9,17,nnClassifier,2,10,adam,distance,0.927960927960928,223.25267441687174
relu,auto,22,gini,1,1,1,1,1,1,1,1,30,constant,92,auto,6,14,nnClassifier,3,9,adam,distance,0.47741147741147744,223.25271048699506
relu,auto,25,gini,1,1,1,1,1,1,1,1,32,constant,58,auto,6,10,nnClassifier,4,10,adam,distance,0.4896214896214896,223.25274690706283
relu,auto,22,gini,1,1,1,1,1,1,1,1,26,constant,11,auto,3,17,nnClassifier,2,10,adam,distance,0.9328449328449329,223.2527828658931
relu,auto,22,gini,1,1,1,1,1,1,1,1,35,constant,47,auto,4,20,nnClassifier,4,10,adam,distance,0.9304029304029304,223.25281877606176
relu,auto,18,gini,1,1,1,1,1,1,1,1,20,constant,24,auto,4,19,nnClassifier,2,10,adam,distance,0.9328449328449329,223.25285471603274
relu,auto,24,gini,1,1,1,1,1,1,1,1,28,constant,35,auto,9,16,nnClassifier,4,10,adam,distance,0.9218559218559218,223.25289066601545
relu,auto,24,gini,1,1,1,1,1,1,1,1,18,constant,67,auto,11,14,nnClassifier,5,8,adam,distance,0.4810744810744811,968.4035530679394
relu,auto,24,gini,1,1,1,1,1,1,1,1,21,constant,7,auto,5,17,nnClassifier,1,9,adam,distance,0.47374847374847373,968.4036098469514
relu,auto,24,gini,1,1,1,1,1,1,1,1,36,constant,15,auto,3,27,nnClassifier,3,8,adam,distance,0.47863247863247865,968.4036484169774
relu,auto,27,gini,1,1,1,1,1,1,1,1,33,constant,31,auto,9,24,nnClassifier,2,3,adam,distance,0.47619047619047616,968.4036865669768
relu,auto,21,gini,1,1,1,1,1,1,1,1,37,constant,13,auto,8,27,nnClassifier,4,6,adam,distance,0.47863247863247865,968.4037238960154
relu,auto,26,gini,1,1,1,1,1,1,1,1,29,constant,35,auto,4,23,nnClassifier,3,10,adam,distance,0.47863247863247865,968.4037606460042
relu,auto,20,gini,1,1,1,1,1,1,1,1,17,constant,12,auto,4,24,nnClassifier,3,10,adam,distance,0.4700854700854701,968.4037977759726
relu,auto,26,gini,1,1,1,1,1,1,1,1,17,constant,78,auto,7,14,nnClassifier,5,10,adam,distance,0.48473748473748474,968.4038345948793
relu,auto,13,gini,1,1,1,1,1,1,1,1,28,constant,67,auto,11,10,nnClassifier,3,8,adam,distance,0.4713064713064713,968.4038710449822
relu,auto,24,gini,1,1,1,1,1,1,1,1,36,constant,5,auto,5,14,nnClassifier,3,10,adam,distance,0.4700854700854701,968.4039078250062
relu,auto,27,gini,1,1,1,1,1,1,1,1,19,constant,76,auto,8,13,nnClassifier,1,6,adam,distance,0.47619047619047616,968.4039444238879
relu,auto,25,gini,1,1,1,1,1,1,1,1,28,constant,58,auto,7,15,nnClassifier,4,5,adam,distance,0.4822954822954823,968.4039810639806
relu,auto,24,gini,1,1,1,1,1,1,1,1,24,constant,24,auto,9,16,nnClassifier,6,9,adam,distance,0.48473748473748474,968.4040180740412
relu,auto,26,gini,1,1,1,1,1,1,1,1,34,constant,71,auto,5,17,nnClassifier,6,10,adam,distance,0.48473748473748474,968.4040547029581
relu,auto,22,gini,1,1,1,1,1,1,1,1,31,constant,88,auto,4,13,nnClassifier,3,10,adam,distance,0.47619047619047616,968.4040914129
relu,auto,29,gini,1,1,1,1,1,1,1,1,36,constant,54,auto,7,6,nnClassifier,5,10,adam,distance,0.47863247863247865,968.4041279929224
relu,auto,26,gini,1,1,1,1,1,1,1,1,30,constant,7,auto,7,14,nnClassifier,6,9,adam,distance,0.48473748473748474,968.404164823005
relu,auto,20,gini,1,1,1,1,1,1,1,1,36,constant,43,auto,3,17,nnClassifier,3,6,adam,distance,0.46642246642246643,968.4042015620507
relu,auto,18,gini,1,1,1,1,1,1,1,1,24,constant,20,auto,4,19,nnClassifier,3,10,adam,distance,0.47741147741147744,968.4042386119254
relu,auto,24,gini,1,1,1,1,1,1,1,1,32,constant,31,auto,8,13,nnClassifier,3,10,adam,distance,0.4810744810744811,968.4042752119713
relu,auto,24,gini,1,1,1,1,1,1,1,1,22,constant,63,auto,7,10,nnClassifier,3,4,adam,distance,0.47374847374847373,1714.325667318888
relu,auto,24,gini,1,1,1,1,1,1,1,1,25,constant,8,auto,6,18,nnClassifier,4,8,adam,distance,0.4713064713064713,1714.3257353089284
relu,auto,20,gini,1,1,1,1,1,1,1,1,33,constant,11,auto,4,31,nnClassifier,2,9,adam,distance,0.4700854700854701,1714.3257758188993
relu,auto,26,gini,1,1,1,1,1,1,1,1,30,constant,27,auto,8,20,nnClassifier,3,1,adam,distance,0.4835164835164835,1714.3258140380494
relu,auto,23,gini,1,1,1,1,1,1,1,1,33,constant,9,auto,12,30,nnClassifier,1,6,adam,distance,0.47741147741147744,1714.3258519580122
relu,auto,25,gini,1,1,1,1,1,1,1,1,31,constant,31,auto,4,19,nnClassifier,3,9,adam,distance,0.47741147741147744,1714.3258895778563
relu,auto,24,gini,1,1,1,1,1,1,1,1,21,constant,9,auto,8,20,nnClassifier,3,10,adam,distance,0.48473748473748474,1714.3259275869932
relu,auto,25,gini,1,1,1,1,1,1,1,1,14,constant,74,auto,11,18,nnClassifier,5,8,adam,distance,0.4725274725274725,1714.3259653069545
relu,auto,14,gini,1,1,1,1,1,1,1,1,29,constant,63,auto,15,10,nnClassifier,2,9,adam,distance,0.4835164835164835,1714.326003236929
relu,auto,24,gini,1,1,1,1,1,1,1,1,36,constant,5,auto,5,14,nnClassifier,3,10,adam,distance,0.4700854700854701,1714.3260408570059
relu,auto,27,gini,1,1,1,1,1,1,1,1,23,constant,72,auto,12,17,nnClassifier,2,10,adam,distance,0.47619047619047616,1714.3260786959436
relu,auto,23,gini,1,1,1,1,1,1,1,1,32,constant,61,auto,9,15,nnClassifier,3,8,adam,distance,0.47863247863247865,1714.3261164559517
relu,auto,23,gini,1,1,1,1,1,1,1,1,28,constant,20,auto,6,16,nnClassifier,3,5,adam,distance,0.47374847374847373,1714.3261540159583
relu,auto,22,gini,1,1,1,1,1,1,1,1,32,constant,67,auto,7,18,nnClassifier,2,10,adam,distance,0.48473748473748474,1714.3261916949414
relu,auto,25,gini,1,1,1,1,1,1,1,1,35,constant,84,auto,2,13,nnClassifier,3,6,adam,distance,0.47619047619047616,1714.3262291648425
relu,auto,32,gini,1,1,1,1,1,1,1,1,32,constant,50,auto,3,3,nnClassifier,4,9,adam,distance,0.47741147741147744,1714.3262665648945
relu,auto,28,gini,1,1,1,1,1,1,1,1,34,constant,11,auto,5,13,nnClassifier,3,10,adam,distance,0.48473748473748474,1714.3263036049902
relu,auto,18,gini,1,1,1,1,1,1,1,1,36,constant,47,auto,7,21,nnClassifier,1,10,adam,distance,0.48473748473748474,1714.3263405838516
relu,auto,22,gini,1,1,1,1,1,1,1,1,20,constant,16,auto,5,15,nnClassifier,4,7,adam,distance,0.48717948717948717,1714.326377853984
relu,auto,25,gini,1,1,1,1,1,1,1,1,31,constant,33,auto,12,17,nnClassifier,7,10,adam,distance,0.4700854700854701,1714.3264148340095
relu,auto,24,gini,1,1,1,1,1,1,1,1,24,constant,59,auto,4,8,nnClassifier,2,8,adam,distance,0.4700854700854701,2450.074865429895
relu,auto,24,gini,1,1,1,1,1,1,1,1,21,constant,4,auto,3,14,nnClassifier,3,10,adam,distance,0.4810744810744811,2450.0749230398796
relu,auto,16,gini,1,1,1,1,1,1,1,1,36,constant,15,auto,6,28,nnClassifier,3,10,adam,distance,0.47741147741147744,2450.074962198967
relu,auto,26,gini,1,1,1,1,1,1,1,1,34,constant,23,auto,7,24,nnClassifier,3,5,adam,distance,0.47741147741147744,2450.0749996888917
relu,auto,21,gini,1,1,1,1,1,1,1,1,31,constant,9,auto,8,26,nnClassifier,3,10,adam,distance,0.47985347985347987,2450.0750367289875
relu,auto,24,gini,1,1,1,1,1,1,1,1,35,constant,27,auto,6,23,nnClassifier,2,8,adam,distance,0.47374847374847373,2450.0750734279864
relu,auto,23,gini,1,1,1,1,1,1,1,1,24,constant,8,auto,9,24,nnClassifier,3,9,adam,distance,0.4700854700854701,2450.0751107479446
relu,auto,24,gini,1,1,1,1,1,1,1,1,18,constant,70,auto,7,16,nnClassifier,2,8,adam,distance,0.47496947496947495,2450.07514786697
relu,auto,18,gini,1,1,1,1,1,1,1,1,25,constant,59,auto,18,10,nnClassifier,6,8,adam,distance,0.4822954822954823,2450.075184606947
relu,auto,24,gini,1,1,1,1,1,1,1,1,36,constant,5,auto,5,14,nnClassifier,3,10,adam,distance,0.4700854700854701,2450.0752215569373
relu,auto,26,gini,1,1,1,1,1,1,1,1,19,constant,68,auto,8,15,nnClassifier,3,10,adam,distance,0.4835164835164835,2450.0752581260167
relu,auto,27,gini,1,1,1,1,1,1,1,1,28,constant,60,auto,7,15,nnClassifier,3,8,adam,distance,0.47619047619047616,2450.075295005925
relu,auto,24,gini,1,1,1,1,1,1,1,1,26,constant,16,auto,10,20,nnClassifier,2,9,adam,distance,0.47619047619047616,2450.0753315449692
relu,auto,22,gini,1,1,1,1,1,1,1,1,28,constant,63,auto,11,19,nnClassifier,6,10,adam,distance,0.48473748473748474,2450.0753679948393
relu,auto,21,gini,1,1,1,1,1,1,1,1,33,constant,80,auto,2,14,nnClassifier,3,4,adam,distance,0.47374847374847373,2450.07540475484
relu,auto,28,gini,1,1,1,1,1,1,1,1,36,constant,46,auto,6,6,nnClassifier,4,10,adam,distance,0.48473748473748474,2450.075441263849
relu,auto,24,gini,1,1,1,1,1,1,1,1,30,constant,8,auto,6,15,nnClassifier,6,8,adam,distance,0.47741147741147744,2450.0754851440433
relu,auto,18,gini,1,1,1,1,1,1,1,1,36,constant,43,auto,10,19,nnClassifier,4,7,adam,distance,0.48473748473748474,2450.0755221929867
relu,auto,26,gini,1,1,1,1,1,1,1,1,24,constant,20,auto,4,19,nnClassifier,1,10,adam,distance,0.46642246642246643,2450.0755589129403
relu,auto,25,gini,1,1,1,1,1,1,1,1,30,constant,29,auto,11,17,nnClassifier,4,10,adam,distance,0.48717948717948717,2450.075595522998
