activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,15,gini,1,1,1,1,1,1,1,1,6,constant,33,auto,9,9,nnClassifier,5,7,adam,distance,0.5262515262515263,1448.2469169450924
relu,auto,25,gini,1,1,1,1,1,1,1,1,23,constant,42,auto,13,6,nnClassifier,3,2,adam,distance,0.5042735042735043,1448.2469541952014
relu,auto,15,gini,1,1,1,1,1,1,1,1,4,constant,51,auto,18,14,nnClassifier,4,6,adam,distance,0.5115995115995116,1448.246991634136
relu,auto,13,gini,1,1,1,1,1,1,1,1,16,constant,22,auto,16,14,nnClassifier,5,7,adam,distance,0.5091575091575091,1448.247028623009
relu,auto,12,gini,1,1,1,1,1,1,1,1,15,constant,84,auto,19,9,nnClassifier,5,6,adam,distance,0.5128205128205128,1448.2470653820783
relu,auto,21,gini,1,1,1,1,1,1,1,1,8,constant,84,auto,17,28,nnClassifier,7,7,adam,distance,0.5115995115995116,1448.2471022321843
relu,auto,18,gini,1,1,1,1,1,1,1,1,4,constant,71,auto,18,12,nnClassifier,5,6,adam,distance,0.5164835164835165,1448.2471389612183
relu,auto,14,gini,1,1,1,1,1,1,1,1,28,constant,74,auto,16,13,nnClassifier,7,7,adam,distance,0.514041514041514,1448.2471755901352
relu,auto,16,gini,1,1,1,1,1,1,1,1,3,constant,76,auto,20,20,nnClassifier,7,8,adam,distance,0.5091575091575091,1448.2472123191692
relu,auto,16,gini,1,1,1,1,1,1,1,1,7,constant,80,auto,19,13,nnClassifier,5,6,adam,distance,0.5079365079365079,1448.2472489890642
relu,auto,12,gini,1,1,1,1,1,1,1,1,4,constant,82,auto,18,11,nnClassifier,5,7,adam,distance,0.5115995115995116,1448.2472852780484
relu,auto,15,gini,1,1,1,1,1,1,1,1,8,constant,73,auto,15,20,nnClassifier,3,7,adam,distance,0.5164835164835165,1448.2473215770442
relu,auto,15,gini,1,1,1,1,1,1,1,1,6,constant,80,auto,18,13,nnClassifier,4,5,adam,distance,0.5067155067155067,1448.2473579761572
relu,auto,12,gini,1,1,1,1,1,1,1,1,20,constant,78,auto,18,27,nnClassifier,3,7,adam,distance,0.5164835164835165,1448.2473947661929
relu,auto,13,gini,1,1,1,1,1,1,1,1,28,constant,48,auto,12,12,nnClassifier,6,5,adam,distance,0.514041514041514,1448.2474322651979
relu,auto,14,gini,1,1,1,1,1,1,1,1,13,constant,65,auto,18,12,nnClassifier,5,6,adam,distance,0.5164835164835165,1448.2474693742115
relu,auto,14,gini,1,1,1,1,1,1,1,1,11,constant,32,auto,15,18,nnClassifier,5,7,adam,distance,0.5128205128205128,2518.5889962860383
relu,auto,16,gini,1,1,1,1,1,1,1,1,7,constant,71,auto,18,18,nnClassifier,6,5,adam,distance,0.5177045177045178,2518.589049275033
relu,auto,12,gini,1,1,1,1,1,1,1,1,9,constant,55,auto,18,18,nnClassifier,2,6,adam,distance,0.5115995115995116,2518.5890875940677
relu,auto,21,gini,1,1,1,1,1,1,1,1,17,constant,32,auto,14,12,nnClassifier,3,5,adam,distance,0.5067155067155067,2518.58912436408
relu,auto,19,gini,1,1,1,1,1,1,1,1,8,constant,37,auto,13,9,nnClassifier,9,7,adam,distance,0.5115995115995116,2518.589161133161
relu,auto,28,gini,1,1,1,1,1,1,1,1,19,constant,46,auto,17,3,nnClassifier,2,6,adam,distance,0.5103785103785103,2518.589198152069
relu,auto,14,gini,1,1,1,1,1,1,1,1,5,constant,55,auto,18,14,nnClassifier,5,6,adam,distance,0.5091575091575091,2518.5892349220812
relu,auto,14,gini,1,1,1,1,1,1,1,1,12,constant,26,auto,20,13,nnClassifier,1,7,adam,distance,0.5115995115995116,2518.589271291159
relu,auto,10,gini,1,1,1,1,1,1,1,1,15,constant,85,auto,18,12,nnClassifier,1,5,adam,distance,0.5079365079365079,2518.5893077100627
relu,auto,18,gini,1,1,1,1,1,1,1,1,9,constant,81,auto,13,32,nnClassifier,5,10,adam,distance,0.5103785103785103,2518.589344169013
relu,auto,14,gini,1,1,1,1,1,1,1,1,4,constant,75,auto,18,13,nnClassifier,6,7,adam,distance,0.5067155067155067,2518.5893804591615
relu,auto,15,gini,1,1,1,1,1,1,1,1,24,constant,76,auto,15,17,nnClassifier,7,5,adam,distance,0.5018315018315018,2518.589416448027
relu,auto,16,gini,1,1,1,1,1,1,1,1,6,constant,77,auto,16,16,nnClassifier,7,5,adam,distance,0.5079365079365079,2518.589452777058
relu,auto,17,gini,1,1,1,1,1,1,1,1,6,constant,76,auto,19,17,nnClassifier,6,6,adam,distance,0.5128205128205128,2518.5894944171887
relu,auto,14,gini,1,1,1,1,1,1,1,1,4,constant,79,auto,19,14,nnClassifier,4,7,adam,distance,0.5079365079365079,2518.589530816069
relu,auto,13,gini,1,1,1,1,1,1,1,1,5,constant,69,auto,19,21,nnClassifier,7,8,adam,distance,0.5201465201465202,2518.589566805167
relu,auto,15,gini,1,1,1,1,1,1,1,1,3,constant,83,auto,17,15,nnClassifier,3,7,adam,distance,0.5091575091575091,2518.589603614062
relu,auto,15,gini,1,1,1,1,1,1,1,1,16,constant,81,auto,18,23,nnClassifier,3,8,adam,distance,0.5091575091575091,2518.589649594156
relu,auto,16,gini,1,1,1,1,1,1,1,1,32,constant,52,auto,16,14,nnClassifier,6,6,adam,distance,0.5067155067155067,2518.5896857632324
relu,auto,14,gini,1,1,1,1,1,1,1,1,9,constant,69,auto,18,16,nnClassifier,2,9,adam,distance,0.5091575091575091,2518.5897219020408
relu,auto,18,gini,1,1,1,1,1,1,1,1,13,constant,36,auto,18,22,nnClassifier,3,7,adam,distance,0.5091575091575091,3577.069992021192
relu,auto,20,gini,1,1,1,1,1,1,1,1,6,constant,67,auto,18,19,nnClassifier,3,9,adam,distance,0.5115995115995116,3577.07004763023
relu,auto,13,gini,1,1,1,1,1,1,1,1,13,constant,59,auto,18,22,nnClassifier,6,7,adam,distance,0.5115995115995116,3577.070086699212
relu,auto,17,gini,1,1,1,1,1,1,1,1,13,constant,36,auto,18,13,nnClassifier,2,7,adam,distance,0.518925518925519,3577.0701240890194
relu,auto,15,gini,1,1,1,1,1,1,1,1,4,constant,33,auto,9,8,nnClassifier,10,9,adam,distance,0.5042735042735043,3577.070161668118
relu,auto,24,gini,1,1,1,1,1,1,1,1,23,constant,50,auto,20,4,nnClassifier,3,8,adam,distance,0.5177045177045178,3577.0701984970365
relu,auto,15,gini,1,1,1,1,1,1,1,1,4,constant,59,auto,18,14,nnClassifier,3,8,adam,distance,0.5091575091575091,3577.070235676132
relu,auto,14,gini,1,1,1,1,1,1,1,1,16,constant,30,auto,20,17,nnClassifier,5,7,adam,distance,0.514041514041514,3577.0702723260038
relu,auto,14,gini,1,1,1,1,1,1,1,1,11,constant,83,auto,15,8,nnClassifier,5,6,adam,distance,0.5079365079365079,3577.0703089151066
relu,auto,22,gini,1,1,1,1,1,1,1,1,7,constant,84,auto,9,28,nnClassifier,5,6,adam,distance,0.5067155067155067,3577.0703457340132
relu,auto,15,gini,1,1,1,1,1,1,1,1,4,constant,73,auto,18,9,nnClassifier,4,5,adam,distance,0.5054945054945055,3577.07038240321
relu,auto,14,gini,1,1,1,1,1,1,1,1,20,constant,72,auto,19,16,nnClassifier,6,8,adam,distance,0.514041514041514,3577.070418623043
relu,auto,15,gini,1,1,1,1,1,1,1,1,2,constant,78,auto,12,20,nnClassifier,6,7,adam,distance,0.5079365079365079,3577.0704550521914
relu,auto,19,gini,1,1,1,1,1,1,1,1,3,constant,79,auto,18,13,nnClassifier,4,5,adam,distance,0.5152625152625152,3577.0704916410614
relu,auto,15,gini,1,1,1,1,1,1,1,1,4,constant,79,auto,16,14,nnClassifier,4,7,adam,distance,0.5115995115995116,3577.0705279000103
relu,auto,11,gini,1,1,1,1,1,1,1,1,9,constant,73,auto,15,22,nnClassifier,7,8,adam,distance,0.5128205128205128,3577.0705645901617
relu,auto,15,gini,1,1,1,1,1,1,1,1,7,constant,81,auto,20,15,nnClassifier,5,6,adam,distance,0.5201465201465202,3577.070612659212
relu,auto,15,gini,1,1,1,1,1,1,1,1,12,constant,81,auto,18,19,nnClassifier,4,7,adam,distance,0.5201465201465202,3577.0706492380705
relu,auto,16,gini,1,1,1,1,1,1,1,1,28,constant,56,auto,15,15,nnClassifier,2,5,adam,distance,0.5115995115995116,3577.0706860471983
relu,auto,15,gini,1,1,1,1,1,1,1,1,13,constant,65,auto,18,18,nnClassifier,2,6,adam,distance,0.5115995115995116,3577.0707233462017
