activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,22,gini,1,0,0,0,1,1,1,1,19,constant,45,auto,15,17,kneighborsClassifier,3,5,lbfgs,distance,0.9181929181929182,133.27016952913254
identity,auto,8,entropy,0,1,1,0,1,1,1,1,12,invscaling,36,auto,15,21,kneighborsClassifier,2,6,sgd,distance,0.746031746031746,133.27022273815237
identity,auto,19,entropy,1,0,0,1,1,1,1,1,35,invscaling,96,auto,10,19,kneighborsClassifier,2,7,adam,distance,0.9267399267399268,133.27026167698205
identity,auto,8,entropy,0,0,0,0,1,1,1,1,18,invscaling,26,auto,14,14,kneighborsClassifier,2,6,lbfgs,distance,0.9304029304029304,133.27029955713078
relu,auto,18,gini,1,0,0,0,1,1,1,1,11,invscaling,72,auto,16,14,nnClassifier,2,5,sgd,distance,0.0,133.27033704612404
identity,auto,27,entropy,1,1,0,1,1,1,1,1,21,invscaling,53,auto,12,21,kneighborsClassifier,2,6,lbfgs,distance,0.7448107448107448,133.270374446176
tanh,auto,9,gini,0,0,1,0,1,1,1,1,27,constant,85,auto,7,18,nnClassifier,5,4,adam,distance,0.5323565323565324,133.27041170513257
identity,auto,9,entropy,0,1,0,0,1,1,1,1,19,constant,71,auto,15,7,kneighborsClassifier,5,6,adam,distance,0.8095238095238095,133.27044863509946
tanh,auto,24,gini,1,0,1,0,1,1,1,1,24,constant,26,auto,14,25,nnClassifier,4,6,sgd,distance,0.5384615384615384,133.27048573410138
relu,auto,9,gini,0,1,1,1,1,1,1,1,35,invscaling,44,auto,14,35,kneighborsClassifier,5,7,adam,distance,0.7496947496947497,133.27052208408713
relu,auto,14,gini,1,0,1,1,1,1,1,1,12,invscaling,65,auto,10,30,kneighborsClassifier,3,8,adam,distance,0.7472527472527473,133.27055848296732
tanh,auto,8,entropy,1,1,1,0,1,1,1,1,9,invscaling,84,auto,15,14,kneighborsClassifier,3,6,adam,distance,0.7472527472527473,133.27059479313903
identity,auto,27,gini,1,0,0,1,1,1,1,1,12,invscaling,47,auto,15,8,kneighborsClassifier,1,6,adam,distance,0.6141636141636142,133.27063171216287
identity,auto,27,entropy,0,0,1,1,1,1,1,1,12,invscaling,65,auto,15,34,kneighborsClassifier,2,4,lbfgs,distance,0.8070818070818071,133.27066893107258
identity,auto,9,gini,1,0,0,1,1,1,1,1,7,invscaling,64,auto,14,15,nnClassifier,3,5,lbfgs,distance,0.5225885225885226,133.27070574113168
tanh,auto,11,gini,0,1,0,0,1,1,1,1,31,invscaling,70,auto,17,33,kneighborsClassifier,3,6,lbfgs,distance,0.800976800976801,133.27074277005158
relu,auto,24,gini,0,1,1,1,1,1,1,1,16,invscaling,32,auto,14,17,nnClassifier,2,3,sgd,distance,0.5238095238095238,133.27078000013717
tanh,auto,18,gini,0,1,0,1,1,1,1,1,12,invscaling,21,auto,14,23,kneighborsClassifier,6,6,adam,distance,0.6019536019536019,133.27081621903926
tanh,auto,28,gini,1,1,0,1,1,1,1,1,21,invscaling,75,auto,15,14,nnClassifier,1,5,lbfgs,distance,0.5470085470085471,133.27085288916714
relu,auto,14,gini,1,0,1,1,1,1,1,1,8,constant,58,auto,14,28,kneighborsClassifier,4,3,adam,distance,0.5995115995115995,133.27088904799893
relu,auto,18,gini,1,1,1,1,1,1,1,1,15,constant,41,auto,17,21,nnClassifier,3,8,adam,distance,0.9304029304029304,330.3147013070993
relu,auto,8,gini,1,1,1,1,1,1,1,1,14,constant,34,auto,14,19,nnClassifier,1,6,adam,distance,0.9462759462759462,330.31475701602176
relu,auto,15,gini,1,1,1,1,1,1,1,1,31,constant,92,auto,14,22,nnClassifier,2,6,adam,distance,0.9242979242979243,330.31479649594985
relu,auto,8,gini,1,1,1,1,1,1,1,1,14,constant,30,auto,16,18,nnClassifier,2,6,adam,distance,0.9304029304029304,330.31483431509696
relu,auto,14,gini,1,1,1,1,1,1,1,1,15,constant,68,auto,12,18,nnClassifier,2,4,adam,distance,0.4725274725274725,330.3148711549584
relu,auto,23,gini,1,1,1,1,1,1,1,1,17,constant,49,auto,16,20,nnClassifier,2,4,adam,distance,0.9365079365079365,330.3149090351071
relu,auto,8,gini,1,1,1,1,1,1,1,1,23,constant,81,auto,11,21,nnClassifier,4,2,adam,distance,0.5262515262515263,330.31496411398984
relu,auto,8,gini,1,1,1,1,1,1,1,1,15,constant,67,auto,14,11,nnClassifier,1,6,adam,distance,0.9352869352869353,330.31500125303864
relu,auto,20,gini,1,1,1,1,1,1,1,1,20,constant,30,auto,14,26,nnClassifier,5,6,adam,distance,0.5201465201465202,330.31503876298666
relu,auto,8,gini,1,1,1,1,1,1,1,1,31,constant,40,auto,17,31,nnClassifier,1,6,adam,distance,0.9401709401709402,330.3150763020385
relu,auto,10,gini,1,1,1,1,1,1,1,1,14,constant,61,auto,14,26,nnClassifier,2,5,adam,distance,0.9340659340659341,330.31511352211237
relu,auto,8,gini,1,1,1,1,1,1,1,1,12,constant,80,auto,14,18,nnClassifier,1,8,adam,distance,0.9462759462759462,330.31515076197684
relu,auto,23,gini,1,1,1,1,1,1,1,1,14,constant,43,auto,14,9,nnClassifier,1,6,adam,distance,0.927960927960928,330.3151875010226
relu,auto,23,gini,1,1,1,1,1,1,1,1,14,constant,61,auto,15,30,nnClassifier,2,4,adam,distance,0.9304029304029304,330.31522428104654
relu,auto,8,gini,1,1,1,1,1,1,1,1,11,constant,60,auto,16,18,nnClassifier,1,4,adam,distance,0.5262515262515263,330.31526092998683
relu,auto,8,gini,1,1,1,1,1,1,1,1,27,constant,66,auto,13,29,nnClassifier,1,4,adam,distance,0.9352869352869353,330.31529769999906
relu,auto,22,gini,1,1,1,1,1,1,1,1,12,constant,36,auto,18,21,nnClassifier,4,5,adam,distance,0.4297924297924298,330.315334249055
relu,auto,16,gini,1,1,1,1,1,1,1,1,14,constant,25,auto,16,19,nnClassifier,3,6,adam,distance,0.9377289377289377,330.3153709790204
relu,auto,24,gini,1,1,1,1,1,1,1,1,17,constant,71,auto,15,18,nnClassifier,5,5,adam,distance,0.5213675213675214,330.3154072279576
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,54,auto,13,26,nnClassifier,1,7,adam,distance,0.9316239316239316,330.31544373813085
relu,auto,14,gini,1,1,1,1,1,1,1,1,19,constant,39,auto,13,17,nnClassifier,2,6,adam,distance,0.5335775335775336,1640.6915250460152
relu,auto,8,gini,1,1,1,1,1,1,1,1,12,constant,38,auto,17,23,nnClassifier,2,6,adam,distance,0.525030525030525,1640.6915835251566
relu,auto,17,gini,1,1,1,1,1,1,1,1,27,constant,88,auto,14,22,nnClassifier,1,8,adam,distance,0.5238095238095238,1640.691622694023
relu,auto,8,gini,1,1,1,1,1,1,1,1,12,constant,34,auto,13,17,nnClassifier,2,6,adam,distance,0.5262515262515263,1640.691660603974
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,64,auto,12,22,nnClassifier,2,5,adam,distance,0.5213675213675214,1640.6916978030931
relu,auto,19,gini,1,1,1,1,1,1,1,1,21,constant,45,auto,15,22,nnClassifier,2,7,adam,distance,0.5201465201465202,1640.6917346429545
relu,auto,8,gini,1,1,1,1,1,1,1,1,20,constant,77,auto,7,22,nnClassifier,2,6,adam,distance,0.5262515262515263,1640.691771541955
relu,auto,8,gini,1,1,1,1,1,1,1,1,11,constant,63,auto,15,15,nnClassifier,1,6,adam,distance,0.525030525030525,1640.6918085920624
relu,auto,16,gini,1,1,1,1,1,1,1,1,24,constant,34,auto,16,29,nnClassifier,1,6,adam,distance,0.5311355311355311,1640.6918454309925
relu,auto,8,gini,1,1,1,1,1,1,1,1,27,constant,36,auto,13,29,nnClassifier,3,6,adam,distance,0.525030525030525,1640.691882160958
relu,auto,8,gini,1,1,1,1,1,1,1,1,12,constant,57,auto,11,22,nnClassifier,2,9,adam,distance,0.5164835164835165,1640.6919285501353
relu,auto,8,gini,1,1,1,1,1,1,1,1,9,constant,76,auto,16,21,nnClassifier,4,5,adam,distance,0.525030525030525,1640.6919657201506
relu,auto,19,gini,1,1,1,1,1,1,1,1,11,constant,39,auto,15,13,nnClassifier,1,6,adam,distance,0.5262515262515263,1640.6920025590807
relu,auto,19,gini,1,1,1,1,1,1,1,1,10,constant,57,auto,15,34,nnClassifier,2,6,adam,distance,0.5201465201465202,1640.6920393791515
relu,auto,9,gini,1,1,1,1,1,1,1,1,9,constant,56,auto,16,20,nnClassifier,1,6,adam,distance,0.525030525030525,1640.6920758481137
relu,auto,8,gini,1,1,1,1,1,1,1,1,23,constant,62,auto,17,30,nnClassifier,5,8,adam,distance,0.525030525030525,1640.6921122381464
relu,auto,18,gini,1,1,1,1,1,1,1,1,10,constant,38,auto,18,23,nnClassifier,3,7,adam,distance,0.525030525030525,1640.6921495471615
relu,auto,12,gini,1,1,1,1,1,1,1,1,10,constant,23,auto,16,23,nnClassifier,1,6,adam,distance,0.5323565323565324,1640.6921867970377
relu,auto,24,gini,1,1,1,1,1,1,1,1,21,constant,67,auto,16,16,nnClassifier,1,2,adam,distance,0.5286935286935287,1640.6922244760208
relu,auto,14,gini,1,1,1,1,1,1,1,1,11,constant,50,auto,16,24,nnClassifier,1,4,adam,distance,0.5262515262515263,1640.6922610360198
relu,auto,18,gini,1,1,1,1,1,1,1,1,15,constant,41,auto,17,19,nnClassifier,3,4,adam,distance,0.5213675213675214,3029.356269384036
relu,auto,8,gini,1,1,1,1,1,1,1,1,11,constant,38,auto,13,20,nnClassifier,3,6,adam,distance,0.5262515262515263,3029.3563383130822
relu,auto,21,gini,1,1,1,1,1,1,1,1,23,constant,84,auto,11,22,nnClassifier,1,9,adam,distance,0.525030525030525,3029.3563782919664
relu,auto,8,gini,1,1,1,1,1,1,1,1,16,constant,37,auto,13,18,nnClassifier,2,6,adam,distance,0.5262515262515263,3029.3564163721167
relu,auto,11,gini,1,1,1,1,1,1,1,1,15,constant,60,auto,16,18,nnClassifier,2,5,adam,distance,0.5164835164835165,3029.3564538410865
relu,auto,17,gini,1,1,1,1,1,1,1,1,17,constant,41,auto,12,21,nnClassifier,2,8,adam,distance,0.518925518925519,3029.356491300976
relu,auto,10,gini,1,1,1,1,1,1,1,1,22,constant,79,auto,4,19,nnClassifier,3,7,adam,distance,0.5262515262515263,3029.3565292099956
relu,auto,9,gini,1,1,1,1,1,1,1,1,15,constant,59,auto,15,16,nnClassifier,5,6,adam,distance,0.525030525030525,3029.3565672689583
relu,auto,15,gini,1,1,1,1,1,1,1,1,20,constant,33,auto,12,25,nnClassifier,1,6,adam,distance,0.5286935286935287,3029.3566044489853
relu,auto,8,gini,1,1,1,1,1,1,1,1,27,constant,40,auto,13,31,nnClassifier,4,8,adam,distance,0.5323565323565324,3029.356641527964
relu,auto,12,gini,1,1,1,1,1,1,1,1,11,constant,53,auto,9,26,nnClassifier,3,6,adam,distance,0.5262515262515263,3029.3566787480377
relu,auto,8,gini,1,1,1,1,1,1,1,1,11,constant,72,auto,16,17,nnClassifier,3,6,adam,distance,0.5262515262515263,3029.356715647038
relu,auto,15,gini,1,1,1,1,1,1,1,1,13,constant,43,auto,16,11,nnClassifier,3,6,adam,distance,0.5311355311355311,3029.356752756983
relu,auto,15,gini,1,1,1,1,1,1,1,1,12,constant,53,auto,15,30,nnClassifier,2,4,adam,distance,0.518925518925519,3029.356789676007
relu,auto,8,gini,1,1,1,1,1,1,1,1,9,constant,52,auto,15,21,nnClassifier,2,7,adam,distance,0.5286935286935287,3029.356826366158
relu,auto,10,gini,1,1,1,1,1,1,1,1,27,constant,58,auto,15,26,nnClassifier,1,6,adam,distance,0.5299145299145299,3029.3568629850633
relu,auto,14,gini,1,1,1,1,1,1,1,1,13,constant,37,auto,14,24,nnClassifier,2,6,adam,distance,0.5335775335775336,3029.356899625156
relu,auto,13,gini,1,1,1,1,1,1,1,1,13,constant,27,auto,13,24,nnClassifier,5,6,adam,distance,0.5238095238095238,3029.3569434341043
relu,auto,24,gini,1,1,1,1,1,1,1,1,22,constant,63,auto,16,20,nnClassifier,1,6,adam,distance,0.5286935286935287,3029.3569811841007
relu,auto,10,gini,1,1,1,1,1,1,1,1,7,constant,46,auto,15,20,nnClassifier,3,4,adam,distance,0.5262515262515263,3029.3570181331597
relu,auto,22,gini,1,1,1,1,1,1,1,1,17,constant,44,auto,13,17,nnClassifier,3,5,adam,distance,0.5335775335775336,4369.38718402409
relu,auto,8,gini,1,1,1,1,1,1,1,1,13,constant,37,auto,13,20,nnClassifier,1,6,adam,distance,0.5323565323565324,4369.387244123034
relu,auto,17,gini,1,1,1,1,1,1,1,1,27,constant,80,auto,15,21,nnClassifier,1,5,adam,distance,0.5274725274725275,4369.3872833221685
relu,auto,8,gini,1,1,1,1,1,1,1,1,16,constant,33,auto,17,18,nnClassifier,2,6,adam,distance,0.5262515262515263,4369.387321552029
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,64,auto,16,17,nnClassifier,2,6,adam,distance,0.5201465201465202,4369.3873588109855
relu,auto,16,gini,1,1,1,1,1,1,1,1,14,constant,41,auto,14,21,nnClassifier,2,4,adam,distance,0.5238095238095238,4369.3873960610945
relu,auto,9,gini,1,1,1,1,1,1,1,1,26,constant,75,auto,7,18,nnClassifier,7,3,adam,distance,0.5274725274725275,4369.38743337011
relu,auto,10,gini,1,1,1,1,1,1,1,1,16,constant,63,auto,15,12,nnClassifier,5,6,adam,distance,0.5262515262515263,4369.387470219983
relu,auto,19,gini,1,1,1,1,1,1,1,1,24,constant,29,auto,16,25,nnClassifier,5,6,adam,distance,0.525030525030525,4369.3875074691605
relu,auto,9,gini,1,1,1,1,1,1,1,1,31,constant,44,auto,16,27,nnClassifier,4,6,adam,distance,0.5262515262515263,4369.387544397963
relu,auto,13,gini,1,1,1,1,1,1,1,1,14,constant,49,auto,13,30,nnClassifier,2,7,adam,distance,0.525030525030525,4369.3875812380575
relu,auto,8,gini,1,1,1,1,1,1,1,1,10,constant,68,auto,15,20,nnClassifier,1,6,adam,distance,0.5323565323565324,4369.38761770702
relu,auto,19,gini,1,1,1,1,1,1,1,1,13,constant,40,auto,14,13,nnClassifier,1,6,adam,distance,0.5262515262515263,4369.387654357124
relu,auto,12,gini,1,1,1,1,1,1,1,1,13,constant,57,auto,15,29,nnClassifier,2,7,adam,distance,0.5238095238095238,4369.3876911159605
relu,auto,8,gini,1,1,1,1,1,1,1,1,10,constant,48,auto,16,21,nnClassifier,2,7,adam,distance,0.5262515262515263,4369.387727716006
relu,auto,8,gini,1,1,1,1,1,1,1,1,25,constant,54,auto,15,30,nnClassifier,1,5,adam,distance,0.5262515262515263,4369.387764465064
relu,auto,10,gini,1,1,1,1,1,1,1,1,12,constant,37,auto,16,23,nnClassifier,2,7,adam,distance,0.5213675213675214,4369.387801055098
relu,auto,9,gini,1,1,1,1,1,1,1,1,13,constant,27,auto,14,20,nnClassifier,7,6,adam,distance,0.5238095238095238,4369.3878379140515
relu,auto,20,gini,1,1,1,1,1,1,1,1,18,constant,67,auto,19,17,nnClassifier,5,7,adam,distance,0.5286935286935287,4369.38787441398
relu,auto,8,gini,1,1,1,1,1,1,1,1,11,constant,50,auto,14,22,nnClassifier,4,5,adam,distance,0.5274725274725275,4369.387910702964
