activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,gini,1,0,1,1,1,1,0,1,9,invscaling,2,sqrt,13,35,nnClassifier,8,5,sgd,uniform,0.5335775335775336,153.20739021291956
relu,auto,17,gini,1,1,1,1,1,1,0,1,32,constant,87,sqrt,12,27,kneighborsClassifier,9,7,sgd,distance,0.7387057387057387,153.20744450204074
relu,auto,25,gini,1,0,1,1,1,1,0,1,14,invscaling,7,sqrt,15,32,kneighborsClassifier,7,9,sgd,uniform,0.927960927960928,153.20749160111882
relu,auto,13,gini,1,1,1,1,1,1,0,1,14,constant,50,auto,7,19,nnClassifier,9,10,sgd,distance,0.5494505494505495,153.2075284209568
relu,auto,15,gini,1,0,1,1,1,1,1,1,31,invscaling,29,auto,13,16,nnClassifier,6,10,adam,distance,0.5970695970695971,153.207564559998
relu,auto,20,gini,1,0,1,0,1,1,0,1,31,invscaling,81,sqrt,14,30,randomForestClassifier,9,9,sgd,uniform,0.9438339438339438,153.20760141010396
relu,auto,18,gini,1,1,1,0,1,1,1,1,30,invscaling,60,sqrt,13,12,nnClassifier,8,9,adam,uniform,0.5079365079365079,153.2076376590412
relu,auto,12,gini,1,1,1,1,1,1,0,1,7,constant,28,sqrt,15,36,kneighborsClassifier,8,9,sgd,distance,0.7680097680097681,153.20767382904887
relu,auto,21,gini,1,1,1,1,1,1,0,1,31,constant,78,sqrt,6,34,randomForestClassifier,7,10,sgd,uniform,0.9413919413919414,153.20770974899642
relu,auto,20,gini,1,0,1,0,1,1,1,1,29,invscaling,47,sqrt,14,24,nnClassifier,9,4,sgd,uniform,0.5103785103785103,153.20774611807428
relu,auto,24,gini,1,0,1,1,1,1,1,1,17,constant,43,sqrt,6,34,kneighborsClassifier,6,9,adam,distance,0.7203907203907204,153.20778197795153
relu,auto,21,gini,1,1,1,1,1,1,0,1,23,invscaling,42,sqrt,8,32,randomForestClassifier,6,7,sgd,uniform,0.5641025641025641,153.20781788695604
relu,auto,20,gini,1,0,1,0,1,1,0,1,32,constant,70,sqrt,17,24,nnClassifier,3,10,sgd,uniform,0.5006105006105006,153.207854117034
relu,auto,23,gini,1,1,1,0,1,1,1,1,31,invscaling,87,auto,11,31,nnClassifier,10,9,sgd,uniform,0.5335775335775336,153.207890155958
relu,auto,19,gini,1,0,1,1,1,1,1,1,16,invscaling,64,auto,15,16,kneighborsClassifier,7,9,sgd,distance,0.9352869352869353,153.20792638603598
relu,auto,27,gini,1,0,1,1,1,1,0,1,6,invscaling,56,sqrt,13,12,randomForestClassifier,5,4,sgd,uniform,0.9377289377289377,153.20796245499514
relu,auto,19,gini,1,0,1,0,1,1,1,1,14,invscaling,15,sqrt,19,30,kneighborsClassifier,10,7,adam,uniform,0.7423687423687424,153.20799804502167
relu,auto,24,gini,1,0,1,0,1,1,0,1,19,invscaling,44,auto,11,31,kneighborsClassifier,9,9,adam,distance,0.7326007326007326,153.2080339039676
relu,auto,19,gini,1,0,1,1,1,1,0,1,16,constant,12,sqrt,14,31,kneighborsClassifier,9,7,sgd,uniform,0.9255189255189256,153.20806937408634
relu,auto,21,gini,1,0,1,1,1,1,1,1,25,constant,6,auto,13,29,kneighborsClassifier,9,9,adam,uniform,0.7838827838827839,153.20810456294566
relu,auto,22,gini,1,1,1,1,1,1,1,1,13,constant,6,auto,14,36,nnClassifier,10,7,adam,distance,0.5006105006105006,436.66363031603396
relu,auto,20,gini,1,1,1,1,1,1,1,1,30,constant,83,auto,16,28,nnClassifier,8,10,adam,distance,0.9377289377289377,436.6636791250203
relu,auto,21,gini,1,1,1,1,1,1,1,1,18,constant,11,auto,14,29,nnClassifier,10,10,adam,distance,0.9352869352869353,436.6637163651176
