activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,31,gini,1,1,0,1,1,1,0,1,0,0,0,0,6,constant,96,auto,15,33,nnClassifier,8,1,adam,uniform,0.5885225885225885
identity,brute,10,gini,0,1,0,1,0,0,1,0,0,1,1,1,8,invscaling,52,sqrt,9,32,kneighborsClassifier,8,6,sgd,uniform,0.7557997557997558
identity,auto,8,entropy,0,0,0,0,1,1,1,0,0,0,1,0,21,constant,58,auto,7,17,nnClassifier,8,4,adam,distance,0.6141636141636142
relu,kd_tree,12,entropy,1,0,1,0,0,0,1,1,1,1,0,1,34,invscaling,95,auto,11,39,kneighborsClassifier,2,8,lbfgs,distance,0.7741147741147741
relu,ball_tree,28,entropy,1,1,1,0,1,0,1,0,0,1,0,0,6,adaptive,63,sqrt,18,21,randomForestClassifier,10,5,lbfgs,uniform,0.9084249084249084
identity,auto,13,entropy,1,1,1,1,1,0,0,0,1,1,0,1,5,constant,99,auto,5,32,randomForestClassifier,9,10,sgd,distance,0.8876678876678876
tanh,auto,25,gini,1,1,0,1,1,0,0,0,0,0,1,1,15,invscaling,98,log2,9,6,nnClassifier,1,4,sgd,distance,0.5347985347985348
tanh,brute,23,entropy,1,0,1,0,0,0,0,1,0,0,1,0,30,constant,85,log2,12,19,kneighborsClassifier,6,6,sgd,distance,0.7851037851037851
tanh,brute,21,entropy,0,0,1,1,0,1,1,0,1,0,1,0,9,constant,44,auto,17,40,nnClassifier,9,3,sgd,distance,0.5775335775335775
identity,auto,29,entropy,0,1,1,0,1,0,1,0,0,1,0,0,13,invscaling,16,auto,3,15,kneighborsClassifier,2,5,adam,uniform,0.851037851037851
logistic,auto,17,entropy,1,1,1,1,0,1,0,0,1,0,0,1,10,constant,14,sqrt,18,32,kneighborsClassifier,9,7,sgd,uniform,0.746031746031746
tanh,kd_tree,20,entropy,0,0,0,1,1,0,0,0,0,1,0,1,17,adaptive,65,sqrt,15,25,nnClassifier,3,3,lbfgs,distance,0.5873015873015873
logistic,auto,21,gini,0,1,0,1,0,0,1,0,0,0,1,0,32,invscaling,15,log2,9,26,nnClassifier,4,9,adam,uniform,0.5958485958485958
identity,auto,21,entropy,0,1,1,1,0,0,0,0,0,1,0,1,19,adaptive,32,sqrt,9,2,randomForestClassifier,9,3,sgd,distance,0.8632478632478633
relu,brute,18,gini,1,0,0,1,1,0,0,1,0,1,1,0,37,adaptive,95,auto,6,15,kneighborsClassifier,9,8,adam,distance,0.73992673992674
logistic,kd_tree,17,gini,1,1,1,1,1,1,1,0,0,0,0,1,11,adaptive,58,log2,12,18,randomForestClassifier,5,5,lbfgs,uniform,0.9181929181929182
