activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,19,gini,0,1,0,1,1,1,0,0,0,0,1,1,38,adaptive,2,sqrt,8,14,kneighborsClassifier,1,1,adam,distance,0.7557997557997558
logistic,kd_tree,32,gini,1,0,0,1,1,1,1,1,1,0,0,0,23,adaptive,44,log2,17,38,kneighborsClassifier,10,10,sgd,distance,0.7338217338217338
relu,ball_tree,27,gini,0,1,0,0,0,0,1,1,1,0,1,1,34,invscaling,33,auto,20,7,nnClassifier,4,7,adam,distance,0.5628815628815629
identity,auto,13,entropy,0,1,0,1,1,0,0,0,1,1,0,0,8,adaptive,99,sqrt,8,13,kneighborsClassifier,5,1,adam,uniform,0.7326007326007326
relu,ball_tree,20,gini,1,0,1,0,0,0,1,1,0,1,0,1,21,adaptive,97,log2,9,38,kneighborsClassifier,2,4,adam,uniform,0.7533577533577533
identity,brute,16,entropy,1,0,0,0,0,1,0,0,1,1,1,1,21,invscaling,28,log2,5,3,randomForestClassifier,6,5,sgd,distance,0.8962148962148963
tanh,ball_tree,12,entropy,1,1,0,1,0,1,1,1,1,0,0,1,5,adaptive,62,auto,13,36,nnClassifier,3,2,adam,uniform,0.57997557997558
relu,brute,25,gini,0,1,1,1,1,1,1,1,1,0,1,1,37,constant,67,sqrt,4,22,kneighborsClassifier,8,6,lbfgs,uniform,0.7619047619047619
tanh,kd_tree,14,gini,0,1,0,0,1,0,1,0,1,0,0,0,34,constant,39,auto,17,36,nnClassifier,7,2,adam,uniform,0.568986568986569
identity,ball_tree,28,gini,1,1,1,0,1,1,0,0,0,0,0,1,14,adaptive,61,auto,2,39,randomForestClassifier,8,10,lbfgs,uniform,0.9316239316239316
relu,brute,24,entropy,0,0,0,1,1,0,0,0,1,1,0,1,28,adaptive,41,sqrt,11,38,randomForestClassifier,8,5,adam,uniform,0.8388278388278388
logistic,kd_tree,22,gini,0,1,0,1,0,1,0,1,1,0,1,1,40,constant,63,log2,2,5,nnClassifier,3,2,adam,distance,0.5811965811965812
identity,auto,27,gini,1,1,1,0,0,0,1,0,1,1,1,0,5,invscaling,52,log2,17,17,randomForestClassifier,5,7,adam,distance,0.8888888888888888
tanh,kd_tree,16,gini,0,0,0,1,1,0,1,1,1,0,0,1,26,constant,25,sqrt,5,11,nnClassifier,2,7,lbfgs,uniform,0.568986568986569
identity,kd_tree,32,entropy,0,0,1,1,1,0,0,1,0,1,0,0,34,invscaling,79,log2,3,16,nnClassifier,3,2,adam,uniform,0.6007326007326007
relu,brute,25,entropy,1,0,0,1,0,1,0,1,1,0,1,1,12,invscaling,20,log2,15,38,nnClassifier,7,2,adam,uniform,0.57997557997558
tanh,auto,8,entropy,0,0,0,1,0,0,0,0,0,1,1,0,40,constant,81,auto,17,10,nnClassifier,8,3,sgd,distance,0.608058608058608
relu,ball_tree,30,entropy,0,0,1,0,1,0,0,0,0,1,1,1,18,invscaling,12,auto,5,27,randomForestClassifier,1,3,adam,uniform,0.8473748473748474
relu,brute,32,entropy,1,1,0,1,0,0,0,1,0,0,0,0,6,adaptive,58,log2,14,19,kneighborsClassifier,1,5,sgd,distance,0.7155067155067155
identity,brute,18,gini,0,0,1,0,0,0,0,0,1,0,1,0,22,adaptive,3,sqrt,20,12,randomForestClassifier,7,1,sgd,uniform,0.8034188034188035
logistic,ball_tree,26,gini,0,0,0,0,1,0,0,1,1,0,0,0,32,adaptive,3,auto,14,30,randomForestClassifier,5,2,sgd,distance,0.8083028083028083
tanh,ball_tree,22,gini,1,1,0,1,1,0,0,0,0,1,1,0,10,constant,6,auto,7,36,kneighborsClassifier,4,5,sgd,distance,0.8156288156288156
relu,kd_tree,32,entropy,1,1,0,1,1,0,0,1,1,1,1,1,25,adaptive,75,log2,10,40,kneighborsClassifier,1,4,sgd,distance,0.757020757020757
tanh,kd_tree,32,gini,0,1,1,0,1,1,1,1,1,1,1,0,2,invscaling,83,auto,15,2,kneighborsClassifier,7,3,sgd,uniform,0.7252747252747253
tanh,ball_tree,12,gini,0,0,1,1,1,0,0,0,0,1,1,0,21,invscaling,76,log2,5,4,nnClassifier,8,8,adam,distance,0.5811965811965812
tanh,auto,23,gini,0,1,0,0,0,1,1,0,1,0,1,1,7,invscaling,61,sqrt,16,2,randomForestClassifier,8,8,lbfgs,uniform,0.9084249084249084
identity,brute,10,gini,0,1,0,1,0,1,1,0,1,0,0,1,17,adaptive,21,auto,18,25,kneighborsClassifier,9,8,lbfgs,distance,0.7435897435897436
relu,brute,16,gini,0,1,1,1,0,0,0,1,0,0,0,1,14,adaptive,15,sqrt,19,40,randomForestClassifier,10,9,sgd,uniform,0.8669108669108669
tanh,kd_tree,29,gini,1,0,1,0,1,0,0,0,1,0,1,0,9,constant,74,log2,16,12,randomForestClassifier,9,8,lbfgs,distance,0.8571428571428571
logistic,brute,11,gini,1,1,1,0,0,0,0,0,0,0,0,1,16,constant,31,log2,2,8,nnClassifier,10,10,lbfgs,uniform,0.568986568986569
identity,ball_tree,22,entropy,0,0,1,0,1,0,1,0,0,0,1,1,21,constant,12,auto,7,28,kneighborsClassifier,9,10,adam,distance,0.8302808302808303
tanh,ball_tree,26,gini,0,1,1,1,1,0,1,0,0,1,0,0,38,invscaling,96,log2,11,38,kneighborsClassifier,1,8,sgd,uniform,0.8278388278388278
identity,kd_tree,9,entropy,1,1,0,1,0,1,0,1,0,1,1,1,12,invscaling,25,log2,8,28,nnClassifier,1,9,lbfgs,distance,0.5848595848595849
identity,kd_tree,32,entropy,1,0,0,0,1,0,1,0,0,1,0,0,5,invscaling,58,sqrt,3,15,randomForestClassifier,6,8,lbfgs,uniform,0.9023199023199023
identity,ball_tree,24,entropy,0,1,1,0,0,1,0,1,0,1,0,0,19,adaptive,60,auto,2,19,randomForestClassifier,1,7,sgd,uniform,0.9169719169719169
logistic,ball_tree,12,gini,1,1,0,0,0,0,1,0,1,0,1,0,22,adaptive,51,sqrt,16,36,nnClassifier,5,6,lbfgs,distance,0.5543345543345544
tanh,auto,27,entropy,1,0,0,0,1,1,0,0,1,0,0,0,36,invscaling,75,log2,7,7,kneighborsClassifier,3,3,adam,uniform,0.7118437118437119
logistic,ball_tree,13,gini,1,1,1,0,1,1,1,1,0,0,1,1,40,invscaling,39,sqrt,16,14,randomForestClassifier,10,5,sgd,distance,0.9304029304029304
tanh,ball_tree,16,gini,0,0,0,1,0,0,0,0,1,1,0,1,38,adaptive,28,auto,2,35,randomForestClassifier,3,9,sgd,uniform,0.8376068376068376
