activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,8,gini,0,1,0,0,1,0,0,1,0,0,1,1,3,invscaling,65,auto,15,8,randomForestClassifier,4,8,adam,distance,0.8461538461538461
tanh,kd_tree,29,entropy,1,1,1,0,1,1,1,1,1,1,1,0,35,adaptive,40,log2,10,26,randomForestClassifier,10,4,lbfgs,uniform,0.9255189255189256
identity,brute,9,entropy,0,0,0,1,0,1,0,1,1,0,0,1,12,constant,77,auto,18,37,kneighborsClassifier,1,1,adam,uniform,0.7411477411477412
logistic,kd_tree,11,entropy,1,1,1,0,1,1,0,1,1,1,0,0,10,constant,98,sqrt,9,25,kneighborsClassifier,7,10,sgd,uniform,0.73992673992674
relu,ball_tree,13,entropy,1,1,0,0,0,1,0,1,0,1,0,0,25,adaptive,73,auto,18,40,randomForestClassifier,1,7,lbfgs,uniform,0.8864468864468864
relu,auto,27,entropy,1,1,1,1,0,0,1,1,0,0,0,1,31,constant,51,auto,13,7,nnClassifier,7,4,lbfgs,distance,0.5665445665445665
relu,ball_tree,11,gini,0,1,0,0,1,0,0,1,0,1,1,1,25,constant,20,auto,9,33,kneighborsClassifier,10,3,lbfgs,distance,0.7362637362637363
logistic,kd_tree,16,gini,1,1,1,1,0,1,1,0,1,0,0,1,39,adaptive,7,log2,11,35,kneighborsClassifier,2,5,sgd,distance,0.7545787545787546
tanh,ball_tree,20,gini,1,0,1,1,1,0,1,1,0,0,0,1,33,constant,62,auto,18,33,randomForestClassifier,7,1,lbfgs,uniform,0.9108669108669109
relu,auto,29,entropy,0,1,0,1,1,0,0,0,0,1,0,1,26,adaptive,91,sqrt,8,4,kneighborsClassifier,2,6,sgd,distance,0.7667887667887668
tanh,ball_tree,32,gini,1,1,0,0,0,0,1,0,0,0,0,0,33,constant,48,log2,10,24,nnClassifier,2,1,sgd,uniform,0.5726495726495726
logistic,kd_tree,15,entropy,0,0,1,0,1,1,1,0,1,1,1,1,25,invscaling,36,auto,7,27,kneighborsClassifier,5,9,lbfgs,uniform,0.757020757020757
relu,brute,27,gini,0,0,1,0,1,0,0,0,0,0,0,0,16,constant,72,log2,19,8,randomForestClassifier,3,8,adam,distance,0.8107448107448108
identity,ball_tree,14,entropy,1,1,1,1,1,0,1,1,1,1,0,1,4,invscaling,56,sqrt,5,30,kneighborsClassifier,8,9,adam,distance,0.7777777777777778
identity,ball_tree,11,entropy,0,0,1,1,1,0,1,0,1,0,1,1,14,invscaling,19,sqrt,19,35,randomForestClassifier,5,1,sgd,uniform,0.9010989010989011
logistic,auto,16,gini,1,1,0,1,1,0,1,0,0,1,0,1,33,constant,17,sqrt,16,9,nnClassifier,1,2,sgd,uniform,0.5555555555555556
identity,auto,25,entropy,0,0,0,1,0,1,0,0,0,0,1,1,22,constant,56,auto,16,10,randomForestClassifier,3,8,lbfgs,uniform,0.9157509157509157
relu,brute,15,entropy,0,0,1,1,1,1,1,0,0,0,1,1,21,adaptive,28,sqrt,12,13,randomForestClassifier,5,7,lbfgs,distance,0.9230769230769231
identity,auto,17,entropy,1,1,0,1,0,1,0,1,1,0,0,0,25,constant,31,sqrt,19,14,nnClassifier,1,7,sgd,distance,0.5811965811965812
relu,auto,26,gini,1,1,0,0,0,1,1,1,1,1,1,1,25,invscaling,68,auto,14,25,kneighborsClassifier,5,10,lbfgs,distance,0.7826617826617827
logistic,brute,8,entropy,0,0,1,0,1,1,0,0,1,1,1,1,35,invscaling,76,auto,6,36,nnClassifier,10,2,adam,uniform,0.575091575091575
tanh,brute,19,gini,1,0,0,1,0,0,1,0,0,0,1,1,7,constant,60,log2,5,8,nnClassifier,6,10,lbfgs,distance,0.5616605616605617
tanh,ball_tree,22,gini,1,1,0,0,0,1,0,1,0,0,1,1,38,adaptive,67,log2,10,29,randomForestClassifier,7,5,sgd,distance,0.8913308913308914
logistic,kd_tree,28,entropy,1,0,0,1,1,1,0,0,0,0,0,0,5,constant,36,log2,2,30,kneighborsClassifier,7,8,lbfgs,uniform,0.8034188034188035
relu,auto,16,gini,0,1,1,0,0,0,0,0,1,1,1,0,29,adaptive,31,auto,12,7,nnClassifier,9,1,lbfgs,uniform,0.5982905982905983
tanh,auto,8,gini,1,1,0,0,1,1,1,0,1,1,0,0,27,adaptive,47,auto,16,40,kneighborsClassifier,1,10,sgd,distance,0.7155067155067155
logistic,brute,24,gini,1,0,0,1,1,0,0,1,0,1,1,0,36,adaptive,37,log2,14,32,randomForestClassifier,1,6,sgd,uniform,0.851037851037851
relu,ball_tree,23,gini,0,0,0,0,0,1,0,1,0,1,0,1,25,constant,29,auto,7,23,randomForestClassifier,4,3,sgd,distance,0.8962148962148963
tanh,brute,17,gini,1,1,0,0,0,0,0,0,1,1,0,0,5,invscaling,97,sqrt,3,6,randomForestClassifier,8,5,adam,distance,0.8095238095238095
logistic,ball_tree,27,gini,1,1,0,1,0,1,1,1,0,1,0,0,18,adaptive,95,log2,4,28,kneighborsClassifier,3,8,sgd,distance,0.7216117216117216
logistic,brute,27,entropy,0,0,0,1,1,0,0,1,0,0,1,0,15,invscaling,61,auto,15,9,kneighborsClassifier,3,4,lbfgs,uniform,0.7203907203907204
identity,kd_tree,20,entropy,0,0,0,0,0,0,1,0,1,0,1,1,35,constant,85,log2,12,35,nnClassifier,5,5,adam,distance,0.5677655677655677
relu,ball_tree,32,entropy,0,0,0,0,0,0,1,0,0,1,0,1,2,adaptive,86,sqrt,10,18,randomForestClassifier,6,1,lbfgs,uniform,0.833943833943834
relu,auto,20,gini,0,0,0,1,1,1,1,0,0,0,1,0,5,constant,56,log2,2,36,nnClassifier,8,4,sgd,uniform,0.5873015873015873
tanh,ball_tree,9,entropy,1,0,1,0,1,0,0,1,1,0,0,0,8,adaptive,40,log2,15,34,kneighborsClassifier,6,2,adam,distance,0.7057387057387058
identity,brute,10,entropy,0,0,1,1,0,1,0,1,1,0,0,0,18,invscaling,74,sqrt,20,5,kneighborsClassifier,7,8,lbfgs,distance,0.7411477411477412
logistic,ball_tree,32,entropy,1,0,1,0,0,0,1,0,1,1,1,0,37,invscaling,100,sqrt,7,31,nnClassifier,10,6,adam,distance,0.57997557997558
tanh,ball_tree,21,gini,0,1,1,0,1,0,0,0,0,1,1,0,11,invscaling,50,log2,9,20,nnClassifier,7,8,adam,distance,0.5897435897435898
relu,kd_tree,19,gini,0,0,0,1,1,1,1,1,1,1,0,0,19,constant,6,auto,6,38,kneighborsClassifier,2,10,adam,distance,0.7338217338217338
relu,auto,11,gini,0,0,1,1,1,1,0,1,0,0,1,1,35,adaptive,21,sqrt,15,33,kneighborsClassifier,6,7,adam,distance,0.757020757020757
tanh,ball_tree,28,entropy,0,0,1,0,1,1,1,1,1,0,0,1,33,invscaling,70,auto,18,3,randomForestClassifier,7,5,lbfgs,distance,0.9304029304029304
relu,kd_tree,26,entropy,1,1,0,1,1,1,0,0,1,0,0,0,17,constant,37,log2,4,9,nnClassifier,4,1,lbfgs,distance,0.5811965811965812
logistic,ball_tree,17,gini,1,0,1,1,0,0,0,0,1,1,0,0,2,invscaling,87,sqrt,7,15,randomForestClassifier,8,4,lbfgs,uniform,0.8644688644688645
identity,brute,29,entropy,0,0,1,1,1,1,1,0,0,0,0,0,9,invscaling,70,log2,15,35,nnClassifier,2,10,sgd,uniform,0.5653235653235653
identity,kd_tree,16,entropy,1,1,1,0,0,0,1,1,1,1,1,1,25,invscaling,95,auto,15,13,kneighborsClassifier,4,8,sgd,uniform,0.7753357753357754
identity,brute,13,gini,0,0,0,0,0,1,0,1,1,0,0,0,25,adaptive,46,log2,15,8,randomForestClassifier,3,10,adam,uniform,0.8754578754578755
relu,kd_tree,13,entropy,1,0,0,1,1,1,1,0,0,1,0,1,5,constant,53,sqrt,6,18,randomForestClassifier,3,2,lbfgs,distance,0.9206349206349206
identity,brute,29,gini,0,1,0,1,0,0,1,1,1,0,1,0,9,constant,88,auto,5,38,randomForestClassifier,4,5,adam,distance,0.8998778998778999
logistic,auto,19,entropy,0,1,1,1,0,1,0,0,0,1,0,1,33,adaptive,63,log2,11,5,kneighborsClassifier,3,3,sgd,uniform,0.8229548229548229
identity,ball_tree,26,entropy,0,0,1,1,0,1,0,1,1,0,1,1,31,constant,37,auto,9,22,randomForestClassifier,1,4,adam,uniform,0.9340659340659341
identity,kd_tree,12,gini,0,0,1,0,1,0,1,0,0,1,0,0,26,constant,20,log2,6,22,nnClassifier,2,8,sgd,distance,0.5677655677655677
logistic,auto,15,gini,0,0,1,1,1,0,1,1,0,0,1,0,18,constant,92,log2,4,10,nnClassifier,9,1,adam,uniform,0.5885225885225885
tanh,brute,14,entropy,1,1,1,1,0,0,1,1,0,1,1,1,30,constant,14,log2,7,12,kneighborsClassifier,1,10,lbfgs,uniform,0.7594627594627594
logistic,kd_tree,18,gini,0,0,1,0,1,0,0,0,1,0,1,0,22,constant,67,log2,5,17,kneighborsClassifier,2,1,adam,distance,0.7203907203907204
identity,brute,23,gini,0,0,1,1,1,1,0,1,1,0,0,1,12,invscaling,41,log2,13,39,nnClassifier,4,2,lbfgs,distance,0.5811965811965812
logistic,ball_tree,16,entropy,0,1,1,0,1,0,1,1,0,0,1,1,12,constant,73,sqrt,15,11,kneighborsClassifier,5,9,adam,uniform,0.7545787545787546
identity,brute,29,entropy,1,1,1,0,1,1,1,0,1,1,0,0,25,invscaling,28,auto,7,14,randomForestClassifier,4,5,adam,distance,0.9218559218559218
logistic,ball_tree,32,gini,1,0,0,1,1,0,1,0,0,0,1,0,34,constant,1,log2,6,8,nnClassifier,3,2,adam,distance,0.5641025641025641
identity,auto,15,entropy,0,0,1,0,1,1,1,0,1,0,0,0,10,constant,10,auto,3,12,nnClassifier,6,9,sgd,distance,0.5726495726495726
logistic,kd_tree,26,entropy,0,1,1,0,1,1,1,1,1,0,0,1,6,invscaling,51,log2,11,18,kneighborsClassifier,2,6,adam,uniform,0.7631257631257631
logistic,brute,13,gini,1,0,1,0,0,1,0,0,1,1,1,0,10,adaptive,78,auto,6,40,randomForestClassifier,6,1,lbfgs,distance,0.9194139194139194
