activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,ball_tree,24,gini,0,1,0,1,1,1,0,0,0,1,0,1,30,invscaling,92,sqrt,7,17,kneighborsClassifier,1,10,sgd,distance,0.7948717948717948
tanh,ball_tree,21,gini,1,0,0,1,1,1,0,0,0,0,1,1,18,adaptive,94,log2,3,11,nnClassifier,4,5,lbfgs,distance,0.57997557997558
logistic,kd_tree,21,gini,1,0,0,0,1,0,0,0,1,1,0,0,36,invscaling,1,log2,18,21,nnClassifier,2,2,sgd,uniform,0.6800976800976801
tanh,brute,13,gini,1,0,0,1,0,0,0,1,0,1,0,0,3,adaptive,69,auto,3,25,kneighborsClassifier,1,2,sgd,uniform,0.7387057387057387
logistic,kd_tree,21,entropy,1,0,1,1,1,0,1,1,0,0,0,0,19,invscaling,69,auto,13,2,nnClassifier,1,7,lbfgs,distance,0.5811965811965812
relu,ball_tree,18,entropy,0,0,1,1,0,0,0,0,0,0,0,1,2,constant,35,sqrt,4,23,randomForestClassifier,6,1,sgd,uniform,0.851037851037851
logistic,ball_tree,28,entropy,0,0,0,0,0,0,0,1,1,0,0,1,17,constant,35,log2,15,18,nnClassifier,2,2,lbfgs,uniform,0.5824175824175825
relu,ball_tree,19,gini,0,1,1,0,0,1,0,1,0,1,0,0,7,constant,41,log2,8,19,nnClassifier,8,9,lbfgs,uniform,0.5763125763125763
relu,auto,15,entropy,0,0,0,0,0,0,1,1,0,0,0,0,28,invscaling,91,log2,20,27,nnClassifier,7,3,adam,uniform,0.57997557997558
logistic,brute,15,entropy,1,1,0,0,0,1,0,1,0,1,1,0,26,adaptive,93,auto,5,10,randomForestClassifier,10,4,sgd,uniform,0.8827838827838828
relu,brute,32,entropy,1,0,1,0,1,0,1,1,0,1,1,0,25,invscaling,83,sqrt,16,37,nnClassifier,6,6,sgd,uniform,0.5787545787545788
logistic,auto,11,entropy,1,0,1,0,1,0,0,0,1,0,1,0,5,invscaling,34,sqrt,12,19,kneighborsClassifier,6,3,sgd,uniform,0.7374847374847375
tanh,kd_tree,14,entropy,1,0,1,0,1,1,0,0,1,0,1,1,26,invscaling,28,log2,19,5,nnClassifier,4,10,sgd,uniform,0.5763125763125763
logistic,brute,24,gini,1,1,0,0,0,1,0,0,0,0,0,1,12,invscaling,36,sqrt,12,39,randomForestClassifier,3,2,lbfgs,distance,0.8852258852258852
logistic,auto,14,entropy,1,1,1,1,0,0,1,1,1,0,0,0,11,constant,81,sqrt,9,3,randomForestClassifier,10,8,lbfgs,uniform,0.8803418803418803
identity,brute,14,entropy,1,1,1,0,1,1,1,0,1,1,0,0,4,adaptive,90,log2,18,28,kneighborsClassifier,2,1,sgd,uniform,0.746031746031746
logistic,ball_tree,21,entropy,1,0,1,0,0,0,0,1,1,1,1,0,4,invscaling,24,sqrt,15,4,kneighborsClassifier,7,10,lbfgs,distance,0.7619047619047619
tanh,brute,14,gini,1,1,1,0,1,0,0,1,1,0,0,1,19,invscaling,33,log2,18,39,nnClassifier,1,7,sgd,uniform,0.518925518925519
tanh,ball_tree,12,gini,0,0,1,1,1,1,0,0,0,1,0,0,12,invscaling,76,auto,8,10,nnClassifier,8,6,lbfgs,uniform,0.5775335775335775
identity,auto,16,gini,1,0,1,1,0,1,0,1,0,1,0,1,2,adaptive,8,log2,5,14,randomForestClassifier,10,7,adam,uniform,0.9242979242979243
relu,ball_tree,30,gini,0,1,0,1,1,1,0,0,1,1,1,0,32,invscaling,43,log2,18,26,randomForestClassifier,3,1,lbfgs,distance,0.9023199023199023
logistic,auto,21,entropy,1,0,1,0,0,1,0,1,0,0,0,0,12,adaptive,98,sqrt,6,39,kneighborsClassifier,6,9,adam,uniform,0.8021978021978022
relu,ball_tree,8,entropy,0,1,0,1,0,0,0,1,0,0,0,0,35,adaptive,70,log2,12,37,randomForestClassifier,1,3,lbfgs,distance,0.8168498168498168
identity,auto,24,entropy,1,0,0,0,0,0,0,0,0,0,0,0,31,constant,9,log2,14,36,kneighborsClassifier,1,8,lbfgs,uniform,0.7008547008547008
tanh,ball_tree,27,entropy,0,0,1,0,1,1,1,0,0,0,0,0,36,invscaling,22,auto,6,23,kneighborsClassifier,3,9,sgd,distance,0.811965811965812
identity,auto,16,gini,1,1,0,0,0,0,0,0,1,0,0,0,8,constant,11,sqrt,15,28,randomForestClassifier,9,9,sgd,distance,0.8107448107448108
relu,brute,14,entropy,0,0,1,1,1,1,0,0,1,0,1,1,23,invscaling,73,sqrt,14,15,kneighborsClassifier,6,1,adam,distance,0.7655677655677655
logistic,brute,27,entropy,0,1,1,1,1,1,1,0,1,1,0,0,6,adaptive,67,log2,14,40,nnClassifier,9,7,lbfgs,distance,0.5885225885225885
identity,brute,20,entropy,1,1,1,1,0,0,1,1,1,0,0,0,28,constant,27,log2,4,2,nnClassifier,2,4,lbfgs,distance,0.5848595848595849
logistic,auto,28,gini,0,1,1,0,1,0,1,1,1,1,1,0,17,constant,13,auto,3,34,randomForestClassifier,2,1,adam,distance,0.9047619047619048
relu,auto,14,gini,0,0,0,0,1,1,1,1,0,1,0,0,14,adaptive,38,log2,2,28,nnClassifier,10,9,sgd,distance,0.575091575091575
identity,auto,22,entropy,1,0,1,0,0,1,1,0,0,0,1,1,23,constant,27,log2,3,5,nnClassifier,5,6,adam,uniform,0.5921855921855922
identity,ball_tree,18,entropy,0,1,1,0,0,0,0,0,0,1,1,1,2,invscaling,60,sqrt,5,15,nnClassifier,3,2,adam,distance,0.6117216117216118
identity,brute,10,entropy,0,0,0,0,1,1,1,0,1,0,1,0,33,adaptive,38,auto,4,38,nnClassifier,6,3,adam,distance,0.5848595848595849
relu,auto,22,entropy,0,0,0,1,1,0,1,1,0,1,0,1,8,adaptive,35,sqrt,19,36,randomForestClassifier,3,10,adam,uniform,0.9047619047619048
tanh,auto,30,entropy,0,1,1,1,0,0,1,0,1,0,1,0,12,constant,59,auto,9,26,randomForestClassifier,2,4,adam,distance,0.9035409035409036
tanh,kd_tree,11,gini,1,1,1,1,0,1,0,0,0,0,0,0,4,invscaling,37,sqrt,16,17,kneighborsClassifier,5,7,lbfgs,uniform,0.7912087912087912
logistic,auto,15,gini,0,1,1,0,1,0,1,0,0,1,0,0,28,adaptive,56,log2,7,19,nnClassifier,6,5,sgd,distance,0.575091575091575
logistic,kd_tree,26,gini,1,1,1,0,0,0,0,1,1,1,1,1,10,invscaling,19,auto,16,21,randomForestClassifier,7,9,sgd,distance,0.8656898656898657
tanh,auto,16,gini,0,0,0,1,0,0,1,1,0,1,0,1,7,constant,49,sqrt,3,29,randomForestClassifier,6,8,sgd,distance,0.8925518925518926
relu,auto,9,entropy,1,1,1,0,1,0,1,0,0,0,0,1,16,invscaling,79,auto,9,20,nnClassifier,9,2,sgd,distance,0.5873015873015873
identity,ball_tree,29,gini,0,0,0,0,0,1,1,0,1,1,0,1,33,invscaling,15,sqrt,12,40,randomForestClassifier,5,4,lbfgs,distance,0.9133089133089133
relu,kd_tree,27,entropy,1,0,1,0,1,0,1,1,0,1,0,0,29,constant,94,log2,16,33,kneighborsClassifier,5,7,sgd,distance,0.796092796092796
tanh,brute,9,entropy,0,1,0,1,1,1,1,1,1,1,1,0,16,invscaling,29,auto,9,8,randomForestClassifier,8,1,lbfgs,uniform,0.905982905982906
tanh,auto,11,gini,1,1,0,1,1,1,0,1,0,0,1,1,31,constant,91,auto,4,12,kneighborsClassifier,8,7,lbfgs,uniform,0.7680097680097681
relu,kd_tree,8,gini,1,1,1,0,0,0,0,0,1,1,1,1,15,adaptive,16,auto,15,23,randomForestClassifier,4,7,adam,uniform,0.8644688644688645
relu,auto,17,gini,1,0,1,1,1,0,1,1,0,1,0,0,35,constant,54,log2,8,21,kneighborsClassifier,3,4,sgd,uniform,0.7851037851037851
relu,ball_tree,18,entropy,1,0,0,1,1,0,0,0,1,1,1,1,10,constant,36,auto,19,25,randomForestClassifier,9,1,sgd,distance,0.8522588522588522
logistic,ball_tree,20,gini,1,0,1,0,1,0,0,1,0,1,1,1,17,invscaling,16,auto,8,3,randomForestClassifier,7,1,lbfgs,distance,0.8681318681318682
tanh,kd_tree,29,gini,0,0,0,0,0,0,1,0,1,1,1,1,23,invscaling,44,sqrt,8,4,nnClassifier,1,7,lbfgs,uniform,0.590964590964591
relu,ball_tree,32,entropy,1,1,0,1,1,1,1,1,0,1,0,0,3,constant,11,auto,14,2,kneighborsClassifier,1,9,adam,uniform,0.757020757020757
logistic,brute,25,gini,1,1,1,1,1,1,0,1,1,0,0,1,16,adaptive,96,log2,13,8,nnClassifier,2,2,sgd,uniform,0.5775335775335775
tanh,auto,31,gini,1,1,1,0,1,0,1,0,0,1,1,1,25,adaptive,89,auto,6,20,kneighborsClassifier,10,9,lbfgs,uniform,0.8388278388278388
relu,kd_tree,15,gini,1,0,1,1,1,1,1,1,1,0,1,0,18,invscaling,86,log2,15,3,randomForestClassifier,5,8,adam,distance,0.9157509157509157
relu,kd_tree,10,gini,1,0,1,0,0,0,0,1,1,0,0,1,14,invscaling,23,auto,16,24,randomForestClassifier,1,3,lbfgs,distance,0.8620268620268621
identity,kd_tree,10,entropy,0,0,0,1,1,0,1,1,1,0,0,1,14,invscaling,30,auto,18,4,kneighborsClassifier,3,9,adam,uniform,0.8070818070818071
tanh,brute,16,entropy,1,1,1,0,1,1,1,1,1,1,1,0,16,invscaling,93,sqrt,9,16,randomForestClassifier,1,9,lbfgs,distance,0.9157509157509157
logistic,brute,26,entropy,0,1,1,0,0,0,0,1,0,1,0,1,7,adaptive,85,log2,12,15,nnClassifier,7,8,sgd,uniform,0.5897435897435898
identity,auto,26,entropy,0,1,1,0,1,0,1,0,0,1,0,0,23,constant,64,sqrt,5,24,nnClassifier,7,9,sgd,uniform,0.5811965811965812
relu,auto,11,gini,0,0,1,1,0,1,0,0,1,1,1,1,37,constant,6,log2,19,12,kneighborsClassifier,5,2,adam,distance,0.7655677655677655
tanh,ball_tree,30,entropy,1,1,1,0,0,1,1,1,0,1,1,0,24,invscaling,99,sqrt,12,38,kneighborsClassifier,4,2,adam,distance,0.7557997557997558
identity,brute,20,entropy,1,0,0,1,1,1,1,1,1,0,0,1,18,constant,31,auto,18,3,randomForestClassifier,2,8,sgd,distance,0.9096459096459096
tanh,kd_tree,8,entropy,1,1,1,0,0,1,0,1,0,1,1,1,13,constant,27,sqrt,11,38,nnClassifier,8,6,lbfgs,distance,0.5811965811965812
