activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,13,gini,1,1,0,1,1,1,0,1,0,1,0,1,34,invscaling,34,sqrt,5,39,randomForestClassifier,6,5,adam,uniform,0.8962148962148963
identity,ball_tree,24,gini,1,0,0,1,1,0,1,1,1,1,1,1,24,invscaling,22,auto,3,40,nnClassifier,6,5,lbfgs,uniform,0.5982905982905983
tanh,auto,17,entropy,0,1,1,1,0,1,0,0,0,0,0,0,31,adaptive,65,sqrt,16,37,nnClassifier,10,3,sgd,distance,0.5995115995115995
tanh,auto,31,entropy,1,0,1,0,0,1,0,1,1,1,0,1,26,constant,49,auto,20,40,nnClassifier,4,7,adam,uniform,0.5848595848595849
tanh,kd_tree,29,gini,1,1,0,1,1,0,1,1,0,1,0,0,22,adaptive,63,auto,20,31,randomForestClassifier,7,4,adam,uniform,0.8901098901098901
logistic,kd_tree,22,entropy,0,0,0,1,1,1,1,1,0,0,1,1,31,constant,16,log2,9,40,kneighborsClassifier,10,5,lbfgs,uniform,0.7875457875457875
identity,brute,31,entropy,1,0,0,0,1,0,0,1,0,0,0,1,12,constant,51,sqrt,13,29,nnClassifier,7,1,sgd,uniform,0.6141636141636142
identity,brute,28,entropy,0,1,0,0,1,1,0,0,0,0,0,1,25,invscaling,60,sqrt,2,5,randomForestClassifier,5,7,lbfgs,uniform,0.8901098901098901
identity,ball_tree,8,gini,0,1,0,0,1,1,0,1,0,1,1,0,14,invscaling,1,sqrt,20,7,nnClassifier,2,5,lbfgs,uniform,0.5921855921855922
relu,auto,28,entropy,1,0,0,1,1,0,1,0,0,1,0,1,31,invscaling,56,auto,19,14,kneighborsClassifier,4,9,lbfgs,uniform,0.7680097680097681
logistic,auto,10,entropy,0,1,0,0,0,1,1,1,1,0,1,0,22,constant,22,log2,5,15,nnClassifier,3,3,lbfgs,uniform,0.5995115995115995
tanh,brute,25,entropy,1,0,0,0,0,0,1,1,0,0,0,1,17,constant,59,log2,5,3,randomForestClassifier,3,10,adam,uniform,0.8705738705738706
identity,brute,28,entropy,0,0,0,1,0,1,1,0,0,1,0,0,11,constant,69,log2,10,18,nnClassifier,7,5,adam,distance,0.6019536019536019
tanh,kd_tree,30,entropy,0,0,1,0,0,1,1,1,0,1,1,1,23,invscaling,5,auto,20,25,randomForestClassifier,1,5,sgd,uniform,0.8937728937728938
relu,auto,24,gini,0,0,0,1,0,1,1,1,1,1,1,1,19,adaptive,70,auto,2,10,nnClassifier,4,1,adam,uniform,0.5763125763125763
tanh,brute,14,entropy,0,0,1,0,0,1,0,0,0,0,0,0,16,constant,17,sqrt,18,6,kneighborsClassifier,9,4,adam,distance,0.8107448107448108
tanh,auto,10,entropy,1,0,1,1,1,0,0,1,1,0,0,1,27,invscaling,66,log2,4,36,kneighborsClassifier,2,7,sgd,uniform,0.7912087912087912
identity,ball_tree,28,gini,0,1,0,1,0,0,0,0,0,0,0,0,39,constant,59,auto,12,36,randomForestClassifier,10,4,lbfgs,distance,0.8021978021978022
identity,brute,8,gini,0,0,0,1,1,1,1,1,1,1,1,0,28,invscaling,38,log2,9,19,kneighborsClassifier,2,5,adam,distance,0.73992673992674
relu,ball_tree,16,gini,0,1,1,1,0,0,0,1,1,1,1,1,22,adaptive,46,auto,5,37,randomForestClassifier,3,8,lbfgs,distance,0.8742368742368742
tanh,brute,13,entropy,0,0,0,1,1,1,0,0,0,1,0,0,21,invscaling,3,log2,10,15,nnClassifier,1,7,sgd,uniform,0.5860805860805861
logistic,brute,29,entropy,0,0,1,1,1,1,1,0,0,1,0,1,37,invscaling,40,auto,9,34,nnClassifier,4,4,sgd,distance,0.7032967032967034
logistic,ball_tree,27,gini,0,1,0,1,0,0,0,0,0,1,1,0,39,constant,20,auto,19,14,kneighborsClassifier,1,2,adam,distance,0.7496947496947497
identity,kd_tree,14,entropy,0,1,1,1,0,1,0,1,1,0,1,0,11,adaptive,36,log2,11,26,kneighborsClassifier,8,5,sgd,distance,0.7643467643467643
tanh,brute,22,entropy,0,1,0,0,1,1,0,0,1,1,1,1,26,invscaling,24,log2,11,18,kneighborsClassifier,9,2,adam,distance,0.7338217338217338
logistic,ball_tree,30,gini,1,1,0,1,1,0,0,0,1,1,0,0,27,adaptive,68,auto,17,22,kneighborsClassifier,1,5,adam,distance,0.7484737484737485
identity,auto,12,gini,0,1,0,1,1,0,1,0,0,1,1,0,2,constant,94,auto,8,27,nnClassifier,2,10,adam,distance,0.6007326007326007
logistic,ball_tree,23,gini,1,0,0,0,1,1,0,0,0,1,0,1,15,invscaling,28,auto,10,39,nnClassifier,9,3,sgd,uniform,0.7032967032967034
tanh,kd_tree,14,entropy,1,1,0,0,0,1,1,0,1,0,1,0,2,invscaling,85,log2,20,32,nnClassifier,5,7,adam,distance,0.6007326007326007
tanh,brute,9,entropy,1,0,1,1,0,0,0,1,0,0,1,1,14,invscaling,48,log2,8,34,kneighborsClassifier,7,8,sgd,uniform,0.7777777777777778
tanh,brute,29,entropy,0,1,0,1,0,0,1,1,0,0,0,1,35,invscaling,47,auto,5,6,nnClassifier,5,9,adam,uniform,0.5787545787545788
relu,ball_tree,18,gini,1,1,1,1,1,1,0,1,1,0,0,0,24,invscaling,69,log2,10,4,nnClassifier,5,4,sgd,distance,0.5836385836385837
tanh,brute,25,gini,0,1,1,0,1,1,0,1,1,0,0,1,35,constant,45,log2,9,29,nnClassifier,6,4,lbfgs,uniform,0.5763125763125763
relu,auto,11,entropy,1,1,0,0,1,1,0,1,0,1,0,1,31,constant,37,log2,5,11,nnClassifier,1,1,sgd,uniform,0.6056166056166056
tanh,ball_tree,16,gini,1,1,0,1,0,1,0,0,0,0,1,0,3,constant,6,log2,3,37,nnClassifier,2,2,adam,distance,0.6019536019536019
tanh,auto,16,entropy,0,0,1,1,0,0,0,0,1,1,1,1,31,constant,14,log2,14,27,nnClassifier,3,6,sgd,distance,0.5738705738705738
logistic,ball_tree,21,entropy,0,0,0,1,1,1,0,0,1,0,0,0,19,adaptive,86,sqrt,16,28,nnClassifier,10,10,adam,distance,0.5921855921855922
tanh,brute,18,gini,0,1,0,1,0,0,1,0,1,1,1,0,33,adaptive,38,log2,2,22,nnClassifier,5,7,sgd,distance,0.575091575091575
identity,brute,16,gini,0,1,1,1,1,1,1,0,1,1,0,0,16,constant,90,sqrt,17,39,kneighborsClassifier,2,9,sgd,uniform,0.7826617826617827
relu,brute,21,entropy,0,0,0,0,1,0,1,1,0,0,0,0,15,constant,4,sqrt,3,36,kneighborsClassifier,5,10,lbfgs,uniform,0.7374847374847375
tanh,kd_tree,15,gini,1,1,1,1,0,1,1,0,1,0,1,1,32,adaptive,72,sqrt,10,15,nnClassifier,6,9,adam,uniform,0.5848595848595849
relu,ball_tree,15,entropy,0,1,1,1,1,1,1,1,0,0,1,1,10,constant,65,auto,10,32,kneighborsClassifier,5,5,lbfgs,distance,0.7802197802197802
logistic,ball_tree,21,entropy,1,0,1,0,0,1,0,0,1,1,1,1,27,invscaling,9,log2,20,8,randomForestClassifier,3,1,lbfgs,uniform,0.9157509157509157
identity,auto,12,gini,1,1,1,0,1,1,1,1,1,0,1,0,33,invscaling,43,auto,2,28,kneighborsClassifier,3,5,sgd,uniform,0.7557997557997558
relu,brute,15,entropy,1,1,1,0,0,0,1,1,1,0,0,0,34,constant,84,sqrt,3,13,randomForestClassifier,5,4,lbfgs,distance,0.8766788766788767
identity,auto,24,gini,1,1,1,1,0,1,0,0,1,0,0,1,6,constant,50,auto,2,3,nnClassifier,1,9,sgd,distance,0.5934065934065934
relu,kd_tree,24,entropy,1,1,1,0,0,1,0,0,1,0,0,1,11,invscaling,24,auto,20,9,nnClassifier,2,4,sgd,uniform,0.5531135531135531
identity,auto,8,entropy,1,1,1,1,1,1,1,0,1,1,1,1,23,constant,45,auto,3,28,nnClassifier,10,3,sgd,distance,0.5934065934065934
tanh,auto,29,entropy,1,1,1,1,1,1,0,1,1,0,1,0,24,invscaling,4,auto,15,32,randomForestClassifier,9,7,adam,distance,0.8925518925518926
relu,kd_tree,21,gini,1,0,1,1,0,1,0,0,1,1,1,1,31,invscaling,23,sqrt,18,33,kneighborsClassifier,5,9,adam,distance,0.7936507936507936
logistic,kd_tree,17,gini,1,1,1,1,0,0,0,0,1,1,0,0,29,adaptive,50,sqrt,11,22,nnClassifier,7,5,lbfgs,distance,0.57997557997558
logistic,kd_tree,11,entropy,0,0,1,0,1,0,1,1,0,1,0,1,11,invscaling,33,auto,17,13,nnClassifier,3,7,adam,uniform,0.5787545787545788
identity,kd_tree,19,gini,1,0,1,1,1,1,1,1,0,1,0,1,25,adaptive,86,auto,12,10,kneighborsClassifier,5,8,lbfgs,uniform,0.7765567765567766
logistic,brute,32,gini,0,0,0,1,1,0,0,0,1,1,0,0,36,adaptive,88,log2,13,23,randomForestClassifier,8,6,sgd,distance,0.833943833943834
identity,brute,12,gini,1,1,1,0,0,1,1,1,1,1,1,0,10,adaptive,22,auto,15,19,nnClassifier,7,2,sgd,uniform,0.5921855921855922
logistic,brute,22,entropy,1,0,1,0,1,1,1,0,0,0,0,1,11,adaptive,39,sqrt,3,35,nnClassifier,8,2,sgd,distance,0.5934065934065934
logistic,auto,29,entropy,0,0,0,1,1,1,1,1,1,1,0,1,27,adaptive,47,log2,11,7,nnClassifier,1,8,sgd,distance,0.5885225885225885
identity,brute,24,gini,0,0,0,1,0,1,0,0,0,0,0,0,37,constant,41,auto,9,20,kneighborsClassifier,9,5,lbfgs,uniform,0.8351648351648352
relu,ball_tree,13,entropy,0,1,0,0,1,0,1,1,1,1,1,0,16,adaptive,22,auto,15,28,nnClassifier,3,2,lbfgs,uniform,0.5763125763125763
relu,ball_tree,15,entropy,0,1,1,0,1,1,1,0,1,1,0,0,21,constant,74,log2,12,21,nnClassifier,6,10,sgd,uniform,0.5921855921855922
logistic,auto,30,entropy,1,0,1,0,0,0,0,1,0,1,1,1,14,adaptive,67,sqrt,7,31,kneighborsClassifier,1,9,sgd,uniform,0.7814407814407814
identity,auto,10,entropy,1,0,0,1,0,0,0,1,1,0,1,0,4,adaptive,51,sqrt,8,13,randomForestClassifier,4,2,adam,distance,0.8595848595848596
relu,ball_tree,30,entropy,1,1,0,0,1,1,1,1,0,0,1,0,10,adaptive,43,auto,8,24,randomForestClassifier,7,4,lbfgs,uniform,0.9035409035409036
logistic,ball_tree,20,gini,1,0,0,0,1,0,0,0,0,0,1,1,33,adaptive,11,auto,16,16,nnClassifier,8,9,lbfgs,uniform,0.5897435897435898
tanh,brute,30,gini,0,0,0,0,1,0,0,0,0,0,0,1,19,invscaling,7,auto,2,18,randomForestClassifier,8,5,sgd,distance,0.8034188034188035
logistic,kd_tree,22,entropy,1,0,1,1,1,0,0,0,1,1,0,1,6,constant,5,sqrt,9,33,nnClassifier,8,10,sgd,uniform,0.5763125763125763
relu,auto,31,gini,1,1,0,0,0,0,1,0,1,1,1,0,25,adaptive,40,sqrt,10,38,kneighborsClassifier,3,2,lbfgs,distance,0.645909645909646
relu,kd_tree,11,gini,0,1,1,0,0,1,0,1,0,0,1,1,3,constant,18,sqrt,6,8,kneighborsClassifier,10,2,lbfgs,distance,0.7631257631257631
tanh,ball_tree,8,gini,1,1,1,1,1,0,0,1,1,0,0,1,7,constant,51,sqrt,16,35,nnClassifier,2,3,sgd,uniform,0.5763125763125763
logistic,kd_tree,20,entropy,0,1,1,0,1,1,0,1,0,1,0,0,26,adaptive,14,log2,11,9,kneighborsClassifier,6,8,lbfgs,uniform,0.8083028083028083
