activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,29,entropy,0,1,0,1,0,1,0,1,1,0,0,1,30,invscaling,66,log2,18,24,randomForestClassifier,8,9,adam,distance,0.8937728937728938
identity,brute,10,gini,0,1,1,1,1,0,1,1,0,1,0,0,24,constant,75,log2,2,25,kneighborsClassifier,4,8,lbfgs,uniform,0.8058608058608059
logistic,kd_tree,30,gini,0,0,1,1,1,0,1,0,0,1,0,1,28,invscaling,17,auto,19,28,randomForestClassifier,5,7,adam,uniform,0.9035409035409036
tanh,auto,10,gini,1,1,1,1,0,0,0,0,1,0,1,0,14,adaptive,89,sqrt,18,26,randomForestClassifier,6,10,lbfgs,distance,0.884004884004884
tanh,kd_tree,25,entropy,0,0,0,1,0,1,0,1,0,1,0,0,25,invscaling,59,log2,11,19,randomForestClassifier,3,10,lbfgs,distance,0.8742368742368742
logistic,brute,28,entropy,1,0,1,0,1,0,1,0,0,0,0,1,10,constant,88,auto,18,14,kneighborsClassifier,10,3,adam,uniform,0.8058608058608059
logistic,ball_tree,25,entropy,1,1,1,1,0,1,0,0,1,1,1,1,30,invscaling,67,auto,12,30,randomForestClassifier,3,6,adam,uniform,0.9169719169719169
logistic,ball_tree,9,gini,0,0,1,1,1,0,0,0,0,0,1,0,39,constant,36,log2,9,17,kneighborsClassifier,9,8,sgd,distance,0.8229548229548229
relu,auto,23,gini,0,1,0,1,1,1,0,0,1,1,0,1,24,adaptive,74,auto,5,22,randomForestClassifier,7,5,lbfgs,distance,0.8974358974358975
logistic,auto,15,entropy,0,1,0,1,1,0,0,0,0,0,0,1,22,invscaling,40,log2,14,26,randomForestClassifier,5,8,lbfgs,distance,0.8388278388278388
relu,kd_tree,30,gini,0,1,0,0,0,1,1,0,1,1,0,1,29,adaptive,17,auto,6,3,nnClassifier,9,10,lbfgs,uniform,0.5860805860805861
relu,auto,19,entropy,0,0,1,0,0,0,0,0,1,0,0,0,34,constant,19,sqrt,15,27,randomForestClassifier,8,6,sgd,distance,0.78998778998779
identity,kd_tree,24,entropy,0,0,0,1,1,1,0,0,0,0,1,0,21,invscaling,1,auto,8,27,nnClassifier,9,3,sgd,distance,0.6031746031746031
tanh,ball_tree,31,entropy,1,0,1,0,0,1,1,0,0,1,1,0,32,invscaling,76,sqrt,2,27,kneighborsClassifier,4,6,adam,distance,0.8131868131868132
identity,brute,21,gini,0,1,0,0,1,0,0,0,0,0,1,1,26,invscaling,23,log2,12,35,randomForestClassifier,2,10,sgd,distance,0.8266178266178266
tanh,auto,9,entropy,0,1,0,1,1,0,1,1,1,1,1,1,4,adaptive,97,auto,12,19,kneighborsClassifier,3,8,lbfgs,uniform,0.7826617826617827
logistic,brute,25,gini,1,1,0,0,1,1,0,0,0,1,1,1,26,adaptive,59,log2,3,15,kneighborsClassifier,1,3,sgd,distance,0.746031746031746
logistic,ball_tree,29,entropy,0,0,0,1,1,1,0,0,0,0,0,0,4,constant,23,auto,16,40,kneighborsClassifier,4,1,sgd,uniform,0.7423687423687424
relu,ball_tree,26,entropy,0,1,1,0,0,0,1,0,0,0,1,0,30,invscaling,39,auto,14,22,kneighborsClassifier,6,9,adam,distance,0.8021978021978022
identity,kd_tree,27,entropy,0,1,1,0,0,0,0,1,0,1,1,1,5,invscaling,42,sqrt,17,23,randomForestClassifier,4,7,lbfgs,distance,0.8656898656898657
tanh,auto,18,entropy,1,1,1,0,1,0,0,0,1,1,1,0,28,constant,55,log2,18,36,nnClassifier,1,10,sgd,distance,0.5811965811965812
identity,auto,21,entropy,0,0,1,0,1,0,1,1,1,0,0,1,27,adaptive,3,auto,5,37,kneighborsClassifier,10,8,adam,distance,0.7985347985347986
tanh,auto,15,gini,0,1,1,0,0,0,1,1,0,1,0,0,18,invscaling,55,log2,17,32,kneighborsClassifier,6,1,adam,distance,0.7741147741147741
logistic,ball_tree,19,entropy,0,1,0,1,1,0,0,0,0,1,1,1,39,adaptive,75,auto,10,36,nnClassifier,7,1,sgd,distance,0.5934065934065934
tanh,ball_tree,27,entropy,0,1,1,0,1,0,1,0,0,0,1,1,15,invscaling,100,auto,6,6,nnClassifier,3,6,sgd,distance,0.5641025641025641
logistic,ball_tree,23,entropy,1,1,1,1,1,1,1,1,1,1,1,0,34,invscaling,1,log2,5,19,randomForestClassifier,7,9,lbfgs,uniform,0.9133089133089133
identity,brute,13,entropy,1,0,1,1,0,1,0,1,0,0,0,1,21,invscaling,6,log2,2,3,kneighborsClassifier,7,3,sgd,uniform,0.7777777777777778
tanh,kd_tree,28,entropy,1,1,1,1,0,1,0,1,1,1,1,1,34,invscaling,28,sqrt,19,14,nnClassifier,1,10,sgd,distance,0.03296703296703297
identity,auto,9,gini,1,0,0,1,1,0,1,1,0,1,0,1,18,invscaling,43,log2,16,29,nnClassifier,9,2,lbfgs,distance,0.5970695970695971
tanh,kd_tree,14,entropy,1,0,0,1,1,1,0,1,1,0,1,0,23,adaptive,26,auto,5,37,nnClassifier,3,5,sgd,uniform,0.6019536019536019
