feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,sqrt,10,28,nan,nan,NA,NA,0.9342672413793104,5.951200723648071
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,auto,12,29,nan,nan,NA,NA,0.9353448275862069,11.975960493087769
1,0,1,nnClassifier,relu,NA,12,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9525862068965517,19.591766119003296
1,1,0,nnClassifier,logistic,NA,26,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.9558189655172413,26.669755935668945
0,0,0,nnClassifier,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.0,30.75411581993103
0,1,1,nnClassifier,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.9536637931034483,38.783169984817505
1,1,0,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.9558189655172413,57.120123863220215
0,0,0,nnClassifier,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.0,61.413865089416504
1,1,0,nnClassifier,logistic,NA,25,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9558189655172413,66.29429030418396
1,0,0,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.9558189655172413,73.59146928787231
1,0,0,nnClassifier,identity,NA,27,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9558189655172413,79.58718013763428
0,1,0,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.9558189655172413,87.3999559879303
0,1,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9558189655172413,106.24066543579102
0,1,0,nnClassifier,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.9558189655172413,114.10823082923889
0,0,0,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.0,118.8726065158844
1,0,1,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9515086206896551,123.60323739051819
0,0,1,nnClassifier,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9547413793103449,130.52332639694214
1,0,0,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9558189655172413,135.5603804588318
0,1,0,nnClassifier,logistic,NA,11,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.9558189655172413,145.94163298606873
0,0,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.0,150.42763543128967
1,1,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9558189655172413,155.6386661529541
0,1,0,nnClassifier,logistic,NA,27,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9558189655172413,160.4229416847229
0,0,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.0,165.44559955596924
1,1,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9558189655172413,189.05820989608765
1,1,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.9558189655172413,198.26801085472107
0,1,0,nnClassifier,relu,NA,25,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.9558189655172413,205.41111016273499
0,0,0,nnClassifier,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.0,209.956383228302
0,1,0,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9558189655172413,214.85970520973206
0,0,0,nnClassifier,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.0,219.66418838500977
1,1,0,nnClassifier,logistic,NA,11,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.9558189655172413,240.56315898895264
