feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,sqrt,18,12,nan,nan,NA,NA,0.9396551724137931,6.382134675979614
1,0,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9030172413793104,11.400476932525635
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,sqrt,10,11,nan,nan,NA,NA,0.9396551724137931,17.474162340164185
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,sqrt,8,6,nan,nan,NA,NA,0.9396551724137931,23.05502438545227
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,log2,20,6,nan,nan,NA,NA,0.9396551724137931,28.71760392189026
0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,2,20,nan,nan,NA,NA,0.9364224137931034,34.33205723762512
1,0,0,nnClassifier,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.9439655172413793,49.60654091835022
0,0,1,nnClassifier,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9439655172413793,67.05296063423157
0,0,1,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.9364224137931034,79.9606614112854
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9396551724137931,84.99799609184265
0,0,1,nnClassifier,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.9375,92.08940815925598
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9396551724137931,96.91389656066895
0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.0,102.05807447433472
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9202586206896551,106.68907976150513
1,0,0,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8911637931034483,112.26704549789429
1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9396551724137931,117.27685022354126
1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9396551724137931,122.12110662460327
0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9310344827586207,127.04026055335999
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9396551724137931,131.6776077747345
0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9396551724137931,136.45972657203674
0,1,0,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9396551724137931,141.43350338935852
0,0,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9342672413793104,146.37184643745422
0,1,0,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9396551724137931,150.92093324661255
