feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9450431034482759,5.344973087310791
1,1,0,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.947198275862069,9.55465054512024
0,0,0,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.0,14.22313666343689
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.947198275862069,18.608439683914185
1,1,0,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.947198275862069,23.380032300949097
0,0,0,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,9,NA,distance,0.0,27.8697190284729
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.947198275862069,32.508317947387695
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,7,NA,distance,0.947198275862069,37.367629289627075
0,1,0,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.947198275862069,41.603522300720215
1,1,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.947198275862069,45.97566246986389
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.947198275862069,50.822402477264404
0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9461206896551724,55.69809699058533
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,9,NA,distance,0.947198275862069,60.19677805900574
0,1,0,kneighborsClassifier,NA,auto,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9461206896551724,64.64497184753418
1,1,0,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.947198275862069,68.78673887252808
0,1,0,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.947198275862069,73.1837694644928
1,1,0,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9482758620689655,77.77690434455872
1,0,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9331896551724138,81.92577338218689
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9482758620689655,86.46076846122742
1,1,0,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9482758620689655,91.34042048454285
1,0,0,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.947198275862069,96.26054167747498
1,0,0,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,9,NA,distance,0.947198275862069,101.14853501319885
0,1,0,nnClassifier,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9461206896551724,113.40139174461365
1,1,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.947198275862069,118.1390392780304
