feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9439655172413793,5.293286085128784
1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,sqrt,15,22,nan,nan,NA,NA,0.9450431034482759,10.762825965881348
1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,sqrt,9,6,nan,nan,NA,NA,0.9450431034482759,17.04150080680847
1,0,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9450431034482759,21.786961793899536
1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,sqrt,12,28,nan,nan,NA,NA,0.9450431034482759,27.642008066177368
0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,sqrt,10,26,nan,nan,NA,NA,0.9450431034482759,33.42167329788208
0,1,1,nnClassifier,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.9288793103448276,48.88630414009094
1,0,1,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9310344827586207,53.726006746292114
1,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9450431034482759,58.512614727020264
1,1,0,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9418103448275862,65.96874618530273
1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9450431034482759,70.3303153514862
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9450431034482759,75.16632032394409
0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,log2,6,26,nan,nan,NA,NA,0.9439655172413793,80.65929508209229
1,1,0,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9439655172413793,84.97176098823547
1,1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9450431034482759,89.50498032569885
1,1,0,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9450431034482759,93.72133374214172
1,0,0,nnClassifier,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.9418103448275862,99.48037815093994
1,0,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9450431034482759,104.28548216819763
1,1,1,nnClassifier,logistic,NA,17,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9256465517241379,113.16378927230835
1,1,0,nnClassifier,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.9418103448275862,118.99945640563965
1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9213362068965517,123.48700952529907
1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9450431034482759,128.2818648815155
1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9450431034482759,132.83048605918884
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8760775862068966,137.4288465976715
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9450431034482759,141.84151649475098
1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9450431034482759,146.57862496376038
0,0,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,2,NA,distance,0.0,151.2683744430542
1,1,0,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9450431034482759,156.34028697013855
1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9450431034482759,161.39388298988342
1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9450431034482759,166.52457642555237
0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9450431034482759,170.97547030448914
0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9450431034482759,175.6455545425415
