activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,5,constant,13,sqrt,4,26,kneighborsClassifier,1,9,adam,distance,0.6141636141636142
tanh,kd_tree,31,entropy,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,26,adaptive,46,auto,8,10,kneighborsClassifier,10,8,lbfgs,distance,0.6092796092796092
relu,brute,31,entropy,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,21,invscaling,90,sqrt,6,9,kneighborsClassifier,5,8,lbfgs,distance,0.6031746031746031
tanh,kd_tree,27,entropy,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,5,constant,13,auto,4,26,kneighborsClassifier,6,9,adam,distance,0.5982905982905983
logistic,kd_tree,13,gini,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,23,invscaling,32,log2,12,15,kneighborsClassifier,9,6,adam,uniform,0.5726495726495726
logistic,kd_tree,22,gini,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,26,adaptive,46,auto,8,40,kneighborsClassifier,10,1,lbfgs,distance,0.5518925518925519
logistic,brute,20,gini,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,20,invscaling,70,auto,19,34,kneighborsClassifier,5,3,sgd,uniform,0.5995115995115995
logistic,auto,31,entropy,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.6373626373626373
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.8974358974358975
logistic,brute,20,gini,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,17,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
logistic,brute,32,gini,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8913308913308914
logistic,auto,31,entropy,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.6373626373626373
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,5,constant,13,sqrt,4,26,kneighborsClassifier,1,9,adam,distance,0.6141636141636142
relu,brute,31,entropy,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,5,constant,13,sqrt,4,26,kneighborsClassifier,8,9,adam,distance,0.6105006105006106
tanh,kd_tree,31,entropy,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,26,adaptive,46,auto,8,10,kneighborsClassifier,10,8,lbfgs,distance,0.6092796092796092
relu,brute,31,entropy,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,26,adaptive,46,auto,8,10,kneighborsClassifier,10,8,lbfgs,distance,0.6056166056166056
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
logistic,brute,20,gini,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,17,24,randomForestClassifier,3,1,sgd,uniform,0.8852258852258852
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8937728937728938
logistic,brute,32,gini,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8913308913308914
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.8827838827838828
logistic,auto,31,entropy,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,5,constant,13,sqrt,4,26,kneighborsClassifier,1,9,adam,distance,0.6031746031746031
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,5,constant,13,sqrt,4,14,kneighborsClassifier,8,9,adam,uniform,0.6153846153846154
relu,brute,31,entropy,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,26,adaptive,46,auto,8,10,kneighborsClassifier,10,8,lbfgs,distance,0.6019536019536019
tanh,kd_tree,31,entropy,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,26,adaptive,46,auto,11,10,kneighborsClassifier,10,8,lbfgs,distance,0.6092796092796092
relu,brute,31,entropy,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.6410256410256411
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.8974358974358975
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8937728937728938
logistic,brute,20,gini,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,17,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
logistic,brute,32,gini,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8925518925518926
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8913308913308914
logistic,brute,32,gini,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8913308913308914
logistic,brute,20,gini,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,17,24,randomForestClassifier,3,1,sgd,uniform,0.8852258852258852
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,9,sgd,distance,0.8827838827838828
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,5,1,sgd,uniform,0.8986568986568987
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8962148962148963
logistic,brute,20,gini,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,11,sqrt,17,24,randomForestClassifier,3,1,sgd,uniform,0.6422466422466423
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8974358974358975
logistic,brute,32,gini,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8901098901098901
tanh,ball_tree,16,entropy,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8974358974358975
tanh,ball_tree,23,gini,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,6,invscaling,44,sqrt,4,24,randomForestClassifier,3,1,sgd,uniform,0.8913308913308914
logistic,brute,32,gini,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,6,invscaling,44,sqrt,17,24,randomForestClassifier,3,1,sgd,uniform,0.894993894993895
logistic,brute,20,gini,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,kneighborsClassifier,4,9,sgd,distance,0.6239316239316239
tanh,ball_tree,23,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,8,constant,18,auto,5,8,randomForestClassifier,4,1,sgd,distance,0.884004884004884
