,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,3,None,distance,0.8444444444444444,ok,0.16100403503514826
1,1,0,1,0,1,nnClassifier,relu,None,31.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.5981481481481481,ok,9.236834591021761
2,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,15,None,None,None,None,None,None,3,None,distance,0.8444444444444444,ok,9.257555907126516
3,0,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,9,None,None,None,None,None,None,9,None,distance,0.7074074074074074,ok,9.275584296090528
4,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,8,None,distance,0.8444444444444444,ok,9.334060569992289
5,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,21.0,log2,2.0,32.0,None,None,None,None,0.8703703703703703,ok,10.155494773061946
6,0,0,1,1,0,nnClassifier,relu,None,26.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.5555555555555556,ok,15.208154906053096
7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
8,0,1,0,1,0,nnClassifier,identity,None,21.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.6407407407407407,ok,15.293788351118565
9,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,8,None,uniform,0.812962962962963,ok,15.325571238063276
10,0,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,8,None,uniform,0.7962962962962963,ok,15.35715056816116
11,1,0,0,1,0,nnClassifier,logistic,None,27.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.5888888888888889,ok,24.245349533157423
12,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,35,None,None,None,None,None,None,9,None,uniform,0.85,ok,24.27817275817506
13,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,36,None,None,None,None,None,None,9,None,distance,0.8759259259259259,ok,24.297982175135985
14,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,6,None,uniform,0.7981481481481482,ok,24.3295555151999
15,0,1,1,1,1,nnClassifier,tanh,None,21.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.5888888888888889,ok,27.52107946202159
16,1,1,1,1,1,nnClassifier,tanh,None,11.0,None,None,adaptive,None,None,None,None,8.0,None,sgd,None,0.5814814814814815,ok,48.59773297421634
17,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,22,None,None,None,None,None,None,5,None,distance,0.8740740740740741,ok,48.618673908058554
18,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,5,None,uniform,0.7851851851851852,ok,48.6497773330193
19,0,1,0,0,1,nnClassifier,tanh,None,14.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.6129629629629629,ok,65.43533373717219
20,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,84.0,auto,19.0,4.0,None,None,None,None,0.8314814814814815,ok,66.13991149119101
21,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,97.0,sqrt,7.0,4.0,None,None,None,None,0.8592592592592593,ok,66.81169066019356
22,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,27,None,None,None,None,None,None,5,None,distance,0.912962962962963,ok,66.84764835820533
23,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,3.0,sqrt,18.0,38.0,None,None,None,None,0.7870370370370371,ok,67.48656860203482
24,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,28,None,None,None,None,None,None,6,None,distance,0.8759259259259259,ok,67.52100799814798
25,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,26,None,None,None,None,None,None,6,None,distance,0.9074074074074074,ok,67.5561069061514
26,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,26,None,None,None,None,None,None,4,None,distance,0.9203703703703704,ok,67.62864744500257
27,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,55.0,log2,12.0,19.0,None,None,None,None,0.8648148148148148,ok,68.72586132306606
28,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,1,None,distance,0.8962962962962963,ok,68.77500718599185
29,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,3,None,distance,0.9185185185185185,ok,68.83112367801368
30,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,5,None,None,None,None,None,None,3,None,distance,0.9185185185185185,ok,68.88752893614583
31,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,1,None,distance,0.8962962962962963,ok,68.93783506611362
32,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,18,None,None,None,None,None,None,2,None,distance,0.8962962962962963,ok,68.99052373808809
33,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,5,None,None,None,None,None,None,4,None,distance,0.9203703703703704,ok,69.0667637840379
34,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,46.0,auto,2.0,19.0,None,None,None,None,0.8796296296296297,ok,69.92708342010155
35,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,4,None,distance,0.9203703703703704,ok,69.9662177960854
36,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,7,None,None,None,None,None,None,4,None,distance,0.9203703703703704,ok,70.32399783912115
37,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,67.0,sqrt,13.0,29.0,None,None,None,None,0.8685185185185185,ok,71.37721120007336
38,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,4,None,distance,0.8555555555555555,ok,71.41448124800809
39,1,0,1,1,0,nnClassifier,logistic,None,8.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.6018518518518519,ok,89.56710651912726
40,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,2,None,distance,0.8462962962962963,ok,89.61894269799814
41,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,9,None,None,None,None,None,None,7,None,distance,0.8574074074074074,ok,89.65679221902974
42,0,1,1,0,0,nnClassifier,identity,None,15.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,0.6648148148148149,ok,89.7497829911299
43,1,0,0,1,0,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,2,None,distance,0.8148148148148148,ok,89.80088001908734
44,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,4,None,distance,0.924074074074074,ok,89.84301667008549
45,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,21.0,auto,7.0,12.0,None,None,None,None,0.8388888888888889,ok,90.42871384113096
46,1,0,0,1,1,nnClassifier,identity,None,31.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.6111111111111112,ok,94.62949103512801
47,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,7,None,uniform,0.8833333333333333,ok,94.68544566608034
48,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,18,None,None,None,None,None,None,3,None,distance,0.774074074074074,ok,94.72087639500387
49,1,1,0,1,1,nnClassifier,relu,None,16.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.5703703703703704,ok,111.78890335117467
50,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,11,None,None,None,None,None,None,2,None,distance,0.9037037037037037,ok,111.82956093898974
