,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,4,None,uniform,0.6796296296296296,ok,0.05308196390978992
1,1,0,1,1,0,nnClassifier,tanh,None,30.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.5648148148148148,ok,3.3726252058986574
2,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,2,None,uniform,0.7351851851851852,ok,3.4275280479341745
3,1,1,0,0,0,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.725925925925926,ok,3.509918780066073
4,1,0,1,0,0,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,8,None,distance,0.7962962962962963,ok,3.57264970196411
5,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,93.0,log2,4.0,38.0,None,None,None,None,0.8407407407407408,ok,4.347452983958647
6,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,4,None,distance,0.8925925925925926,ok,4.410116987070069
7,0,1,1,1,1,nnClassifier,logistic,None,24.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.6074074074074074,ok,14.447162057971582
8,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,7.0,auto,3.0,13.0,None,None,None,None,0.8240740740740741,ok,15.150215916102752
9,0,1,1,0,0,nnClassifier,relu,None,16.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,0.725925925925926,ok,15.22593195992522
10,1,0,1,0,0,nnClassifier,logistic,None,29.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.6370370370370371,ok,26.316583999898285
11,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,29,None,None,None,None,None,None,2,None,distance,0.8333333333333334,ok,26.34064428298734
12,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,54.0,log2,8.0,40.0,None,None,None,None,0.7796296296296297,ok,26.95075520593673
13,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,25,None,None,None,None,None,None,4,None,uniform,0.7722222222222223,ok,26.98953757691197
14,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,84.0,log2,12.0,17.0,None,None,None,None,0.8222222222222222,ok,27.59240311407484
15,1,1,1,1,0,nnClassifier,tanh,None,23.0,None,None,constant,None,None,None,None,3.0,None,adam,None,0.5574074074074075,ok,41.036668919958174
16,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,25,None,None,None,None,None,None,3,None,uniform,0.762962962962963,ok,41.072260240092874
17,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,24,None,None,None,None,None,None,5,None,distance,0.7425925925925926,ok,41.093132592970505
18,1,1,1,1,1,nnClassifier,logistic,None,13.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.5981481481481481,ok,55.73536963807419
19,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,5,None,uniform,0.8481481481481481,ok,55.7742862959858
20,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,9,None,None,None,None,None,None,7,None,distance,0.8944444444444445,ok,55.92493612202816
21,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,7,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,56.0068095929455
22,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,56.08196610887535
23,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,4,None,None,None,None,None,None,10,None,distance,0.8925925925925926,ok,56.15878359391354
24,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,5,None,None,None,None,None,None,10,None,distance,0.8925925925925926,ok,56.238594142952934
25,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,56.318672477966174
26,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,17,None,None,None,None,None,None,7,None,distance,0.8944444444444445,ok,56.36079681687988
27,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,11.0,sqrt,20.0,5.0,None,None,None,None,0.8629629629629629,ok,57.41850016708486
28,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,17,None,None,None,None,None,None,9,None,distance,0.8777777777777778,ok,57.49223630898632
29,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,7,None,distance,0.8944444444444445,ok,57.57297155098058
30,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,9,None,distance,0.8777777777777778,ok,57.65251797600649
31,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,2,None,None,None,None,None,None,6,None,distance,0.8703703703703703,ok,57.69991979608312
32,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,13,None,None,None,None,None,None,9,None,distance,0.8888888888888888,ok,57.750008096918464
33,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,44.0,sqrt,19.0,31.0,None,None,None,None,0.8092592592592592,ok,58.49509467603639
34,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,7,None,None,None,None,None,None,8,None,distance,0.8740740740740741,ok,58.576515775872394
35,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,7,None,None,None,None,None,None,6,None,distance,0.8944444444444445,ok,58.65736541594379
36,1,1,1,0,1,nnClassifier,identity,None,8.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,0.6222222222222222,ok,65.8769028079696
37,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,41.0,auto,14.0,28.0,None,None,None,None,0.8444444444444444,ok,67.00889134104364
38,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,20,None,None,None,None,None,None,10,None,distance,0.8925925925925926,ok,67.056369389873
39,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,38,None,None,None,None,None,None,8,None,distance,0.8796296296296297,ok,67.13609016104601
40,1,1,0,1,1,nnClassifier,identity,None,8.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.6259259259259259,ok,80.05619604000822
41,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,69.0,auto,16.0,5.0,None,None,None,None,0.7796296296296297,ok,80.66715181688778
42,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,20,None,None,None,None,None,None,9,None,uniform,0.8629629629629629,ok,80.72407929110341
43,0,1,1,0,0,nnClassifier,identity,None,18.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,0.6481481481481481,ok,80.83081182208844
44,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,14,None,None,None,None,None,None,7,None,distance,0.8351851851851851,ok,80.91741317487322
45,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,25.0,sqrt,7.0,25.0,None,None,None,None,0.8166666666666667,ok,81.54421065887436
46,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,6,None,distance,0.8888888888888888,ok,81.62750606308691
47,0,0,0,1,1,nnClassifier,relu,None,12.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.5981481481481481,ok,92.23390964907594
48,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,22,None,None,None,None,None,None,8,None,uniform,0.8574074074074074,ok,92.29608194390312
49,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,5,None,distance,0.8925925925925926,ok,92.37720895605162
50,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,73.0,sqrt,9.0,12.0,None,None,None,None,0.837037037037037,ok,93.18882309109904
51,1,0,0,1,0,nnClassifier,tanh,None,26.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.6537037037037037,ok,95.0665905950591
52,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,36,None,None,None,None,None,None,9,None,uniform,0.8629629629629629,ok,95.12365261209197
53,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,9,None,None,None,None,None,None,1,None,distance,0.8814814814814815,ok,95.16622828203253
54,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,7,None,uniform,0.8611111111111112,ok,95.36297106207348
55,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,98.0,log2,17.0,34.0,None,None,None,None,0.8314814814814815,ok,95.95126604801044
56,0,0,1,1,1,nnClassifier,identity,None,21.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.6333333333333333,ok,96.06831127009355
57,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,6,None,None,None,None,None,None,10,None,distance,0.8925925925925926,ok,96.11920981900766
58,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,6,None,distance,0.8925925925925926,ok,96.2050142660737
59,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,11,None,None,None,None,None,None,4,None,distance,0.8796296296296297,ok,96.28941568895243
60,0,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,15,None,None,None,None,None,None,8,None,uniform,0.7537037037037037,ok,96.34002929390408
61,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,6.0,23.0,None,None,None,None,0.8777777777777778,ok,97.51951422193088
62,1,1,1,1,0,nnClassifier,tanh,None,12.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,0.5407407407407407,ok,117.33825088501908
63,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,31,None,None,None,None,None,None,3,None,distance,0.8777777777777778,ok,117.40378431905992
64,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,9,None,None,None,None,None,None,9,None,uniform,0.7666666666666667,ok,117.46228373097256
65,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,18,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,117.5455605739262
66,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,18,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,117.63064476498403
67,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,22,None,None,None,None,None,None,7,None,distance,0.8944444444444445,ok,117.71615427709185
68,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,10,None,distance,0.8925925925925926,ok,117.80061716889031
69,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,19,None,None,None,None,None,None,7,None,distance,0.8944444444444445,ok,117.88477022596635
70,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,25,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,117.92870032205246
71,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,24,None,None,None,None,None,None,9,None,distance,0.8888888888888888,ok,117.97024679998867
