,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
72,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,11,None,None,None,None,None,None,6,None,distance,0.8944444444444445,ok,118.01910074590705
73,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,5,None,distance,0.8925925925925926,ok,118.06609671609476
74,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,2,None,None,None,None,None,None,8,None,distance,0.8981481481481481,ok,118.15096734999679
75,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,32,None,None,None,None,None,None,10,None,distance,0.8925925925925926,ok,118.19881333387457
76,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,56.0,log2,11.0,3.0,None,None,None,None,0.8759259259259259,ok,119.05574617907405
77,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,5,None,None,None,None,None,None,7,None,distance,0.8944444444444445,ok,119.14409208088182
78,1,1,1,1,1,nnClassifier,logistic,None,27.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.5518518518518518,ok,130.9482534879353
79,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,9,None,distance,0.8648148148148148,ok,131.03299264493398
80,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,24,None,None,None,None,None,None,4,None,distance,0.9074074074074074,ok,131.08029789896682
81,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,3,None,uniform,0.8166666666666667,ok,131.1400484680198
82,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,24.0,sqrt,14.0,19.0,None,None,None,None,0.8425925925925926,ok,132.25995334400795
83,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,4,None,None,None,None,None,None,4,None,distance,0.9074074074074074,ok,132.31029399298131
84,1,1,1,1,1,nnClassifier,relu,None,15.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.5592592592592592,ok,150.0968802368734
85,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,34,None,None,None,None,None,None,4,None,distance,0.8629629629629629,ok,150.1417811140418
86,0,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,3,None,distance,0.7648148148148148,ok,150.18496675300412
87,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,1.0,auto,5.0,10.0,None,None,None,None,0.8907407407407407,ok,151.19537001103163
88,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,30,None,None,None,None,None,None,2,None,distance,0.9037037037037037,ok,151.24386069504544
89,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,30,None,None,None,None,None,None,2,None,distance,0.8537037037037037,ok,151.28828851506114
90,1,0,1,0,1,nnClassifier,tanh,None,20.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.5537037037037037,ok,154.77248115604743
91,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,1,None,uniform,0.8814814814814815,ok,154.8287416100502
92,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,2,None,distance,0.9037037037037037,ok,154.87501980899833
93,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,35,None,None,None,None,None,None,4,None,distance,0.9074074074074074,ok,154.9232639039401
94,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,69.0,auto,2.0,36.0,None,None,None,None,0.8555555555555555,ok,155.76724457601085
95,1,0,1,0,1,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.6962962962962963,ok,164.07351128198206
96,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,37,None,None,None,None,None,None,4,None,distance,0.8833333333333333,ok,164.12055240594782
97,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,35,None,None,None,None,None,None,5,None,distance,0.8925925925925926,ok,164.1643316480331
98,1,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,4,None,uniform,0.8574074074074074,ok,164.2212559808977
99,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,88.0,sqrt,18.0,16.0,None,None,None,None,0.8296296296296296,ok,164.81645184988156
