,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
19,0,1,1,0,0,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.5851851851851851,ok,45.66531854192726
20,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,4,None,None,None,None,None,None,8,None,distance,0.8592592592592593,ok,45.70433890493587
21,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,13,None,None,None,None,None,None,1,None,distance,0.8833333333333333,ok,45.73721491289325
22,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,13,None,None,None,None,None,None,1,None,distance,0.8833333333333333,ok,45.77058790088631
23,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,15,None,None,None,None,None,None,1,None,distance,0.8833333333333333,ok,45.804366181837395
24,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,18,None,None,None,None,None,None,2,None,distance,0.8833333333333333,ok,45.83849077601917
25,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,21,None,None,None,None,None,None,2,None,distance,0.8833333333333333,ok,45.872392955003306
26,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,7,None,distance,0.8685185185185185,ok,45.90743106184527
27,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,15,None,None,None,None,None,None,2,None,uniform,0.8537037037037037,ok,46.05197030981071
28,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,2,None,distance,0.8833333333333333,ok,46.103785963961855
29,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,6,None,distance,0.8722222222222222,ok,46.176266233902425
30,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,2,None,distance,0.8833333333333333,ok,46.21099673700519
31,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,3,None,uniform,0.8629629629629629,ok,46.25800111098215
32,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,36,None,None,None,None,None,None,3,None,distance,0.8796296296296297,ok,46.31538752280176
33,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,1,None,distance,0.8833333333333333,ok,46.34991676895879
34,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,1,None,distance,0.8833333333333333,ok,46.38511312380433
35,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,10,None,uniform,0.8462962962962963,ok,46.43589604785666
36,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,8,None,None,None,None,None,None,5,None,distance,0.8796296296296297,ok,46.50652805180289
37,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,1,None,distance,0.9,ok,46.54506850382313
38,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,13,None,None,None,None,None,None,6,None,distance,0.8888888888888888,ok,46.58443531091325
39,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,26.0,sqrt,20.0,37.0,None,None,None,None,0.8759259259259259,ok,47.574683465994895
40,1,1,1,1,0,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.5462962962962963,ok,63.8609201638028
41,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,3,None,None,None,None,None,None,7,None,uniform,0.8592592592592593,ok,63.917982070939615
42,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,33.0,auto,8.0,39.0,None,None,None,None,0.7962962962962963,ok,64.68818706390448
43,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,6,None,distance,0.8888888888888888,ok,64.72908427193761
44,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,100.0,log2,20.0,11.0,None,None,None,None,0.8166666666666667,ok,65.28993232385255
45,1,1,0,1,0,nnClassifier,tanh,None,32.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.5574074074074075,ok,68.76630541589111
46,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,7,None,distance,0.8611111111111112,ok,68.80641755880788
47,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,36.0,auto,8.0,31.0,None,None,None,None,0.837037037037037,ok,69.56886610598303
48,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,8,None,uniform,0.8296296296296296,ok,69.62039397587068
49,0,1,1,1,1,nnClassifier,identity,None,27.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.6,ok,70.56443872000091
50,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,5,None,distance,0.8722222222222222,ok,70.60479898797348
51,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,16.0,sqrt,16.0,9.0,None,None,None,None,0.8222222222222222,ok,71.18378004292026
52,0,1,0,1,1,nnClassifier,tanh,None,20.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.6055555555555555,ok,73.67300650291145
53,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,6,None,None,None,None,None,None,6,None,uniform,0.8629629629629629,ok,73.72933338396251
54,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,23,None,None,None,None,None,None,8,None,distance,0.8388888888888889,ok,73.77238284191117
55,0,1,1,1,1,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.674074074074074,ok,73.87525597587228
56,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,5,None,distance,0.8722222222222222,ok,73.91592673794366
57,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,46.0,sqrt,11.0,36.0,None,None,None,None,0.85,ok,74.7311913818121
58,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,16,None,None,None,None,None,None,4,None,distance,0.8759259259259259,ok,74.77721641398966
59,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,20,None,None,None,None,None,None,7,None,distance,0.8722222222222222,ok,74.839598411927
60,1,1,0,1,1,nnClassifier,identity,None,29.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,0.6018518518518519,ok,76.34191290684976
61,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,12,None,None,None,None,None,None,10,None,uniform,0.8351851851851851,ok,76.49977691587992
62,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,98.0,log2,8.0,23.0,None,None,None,None,0.8648148148148148,ok,77.65933386585675
63,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,30,None,None,None,None,None,None,9,None,distance,0.8740740740740741,ok,77.70113678695634
64,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,4,None,distance,0.8814814814814815,ok,77.77765876194462
65,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,14,None,None,None,None,None,None,6,None,distance,0.8888888888888888,ok,77.8188652638346
66,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,16,None,None,None,None,None,None,6,None,distance,0.8888888888888888,ok,77.8596512239892
67,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,20,None,None,None,None,None,None,6,None,distance,0.8888888888888888,ok,77.90165952197276
68,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,6,None,None,None,None,None,None,5,None,distance,0.8851851851851852,ok,77.94663994386792
69,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,16,None,None,None,None,None,None,9,None,distance,0.8870370370370371,ok,77.99243061081506
70,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,4,None,distance,0.8981481481481481,ok,78.0344895068556
71,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,3,None,distance,0.8962962962962963,ok,78.08187778387219
72,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,3,None,distance,0.8962962962962963,ok,78.12860648380592
73,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,4,None,distance,0.8981481481481481,ok,78.17595729185268
74,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,34,None,None,None,None,None,None,4,None,distance,0.8981481481481481,ok,78.22608003788628
75,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,2,None,distance,0.9,ok,78.27345766592771
76,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,37,None,None,None,None,None,None,2,None,distance,0.9,ok,78.32126700482331
77,1,1,1,1,1,nnClassifier,tanh,None,21.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.5203703703703704,ok,90.29702831082977
78,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,37,None,None,None,None,None,None,2,None,distance,0.8574074074074074,ok,90.34110282291658
79,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,15.0,auto,18.0,8.0,None,None,None,None,0.8648148148148148,ok,91.35934598487802
80,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,1,None,uniform,0.9,ok,91.41741947690025
81,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,1,None,uniform,0.8740740740740741,ok,91.47169814980589
82,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,1,None,uniform,0.8648148148148148,ok,91.52757746283896
83,1,0,1,1,1,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.5796296296296296,ok,93.45437979279086
84,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,54.0,sqrt,13.0,32.0,None,None,None,None,0.8648148148148148,ok,94.23250556201674
85,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,2,None,uniform,0.8425925925925926,ok,94.28498495789245
86,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,1,None,uniform,0.8648148148148148,ok,94.34046029788442
87,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,38,None,None,None,None,None,None,3,None,uniform,0.8203703703703704,ok,94.39569937298074
88,1,1,1,1,0,nnClassifier,logistic,None,11.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.5574074074074075,ok,97.24062476400286
89,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,2,None,uniform,0.8740740740740741,ok,97.30054792086594
90,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,67.0,auto,6.0,14.0,None,None,None,None,0.85,ok,97.89212395180948
91,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,2,None,distance,0.8833333333333333,ok,97.94944427884184
92,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,2,None,None,None,None,None,None,1,None,uniform,0.8574074074074074,ok,98.00545695889741
93,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,23,None,None,None,None,None,None,3,None,uniform,0.8648148148148148,ok,98.06285427394323
94,0,1,1,1,1,nnClassifier,identity,None,18.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.5740740740740741,ok,100.0435254718177
95,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,85.0,log2,15.0,25.0,None,None,None,None,0.8537037037037037,ok,100.74946872796863
96,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,37,None,None,None,None,None,None,3,None,uniform,0.8814814814814815,ok,100.80990274599753
97,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,1,None,uniform,0.8222222222222222,ok,100.87567091500387
98,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,40,None,None,None,None,None,None,2,None,uniform,0.8740740740740741,ok,100.93555209296755
99,0,1,1,0,1,nnClassifier,tanh,None,22.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.6055555555555555,ok,112.14872055593878
