,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,3,None,uniform,0.837037037037037,ok,0.07477065781131387
1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,5,None,distance,0.8444444444444444,ok,0.0994997478555888
2,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,10,None,None,None,None,None,None,4,None,distance,0.8722222222222222,ok,0.12633742787875235
3,1,1,1,1,1,nnClassifier,logistic,None,9.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.5685185185185185,ok,16.276757314801216
4,1,0,1,1,0,nnClassifier,tanh,None,26.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.5592592592592592,ok,28.285070843994617
5,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,5.0,sqrt,3.0,26.0,None,None,None,None,0.8185185185185185,ok,28.74976567993872
6,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,29,None,None,None,None,None,None,9,None,distance,0.8296296296296296,ok,28.772404617862776
7,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,65.0,sqrt,12.0,20.0,None,None,None,None,0.8296296296296296,ok,29.507452197838575
8,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,auto,5.0,3.0,None,None,None,None,0.8388888888888889,ok,30.324896543985233
9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
10,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,55.0,log2,4.0,29.0,None,None,None,None,0.8592592592592593,ok,30.91421248880215
11,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,85.0,auto,17.0,15.0,None,None,None,None,0.7796296296296297,ok,31.471737505868077
12,1,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,4,None,distance,0.6814814814814815,ok,31.49391442281194
13,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,4,None,None,None,None,None,None,4,None,uniform,0.762962962962963,ok,31.53138193488121
14,0,0,1,0,1,nnClassifier,logistic,None,24.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.6611111111111111,ok,41.30054078693502
15,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,74.0,log2,4.0,4.0,None,None,None,None,0.7796296296296297,ok,42.13696406688541
16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
17,0,1,0,1,0,nnClassifier,identity,None,8.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.6185185185185185,ok,42.213259984971955
18,1,0,0,1,1,nnClassifier,identity,None,17.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.5851851851851851,ok,44.20917001599446
