activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,38,constant,48,log2,20,15,kneighborsClassifier,10,5,adam,distance,0.5718954248366013
relu,brute,14,gini,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,2,constant,88,sqrt,3,21,nnClassifier,2,3,adam,uniform,0.17483660130718953
relu,kd_tree,12,entropy,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,8,constant,19,auto,10,19,randomForestClassifier,8,8,adam,uniform,0.5702614379084967
relu,brute,14,entropy,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,33,adaptive,52,auto,4,33,nnClassifier,8,8,sgd,distance,0.19117647058823528
tanh,brute,11,gini,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,23,constant,23,sqrt,13,25,nnClassifier,2,5,adam,distance,0.16830065359477125
logistic,ball_tree,15,entropy,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.5816993464052288
logistic,kd_tree,25,gini,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,24,adaptive,83,log2,11,6,nnClassifier,9,1,sgd,distance,0.07026143790849673
tanh,ball_tree,26,gini,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,17,adaptive,9,sqrt,10,23,randomForestClassifier,9,3,lbfgs,distance,0.5375816993464052
identity,auto,31,entropy,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,28,adaptive,69,sqrt,8,40,nnClassifier,7,7,lbfgs,distance,0.09477124183006536
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5915032679738562
logistic,auto,20,gini,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5816993464052288
logistic,ball_tree,15,entropy,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.5816993464052288
relu,brute,26,gini,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,34,constant,84,log2,19,10,kneighborsClassifier,7,1,sgd,distance,0.5718954248366013
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,38,constant,48,log2,20,15,kneighborsClassifier,10,5,adam,distance,0.5718954248366013
logistic,kd_tree,13,entropy,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5702614379084967
relu,kd_tree,12,entropy,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,8,constant,19,auto,10,19,randomForestClassifier,8,8,adam,uniform,0.5702614379084967
identity,auto,9,gini,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,9,invscaling,89,auto,6,26,kneighborsClassifier,8,5,lbfgs,uniform,0.5392156862745098
tanh,ball_tree,26,gini,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,17,adaptive,9,sqrt,10,23,randomForestClassifier,9,3,lbfgs,distance,0.5375816993464052
identity,brute,8,gini,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,28,constant,6,log2,3,16,kneighborsClassifier,1,8,sgd,uniform,0.5196078431372549
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5915032679738562
logistic,auto,20,gini,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.5620915032679739
logistic,ball_tree,15,entropy,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,34,constant,84,log2,19,10,kneighborsClassifier,7,1,sgd,distance,0.5490196078431373
relu,brute,26,gini,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,38,constant,48,log2,3,15,kneighborsClassifier,10,5,adam,distance,0.5620915032679739
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5669934640522876
logistic,kd_tree,13,gini,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,33,constant,19,auto,10,19,randomForestClassifier,8,8,adam,uniform,0.5669934640522876
relu,kd_tree,12,entropy,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,9,invscaling,89,auto,6,26,kneighborsClassifier,8,5,lbfgs,uniform,0.5473856209150327
identity,auto,9,gini,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,17,adaptive,9,sqrt,10,23,randomForestClassifier,9,3,lbfgs,distance,0.5506535947712419
tanh,ball_tree,26,gini,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,28,constant,6,log2,3,16,kneighborsClassifier,1,8,sgd,uniform,0.5359477124183006
identity,brute,8,gini,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5686274509803921
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5915032679738562
logistic,auto,20,gini,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5816993464052288
logistic,ball_tree,15,entropy,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.5816993464052288
relu,brute,26,gini,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,34,constant,84,log2,19,10,kneighborsClassifier,7,1,sgd,distance,0.5718954248366013
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,38,constant,48,log2,20,15,kneighborsClassifier,10,5,adam,distance,0.5718954248366013
logistic,kd_tree,13,entropy,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5702614379084967
relu,kd_tree,12,entropy,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,8,constant,19,auto,10,19,randomForestClassifier,8,8,adam,uniform,0.5702614379084967
identity,brute,8,gini,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5686274509803921
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5669934640522876
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5898692810457516
identity,ball_tree,16,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,35,constant,13,auto,9,40,kneighborsClassifier,10,3,adam,distance,0.5833333333333334
logistic,auto,20,gini,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.553921568627451
logistic,ball_tree,15,entropy,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,34,constant,84,log2,19,10,kneighborsClassifier,7,1,sgd,distance,0.553921568627451
identity,brute,26,gini,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,38,constant,48,log2,20,15,kneighborsClassifier,10,5,sgd,distance,0.5686274509803921
identity,auto,29,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5800653594771242
logistic,kd_tree,13,entropy,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,8,constant,19,auto,10,19,randomForestClassifier,10,8,adam,uniform,0.5571895424836601
relu,kd_tree,16,entropy,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,8,27,kneighborsClassifier,3,9,adam,distance,0.6013071895424836
identity,brute,8,gini,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.565359477124183
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5882352941176471
relu,kd_tree,16,entropy,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,8,27,kneighborsClassifier,3,9,adam,distance,0.6013071895424836
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5898692810457516
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5882352941176471
identity,ball_tree,16,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,35,constant,13,auto,9,40,kneighborsClassifier,10,3,adam,distance,0.5833333333333334
logistic,auto,20,gini,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5816993464052288
logistic,ball_tree,15,entropy,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.5816993464052288
identity,auto,29,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5800653594771242
relu,brute,26,gini,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,34,constant,84,log2,19,10,kneighborsClassifier,7,1,sgd,distance,0.5718954248366013
relu,kd_tree,16,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5964052287581699
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5915032679738562
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,5,2,adam,distance,0.5964052287581699
identity,ball_tree,12,entropy,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,40,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5898692810457516
identity,auto,30,entropy,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,35,constant,13,auto,9,40,kneighborsClassifier,10,3,adam,distance,0.5833333333333334
identity,ball_tree,16,entropy,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,10,constant,13,auto,9,40,kneighborsClassifier,8,1,adam,distance,0.5849673202614379
logistic,auto,20,entropy,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19,adaptive,76,auto,11,8,randomForestClassifier,4,4,lbfgs,uniform,0.5718954248366013
logistic,ball_tree,15,entropy,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,35,invscaling,70,sqrt,7,27,randomForestClassifier,1,3,lbfgs,distance,0.5669934640522876
identity,auto,12,entropy,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,34,constant,84,log2,10,10,kneighborsClassifier,7,1,sgd,distance,0.5718954248366013
relu,brute,26,gini,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,8,27,kneighborsClassifier,3,9,adam,distance,0.5800653594771242
relu,kd_tree,16,entropy,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,8,27,kneighborsClassifier,3,9,adam,distance,0.6013071895424836
relu,kd_tree,16,entropy,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,3,invscaling,44,sqrt,11,27,kneighborsClassifier,3,9,adam,distance,0.5964052287581699
