activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,22,entropy,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,8,adaptive,42,log2,11,4,kneighborsClassifier,1,5,adam,distance,0.5849673202614379
logistic,auto,32,gini,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,36,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5833333333333334
identity,brute,29,gini,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,39,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5833333333333334
logistic,auto,32,gini,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,40,adaptive,20,log2,10,2,kneighborsClassifier,2,9,lbfgs,distance,0.5816993464052288
identity,kd_tree,22,entropy,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,40,adaptive,20,log2,10,2,kneighborsClassifier,2,9,lbfgs,distance,0.5816993464052288
identity,brute,15,gini,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,39,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5800653594771242
tanh,kd_tree,22,entropy,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,36,adaptive,42,log2,11,4,kneighborsClassifier,1,1,adam,distance,0.5800653594771242
tanh,kd_tree,22,entropy,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,40,adaptive,20,log2,10,2,kneighborsClassifier,2,5,lbfgs,distance,0.5784313725490197
logistic,kd_tree,32,gini,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,39,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5800653594771242
relu,ball_tree,8,entropy,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,8,adaptive,42,log2,11,4,kneighborsClassifier,1,5,adam,distance,0.5686274509803921
identity,kd_tree,22,entropy,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,36,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5800653594771242
logistic,auto,32,gini,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,39,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5751633986928104
identity,brute,29,gini,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,40,adaptive,20,log2,10,2,kneighborsClassifier,2,9,lbfgs,distance,0.5816993464052288
tanh,auto,32,gini,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,40,adaptive,20,log2,18,2,kneighborsClassifier,2,9,lbfgs,uniform,0.5294117647058824
identity,kd_tree,22,entropy,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,39,constant,80,log2,19,27,kneighborsClassifier,8,9,sgd,distance,0.5882352941176471
logistic,brute,15,gini,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,36,adaptive,42,log2,11,4,kneighborsClassifier,1,1,adam,distance,0.576797385620915
tanh,kd_tree,22,entropy,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,40,adaptive,20,log2,10,2,kneighborsClassifier,2,5,lbfgs,distance,0.5784313725490197
tanh,kd_tree,22,entropy,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,39,constant,80,log2,4,27,kneighborsClassifier,8,9,sgd,distance,0.5816993464052288
