activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,18,entropy,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,16,constant,6,sqrt,4,32,randomForestClassifier,6,4,lbfgs,distance,0.4934640522875817
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5996732026143791
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5866013071895425
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5996732026143791
identity,ball_tree,19,gini,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,8,invscaling,22,auto,10,3,randomForestClassifier,6,8,adam,uniform,0.5751633986928104
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,29,adaptive,54,sqrt,16,21,randomForestClassifier,4,8,sgd,uniform,0.5604575163398693
identity,brute,23,entropy,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,6,invscaling,91,sqrt,18,3,nnClassifier,10,9,sgd,distance,0.10784313725490197
identity,ball_tree,8,gini,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,34,constant,46,sqrt,12,7,nnClassifier,6,1,sgd,uniform,0.12254901960784313
identity,auto,14,gini,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,15,invscaling,16,sqrt,16,7,randomForestClassifier,2,10,lbfgs,distance,0.5555555555555556
tanh,brute,9,entropy,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11,invscaling,31,log2,17,17,nnClassifier,9,6,lbfgs,uniform,0.18790849673202614
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5996732026143791
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5996732026143791
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5866013071895425
logistic,brute,28,gini,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,18,constant,22,sqrt,6,21,randomForestClassifier,9,1,lbfgs,distance,0.5784313725490197
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,27,invscaling,43,sqrt,5,37,randomForestClassifier,8,6,adam,distance,0.5784313725490197
tanh,ball_tree,23,entropy,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,4,25,kneighborsClassifier,3,7,adam,distance,0.5751633986928104
identity,ball_tree,19,gini,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,8,invscaling,22,auto,10,3,randomForestClassifier,6,8,adam,uniform,0.5751633986928104
identity,ball_tree,17,entropy,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,38,invscaling,98,sqrt,12,2,kneighborsClassifier,3,1,lbfgs,uniform,0.5702614379084967
logistic,brute,8,entropy,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,40,constant,23,sqrt,10,33,randomForestClassifier,8,6,sgd,distance,0.5637254901960784
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,29,adaptive,54,sqrt,16,21,randomForestClassifier,4,8,sgd,uniform,0.5604575163398693
logistic,auto,12,gini,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5849673202614379
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,3,30,nnClassifier,9,8,lbfgs,distance,0.20261437908496732
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,18,constant,22,sqrt,14,21,randomForestClassifier,9,5,lbfgs,distance,0.5620915032679739
logistic,brute,28,gini,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,27,invscaling,43,sqrt,5,37,randomForestClassifier,8,6,adam,distance,0.5669934640522876
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,4,32,kneighborsClassifier,3,7,adam,distance,0.5751633986928104
tanh,ball_tree,23,entropy,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,8,invscaling,22,auto,10,3,randomForestClassifier,6,8,adam,uniform,0.5702614379084967
identity,ball_tree,19,gini,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,38,invscaling,98,auto,12,2,kneighborsClassifier,3,1,lbfgs,uniform,0.5751633986928104
identity,ball_tree,17,entropy,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,40,constant,23,sqrt,10,33,randomForestClassifier,7,6,sgd,distance,0.5604575163398693
logistic,brute,8,entropy,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,29,adaptive,54,sqrt,16,21,randomForestClassifier,10,8,sgd,uniform,0.5506535947712419
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5866013071895425
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5996732026143791
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5996732026143791
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5866013071895425
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5866013071895425
logistic,auto,12,gini,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5849673202614379
logistic,brute,28,gini,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,18,constant,22,sqrt,6,21,randomForestClassifier,9,1,lbfgs,distance,0.5784313725490197
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,27,invscaling,43,sqrt,5,37,randomForestClassifier,8,6,adam,distance,0.5784313725490197
tanh,ball_tree,23,entropy,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,4,25,kneighborsClassifier,3,7,adam,distance,0.5751633986928104
identity,ball_tree,19,gini,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,8,invscaling,22,auto,10,3,randomForestClassifier,6,8,adam,uniform,0.5751633986928104
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,4,32,kneighborsClassifier,3,7,adam,distance,0.5751633986928104
logistic,brute,12,gini,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,19,21,randomForestClassifier,4,6,adam,uniform,0.5522875816993464
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5964052287581699
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5866013071895425
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,6,21,randomForestClassifier,4,6,adam,uniform,0.5931372549019608
logistic,auto,12,gini,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,18,invscaling,22,sqrt,6,21,randomForestClassifier,9,1,lbfgs,distance,0.5702614379084967
logistic,brute,28,gini,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,27,invscaling,43,sqrt,5,37,randomForestClassifier,8,6,adam,distance,0.5686274509803921
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,5,14,kneighborsClassifier,3,7,adam,distance,0.5931372549019608
tanh,ball_tree,23,entropy,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,8,invscaling,22,auto,10,3,randomForestClassifier,1,8,adam,uniform,0.576797385620915
identity,ball_tree,19,gini,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,4,32,kneighborsClassifier,3,7,adam,distance,0.5833333333333334
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5915032679738562
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5996732026143791
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5996732026143791
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5964052287581699
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,6,21,randomForestClassifier,4,6,adam,uniform,0.5931372549019608
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,5,14,kneighborsClassifier,3,7,adam,distance,0.5931372549019608
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5915032679738562
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5866013071895425
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5866013071895425
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5866013071895425
logistic,auto,12,gini,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5849673202614379
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.6013071895424836
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,sgd,distance,0.5964052287581699
logistic,kd_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,6,21,randomForestClassifier,4,6,adam,uniform,0.5882352941176471
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,12,adaptive,79,auto,5,14,kneighborsClassifier,3,7,adam,distance,0.5915032679738562
logistic,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,adaptive,48,log2,4,22,kneighborsClassifier,5,10,adam,distance,0.5915032679738562
tanh,ball_tree,28,entropy,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,37,invscaling,35,auto,7,30,kneighborsClassifier,9,8,lbfgs,distance,0.5784313725490197
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5915032679738562
relu,kd_tree,29,gini,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,21,adaptive,45,sqrt,4,22,kneighborsClassifier,5,8,adam,distance,0.5964052287581699
relu,auto,32,entropy,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.5980392156862745
logistic,auto,12,gini,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,9,6,adam,distance,0.5915032679738562
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,17,constant,70,sqrt,5,21,randomForestClassifier,4,6,adam,uniform,0.6013071895424836
logistic,brute,12,gini,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,2,adaptive,45,log2,4,22,kneighborsClassifier,5,6,adam,distance,0.5996732026143791
