activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,24,gini,0,0,0,0,0,0,1,1,0,0,1,1,1,1,32,adaptive,61,sqrt,17,25,randomForestClassifier,10,2,adam,distance,0.9327309236947792
identity,auto,32,entropy,1,0,1,0,0,1,0,1,1,0,0,0,0,1,20,constant,27,auto,9,18,nnClassifier,4,8,lbfgs,distance,0.7550200803212851
logistic,auto,13,entropy,1,0,0,1,1,1,0,1,1,1,1,0,0,0,20,constant,83,auto,7,7,nnClassifier,8,7,sgd,uniform,0.7469879518072289
identity,brute,10,gini,0,0,1,1,0,1,1,1,0,1,0,0,0,1,11,adaptive,16,log2,13,5,nnClassifier,5,4,sgd,uniform,0.7540160642570282
logistic,kd_tree,29,entropy,0,0,1,1,0,1,1,0,0,0,1,0,1,0,37,invscaling,83,auto,6,30,nnClassifier,8,5,sgd,distance,0.8473895582329317
identity,ball_tree,13,entropy,1,1,1,1,0,1,0,1,0,0,1,1,1,0,36,invscaling,3,log2,17,31,kneighborsClassifier,5,3,lbfgs,uniform,0.8755020080321285
logistic,kd_tree,8,gini,0,1,0,1,1,1,1,1,0,1,0,0,1,1,8,adaptive,26,log2,8,24,randomForestClassifier,1,6,sgd,distance,0.9588353413654619
identity,auto,9,gini,0,1,0,1,1,0,1,1,1,0,0,0,0,0,19,adaptive,14,log2,6,2,nnClassifier,10,9,sgd,distance,0.7580321285140562
logistic,ball_tree,14,gini,0,1,0,0,1,0,1,1,1,0,1,0,0,0,23,invscaling,32,auto,15,33,nnClassifier,1,8,lbfgs,uniform,0.7349397590361446
tanh,ball_tree,10,entropy,0,1,1,0,1,1,1,1,0,1,1,1,0,0,35,adaptive,32,auto,6,24,randomForestClassifier,8,9,adam,uniform,0.9668674698795181
tanh,kd_tree,25,gini,1,1,0,1,1,0,1,0,0,0,1,1,1,1,32,adaptive,76,log2,15,23,randomForestClassifier,2,9,lbfgs,uniform,0.9357429718875502
logistic,kd_tree,14,entropy,1,0,0,1,0,0,1,1,0,0,1,0,0,0,38,adaptive,47,auto,18,28,randomForestClassifier,1,8,lbfgs,uniform,0.9528112449799196
relu,kd_tree,16,entropy,1,1,0,1,0,0,1,1,1,0,1,0,0,0,38,adaptive,60,log2,6,12,randomForestClassifier,10,8,lbfgs,uniform,0.9658634538152611
relu,brute,23,entropy,1,1,0,0,1,1,1,1,1,1,1,1,0,1,24,adaptive,23,log2,15,33,nnClassifier,7,4,lbfgs,uniform,0.7379518072289156
identity,brute,32,entropy,0,0,0,0,0,1,1,1,1,0,0,0,1,1,9,adaptive,8,log2,13,32,kneighborsClassifier,7,9,adam,uniform,0.9608433734939759
tanh,kd_tree,11,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,0,39,invscaling,52,auto,4,16,nnClassifier,9,6,sgd,distance,0.8323293172690763
tanh,ball_tree,12,entropy,0,1,0,0,1,1,1,0,0,0,1,0,1,0,16,constant,81,sqrt,6,31,kneighborsClassifier,1,4,lbfgs,distance,0.891566265060241
tanh,auto,23,entropy,1,1,0,0,1,1,1,1,1,1,0,0,1,1,3,constant,64,auto,15,13,kneighborsClassifier,9,9,lbfgs,distance,0.8835341365461847
tanh,ball_tree,8,gini,0,0,0,0,0,1,1,1,0,1,0,0,1,0,40,constant,79,log2,20,26,kneighborsClassifier,10,6,adam,distance,0.9437751004016064
identity,brute,32,entropy,1,1,0,0,1,1,0,0,1,1,0,0,1,1,17,invscaling,2,sqrt,18,15,nnClassifier,4,9,lbfgs,distance,0.785140562248996
identity,brute,31,entropy,0,1,1,0,0,1,1,1,1,0,1,1,1,0,24,adaptive,24,auto,3,22,randomForestClassifier,6,2,sgd,distance,0.9688755020080321
relu,ball_tree,31,entropy,1,0,1,0,1,1,1,0,1,1,0,1,1,1,21,adaptive,89,log2,6,34,nnClassifier,1,2,sgd,distance,0.8473895582329317
tanh,kd_tree,13,gini,0,0,1,1,0,1,1,1,0,0,0,1,1,1,10,invscaling,9,log2,6,8,kneighborsClassifier,3,6,adam,uniform,0.9769076305220884
identity,ball_tree,32,gini,0,0,0,0,0,1,1,0,0,0,0,0,1,0,32,adaptive,62,log2,19,36,nnClassifier,8,6,adam,distance,0.8433734939759037
relu,kd_tree,11,gini,1,1,0,1,0,0,1,0,1,1,1,1,0,1,35,adaptive,43,log2,7,31,kneighborsClassifier,9,4,adam,distance,0.8544176706827309
logistic,kd_tree,28,entropy,1,0,1,0,0,1,0,0,0,1,1,1,0,0,8,invscaling,98,auto,14,26,nnClassifier,3,9,lbfgs,uniform,0.748995983935743
relu,auto,29,gini,1,0,0,0,0,1,1,0,0,1,1,1,0,0,4,invscaling,32,sqrt,11,16,randomForestClassifier,4,8,adam,uniform,0.9407630522088354
tanh,ball_tree,14,entropy,0,0,1,0,1,0,0,0,0,0,0,0,1,0,28,invscaling,46,auto,16,21,nnClassifier,7,6,sgd,distance,0.7871485943775101
identity,ball_tree,22,gini,0,1,0,0,0,1,1,1,0,1,1,0,1,0,31,constant,4,auto,14,26,kneighborsClassifier,3,10,lbfgs,uniform,0.9497991967871486
identity,brute,26,gini,1,0,1,1,0,1,1,0,0,1,1,0,1,0,31,constant,13,auto,19,9,kneighborsClassifier,9,1,lbfgs,uniform,0.9929718875502008
logistic,kd_tree,23,entropy,1,0,1,0,1,0,0,1,0,0,0,1,1,1,14,constant,79,auto,4,22,nnClassifier,7,10,lbfgs,distance,0.7459839357429718
tanh,auto,17,gini,0,1,0,0,1,0,1,0,0,0,0,0,0,0,18,invscaling,40,log2,6,24,kneighborsClassifier,7,7,sgd,distance,0.7921686746987951
tanh,kd_tree,21,entropy,1,0,1,0,0,1,0,0,1,1,0,1,0,1,37,constant,49,log2,19,4,randomForestClassifier,3,2,sgd,distance,0.9568273092369478
logistic,ball_tree,22,gini,0,0,1,0,0,1,0,0,1,1,1,0,1,0,40,constant,82,log2,7,21,nnClassifier,4,3,lbfgs,uniform,0.7409638554216867
relu,brute,18,entropy,1,0,1,0,0,1,0,0,0,1,1,0,0,0,9,adaptive,20,sqrt,18,22,kneighborsClassifier,5,9,lbfgs,distance,0.9377510040160643
logistic,ball_tree,20,gini,0,0,0,1,1,1,0,0,1,1,0,1,0,1,35,adaptive,62,log2,8,29,nnClassifier,5,6,sgd,distance,0.8082329317269076
logistic,ball_tree,31,entropy,0,0,1,0,0,0,0,1,0,1,0,0,1,1,31,adaptive,69,log2,16,4,nnClassifier,4,7,sgd,uniform,0.7429718875502008
