activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,brute,8,gini,1,0,1,1,0,1,0,1,1,0,0,1,1,0,9,invscaling,3,sqrt,4,16,randomForestClassifier,8,2,lbfgs,uniform,0.9437751004016064
identity,kd_tree,20,gini,0,1,0,0,0,0,1,0,1,1,0,0,1,0,10,invscaling,63,log2,7,15,nnClassifier,5,1,lbfgs,distance,0.7560240963855421
identity,kd_tree,21,gini,0,1,0,1,0,1,1,1,1,1,0,1,0,1,32,invscaling,95,log2,13,32,randomForestClassifier,7,1,adam,uniform,0.9598393574297188
logistic,kd_tree,24,entropy,1,0,0,1,1,0,0,1,1,1,1,1,1,0,30,invscaling,3,log2,4,11,randomForestClassifier,7,1,sgd,distance,0.9246987951807228
logistic,brute,14,entropy,0,1,0,1,1,0,1,1,1,1,0,0,0,1,14,invscaling,7,sqrt,8,25,randomForestClassifier,5,6,adam,distance,0.9487951807228916
identity,brute,8,entropy,0,1,1,1,0,1,0,1,0,1,0,1,1,1,27,constant,46,sqrt,11,28,nnClassifier,1,9,sgd,distance,0.7228915662650602
tanh,auto,26,entropy,1,0,1,1,0,1,1,1,0,0,0,0,0,1,15,invscaling,66,sqrt,17,16,kneighborsClassifier,7,6,sgd,uniform,0.9708835341365462
identity,ball_tree,28,gini,0,1,1,0,1,0,0,1,1,1,0,1,1,1,36,constant,56,auto,2,22,nnClassifier,6,4,sgd,uniform,0.7088353413654619
identity,auto,25,gini,1,1,1,0,1,1,0,1,0,1,1,1,0,1,25,adaptive,36,log2,17,40,kneighborsClassifier,2,8,lbfgs,distance,0.8905622489959839
tanh,auto,26,gini,0,1,0,1,0,1,1,1,0,0,1,1,0,1,31,adaptive,49,sqrt,2,39,randomForestClassifier,9,8,lbfgs,uniform,0.9568273092369478
tanh,brute,20,entropy,1,0,0,0,1,1,0,0,1,1,0,1,0,1,40,invscaling,48,sqrt,3,7,nnClassifier,9,1,lbfgs,uniform,0.713855421686747
tanh,ball_tree,15,entropy,1,1,0,1,1,0,1,0,0,0,1,1,0,0,27,invscaling,18,auto,13,20,kneighborsClassifier,1,3,sgd,uniform,0.8674698795180723
identity,brute,26,gini,0,0,0,0,0,1,1,1,0,1,1,0,1,0,5,constant,4,auto,17,21,nnClassifier,2,1,adam,distance,0.7299196787148594
logistic,auto,17,gini,0,1,1,0,1,0,1,0,1,1,0,0,1,0,14,constant,60,auto,13,4,randomForestClassifier,9,5,sgd,distance,0.9548192771084337
relu,ball_tree,14,gini,1,1,0,0,1,1,0,0,0,1,1,0,1,1,10,invscaling,14,log2,12,9,kneighborsClassifier,4,8,adam,distance,0.8805220883534136
identity,ball_tree,25,gini,0,1,1,0,1,1,1,0,1,1,0,0,1,1,22,invscaling,1,log2,15,14,kneighborsClassifier,5,8,sgd,uniform,0.9427710843373494
logistic,ball_tree,28,gini,1,0,0,1,1,0,1,1,0,0,0,1,0,1,21,constant,72,log2,15,6,kneighborsClassifier,1,7,lbfgs,distance,0.9779116465863453
relu,kd_tree,21,entropy,0,0,1,1,1,0,1,1,0,1,1,1,0,1,38,constant,84,sqrt,4,8,kneighborsClassifier,10,4,sgd,distance,0.9919678714859438
logistic,auto,31,gini,0,1,0,0,0,1,1,0,0,1,1,1,0,1,32,constant,49,log2,18,31,randomForestClassifier,7,7,lbfgs,uniform,0.9146586345381527
relu,kd_tree,9,entropy,0,0,0,1,1,0,0,1,0,1,0,1,1,0,30,adaptive,31,sqrt,4,33,nnClassifier,1,3,lbfgs,distance,0.7098393574297188
tanh,auto,20,gini,1,1,0,1,0,1,0,1,0,1,0,1,1,1,28,constant,52,sqrt,20,39,kneighborsClassifier,9,9,lbfgs,distance,0.8845381526104418
relu,auto,31,entropy,0,0,0,1,1,0,0,1,0,1,0,0,0,1,16,constant,34,sqrt,12,22,nnClassifier,2,1,sgd,uniform,0.7048192771084337
identity,ball_tree,23,gini,0,0,0,0,0,0,1,0,1,1,0,0,0,1,12,adaptive,37,auto,4,40,randomForestClassifier,3,4,adam,uniform,0.9046184738955824
relu,auto,14,entropy,1,0,0,0,0,1,0,0,0,0,1,1,0,1,37,invscaling,57,sqrt,20,3,kneighborsClassifier,2,6,adam,distance,0.9267068273092369
relu,kd_tree,14,entropy,0,1,0,1,1,1,1,1,0,0,1,1,1,1,16,invscaling,3,auto,4,10,randomForestClassifier,7,9,lbfgs,distance,0.9076305220883534
tanh,auto,27,gini,0,0,0,0,1,1,1,1,0,0,0,0,1,1,40,invscaling,29,auto,20,10,kneighborsClassifier,5,5,sgd,distance,0.9487951807228916
identity,kd_tree,13,entropy,0,0,0,1,1,1,0,1,1,1,1,1,0,0,3,adaptive,86,sqrt,13,2,randomForestClassifier,3,3,adam,distance,0.9678714859437751
tanh,auto,22,gini,1,1,0,0,1,1,1,1,1,0,1,0,1,0,30,invscaling,34,log2,9,22,nnClassifier,5,4,lbfgs,distance,0.7068273092369478
relu,auto,28,gini,0,1,1,1,0,0,1,1,0,1,1,0,1,1,36,constant,27,auto,10,23,nnClassifier,10,2,lbfgs,distance,0.7098393574297188
tanh,auto,16,gini,0,0,1,1,0,1,0,0,0,1,0,1,0,1,34,adaptive,10,sqrt,20,8,kneighborsClassifier,4,2,sgd,uniform,0.9508032128514057
logistic,kd_tree,18,entropy,1,1,0,0,0,0,0,1,0,1,0,1,1,1,38,adaptive,15,auto,14,7,nnClassifier,2,4,adam,uniform,0.713855421686747
relu,auto,26,entropy,1,1,1,0,1,0,1,1,0,0,0,1,0,0,11,invscaling,21,sqrt,6,24,randomForestClassifier,8,4,adam,uniform,0.9688755020080321
identity,brute,10,entropy,1,1,1,0,0,1,1,0,1,1,1,0,0,1,34,invscaling,98,log2,6,14,randomForestClassifier,9,6,lbfgs,uniform,0.9738955823293173
identity,auto,28,entropy,1,0,0,0,0,1,1,0,1,1,0,1,0,1,28,invscaling,80,sqrt,14,17,kneighborsClassifier,4,1,adam,distance,0.9859437751004017
relu,kd_tree,14,gini,1,0,1,1,1,0,0,1,0,1,0,1,0,1,13,constant,67,log2,7,16,nnClassifier,1,4,adam,distance,0.7028112449799196
identity,brute,32,gini,1,1,0,0,1,0,1,0,1,0,1,1,1,0,32,constant,71,auto,12,13,randomForestClassifier,5,7,adam,distance,0.9558232931726908
tanh,brute,10,entropy,1,1,0,0,0,0,0,0,0,0,0,0,1,1,39,constant,62,auto,13,3,randomForestClassifier,10,7,lbfgs,distance,0.8955823293172691
tanh,brute,27,entropy,0,1,1,1,1,1,1,1,1,0,1,1,0,1,12,adaptive,36,sqrt,7,12,randomForestClassifier,4,8,sgd,uniform,0.9799196787148594
tanh,kd_tree,23,gini,1,1,1,0,1,0,1,1,0,1,1,0,1,0,7,constant,65,auto,2,35,randomForestClassifier,7,9,adam,distance,0.9748995983935743
logistic,brute,31,entropy,1,0,1,1,0,1,1,1,0,0,0,0,1,0,27,invscaling,90,log2,11,7,randomForestClassifier,8,8,sgd,uniform,0.9759036144578314
logistic,ball_tree,27,entropy,0,1,1,0,1,1,1,1,0,1,0,1,1,0,32,constant,66,sqrt,5,19,nnClassifier,4,6,adam,uniform,0.7068273092369478
identity,auto,27,entropy,1,0,0,0,0,0,1,1,0,0,1,0,1,1,3,invscaling,58,sqrt,6,35,kneighborsClassifier,4,3,adam,uniform,0.9698795180722891
logistic,brute,32,entropy,0,0,1,0,0,1,0,0,0,1,0,0,0,1,21,constant,1,log2,6,12,nnClassifier,10,8,sgd,distance,0.820281124497992
tanh,brute,14,entropy,0,1,1,0,1,1,0,1,0,1,1,0,0,1,36,constant,91,sqrt,4,12,randomForestClassifier,10,5,adam,distance,0.9688755020080321
identity,auto,32,gini,1,1,0,0,0,1,0,1,0,1,1,1,1,1,33,constant,99,auto,4,25,kneighborsClassifier,3,7,adam,uniform,0.8895582329317269
identity,brute,19,entropy,0,1,0,1,1,0,1,1,1,1,1,0,1,1,27,invscaling,12,auto,16,29,randomForestClassifier,10,4,sgd,distance,0.9678714859437751
logistic,ball_tree,24,gini,1,0,0,1,1,1,1,1,1,0,1,0,0,1,18,adaptive,69,sqrt,19,14,nnClassifier,9,10,sgd,uniform,0.7178714859437751
logistic,brute,17,entropy,1,0,0,0,1,0,1,1,1,1,0,1,0,0,26,adaptive,41,log2,5,31,randomForestClassifier,1,7,sgd,distance,0.9698795180722891
tanh,auto,10,gini,1,0,1,1,0,1,1,1,0,1,1,0,1,0,10,constant,16,log2,13,14,kneighborsClassifier,4,10,adam,distance,0.9849397590361446
logistic,brute,25,entropy,0,0,1,0,1,1,0,1,1,0,0,1,1,0,31,adaptive,51,auto,6,18,nnClassifier,4,4,lbfgs,uniform,0.7128514056224899
tanh,ball_tree,22,entropy,0,0,0,1,1,1,0,0,1,0,0,0,1,0,21,constant,28,sqrt,10,5,kneighborsClassifier,3,4,sgd,uniform,0.9186746987951807
tanh,ball_tree,29,entropy,0,1,1,1,0,1,1,1,0,1,0,0,0,1,29,invscaling,71,sqrt,3,13,kneighborsClassifier,3,6,adam,distance,0.964859437751004
identity,brute,14,entropy,1,0,1,1,0,0,0,1,1,1,0,1,0,0,7,constant,49,auto,9,26,randomForestClassifier,5,5,lbfgs,uniform,0.9789156626506024
tanh,auto,19,gini,0,1,1,1,1,1,1,1,1,1,0,0,0,0,19,adaptive,52,log2,13,16,randomForestClassifier,6,2,adam,uniform,0.9718875502008032
logistic,ball_tree,17,gini,1,1,1,1,1,1,1,1,0,0,0,1,0,1,4,adaptive,53,auto,6,34,kneighborsClassifier,8,3,lbfgs,uniform,0.8845381526104418
relu,ball_tree,15,gini,0,1,1,1,1,0,0,1,1,1,1,0,1,0,26,adaptive,74,log2,8,12,randomForestClassifier,6,6,lbfgs,distance,0.9759036144578314
logistic,kd_tree,29,entropy,0,1,0,0,1,1,0,0,0,1,1,1,1,1,26,constant,31,sqrt,3,34,nnClassifier,10,5,lbfgs,distance,0.7128514056224899
tanh,kd_tree,23,gini,1,1,0,0,1,1,0,1,1,0,1,0,1,1,8,constant,58,sqrt,17,10,randomForestClassifier,10,3,sgd,distance,0.964859437751004
identity,brute,29,gini,1,1,0,1,0,1,0,0,1,1,0,0,0,1,23,constant,69,auto,14,10,nnClassifier,4,5,sgd,distance,0.7580321285140562
relu,kd_tree,14,entropy,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14,constant,80,sqrt,7,7,kneighborsClassifier,4,9,sgd,uniform,0.8815261044176707
relu,ball_tree,15,gini,1,1,1,0,0,0,1,0,0,1,1,0,0,0,2,invscaling,65,sqrt,20,29,kneighborsClassifier,3,6,adam,distance,0.8825301204819277
logistic,ball_tree,32,entropy,1,1,1,1,1,1,1,1,0,1,0,1,1,1,33,invscaling,42,sqrt,9,4,kneighborsClassifier,5,9,sgd,distance,0.8985943775100401
relu,kd_tree,15,entropy,1,1,1,1,1,1,1,1,0,0,0,1,0,1,27,constant,14,sqrt,8,19,kneighborsClassifier,10,2,adam,distance,0.8493975903614458
identity,brute,8,gini,0,0,0,0,1,0,1,1,1,0,1,1,0,0,12,adaptive,32,sqrt,11,16,randomForestClassifier,9,4,sgd,uniform,0.9658634538152611
tanh,ball_tree,10,gini,1,0,1,1,0,0,0,1,1,1,0,1,1,1,24,adaptive,67,auto,11,39,nnClassifier,7,5,lbfgs,uniform,0.7088353413654619
identity,kd_tree,14,gini,1,0,0,1,0,1,0,1,0,1,1,1,0,0,6,adaptive,45,log2,4,33,nnClassifier,8,4,lbfgs,uniform,0.7228915662650602
tanh,auto,15,entropy,0,0,1,1,0,1,1,0,0,0,0,1,1,1,35,constant,12,sqrt,19,37,kneighborsClassifier,6,3,adam,uniform,0.9728915662650602
tanh,auto,24,gini,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,invscaling,42,auto,2,31,nnClassifier,5,6,lbfgs,distance,0.8102409638554217
relu,ball_tree,25,entropy,0,0,1,0,1,0,0,0,1,0,1,0,0,0,28,adaptive,53,auto,17,11,nnClassifier,1,3,adam,uniform,0.713855421686747
logistic,auto,23,gini,0,0,0,0,0,0,1,0,1,0,0,0,1,1,15,invscaling,35,log2,12,13,kneighborsClassifier,2,5,lbfgs,distance,0.8845381526104418
tanh,brute,10,gini,0,1,0,1,0,0,1,0,1,0,0,1,0,1,12,adaptive,74,auto,4,31,randomForestClassifier,2,8,sgd,distance,0.9196787148594378
logistic,ball_tree,13,gini,1,0,0,0,0,0,0,1,1,0,0,0,0,1,16,invscaling,78,auto,10,34,randomForestClassifier,2,7,sgd,distance,0.9337349397590361
logistic,auto,12,entropy,1,0,1,1,0,1,1,0,0,0,0,1,0,1,9,constant,30,log2,20,25,nnClassifier,5,9,lbfgs,distance,0.7058232931726908
identity,ball_tree,15,entropy,1,0,1,0,1,0,1,0,1,1,0,1,0,0,19,invscaling,1,sqrt,5,19,nnClassifier,6,8,lbfgs,distance,0.7088353413654619
tanh,ball_tree,15,entropy,1,1,1,1,1,1,0,0,0,0,1,0,0,1,17,invscaling,88,auto,15,26,kneighborsClassifier,1,1,adam,uniform,0.8514056224899599
relu,brute,24,entropy,1,1,0,1,1,0,0,0,1,0,0,1,1,0,28,invscaling,78,log2,19,12,kneighborsClassifier,1,3,sgd,uniform,0.8594377510040161
logistic,brute,28,entropy,0,1,0,1,1,1,0,1,1,1,0,0,1,1,24,invscaling,4,auto,2,40,nnClassifier,2,6,adam,uniform,0.7078313253012049
tanh,ball_tree,10,gini,0,1,1,1,0,1,0,1,1,1,1,0,0,1,14,constant,34,sqrt,13,22,randomForestClassifier,2,4,adam,distance,0.9668674698795181
tanh,brute,20,entropy,1,1,0,0,1,0,1,1,1,0,1,1,0,1,29,invscaling,86,sqrt,20,25,randomForestClassifier,9,3,lbfgs,uniform,0.9668674698795181
logistic,kd_tree,9,entropy,1,1,1,1,1,0,0,0,0,0,1,0,1,1,29,constant,10,auto,18,9,kneighborsClassifier,4,8,lbfgs,uniform,0.891566265060241
