activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,brute,20,gini,0,0,1,1,1,0,0,1,1,1,0,1,1,0,2,adaptive,37,sqrt,4,31,nnClassifier,6,8,sgd,uniform,0.7329317269076305
identity,auto,11,gini,0,1,0,0,0,1,1,0,1,0,0,1,1,1,34,adaptive,87,sqrt,10,22,kneighborsClassifier,5,9,sgd,distance,0.9267068273092369
tanh,kd_tree,20,gini,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,adaptive,99,auto,10,8,randomForestClassifier,10,6,sgd,uniform,0.8945783132530121
relu,ball_tree,16,gini,1,0,0,1,0,0,1,0,0,1,0,1,1,0,14,constant,12,log2,3,12,nnClassifier,8,2,lbfgs,uniform,0.7349397590361446
identity,kd_tree,21,gini,0,0,1,1,1,0,0,0,0,0,1,0,0,0,15,adaptive,77,auto,16,23,randomForestClassifier,3,5,sgd,distance,0.9357429718875502
relu,brute,13,gini,0,0,0,0,1,1,0,1,0,1,1,1,1,0,35,constant,76,sqrt,18,13,kneighborsClassifier,5,9,adam,uniform,0.9568273092369478
logistic,kd_tree,28,entropy,1,1,0,0,0,0,0,1,1,0,0,1,0,1,18,invscaling,59,log2,16,13,randomForestClassifier,5,5,sgd,distance,0.963855421686747
identity,ball_tree,30,gini,0,0,1,1,1,0,1,1,0,1,1,1,0,1,35,adaptive,39,auto,6,27,kneighborsClassifier,10,8,lbfgs,uniform,0.9839357429718876
relu,brute,21,entropy,1,1,0,0,0,1,0,0,1,1,1,0,1,0,37,constant,5,sqrt,12,11,randomForestClassifier,10,2,sgd,uniform,0.9016064257028112
tanh,auto,23,gini,0,1,0,1,1,1,1,0,0,1,1,0,1,1,39,invscaling,51,sqrt,8,17,kneighborsClassifier,10,3,sgd,uniform,0.9417670682730924
identity,brute,9,gini,1,1,0,0,1,1,1,1,1,0,0,1,0,1,36,adaptive,13,sqrt,17,35,nnClassifier,3,2,adam,distance,0.7349397590361446
identity,ball_tree,25,gini,0,0,0,0,0,1,0,0,1,0,1,1,1,1,15,constant,94,log2,15,5,nnClassifier,3,8,sgd,uniform,0.7801204819277109
logistic,ball_tree,23,gini,1,1,1,0,1,1,1,1,1,0,1,0,0,1,21,constant,79,sqrt,17,34,nnClassifier,9,8,adam,distance,0.7178714859437751
relu,ball_tree,24,gini,0,0,0,1,0,0,0,0,1,1,1,0,0,1,39,invscaling,33,log2,3,17,randomForestClassifier,3,3,adam,distance,0.928714859437751
logistic,auto,15,entropy,1,1,1,0,1,1,1,1,0,0,1,1,1,1,13,constant,51,sqrt,8,38,kneighborsClassifier,4,5,lbfgs,distance,0.8995983935742972
identity,auto,19,entropy,1,1,1,0,0,0,1,1,0,0,1,1,0,0,35,constant,8,log2,3,20,nnClassifier,2,8,adam,uniform,0.7399598393574297
identity,kd_tree,17,entropy,0,0,1,1,0,0,1,1,1,0,0,1,1,1,6,invscaling,26,log2,13,26,kneighborsClassifier,2,7,lbfgs,uniform,0.9759036144578314
logistic,kd_tree,11,entropy,1,1,0,0,1,1,1,1,1,0,1,0,0,0,33,invscaling,71,auto,18,30,kneighborsClassifier,6,8,sgd,distance,0.8895582329317269
identity,brute,17,gini,1,0,0,1,0,0,0,1,1,1,1,0,1,0,36,constant,91,auto,7,26,randomForestClassifier,2,7,lbfgs,uniform,0.9698795180722891
tanh,ball_tree,19,gini,1,0,1,0,0,0,0,1,1,0,0,1,0,1,6,invscaling,62,log2,15,11,kneighborsClassifier,10,9,sgd,distance,0.9819277108433735
tanh,auto,13,gini,0,1,0,1,1,1,0,1,1,1,0,0,1,1,37,constant,16,auto,6,19,nnClassifier,4,6,sgd,distance,0.7279116465863453
logistic,brute,12,gini,1,1,0,1,1,0,0,1,1,0,1,0,1,1,10,constant,61,log2,15,3,randomForestClassifier,5,8,lbfgs,distance,0.9668674698795181
tanh,ball_tree,32,gini,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6,constant,79,auto,2,32,kneighborsClassifier,5,7,lbfgs,uniform,0.8805220883534136
logistic,brute,19,gini,1,0,0,1,1,1,1,0,0,1,1,1,0,0,9,adaptive,70,log2,13,23,randomForestClassifier,9,4,adam,distance,0.9608433734939759
relu,ball_tree,28,gini,0,0,1,0,0,0,0,1,0,1,1,1,0,1,15,constant,65,sqrt,4,25,nnClassifier,6,2,lbfgs,distance,0.7279116465863453
relu,brute,16,entropy,1,1,1,1,0,0,1,0,1,0,1,1,0,0,37,adaptive,78,log2,7,17,nnClassifier,7,5,sgd,uniform,0.7279116465863453
logistic,kd_tree,28,entropy,1,1,0,1,0,0,0,0,0,0,0,1,0,0,26,invscaling,48,sqrt,6,11,kneighborsClassifier,7,4,adam,distance,0.8413654618473896
relu,ball_tree,27,entropy,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,adaptive,99,auto,10,38,nnClassifier,9,1,sgd,uniform,0.8002008032128514
relu,ball_tree,14,gini,1,0,1,0,1,1,1,1,1,0,1,0,1,0,10,adaptive,28,log2,6,20,kneighborsClassifier,5,10,sgd,uniform,0.9548192771084337
identity,brute,23,entropy,0,0,1,1,0,0,1,1,0,1,0,1,0,1,35,constant,21,sqrt,15,7,randomForestClassifier,6,3,sgd,uniform,0.9538152610441767
logistic,ball_tree,29,gini,0,0,1,0,1,0,1,1,1,1,0,1,0,0,33,invscaling,90,auto,9,27,nnClassifier,7,3,sgd,distance,0.8353413654618473
relu,kd_tree,12,entropy,0,0,0,1,1,0,0,1,0,1,1,0,1,0,35,adaptive,14,sqrt,4,16,nnClassifier,4,6,sgd,distance,0.7228915662650602
relu,auto,19,gini,1,1,1,0,0,1,1,1,0,0,1,1,0,0,13,invscaling,98,sqrt,19,9,kneighborsClassifier,4,2,lbfgs,distance,0.8343373493975904
relu,ball_tree,9,gini,1,0,1,0,0,0,1,1,0,1,0,0,0,1,33,adaptive,46,log2,4,26,nnClassifier,2,3,adam,uniform,0.7168674698795181
tanh,auto,8,entropy,0,1,1,1,0,1,1,1,0,0,1,0,0,1,26,constant,12,log2,3,10,kneighborsClassifier,2,7,adam,uniform,0.9618473895582329
identity,kd_tree,17,gini,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,adaptive,77,auto,18,12,nnClassifier,3,10,adam,distance,0.7911646586345381
relu,brute,10,gini,1,1,1,0,0,1,0,1,1,0,1,1,1,1,6,invscaling,8,sqrt,16,34,randomForestClassifier,7,5,sgd,distance,0.9688755020080321
tanh,auto,30,entropy,1,0,1,1,0,0,0,0,1,1,0,1,1,1,24,adaptive,98,auto,12,7,nnClassifier,4,2,sgd,uniform,0.7248995983935743
relu,ball_tree,32,gini,1,0,1,1,1,1,0,1,0,0,1,1,0,1,23,invscaling,2,sqrt,16,35,kneighborsClassifier,3,4,lbfgs,distance,0.998995983935743
logistic,auto,15,gini,1,0,0,1,1,1,0,0,1,1,1,1,0,0,14,constant,73,sqrt,4,23,kneighborsClassifier,7,1,sgd,distance,0.9969879518072289
logistic,kd_tree,19,gini,0,1,1,0,0,0,1,1,1,1,0,1,1,1,39,adaptive,73,sqrt,6,16,nnClassifier,3,4,sgd,uniform,0.7279116465863453
identity,brute,8,entropy,1,1,1,1,1,1,0,1,1,0,0,0,0,1,27,constant,66,log2,17,39,kneighborsClassifier,7,1,sgd,uniform,0.8634538152610441
relu,kd_tree,29,entropy,1,1,0,1,0,0,1,1,0,1,0,0,1,1,8,constant,90,log2,8,22,randomForestClassifier,6,2,lbfgs,uniform,0.9698795180722891
identity,brute,28,entropy,1,0,0,0,0,0,1,0,0,1,1,1,0,0,24,adaptive,19,log2,6,6,randomForestClassifier,6,2,lbfgs,distance,0.9246987951807228
tanh,kd_tree,15,gini,0,0,0,1,0,1,1,1,1,0,1,0,0,0,28,adaptive,19,auto,14,35,kneighborsClassifier,9,4,sgd,uniform,0.9588353413654619
tanh,brute,13,gini,1,1,0,1,1,1,0,1,1,0,0,1,1,1,8,invscaling,8,auto,18,16,randomForestClassifier,10,7,sgd,distance,0.9608433734939759
identity,kd_tree,13,entropy,1,0,1,0,1,0,0,0,0,1,0,0,0,1,29,constant,12,auto,15,37,randomForestClassifier,5,5,sgd,distance,0.9327309236947792
tanh,auto,30,gini,0,1,1,0,0,0,1,1,0,0,1,0,1,1,23,constant,8,sqrt,16,7,randomForestClassifier,7,1,adam,uniform,0.9327309236947792
tanh,brute,17,entropy,1,1,1,1,1,0,0,0,1,1,1,0,0,0,13,constant,79,sqrt,8,31,nnClassifier,2,5,sgd,distance,0.7238955823293173
identity,ball_tree,13,entropy,1,0,1,1,1,1,1,1,1,0,0,0,1,0,27,invscaling,22,sqrt,17,29,nnClassifier,9,2,lbfgs,uniform,0.7269076305220884
logistic,brute,11,gini,1,1,1,1,0,0,1,1,1,1,0,1,0,1,5,invscaling,65,sqrt,14,8,randomForestClassifier,2,8,adam,distance,0.9698795180722891
tanh,kd_tree,13,gini,1,0,0,0,1,0,0,0,1,1,1,0,0,0,10,invscaling,59,sqrt,12,3,nnClassifier,1,7,sgd,distance,0.7369477911646586
identity,brute,24,gini,0,0,0,1,0,0,1,0,1,1,0,1,0,0,3,invscaling,18,sqrt,3,35,kneighborsClassifier,7,3,sgd,uniform,0.9307228915662651
logistic,auto,8,entropy,1,0,1,1,1,0,0,1,0,0,0,1,0,1,40,constant,5,auto,2,39,kneighborsClassifier,8,7,adam,uniform,0.9769076305220884
logistic,ball_tree,24,gini,1,0,1,1,1,0,0,0,1,0,0,1,1,1,18,invscaling,47,sqrt,3,19,kneighborsClassifier,6,1,sgd,distance,0.9949799196787149
relu,auto,21,gini,0,1,1,0,0,1,1,0,1,0,1,0,0,0,34,adaptive,66,log2,16,6,nnClassifier,6,2,lbfgs,uniform,0.7248995983935743
identity,ball_tree,23,entropy,0,1,1,0,0,1,0,1,0,1,1,0,0,1,29,constant,32,sqrt,16,2,kneighborsClassifier,9,2,adam,distance,0.9538152610441767
relu,auto,17,entropy,1,0,0,0,0,1,1,0,1,0,1,1,0,0,9,adaptive,59,sqrt,14,17,kneighborsClassifier,2,1,lbfgs,uniform,0.9899598393574297
relu,ball_tree,10,entropy,0,1,1,0,0,0,0,0,1,0,0,1,1,0,29,adaptive,49,auto,15,6,kneighborsClassifier,7,4,adam,distance,0.9246987951807228
logistic,ball_tree,18,gini,0,1,1,0,0,1,1,0,0,0,1,1,0,1,32,adaptive,17,auto,6,40,kneighborsClassifier,3,9,lbfgs,distance,0.9246987951807228
tanh,kd_tree,18,entropy,0,0,0,1,0,1,1,0,0,0,0,1,0,1,40,adaptive,38,auto,5,5,nnClassifier,6,6,adam,distance,0.7178714859437751
logistic,ball_tree,9,gini,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8,adaptive,51,log2,18,12,nnClassifier,2,6,lbfgs,distance,0.7449799196787149
relu,brute,9,entropy,0,0,1,1,0,0,1,1,0,1,0,1,0,0,21,adaptive,68,sqrt,5,26,randomForestClassifier,10,6,adam,uniform,0.9578313253012049
logistic,brute,25,entropy,0,0,0,1,1,1,1,0,1,1,0,0,0,1,4,invscaling,60,log2,6,8,randomForestClassifier,8,8,sgd,distance,0.9497991967871486
tanh,auto,12,entropy,1,0,0,0,0,0,1,0,0,1,0,1,1,1,15,adaptive,79,sqrt,10,10,kneighborsClassifier,9,3,sgd,distance,0.9518072289156626
identity,brute,8,gini,0,0,0,0,0,0,0,1,0,1,1,0,0,1,31,invscaling,13,auto,20,5,randomForestClassifier,6,10,sgd,distance,0.9447791164658634
identity,kd_tree,14,entropy,1,1,0,1,0,1,0,1,0,0,0,0,0,1,7,constant,100,log2,13,19,kneighborsClassifier,8,2,sgd,distance,0.8423694779116466
tanh,brute,9,entropy,0,0,0,0,0,0,1,1,1,1,1,0,1,1,12,adaptive,1,log2,17,8,kneighborsClassifier,2,4,sgd,distance,0.963855421686747
logistic,auto,32,entropy,0,1,1,0,0,0,0,0,1,0,1,1,0,1,32,constant,66,log2,14,34,nnClassifier,8,10,lbfgs,uniform,0.7289156626506024
relu,ball_tree,9,gini,0,0,1,0,0,1,0,1,1,1,0,0,1,0,16,adaptive,50,sqrt,15,23,kneighborsClassifier,7,6,adam,uniform,0.963855421686747
relu,auto,23,entropy,1,0,0,1,0,1,1,1,1,1,0,1,1,0,37,constant,34,sqrt,15,4,nnClassifier,1,5,lbfgs,uniform,0.7289156626506024
relu,ball_tree,22,entropy,0,1,0,1,0,1,0,1,1,0,1,1,0,1,14,invscaling,9,sqrt,17,3,nnClassifier,8,9,sgd,distance,0.7449799196787149
tanh,auto,14,gini,1,0,0,0,1,1,0,0,1,0,1,0,1,1,27,constant,76,sqrt,6,16,kneighborsClassifier,5,9,adam,distance,0.964859437751004
tanh,auto,16,gini,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,constant,45,sqrt,15,32,randomForestClassifier,9,5,adam,distance,0.8805220883534136
logistic,auto,18,entropy,1,1,1,0,1,1,0,1,0,1,1,0,1,0,35,adaptive,97,log2,11,29,nnClassifier,3,10,adam,distance,0.7259036144578314
identity,brute,10,entropy,0,0,1,0,0,1,1,0,1,0,0,0,0,1,37,constant,94,sqrt,20,38,kneighborsClassifier,2,8,sgd,distance,0.9457831325301205
identity,kd_tree,20,entropy,0,1,0,0,0,1,0,1,0,0,1,0,1,0,37,invscaling,9,log2,4,22,kneighborsClassifier,4,1,sgd,distance,0.9196787148594378
identity,auto,20,gini,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,constant,95,auto,18,19,kneighborsClassifier,5,9,sgd,uniform,0.9216867469879518
logistic,brute,22,gini,0,1,0,0,1,1,1,0,0,0,1,1,1,0,5,invscaling,16,sqrt,13,33,nnClassifier,1,1,adam,uniform,0.7269076305220884
relu,auto,21,entropy,1,0,1,1,0,1,1,1,1,0,1,0,0,1,34,adaptive,38,log2,17,7,nnClassifier,7,7,lbfgs,uniform,0.7248995983935743
identity,brute,22,gini,0,1,0,0,1,1,1,1,1,0,1,1,0,0,9,invscaling,61,log2,4,29,kneighborsClassifier,5,8,adam,distance,0.9568273092369478
logistic,auto,32,entropy,1,0,1,1,1,1,0,0,0,0,0,1,0,0,4,constant,61,auto,18,39,randomForestClassifier,5,7,lbfgs,distance,0.9518072289156626
relu,auto,31,entropy,0,1,0,0,1,0,0,0,1,0,0,1,0,1,14,invscaling,36,log2,8,38,randomForestClassifier,7,8,adam,uniform,0.9216867469879518
relu,auto,26,entropy,1,0,1,1,0,0,0,0,1,1,1,0,1,1,12,invscaling,72,auto,16,29,kneighborsClassifier,8,9,lbfgs,uniform,0.9618473895582329
identity,ball_tree,9,entropy,0,0,1,1,1,0,0,1,0,0,1,1,0,0,20,invscaling,22,sqrt,12,9,kneighborsClassifier,9,3,sgd,distance,0.9879518072289156
