activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,14,gini,1,0,0,0,0,0,0,1,0,1,0,0,1,0,29,adaptive,18,log2,13,32,kneighborsClassifier,6,10,lbfgs,uniform,0.927710843373494
relu,brute,32,entropy,0,1,1,1,0,1,0,0,0,0,1,0,1,0,18,constant,11,log2,4,13,nnClassifier,1,2,sgd,uniform,0.7329317269076305
identity,auto,19,gini,0,0,1,1,0,0,0,0,1,1,0,1,1,1,29,adaptive,79,log2,15,35,nnClassifier,7,4,sgd,uniform,0.7530120481927711
identity,brute,14,gini,1,1,1,0,1,0,0,0,0,0,0,1,1,1,15,invscaling,94,auto,15,2,kneighborsClassifier,8,5,lbfgs,distance,0.8755020080321285
identity,kd_tree,11,entropy,1,1,1,1,1,0,0,0,0,0,0,1,0,1,29,adaptive,21,sqrt,12,2,kneighborsClassifier,3,5,lbfgs,uniform,0.891566265060241
identity,ball_tree,31,gini,1,0,0,0,1,1,1,0,0,1,0,0,1,1,23,invscaling,3,sqrt,2,21,nnClassifier,7,9,sgd,distance,0.8012048192771084
logistic,brute,28,entropy,1,1,0,1,0,1,0,1,1,1,0,0,0,1,25,invscaling,24,sqrt,9,29,randomForestClassifier,3,2,lbfgs,distance,0.9618473895582329
tanh,ball_tree,21,gini,0,1,0,1,1,1,1,0,0,1,1,1,1,1,34,adaptive,59,log2,11,8,nnClassifier,6,7,sgd,distance,0.7419678714859438
identity,kd_tree,27,gini,1,0,1,0,1,1,0,1,0,0,0,0,0,1,39,adaptive,29,sqrt,9,25,nnClassifier,9,2,adam,distance,0.7399598393574297
identity,ball_tree,31,gini,0,1,0,0,0,0,1,0,1,0,1,1,1,1,37,invscaling,67,log2,13,13,nnClassifier,1,1,lbfgs,uniform,0.786144578313253
relu,brute,16,entropy,0,0,0,1,0,1,0,0,0,1,0,1,0,1,33,constant,61,log2,8,5,kneighborsClassifier,2,6,lbfgs,distance,0.9216867469879518
tanh,auto,27,gini,0,1,1,1,1,1,0,0,0,1,1,1,0,1,19,adaptive,83,auto,14,7,kneighborsClassifier,7,5,sgd,distance,0.963855421686747
relu,kd_tree,29,entropy,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,invscaling,88,auto,7,39,nnClassifier,6,5,sgd,distance,0.7951807228915663
relu,ball_tree,31,entropy,1,0,1,0,0,1,1,0,0,1,1,1,0,1,5,constant,65,log2,6,32,nnClassifier,3,7,adam,uniform,0.7459839357429718
logistic,ball_tree,8,gini,1,1,1,0,1,1,0,0,0,1,1,1,0,1,26,invscaling,64,log2,17,10,kneighborsClassifier,6,1,lbfgs,distance,0.8443775100401606
logistic,auto,17,entropy,1,1,1,1,0,0,1,1,1,0,1,1,1,0,6,constant,19,log2,19,28,kneighborsClassifier,1,4,sgd,uniform,0.8855421686746988
identity,auto,9,gini,0,1,1,1,0,0,0,1,0,1,0,1,0,1,26,invscaling,48,log2,2,6,nnClassifier,4,2,adam,uniform,0.7349397590361446
identity,brute,10,entropy,0,0,0,1,1,1,0,1,1,1,0,0,0,1,29,adaptive,63,sqrt,7,18,randomForestClassifier,8,4,adam,uniform,0.9608433734939759
identity,auto,25,entropy,1,1,0,1,1,0,1,1,0,0,0,0,0,0,35,invscaling,34,sqrt,19,27,randomForestClassifier,9,10,sgd,uniform,0.9487951807228916
relu,auto,30,entropy,0,1,1,0,0,0,1,0,0,1,1,0,1,1,21,invscaling,42,auto,19,30,nnClassifier,7,4,lbfgs,uniform,0.7439759036144579
identity,kd_tree,14,entropy,1,0,0,0,1,1,1,1,1,0,1,1,1,1,8,adaptive,85,log2,8,31,randomForestClassifier,2,4,sgd,distance,0.9799196787148594
identity,auto,20,entropy,0,0,0,1,1,0,1,0,0,0,0,1,0,0,29,invscaling,65,auto,7,25,kneighborsClassifier,8,5,lbfgs,distance,0.8624497991967871
relu,brute,31,gini,0,1,1,1,0,1,0,0,0,1,0,1,0,0,24,adaptive,16,sqrt,14,18,kneighborsClassifier,10,4,adam,distance,0.9317269076305221
logistic,auto,28,gini,0,1,0,1,1,1,0,0,0,1,1,1,1,1,21,constant,27,sqrt,20,28,nnClassifier,3,8,adam,uniform,0.7429718875502008
logistic,brute,17,entropy,0,0,1,1,1,1,1,1,1,0,1,1,0,1,17,invscaling,70,sqrt,8,33,kneighborsClassifier,8,10,lbfgs,distance,0.9919678714859438
relu,auto,30,entropy,0,0,1,0,0,1,0,1,0,0,0,1,1,1,13,invscaling,41,log2,7,38,kneighborsClassifier,3,8,adam,distance,0.9508032128514057
tanh,kd_tree,32,entropy,1,0,1,0,0,1,1,1,1,1,1,1,1,1,4,invscaling,96,auto,7,4,kneighborsClassifier,3,3,sgd,distance,0.9949799196787149
identity,ball_tree,13,gini,1,1,1,0,0,1,0,0,0,0,0,1,0,1,22,invscaling,50,log2,15,33,nnClassifier,7,8,lbfgs,uniform,0.7550200803212851
logistic,brute,31,gini,0,1,0,0,0,0,0,1,0,1,0,1,0,1,32,adaptive,81,auto,8,13,kneighborsClassifier,3,7,lbfgs,distance,0.929718875502008
identity,ball_tree,18,entropy,0,1,1,0,0,1,0,0,1,0,0,0,1,1,37,adaptive,4,log2,19,26,nnClassifier,9,6,adam,distance,0.7459839357429718
tanh,kd_tree,12,entropy,0,1,0,0,1,0,1,1,0,1,0,0,0,0,13,adaptive,62,auto,8,20,kneighborsClassifier,8,9,sgd,uniform,0.9307228915662651
tanh,kd_tree,31,entropy,0,0,1,0,0,1,0,0,0,0,1,1,1,0,13,invscaling,32,log2,17,35,randomForestClassifier,6,7,adam,distance,0.9206827309236948
relu,auto,19,gini,1,1,1,1,1,0,0,0,0,1,0,1,1,1,21,invscaling,25,log2,20,28,kneighborsClassifier,6,5,sgd,uniform,0.8905622489959839
tanh,kd_tree,16,entropy,1,0,1,0,0,0,0,0,1,0,0,0,1,1,24,invscaling,53,auto,2,38,randomForestClassifier,7,1,sgd,uniform,0.9467871485943775
logistic,ball_tree,14,entropy,0,1,1,0,1,0,1,0,1,1,1,1,0,0,33,constant,59,log2,3,22,kneighborsClassifier,3,3,lbfgs,uniform,0.963855421686747
tanh,auto,25,entropy,0,1,0,1,1,0,1,0,0,0,0,1,0,0,13,constant,38,log2,3,16,kneighborsClassifier,4,1,adam,uniform,0.8413654618473896
logistic,kd_tree,29,entropy,1,1,0,0,0,0,0,0,0,1,0,0,0,1,15,constant,83,sqrt,2,9,kneighborsClassifier,8,9,lbfgs,uniform,0.8805220883534136
tanh,ball_tree,10,entropy,1,0,1,0,0,1,0,1,1,0,0,0,0,1,13,constant,11,auto,20,35,kneighborsClassifier,3,6,sgd,uniform,0.9668674698795181
relu,ball_tree,31,entropy,1,0,0,1,1,0,1,1,0,1,0,0,1,0,39,invscaling,42,auto,8,13,randomForestClassifier,6,9,lbfgs,distance,0.9628514056224899
tanh,ball_tree,20,entropy,0,1,1,0,1,0,1,1,0,0,1,1,1,0,40,adaptive,28,sqrt,4,24,nnClassifier,8,6,adam,distance,0.75
identity,ball_tree,13,gini,0,1,0,0,1,0,1,1,0,1,0,1,0,0,18,constant,29,auto,19,33,nnClassifier,4,10,sgd,distance,0.7459839357429718
identity,ball_tree,22,gini,0,1,0,0,1,0,0,1,1,1,0,0,0,0,33,constant,86,log2,11,25,randomForestClassifier,2,5,adam,uniform,0.9518072289156626
tanh,brute,25,entropy,1,1,1,1,0,0,0,0,0,1,0,1,1,1,37,invscaling,59,sqrt,3,35,nnClassifier,2,5,adam,distance,0.7439759036144579
relu,kd_tree,29,gini,0,0,1,1,1,0,1,1,0,1,1,0,0,1,2,adaptive,7,log2,9,40,randomForestClassifier,10,1,sgd,uniform,0.9769076305220884
relu,brute,9,gini,1,0,1,1,1,0,1,1,0,1,0,0,1,1,8,adaptive,32,auto,10,24,nnClassifier,1,10,lbfgs,distance,0.7369477911646586
identity,kd_tree,32,entropy,0,0,0,0,0,1,1,0,0,1,1,0,0,0,20,adaptive,98,log2,17,18,nnClassifier,6,6,adam,distance,0.8353413654618473
relu,brute,32,gini,1,1,0,0,1,1,0,1,1,1,0,1,0,1,19,adaptive,66,log2,13,40,nnClassifier,1,10,adam,distance,0.7469879518072289
tanh,kd_tree,25,gini,1,1,1,1,0,0,0,1,1,1,0,1,1,1,40,constant,96,sqrt,13,37,randomForestClassifier,6,1,lbfgs,distance,0.9658634538152611
relu,ball_tree,28,gini,0,1,0,0,1,1,1,1,1,0,0,0,0,1,27,constant,43,log2,15,37,kneighborsClassifier,2,9,lbfgs,uniform,0.9477911646586346
relu,brute,30,entropy,1,0,0,0,1,0,0,1,1,1,1,0,0,1,26,adaptive,48,auto,7,39,kneighborsClassifier,7,1,sgd,uniform,0.9929718875502008
tanh,ball_tree,13,entropy,0,1,0,0,0,0,1,0,1,0,0,1,1,0,12,constant,94,sqrt,6,3,randomForestClassifier,10,8,lbfgs,distance,0.9046184738955824
identity,auto,24,gini,1,1,0,1,1,0,1,1,0,1,1,1,1,0,5,constant,66,auto,10,33,randomForestClassifier,5,7,adam,distance,0.9738955823293173
logistic,ball_tree,28,entropy,1,0,1,1,1,0,0,0,0,1,1,0,1,1,16,invscaling,86,log2,18,18,randomForestClassifier,9,6,lbfgs,uniform,0.9658634538152611
logistic,ball_tree,8,gini,1,1,1,0,0,1,0,1,1,0,0,1,0,0,17,adaptive,62,auto,14,39,nnClassifier,2,2,lbfgs,distance,0.7479919678714859
tanh,brute,13,entropy,0,1,1,1,0,1,1,0,0,1,1,1,1,1,15,constant,62,sqrt,7,11,randomForestClassifier,8,7,lbfgs,distance,0.9748995983935743
logistic,brute,32,gini,1,0,0,0,0,1,1,1,0,0,1,1,0,0,36,constant,87,log2,18,36,nnClassifier,4,2,sgd,uniform,0.748995983935743
tanh,brute,14,gini,1,1,1,0,0,0,0,1,0,1,0,1,1,0,28,invscaling,49,sqrt,4,16,kneighborsClassifier,4,5,lbfgs,uniform,0.8875502008032129
tanh,brute,28,gini,1,0,0,0,0,1,1,0,0,1,0,1,1,0,11,constant,82,auto,3,10,nnClassifier,1,8,sgd,distance,0.7560240963855421
logistic,kd_tree,13,entropy,1,1,1,0,1,1,1,1,0,1,0,0,0,1,14,adaptive,39,sqrt,17,13,kneighborsClassifier,5,10,sgd,uniform,0.8845381526104418
tanh,ball_tree,19,entropy,0,1,1,1,1,1,1,0,0,1,1,1,1,0,40,adaptive,84,auto,8,40,randomForestClassifier,3,5,sgd,uniform,0.9698795180722891
identity,ball_tree,26,gini,1,1,1,1,0,0,1,0,1,0,0,0,0,0,19,adaptive,76,auto,7,24,randomForestClassifier,3,7,adam,uniform,0.9658634538152611
logistic,ball_tree,13,gini,0,1,1,0,1,0,0,1,0,1,1,1,1,0,36,adaptive,89,log2,16,30,randomForestClassifier,4,5,lbfgs,uniform,0.9708835341365462
identity,brute,14,gini,1,0,0,0,1,0,1,1,1,1,1,1,1,1,38,invscaling,19,log2,13,40,kneighborsClassifier,5,2,adam,uniform,0.9919678714859438
logistic,kd_tree,16,entropy,0,0,1,1,1,1,1,0,0,1,0,1,1,1,35,invscaling,97,log2,6,40,nnClassifier,1,7,sgd,distance,0.8453815261044176
logistic,brute,9,gini,0,0,0,1,0,0,1,0,1,0,1,0,1,1,20,constant,53,log2,10,38,kneighborsClassifier,4,10,adam,uniform,0.9457831325301205
logistic,auto,27,entropy,1,1,0,1,1,1,0,0,1,1,0,1,1,0,10,adaptive,59,sqrt,11,13,kneighborsClassifier,4,8,adam,uniform,0.8825301204819277
relu,ball_tree,26,gini,1,1,0,0,0,1,1,0,1,0,1,1,1,1,20,adaptive,91,sqrt,8,19,randomForestClassifier,6,1,adam,distance,0.9548192771084337
tanh,kd_tree,14,gini,1,1,1,0,0,0,1,1,0,1,1,0,0,1,34,adaptive,89,log2,19,40,randomForestClassifier,8,10,sgd,distance,0.9748995983935743
relu,kd_tree,28,gini,0,1,1,0,0,1,1,0,1,0,1,1,0,0,14,adaptive,2,log2,16,13,randomForestClassifier,4,3,adam,distance,0.8363453815261044
relu,auto,32,gini,1,0,1,1,1,1,1,1,0,0,1,1,0,0,5,adaptive,92,auto,6,4,randomForestClassifier,8,2,adam,distance,0.9849397590361446
logistic,brute,8,gini,0,0,0,1,1,0,1,0,0,1,1,0,0,0,6,invscaling,25,log2,5,25,kneighborsClassifier,4,2,sgd,uniform,0.9337349397590361
tanh,auto,27,gini,0,1,1,0,0,1,0,0,1,1,0,1,0,0,25,invscaling,8,sqrt,2,8,randomForestClassifier,2,9,sgd,distance,0.9558232931726908
identity,auto,32,gini,1,1,1,0,0,1,1,1,1,1,0,1,1,1,16,invscaling,69,log2,16,8,nnClassifier,8,8,lbfgs,distance,0.7449799196787149
identity,ball_tree,29,entropy,1,1,0,1,0,1,0,1,1,1,0,1,0,1,11,constant,94,sqrt,15,20,kneighborsClassifier,6,2,lbfgs,distance,0.8343373493975904
relu,auto,20,entropy,1,1,1,0,0,0,0,1,1,0,0,1,1,0,2,adaptive,13,log2,4,4,kneighborsClassifier,1,9,lbfgs,uniform,0.8805220883534136
identity,auto,14,entropy,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,invscaling,60,auto,6,36,randomForestClassifier,8,3,sgd,uniform,0.9156626506024096
relu,ball_tree,14,gini,1,0,0,1,0,1,0,0,0,1,0,0,1,0,9,adaptive,85,auto,20,29,kneighborsClassifier,9,5,adam,uniform,0.9397590361445783
tanh,brute,22,gini,0,1,0,0,1,0,1,0,1,0,1,1,1,1,10,invscaling,52,auto,4,2,randomForestClassifier,7,4,lbfgs,distance,0.9447791164658634
relu,ball_tree,11,gini,1,0,0,1,1,0,0,0,0,0,0,0,0,1,19,invscaling,11,auto,4,20,nnClassifier,3,1,sgd,distance,0.8062248995983936
identity,kd_tree,10,gini,1,1,0,0,0,0,1,1,1,1,0,1,0,0,5,adaptive,69,log2,12,9,nnClassifier,7,10,lbfgs,uniform,0.751004016064257
identity,ball_tree,14,gini,0,0,1,1,0,0,1,0,0,0,1,1,0,1,11,constant,63,sqrt,4,2,nnClassifier,4,4,adam,uniform,0.7670682730923695
tanh,auto,26,gini,0,1,1,0,1,0,0,1,0,1,0,1,1,0,23,invscaling,58,log2,11,28,kneighborsClassifier,3,9,adam,distance,0.9508032128514057
tanh,brute,9,gini,1,1,1,1,0,1,0,0,1,0,0,0,0,0,17,adaptive,64,log2,14,32,kneighborsClassifier,4,4,adam,distance,0.8614457831325302
identity,brute,26,entropy,0,0,1,1,0,1,1,1,0,0,1,1,0,0,21,invscaling,28,auto,9,34,randomForestClassifier,6,6,adam,uniform,0.9769076305220884
tanh,auto,31,gini,0,0,0,0,1,0,0,1,0,1,1,0,1,0,8,adaptive,72,log2,12,16,kneighborsClassifier,1,3,sgd,distance,0.9548192771084337
identity,kd_tree,11,entropy,0,1,0,1,1,1,1,0,0,0,0,0,0,0,25,constant,13,auto,13,34,randomForestClassifier,2,6,lbfgs,distance,0.8825301204819277
relu,brute,27,gini,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,invscaling,31,auto,6,5,randomForestClassifier,8,2,adam,distance,0.8815261044176707
tanh,brute,25,entropy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,26,invscaling,74,sqrt,5,31,randomForestClassifier,3,2,sgd,distance,0.9467871485943775
logistic,auto,16,gini,0,0,1,0,0,0,1,0,1,1,1,1,1,0,28,constant,5,sqrt,17,31,randomForestClassifier,8,2,sgd,uniform,0.9497991967871486
