activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,brute,9,gini,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,5,adaptive,76,sqrt,16,10,kneighborsClassifier,9,8,sgd,distance,1.0,100.87385640712455
relu,ball_tree,23,gini,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,20,invscaling,30,auto,13,8,nnClassifier,7,2,sgd,distance,1.0,100.87395616597496
relu,ball_tree,8,gini,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,13,invscaling,41,sqrt,11,19,kneighborsClassifier,10,7,adam,distance,1.0,100.8740293760784
relu,kd_tree,17,gini,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,27,invscaling,16,sqrt,13,9,kneighborsClassifier,6,8,sgd,distance,1.0,100.87410135497339
relu,auto,28,gini,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,20,adaptive,65,sqrt,8,11,kneighborsClassifier,8,6,sgd,distance,1.0,100.87417283491232
relu,kd_tree,14,gini,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,17,adaptive,67,sqrt,15,24,nnClassifier,9,9,sgd,distance,1.0,100.87424389412627
relu,ball_tree,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,15,adaptive,40,sqrt,15,30,nnClassifier,9,5,sgd,distance,1.0,100.87431540410034
relu,ball_tree,16,gini,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,32,adaptive,35,sqrt,15,29,nnClassifier,9,5,sgd,distance,1.0,100.87438649311662
relu,ball_tree,14,gini,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,12,constant,80,sqrt,15,36,kneighborsClassifier,6,9,sgd,distance,0.9989440337909187,100.87445687293075
relu,ball_tree,25,gini,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,adaptive,16,sqrt,9,23,nnClassifier,9,8,sgd,distance,1.0,100.8745291819796
relu,brute,16,gini,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5,adaptive,9,sqrt,12,29,kneighborsClassifier,9,8,adam,distance,1.0,100.87459907191806
relu,ball_tree,21,gini,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,31,adaptive,46,auto,10,25,kneighborsClassifier,9,5,sgd,distance,1.0,100.87466911110096
relu,auto,16,gini,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,28,adaptive,67,auto,17,8,nnClassifier,7,6,adam,distance,1.0,100.87473901105113
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,20,invscaling,41,auto,15,14,kneighborsClassifier,9,9,adam,distance,1.0,100.87480966001749
relu,auto,13,gini,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,26,adaptive,85,auto,11,6,nnClassifier,8,8,adam,distance,1.0,100.87487983005121
relu,brute,28,gini,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,5,adaptive,58,sqrt,14,36,kneighborsClassifier,9,8,adam,distance,1.0,100.87495892890729
relu,brute,8,gini,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,5,adaptive,71,auto,8,17,nnClassifier,9,6,adam,distance,1.0,100.87502916902304
relu,brute,14,gini,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,12,invscaling,76,auto,17,10,kneighborsClassifier,10,7,sgd,distance,1.0,100.87509972811677
relu,auto,17,gini,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,13,constant,80,sqrt,10,6,nnClassifier,9,9,sgd,distance,1.0,100.87516992795281
relu,ball_tree,9,gini,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,adaptive,76,sqrt,10,36,kneighborsClassifier,9,7,adam,distance,1.0,100.87524004699662
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,76,auto,16,10,nnClassifier,9,8,adam,distance,1.0,267.99994129198603
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,17,9,nnClassifier,10,6,adam,distance,1.0,268.0000292221084
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,45,auto,12,15,nnClassifier,9,9,adam,distance,1.0,268.0001025709789
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,20,auto,17,10,nnClassifier,4,9,adam,distance,1.0,268.0001742099412
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,69,auto,12,11,nnClassifier,8,7,adam,distance,1.0,268.0002462300472
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,66,auto,19,20,nnClassifier,8,9,adam,distance,1.0,268.0003176589962
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,41,auto,15,26,nnClassifier,9,6,adam,distance,1.0,268.00038958806545
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,39,auto,15,31,nnClassifier,9,9,adam,distance,1.0,268.0004611480981
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,76,auto,15,32,nnClassifier,10,9,adam,distance,1.0,268.0005330569111
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,20,auto,13,19,nnClassifier,9,7,adam,distance,1.0,268.00060423696414
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,constant,13,auto,13,25,nnClassifier,9,9,adam,distance,1.0,268.00067582610063
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,50,auto,11,21,nnClassifier,9,9,adam,distance,1.0,268.000747095095
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,71,auto,16,4,nnClassifier,10,9,adam,distance,1.0,268.0008191349916
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,45,auto,16,14,nnClassifier,8,8,adam,distance,1.0,268.0008903341368
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,84,auto,15,5,nnClassifier,6,4,adam,distance,1.0,268.00096934312023
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,62,auto,11,37,nnClassifier,8,8,adam,distance,1.0,268.00104100303724
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,75,auto,4,13,nnClassifier,9,4,adam,distance,1.0,268.00111305201426
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,75,auto,15,14,nnClassifier,7,8,adam,distance,1.0,268.00118428096175
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,79,auto,12,10,nnClassifier,10,10,adam,distance,1.0,268.00125635112636
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,78,auto,11,32,nnClassifier,9,10,adam,distance,1.0,268.00132745993324
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,76,auto,16,10,nnClassifier,9,8,adam,distance,1.0,420.97498724097386
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,38,auto,13,9,nnClassifier,6,9,adam,distance,1.0,420.9750777799636
