activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,16,entropy,1,0,0,0,1,1,18,adaptive,22,sqrt,2,16,randomForestClassifier,9,7,sgd,uniform,0.9847942754919499
logistic,kd_tree,22,gini,0,1,0,1,0,1,10,adaptive,19,auto,16,30,kneighborsClassifier,8,5,adam,uniform,0.9803220035778175
identity,kd_tree,22,entropy,1,1,1,0,1,0,38,constant,60,auto,12,18,randomForestClassifier,10,3,sgd,distance,0.9847942754919499
logistic,auto,17,gini,1,0,1,1,1,1,16,adaptive,80,log2,13,22,nnClassifier,1,4,lbfgs,uniform,1.0
tanh,ball_tree,21,entropy,1,0,0,0,0,0,33,constant,12,auto,10,29,kneighborsClassifier,1,7,adam,distance,0.9686940966010733
tanh,kd_tree,27,entropy,0,0,1,1,1,0,19,adaptive,60,sqrt,4,5,kneighborsClassifier,1,7,sgd,uniform,0.9794275491949911
relu,auto,20,entropy,0,1,1,1,1,0,20,invscaling,94,sqrt,14,27,nnClassifier,2,2,adam,distance,1.0
identity,auto,16,entropy,1,1,1,0,1,0,3,adaptive,65,sqrt,2,3,randomForestClassifier,2,5,lbfgs,distance,0.9856887298747764
logistic,auto,27,gini,1,0,0,0,0,0,27,constant,61,sqrt,7,16,nnClassifier,5,3,sgd,uniform,1.0
tanh,brute,14,gini,0,1,1,1,1,0,20,adaptive,41,log2,19,20,kneighborsClassifier,3,8,lbfgs,distance,0.9838998211091234
identity,brute,11,entropy,1,1,1,1,0,1,24,invscaling,78,auto,17,18,nnClassifier,3,5,lbfgs,uniform,1.0
tanh,kd_tree,9,entropy,1,0,1,1,1,0,12,invscaling,9,sqrt,12,24,randomForestClassifier,1,7,lbfgs,uniform,0.983005366726297
identity,brute,11,entropy,0,1,0,0,1,0,35,invscaling,56,auto,14,22,randomForestClassifier,3,4,sgd,distance,0.9847942754919499
logistic,kd_tree,24,entropy,0,1,0,1,0,0,6,adaptive,38,auto,20,8,kneighborsClassifier,2,9,lbfgs,distance,0.9740608228980322
identity,ball_tree,17,entropy,0,1,0,1,0,0,4,adaptive,80,log2,15,6,kneighborsClassifier,8,9,lbfgs,distance,0.9740608228980322
tanh,ball_tree,17,gini,0,0,0,1,1,0,35,adaptive,5,auto,3,6,randomForestClassifier,10,6,sgd,distance,0.9865831842576028
identity,brute,20,gini,1,1,1,1,1,1,33,invscaling,6,sqrt,7,32,randomForestClassifier,2,2,adam,distance,0.9838998211091234
tanh,ball_tree,8,gini,1,1,1,1,1,0,40,invscaling,54,auto,5,7,nnClassifier,5,7,adam,uniform,1.0
identity,kd_tree,14,entropy,1,0,0,0,0,1,30,constant,13,auto,20,32,nnClassifier,5,9,sgd,distance,1.0
relu,brute,31,gini,1,0,1,0,1,1,35,adaptive,43,log2,7,38,randomForestClassifier,10,1,lbfgs,uniform,0.9838998211091234
relu,brute,28,entropy,1,1,0,0,1,0,25,invscaling,41,auto,15,19,nnClassifier,8,2,sgd,uniform,1.0
relu,ball_tree,8,entropy,0,0,1,0,0,0,20,invscaling,12,sqrt,14,11,randomForestClassifier,6,4,lbfgs,uniform,0.981216457960644
tanh,ball_tree,29,gini,0,0,0,0,0,1,34,adaptive,58,log2,15,19,nnClassifier,3,10,sgd,distance,1.0
logistic,kd_tree,20,gini,1,1,0,1,1,0,20,invscaling,20,sqrt,9,5,randomForestClassifier,3,2,lbfgs,uniform,0.9856887298747764
identity,ball_tree,18,gini,0,0,0,0,1,0,8,invscaling,79,log2,14,11,kneighborsClassifier,9,3,lbfgs,uniform,0.9865831842576028
relu,kd_tree,17,entropy,1,1,0,0,1,1,38,adaptive,28,sqrt,3,38,randomForestClassifier,2,9,adam,uniform,0.9856887298747764
identity,ball_tree,30,gini,0,1,1,0,0,0,6,invscaling,80,sqrt,14,37,randomForestClassifier,3,10,sgd,distance,0.9838998211091234
relu,brute,31,gini,0,0,1,0,0,1,20,constant,35,sqrt,8,11,randomForestClassifier,6,9,lbfgs,distance,0.9865831842576028
identity,brute,30,gini,0,1,0,0,0,1,27,constant,31,log2,19,20,kneighborsClassifier,3,9,sgd,uniform,0.981216457960644
identity,brute,20,gini,1,1,0,0,1,0,13,constant,67,auto,4,9,randomForestClassifier,1,5,sgd,distance,0.983005366726297
tanh,auto,9,entropy,0,0,1,1,1,0,16,adaptive,42,sqrt,15,5,randomForestClassifier,6,8,adam,uniform,0.983005366726297
logistic,auto,31,entropy,1,0,1,0,1,0,27,constant,70,auto,6,29,kneighborsClassifier,1,1,sgd,distance,0.9731663685152058
relu,auto,18,gini,0,1,1,1,0,1,14,constant,92,auto,15,3,randomForestClassifier,6,1,lbfgs,distance,0.9856887298747764
tanh,auto,24,entropy,0,1,1,0,0,0,25,adaptive,48,auto,12,6,nnClassifier,8,4,lbfgs,distance,1.0
relu,kd_tree,22,entropy,0,1,0,1,1,0,14,constant,87,log2,11,7,randomForestClassifier,6,2,sgd,uniform,0.9838998211091234
identity,ball_tree,17,gini,1,0,1,1,0,1,39,invscaling,92,log2,19,14,nnClassifier,3,9,adam,uniform,1.0
tanh,kd_tree,21,gini,1,1,0,1,0,1,4,invscaling,62,sqrt,3,29,nnClassifier,2,5,adam,distance,1.0
tanh,auto,28,entropy,0,1,1,1,1,1,18,invscaling,99,sqrt,18,14,kneighborsClassifier,10,1,adam,uniform,0.9803220035778175
tanh,brute,27,entropy,0,0,0,0,0,0,9,invscaling,75,log2,10,15,kneighborsClassifier,5,8,sgd,distance,0
logistic,ball_tree,9,entropy,0,1,0,1,1,0,17,invscaling,82,sqrt,5,9,nnClassifier,7,1,adam,distance,1.0
logistic,ball_tree,9,entropy,0,1,1,0,1,0,18,invscaling,63,sqrt,7,4,randomForestClassifier,2,4,lbfgs,uniform,0.9856887298747764
identity,ball_tree,22,gini,0,1,1,1,1,0,10,constant,8,auto,2,40,randomForestClassifier,5,1,adam,uniform,0.9847942754919499
logistic,kd_tree,28,gini,0,0,0,0,1,0,25,constant,72,log2,19,39,randomForestClassifier,5,8,lbfgs,uniform,0.9847942754919499
relu,kd_tree,22,entropy,1,1,0,1,1,1,27,adaptive,63,sqrt,14,4,randomForestClassifier,4,10,sgd,uniform,0.9838998211091234
identity,auto,28,gini,1,1,0,0,0,1,29,adaptive,10,auto,15,14,kneighborsClassifier,1,2,sgd,distance,0.9713774597495528
relu,brute,27,entropy,0,1,0,1,1,1,36,adaptive,73,auto,11,27,randomForestClassifier,2,3,lbfgs,distance,0.9847942754919499
tanh,kd_tree,22,gini,0,1,1,1,1,0,19,invscaling,89,sqrt,15,38,kneighborsClassifier,1,7,adam,uniform,0.983005366726297
relu,kd_tree,27,entropy,1,0,1,1,1,1,28,constant,5,sqrt,19,2,kneighborsClassifier,2,7,sgd,distance,0.9838998211091234
