activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,17,entropy,0,1,0,0,0,0,38,invscaling,76,sqrt,16,14,kneighborsClassifier,5,10,sgd,uniform,0.981216457960644
identity,brute,24,gini,1,0,0,1,0,0,18,adaptive,15,log2,4,20,nnClassifier,2,2,sgd,distance,1.0
relu,ball_tree,26,entropy,1,0,0,0,1,0,17,invscaling,57,auto,15,7,nnClassifier,8,6,sgd,uniform,1.0
identity,kd_tree,11,gini,1,1,1,0,1,1,21,invscaling,51,sqrt,4,18,kneighborsClassifier,7,7,adam,distance,0.983005366726297
tanh,auto,10,gini,1,1,1,0,0,1,33,invscaling,12,auto,9,31,kneighborsClassifier,2,5,lbfgs,distance,0.983005366726297
identity,ball_tree,28,entropy,0,0,1,1,0,0,22,invscaling,27,sqrt,6,6,kneighborsClassifier,8,9,adam,uniform,0.9758497316636852
logistic,kd_tree,21,entropy,1,1,0,0,1,1,23,constant,46,log2,3,25,randomForestClassifier,4,10,lbfgs,uniform,0.9856887298747764
relu,brute,8,gini,0,1,0,1,1,1,38,adaptive,54,sqrt,16,15,kneighborsClassifier,5,8,sgd,uniform,0.9847942754919499
tanh,kd_tree,31,entropy,0,1,1,1,1,1,17,adaptive,55,auto,12,20,nnClassifier,9,4,sgd,uniform,1.0
tanh,brute,12,entropy,1,1,0,1,0,0,29,constant,96,log2,9,16,randomForestClassifier,2,5,lbfgs,uniform,0.9803220035778175
logistic,kd_tree,11,entropy,0,1,0,0,0,1,12,invscaling,21,auto,18,39,kneighborsClassifier,10,10,sgd,distance,0.981216457960644
identity,kd_tree,21,gini,0,0,1,1,1,0,8,invscaling,71,log2,8,32,nnClassifier,4,8,lbfgs,uniform,1.0
relu,brute,19,entropy,0,0,0,1,1,1,19,constant,73,auto,14,22,kneighborsClassifier,10,9,lbfgs,distance,0.9856887298747764
logistic,auto,24,gini,0,1,1,0,1,1,34,invscaling,10,sqrt,12,35,kneighborsClassifier,2,8,lbfgs,uniform,0.9856887298747764
logistic,brute,8,entropy,0,1,0,0,0,0,26,invscaling,30,sqrt,17,4,kneighborsClassifier,8,9,sgd,distance,0.9803220035778175
identity,kd_tree,31,entropy,0,0,1,1,1,1,24,invscaling,93,log2,9,6,nnClassifier,7,8,adam,uniform,1.0
tanh,ball_tree,14,entropy,0,0,0,1,0,0,29,constant,64,log2,4,28,kneighborsClassifier,7,10,adam,uniform,0.9794275491949911
relu,brute,17,gini,0,1,0,1,0,1,33,constant,17,auto,12,10,kneighborsClassifier,1,8,lbfgs,uniform,0.9821109123434705
relu,brute,17,entropy,0,1,0,0,0,1,26,adaptive,23,log2,6,6,kneighborsClassifier,4,10,adam,distance,0.981216457960644
logistic,kd_tree,31,entropy,1,1,1,1,0,0,36,invscaling,34,sqrt,5,36,nnClassifier,2,8,adam,uniform,1.0
tanh,kd_tree,10,gini,0,0,1,0,0,1,31,invscaling,94,log2,12,14,nnClassifier,7,5,adam,uniform,1.0
relu,brute,28,entropy,0,1,0,0,1,1,6,adaptive,12,sqrt,13,17,randomForestClassifier,4,3,lbfgs,uniform,0.9847942754919499
logistic,ball_tree,19,gini,1,1,0,1,1,0,17,adaptive,86,log2,2,27,nnClassifier,7,7,sgd,distance,1.0
logistic,auto,23,entropy,0,1,1,0,1,1,25,adaptive,2,log2,2,24,nnClassifier,7,5,adam,uniform,1.0
logistic,kd_tree,29,entropy,1,1,0,0,0,1,15,adaptive,83,sqrt,9,20,nnClassifier,10,1,lbfgs,distance,1.0
relu,ball_tree,23,entropy,0,1,0,1,1,0,21,adaptive,89,sqrt,13,20,randomForestClassifier,3,2,adam,uniform,0.9856887298747764
tanh,ball_tree,10,gini,0,1,1,0,1,1,22,invscaling,1,log2,12,14,nnClassifier,5,4,lbfgs,distance,1.0
tanh,kd_tree,24,entropy,1,0,1,1,0,1,3,invscaling,91,log2,12,20,kneighborsClassifier,4,4,adam,distance,0.9758497316636852
tanh,kd_tree,21,entropy,1,0,1,0,1,1,18,adaptive,58,auto,10,5,nnClassifier,4,2,sgd,uniform,1.0
identity,kd_tree,29,gini,0,1,1,1,1,0,9,adaptive,96,sqrt,4,20,randomForestClassifier,9,8,adam,uniform,0.9847942754919499
tanh,ball_tree,8,gini,1,1,1,1,1,0,33,adaptive,99,sqrt,8,18,kneighborsClassifier,2,5,adam,uniform,0.981216457960644
identity,kd_tree,27,gini,0,1,1,1,0,0,24,invscaling,43,log2,6,6,randomForestClassifier,3,6,lbfgs,distance,0.9821109123434705
tanh,brute,17,gini,0,0,1,0,1,0,38,adaptive,50,auto,8,37,kneighborsClassifier,5,4,sgd,uniform,0.9883720930232558
tanh,auto,13,gini,1,0,0,0,1,1,40,adaptive,59,auto,14,24,kneighborsClassifier,5,10,adam,uniform,0.9847942754919499
relu,kd_tree,23,gini,1,1,1,1,0,0,28,constant,61,log2,3,19,randomForestClassifier,8,1,adam,uniform,0.981216457960644
identity,ball_tree,12,gini,0,0,0,0,0,0,22,invscaling,22,sqrt,4,16,nnClassifier,9,9,lbfgs,distance,0
identity,kd_tree,16,entropy,1,1,1,0,1,0,9,invscaling,100,auto,7,2,kneighborsClassifier,8,5,lbfgs,distance,0.981216457960644
relu,kd_tree,15,entropy,0,1,0,0,0,0,21,adaptive,21,auto,4,23,nnClassifier,3,3,lbfgs,uniform,1.0
relu,auto,13,entropy,0,1,0,0,1,0,15,invscaling,79,auto,7,40,nnClassifier,7,1,adam,distance,1.0
tanh,auto,17,gini,0,0,0,0,1,1,3,adaptive,48,sqrt,5,38,nnClassifier,5,4,sgd,uniform,1.0
logistic,ball_tree,24,gini,1,0,1,0,0,0,4,constant,40,log2,15,40,kneighborsClassifier,6,10,sgd,uniform,0.9803220035778175
identity,ball_tree,31,gini,1,1,1,0,1,0,34,adaptive,24,sqrt,9,9,randomForestClassifier,10,10,lbfgs,uniform,0.9838998211091234
tanh,brute,13,entropy,0,0,1,1,0,1,5,invscaling,10,auto,17,36,nnClassifier,5,1,adam,distance,1.0
relu,kd_tree,16,entropy,1,1,0,1,0,0,25,constant,9,sqrt,3,20,kneighborsClassifier,1,7,lbfgs,distance,0.9767441860465116
tanh,auto,18,entropy,0,0,0,0,1,0,7,adaptive,88,sqrt,8,30,nnClassifier,5,8,sgd,uniform,1.0
tanh,brute,19,gini,0,0,1,0,1,1,29,constant,86,auto,20,36,randomForestClassifier,10,6,lbfgs,distance,0.9847942754919499
logistic,kd_tree,32,entropy,1,1,0,1,0,1,23,adaptive,49,log2,14,3,kneighborsClassifier,10,10,adam,distance,0.9785330948121646
relu,auto,27,gini,1,1,0,0,0,1,31,constant,43,auto,3,39,randomForestClassifier,1,5,sgd,uniform,0.981216457960644
logistic,brute,26,gini,1,1,0,0,1,0,15,adaptive,49,auto,5,15,kneighborsClassifier,8,6,lbfgs,uniform,0.983005366726297
logistic,ball_tree,26,entropy,0,0,1,0,0,1,13,invscaling,31,sqrt,7,16,randomForestClassifier,2,6,adam,distance,0.9856887298747764
identity,auto,21,gini,0,1,1,0,0,0,29,constant,71,log2,5,5,randomForestClassifier,4,9,sgd,distance,0.983005366726297
logistic,kd_tree,23,gini,1,0,1,0,0,1,6,invscaling,4,sqrt,6,33,nnClassifier,6,1,lbfgs,uniform,1.0
