activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,11,gini,1,1,1,1,0,1,21,invscaling,26,sqrt,19,17,nnClassifier,8,3,adam,distance,1.0
logistic,auto,15,entropy,0,0,0,0,0,1,33,invscaling,72,auto,20,16,randomForestClassifier,2,3,sgd,distance,0.9794275491949911
identity,kd_tree,13,gini,0,0,1,1,0,0,24,constant,78,sqrt,5,2,randomForestClassifier,6,6,lbfgs,distance,0.9838998211091234
tanh,auto,23,entropy,1,1,1,1,0,0,39,constant,16,sqrt,2,20,kneighborsClassifier,1,7,lbfgs,distance,0.9838998211091234
relu,brute,32,entropy,0,0,1,0,0,1,15,constant,93,auto,20,24,randomForestClassifier,2,6,adam,distance,0.983005366726297
tanh,auto,27,gini,1,1,1,0,1,0,5,adaptive,74,sqrt,17,36,randomForestClassifier,9,10,sgd,uniform,0.9856887298747764
tanh,auto,13,gini,1,0,0,0,0,1,32,invscaling,83,sqrt,11,6,kneighborsClassifier,7,3,lbfgs,uniform,0.9767441860465116
tanh,brute,19,entropy,0,1,1,0,1,0,9,invscaling,12,log2,15,13,randomForestClassifier,1,9,sgd,distance,0.9874776386404294
identity,brute,31,entropy,0,0,1,0,0,0,14,invscaling,74,log2,19,13,nnClassifier,5,4,adam,distance,1.0
logistic,brute,28,gini,0,0,0,0,0,0,14,constant,22,sqrt,4,33,randomForestClassifier,3,10,lbfgs,distance,0
logistic,auto,13,entropy,0,1,1,1,1,1,38,constant,84,log2,2,10,randomForestClassifier,5,3,adam,distance,0.9892665474060823
identity,ball_tree,11,entropy,0,0,0,0,0,1,18,invscaling,24,sqrt,5,32,randomForestClassifier,7,7,adam,distance,0.9794275491949911
logistic,kd_tree,9,entropy,0,0,1,1,1,0,8,constant,86,auto,8,23,nnClassifier,9,7,adam,uniform,1.0
identity,kd_tree,8,gini,0,0,0,0,0,0,9,adaptive,50,sqrt,10,28,nnClassifier,1,8,sgd,distance,0
identity,kd_tree,31,entropy,1,0,1,0,1,1,2,invscaling,25,sqrt,20,32,nnClassifier,8,2,adam,distance,1.0
relu,ball_tree,31,entropy,1,1,1,0,0,1,36,adaptive,71,auto,11,22,kneighborsClassifier,8,1,sgd,distance,0.9731663685152058
identity,kd_tree,21,gini,1,0,0,1,0,1,23,constant,29,auto,12,34,randomForestClassifier,2,3,adam,distance,0.9838998211091234
tanh,brute,28,gini,0,0,1,1,1,1,11,constant,92,sqrt,3,17,nnClassifier,8,8,adam,distance,1.0
logistic,kd_tree,12,entropy,1,0,1,1,1,0,7,constant,32,sqrt,2,19,randomForestClassifier,6,10,lbfgs,distance,0.9892665474060823
logistic,auto,23,entropy,1,0,0,0,0,0,20,constant,66,auto,19,27,nnClassifier,4,10,adam,uniform,1.0
tanh,brute,19,entropy,1,1,0,1,1,0,4,constant,83,sqrt,14,16,nnClassifier,6,3,adam,distance,1.0
relu,ball_tree,19,gini,1,1,0,1,0,0,30,invscaling,29,sqrt,8,18,randomForestClassifier,3,1,lbfgs,uniform,0.9821109123434705
logistic,ball_tree,22,gini,0,0,1,1,0,1,30,invscaling,9,auto,19,36,nnClassifier,6,4,lbfgs,distance,1.0
tanh,kd_tree,12,entropy,0,0,1,1,0,1,37,adaptive,54,sqrt,5,39,nnClassifier,2,2,sgd,distance,1.0
relu,brute,17,entropy,1,1,0,1,1,1,27,constant,40,log2,10,22,randomForestClassifier,7,5,lbfgs,uniform,0.9874776386404294
relu,ball_tree,17,entropy,1,0,0,0,1,0,15,adaptive,7,log2,8,28,kneighborsClassifier,9,6,lbfgs,distance,0.9847942754919499
logistic,auto,24,entropy,1,1,1,0,0,1,9,constant,80,sqrt,4,24,kneighborsClassifier,1,7,adam,uniform,0.9821109123434705
logistic,auto,10,entropy,0,0,1,1,1,1,7,adaptive,64,sqrt,15,6,nnClassifier,4,1,lbfgs,distance,1.0
tanh,kd_tree,21,gini,1,1,0,0,0,1,29,adaptive,71,auto,2,35,nnClassifier,6,5,sgd,distance,1.0
tanh,brute,11,gini,1,1,1,1,1,1,9,constant,5,auto,14,12,nnClassifier,6,4,lbfgs,distance,1.0
relu,ball_tree,9,gini,0,0,1,1,0,1,22,invscaling,17,auto,3,25,nnClassifier,1,5,lbfgs,distance,1.0
relu,kd_tree,32,gini,0,1,0,0,1,0,18,invscaling,26,sqrt,19,32,nnClassifier,4,3,sgd,distance,1.0
relu,kd_tree,20,gini,1,0,1,0,0,1,19,adaptive,55,auto,10,11,kneighborsClassifier,5,9,sgd,distance,0.9821109123434705
logistic,brute,10,gini,1,1,0,0,0,1,32,adaptive,56,auto,13,31,kneighborsClassifier,10,2,lbfgs,uniform,0.9803220035778175
logistic,brute,13,gini,0,0,1,0,1,0,9,constant,63,auto,13,23,randomForestClassifier,10,2,adam,distance,0.9856887298747764
identity,kd_tree,10,gini,1,0,0,1,1,0,20,adaptive,96,auto,17,13,randomForestClassifier,4,6,lbfgs,distance,0.9865831842576028
tanh,auto,18,gini,0,0,0,1,1,1,8,invscaling,94,log2,5,8,nnClassifier,2,8,adam,uniform,1.0
tanh,kd_tree,32,entropy,0,1,0,1,1,0,9,invscaling,62,log2,14,14,kneighborsClassifier,5,2,adam,uniform,0.9874776386404294
relu,kd_tree,31,gini,0,1,1,1,1,1,39,adaptive,92,auto,4,24,nnClassifier,4,5,adam,distance,1.0
tanh,kd_tree,29,gini,1,0,0,0,0,0,36,invscaling,72,log2,19,9,randomForestClassifier,1,6,adam,distance,0.9794275491949911
logistic,brute,31,gini,1,1,1,0,0,0,20,constant,98,log2,20,20,randomForestClassifier,10,10,lbfgs,uniform,0.9794275491949911
identity,auto,22,gini,1,0,1,1,1,0,12,adaptive,82,auto,10,13,kneighborsClassifier,4,9,sgd,distance,0.9910554561717353
tanh,ball_tree,26,entropy,1,1,1,1,1,0,33,constant,75,log2,20,13,kneighborsClassifier,1,6,sgd,uniform,0.9892665474060823
relu,kd_tree,10,entropy,0,0,0,0,1,0,11,constant,7,sqrt,7,35,nnClassifier,2,5,adam,uniform,1.0
relu,brute,22,entropy,0,1,0,0,1,0,26,adaptive,82,log2,13,32,randomForestClassifier,10,2,lbfgs,distance,0.9847942754919499
relu,brute,31,entropy,1,0,0,1,1,0,30,adaptive,64,auto,11,40,kneighborsClassifier,8,9,lbfgs,distance,0.9892665474060823
tanh,auto,27,entropy,0,0,0,0,0,0,22,constant,61,log2,5,23,kneighborsClassifier,2,3,lbfgs,uniform,0
logistic,brute,31,entropy,1,0,0,0,0,1,5,invscaling,100,log2,17,38,nnClassifier,4,7,adam,uniform,1.0
logistic,brute,9,entropy,1,1,1,1,1,1,38,invscaling,3,auto,5,33,nnClassifier,4,3,adam,distance,1.0
relu,auto,19,entropy,0,1,1,0,1,0,25,adaptive,2,log2,16,25,randomForestClassifier,4,1,lbfgs,distance,0.9794275491949911
relu,kd_tree,25,entropy,1,0,0,1,0,0,36,invscaling,7,auto,12,13,nnClassifier,2,1,lbfgs,uniform,1.0
logistic,ball_tree,13,gini,0,1,1,0,1,1,39,invscaling,45,log2,16,32,randomForestClassifier,1,1,adam,distance,0.9847942754919499
logistic,ball_tree,29,gini,0,1,1,0,1,1,17,constant,55,sqrt,14,8,kneighborsClassifier,2,8,adam,uniform,0.9838998211091234
identity,kd_tree,16,entropy,0,0,0,1,0,1,32,invscaling,44,log2,19,32,randomForestClassifier,6,3,lbfgs,distance,0.9803220035778175
tanh,ball_tree,17,gini,1,1,0,1,0,1,3,invscaling,94,sqrt,17,5,nnClassifier,10,5,adam,uniform,1.0
logistic,brute,28,gini,0,0,0,0,0,1,16,adaptive,57,sqrt,8,38,randomForestClassifier,6,7,adam,uniform,0.9794275491949911
tanh,ball_tree,14,entropy,0,1,0,0,1,0,4,invscaling,37,auto,3,18,randomForestClassifier,8,4,adam,distance,0.9847942754919499
identity,kd_tree,32,gini,0,1,1,0,1,0,5,adaptive,31,auto,18,26,nnClassifier,4,6,sgd,distance,1.0
logistic,ball_tree,26,gini,1,0,1,1,0,0,34,adaptive,74,auto,11,9,nnClassifier,1,9,adam,uniform,1.0
logistic,auto,23,gini,0,0,1,0,0,0,12,invscaling,36,log2,16,40,kneighborsClassifier,4,6,adam,uniform,0.9794275491949911
relu,kd_tree,26,entropy,1,0,0,0,0,0,22,constant,81,sqrt,18,40,nnClassifier,7,6,lbfgs,distance,1.0
tanh,ball_tree,12,entropy,1,1,1,0,0,1,15,invscaling,27,log2,17,17,randomForestClassifier,9,7,adam,uniform,0.983005366726297
tanh,kd_tree,11,entropy,0,0,0,1,0,1,16,invscaling,43,auto,5,19,randomForestClassifier,7,9,sgd,distance,0.981216457960644
logistic,ball_tree,15,gini,0,0,1,1,0,1,5,adaptive,80,sqrt,3,36,nnClassifier,7,5,adam,uniform,1.0
logistic,kd_tree,25,entropy,1,1,1,0,0,1,23,invscaling,63,sqrt,11,22,kneighborsClassifier,9,10,lbfgs,uniform,0.983005366726297
identity,brute,19,gini,0,0,0,1,0,1,5,adaptive,33,sqrt,15,30,kneighborsClassifier,1,3,lbfgs,uniform,0.9758497316636852
identity,brute,27,entropy,1,0,0,0,0,1,34,invscaling,85,sqrt,19,31,randomForestClassifier,5,10,adam,uniform,0.9794275491949911
tanh,kd_tree,8,gini,0,0,1,0,0,0,8,constant,99,sqrt,10,37,randomForestClassifier,9,2,adam,distance,0.9794275491949911
identity,auto,25,entropy,0,1,1,1,1,0,25,adaptive,11,sqrt,10,9,kneighborsClassifier,5,2,lbfgs,distance,0.9785330948121646
identity,brute,29,entropy,0,1,0,0,1,1,34,constant,24,log2,11,28,kneighborsClassifier,6,7,lbfgs,uniform,0.9838998211091234
tanh,kd_tree,26,entropy,1,1,1,1,0,0,39,adaptive,29,sqrt,15,16,nnClassifier,8,3,sgd,uniform,1.0
tanh,brute,14,entropy,0,0,0,0,0,1,38,constant,61,log2,11,33,randomForestClassifier,2,4,sgd,uniform,0.9794275491949911
tanh,kd_tree,17,gini,0,1,1,0,0,1,4,constant,4,auto,5,33,nnClassifier,9,8,adam,distance,1.0
logistic,ball_tree,24,entropy,0,0,1,0,0,1,17,invscaling,16,sqrt,3,16,randomForestClassifier,1,4,sgd,distance,0.983005366726297
tanh,kd_tree,12,gini,1,1,0,0,0,0,12,invscaling,93,auto,15,27,randomForestClassifier,5,3,lbfgs,uniform,0.9767441860465116
tanh,brute,11,gini,0,1,0,1,0,1,23,constant,40,auto,4,4,nnClassifier,4,5,sgd,uniform,1.0
tanh,ball_tree,25,gini,1,0,0,0,1,1,4,constant,22,auto,19,16,nnClassifier,8,5,adam,uniform,1.0
identity,auto,27,entropy,0,1,0,0,0,0,12,invscaling,77,auto,17,32,randomForestClassifier,6,1,adam,uniform,0.9794275491949911
logistic,brute,17,entropy,0,1,0,1,1,1,30,constant,80,auto,7,21,randomForestClassifier,9,2,lbfgs,uniform,0.9883720930232558
logistic,auto,10,gini,1,1,1,1,1,1,36,invscaling,71,sqrt,13,25,nnClassifier,3,6,adam,distance,1.0
tanh,auto,26,entropy,1,0,0,1,0,0,18,adaptive,21,auto,5,6,nnClassifier,6,7,adam,distance,1.0
logistic,kd_tree,18,entropy,0,0,1,1,1,0,6,constant,20,sqrt,2,22,randomForestClassifier,10,4,lbfgs,distance,0.9883720930232558
relu,brute,8,entropy,1,1,1,0,1,1,2,invscaling,47,log2,18,28,kneighborsClassifier,7,9,lbfgs,distance,0.9847942754919499
relu,auto,8,entropy,0,1,1,0,0,1,35,adaptive,30,log2,16,4,nnClassifier,7,3,lbfgs,uniform,1.0
logistic,brute,31,entropy,1,0,0,0,1,1,36,constant,79,auto,5,18,nnClassifier,8,9,sgd,distance,1.0
