activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,8,gini,0,1,1,0,1,1,36,invscaling,5,log2,15,14,kneighborsClassifier,10,2,lbfgs,distance,0.981216457960644
tanh,auto,9,entropy,1,1,0,0,1,1,28,constant,67,auto,3,39,nnClassifier,2,3,lbfgs,uniform,1.0
identity,kd_tree,19,entropy,0,1,0,0,0,0,2,invscaling,63,auto,16,18,randomForestClassifier,8,2,lbfgs,distance,0.9740608228980322
relu,ball_tree,31,gini,1,1,0,0,1,0,21,adaptive,8,sqrt,16,14,kneighborsClassifier,3,4,lbfgs,uniform,0.9749552772808586
relu,kd_tree,26,gini,1,0,0,0,1,1,8,constant,63,auto,10,25,nnClassifier,6,6,adam,distance,1.0
identity,brute,21,entropy,1,0,0,0,1,0,6,constant,60,sqrt,6,37,nnClassifier,3,3,adam,uniform,1.0
tanh,ball_tree,22,entropy,0,1,1,0,0,0,40,adaptive,11,auto,6,9,nnClassifier,6,5,sgd,uniform,1.0
identity,brute,27,entropy,0,1,0,0,1,1,29,invscaling,33,sqrt,19,12,kneighborsClassifier,4,10,adam,uniform,0.9767441860465116
identity,ball_tree,18,gini,0,1,1,0,0,0,18,adaptive,5,sqrt,2,18,kneighborsClassifier,6,6,sgd,uniform,0.9740608228980322
logistic,auto,24,gini,1,1,0,1,0,0,16,adaptive,72,auto,3,9,kneighborsClassifier,1,6,lbfgs,distance,0.9776386404293381
identity,brute,22,entropy,1,1,1,1,0,1,22,adaptive,14,log2,9,11,nnClassifier,1,6,lbfgs,distance,1.0
relu,auto,32,gini,0,0,1,1,0,0,36,invscaling,30,log2,17,33,kneighborsClassifier,1,9,adam,uniform,0.9749552772808586
tanh,brute,31,gini,1,0,1,0,0,0,40,invscaling,78,auto,13,15,randomForestClassifier,5,8,adam,uniform,0.9740608228980322
tanh,brute,26,gini,0,1,1,1,0,0,37,invscaling,20,log2,3,39,randomForestClassifier,10,5,adam,distance,0.9767441860465116
identity,kd_tree,32,gini,0,1,1,0,0,0,38,constant,21,log2,15,4,nnClassifier,9,9,sgd,uniform,1.0
logistic,auto,19,entropy,1,1,1,0,1,0,16,adaptive,1,log2,3,16,nnClassifier,6,3,lbfgs,uniform,1.0
logistic,kd_tree,12,gini,1,0,0,0,1,1,23,constant,95,sqrt,4,8,kneighborsClassifier,8,5,sgd,distance,0.9776386404293381
identity,ball_tree,30,entropy,1,1,1,1,0,0,34,adaptive,24,auto,20,15,kneighborsClassifier,8,8,lbfgs,distance,0.9767441860465116
logistic,brute,21,entropy,1,1,0,1,0,1,31,adaptive,72,log2,16,3,kneighborsClassifier,7,1,sgd,uniform,0.9740608228980322
relu,ball_tree,32,gini,1,1,1,0,1,0,31,invscaling,3,log2,16,16,randomForestClassifier,7,5,sgd,uniform,0.9758497316636852
relu,auto,8,gini,0,1,1,0,0,0,7,invscaling,38,log2,9,28,kneighborsClassifier,2,7,lbfgs,distance,0.9704830053667263
tanh,auto,22,gini,1,1,0,0,1,0,25,adaptive,31,auto,7,6,kneighborsClassifier,8,3,adam,uniform,0.9749552772808586
identity,kd_tree,24,entropy,0,1,1,0,1,0,11,invscaling,92,log2,6,11,nnClassifier,9,10,adam,distance,1.0
logistic,brute,21,entropy,0,0,0,0,0,0,31,invscaling,89,log2,20,35,kneighborsClassifier,2,10,sgd,distance,0
relu,kd_tree,32,gini,0,1,0,1,1,1,27,constant,72,log2,14,30,kneighborsClassifier,10,4,sgd,distance,0.981216457960644
tanh,auto,32,entropy,1,0,0,0,0,1,7,invscaling,74,sqrt,15,8,kneighborsClassifier,9,5,sgd,uniform,0.9731663685152058
identity,ball_tree,10,gini,0,0,1,0,1,1,2,invscaling,95,sqrt,20,27,nnClassifier,5,9,adam,uniform,1.0
identity,ball_tree,24,entropy,0,0,1,0,1,1,26,adaptive,53,sqrt,9,13,kneighborsClassifier,4,1,sgd,distance,0.9785330948121646
identity,kd_tree,23,gini,1,1,0,1,0,1,24,invscaling,72,log2,13,5,randomForestClassifier,5,8,adam,distance,0.9731663685152058
identity,ball_tree,26,entropy,1,1,0,0,0,1,36,adaptive,18,sqrt,18,19,nnClassifier,3,4,lbfgs,uniform,1.0
relu,kd_tree,12,entropy,1,0,1,1,0,1,35,invscaling,51,auto,4,6,kneighborsClassifier,2,6,lbfgs,distance,0.9758497316636852
relu,kd_tree,17,entropy,0,1,0,1,1,1,32,adaptive,55,sqrt,9,40,nnClassifier,7,9,adam,distance,1.0
identity,auto,15,entropy,0,1,1,0,1,1,35,adaptive,55,sqrt,2,11,randomForestClassifier,3,7,sgd,distance,0.9785330948121646
identity,auto,8,gini,0,0,1,1,1,0,31,constant,8,sqrt,14,10,kneighborsClassifier,3,6,lbfgs,distance,0.981216457960644
relu,kd_tree,28,gini,1,0,1,0,0,1,36,adaptive,69,auto,14,32,randomForestClassifier,2,10,adam,uniform,0.9749552772808586
identity,brute,17,entropy,1,0,0,1,0,0,4,adaptive,59,log2,12,33,randomForestClassifier,6,7,lbfgs,distance,0.9758497316636852
relu,kd_tree,32,gini,0,0,1,0,0,1,20,constant,1,sqrt,2,32,randomForestClassifier,6,6,sgd,uniform,0.9749552772808586
tanh,kd_tree,26,entropy,1,1,1,1,0,0,7,invscaling,82,auto,10,23,nnClassifier,3,7,lbfgs,distance,1.0
