activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,12,entropy,0,1,0,1,0,1,32,constant,82,log2,13,13,randomForestClassifier,4,2,adam,uniform,0.9749552772808586
relu,ball_tree,28,gini,0,1,0,0,1,1,26,invscaling,45,log2,14,32,randomForestClassifier,7,7,sgd,uniform,0.9749552772808586
logistic,brute,28,entropy,0,0,1,1,1,1,38,invscaling,57,sqrt,13,15,nnClassifier,9,4,adam,uniform,1.0
tanh,brute,24,gini,0,1,1,0,1,0,20,constant,4,auto,17,10,randomForestClassifier,3,1,lbfgs,distance,0.9749552772808586
logistic,auto,25,entropy,0,1,1,1,1,0,14,invscaling,19,auto,9,16,nnClassifier,5,6,adam,distance,1.0
tanh,brute,21,entropy,0,0,0,0,1,1,26,constant,51,log2,19,38,nnClassifier,8,9,lbfgs,uniform,1.0
logistic,brute,31,entropy,1,0,1,0,1,0,20,invscaling,59,auto,6,7,kneighborsClassifier,5,2,sgd,uniform,0.9758497316636852
tanh,kd_tree,10,gini,0,0,1,1,1,1,19,constant,32,auto,19,40,kneighborsClassifier,1,1,lbfgs,distance,0.9785330948121646
logistic,auto,16,entropy,0,1,0,0,0,0,39,invscaling,94,sqrt,6,32,randomForestClassifier,2,6,adam,uniform,0.9740608228980322
tanh,kd_tree,20,gini,0,1,1,1,1,0,38,invscaling,32,log2,3,5,kneighborsClassifier,9,8,adam,distance,0.9749552772808586
logistic,kd_tree,20,gini,0,1,0,0,0,0,35,adaptive,79,log2,3,26,randomForestClassifier,2,4,sgd,distance,0.9740608228980322
identity,brute,21,entropy,1,1,1,1,0,1,21,adaptive,60,auto,16,30,nnClassifier,3,7,sgd,distance,1.0
relu,kd_tree,22,entropy,1,1,1,1,1,1,16,adaptive,11,log2,13,20,randomForestClassifier,1,8,sgd,uniform,0.981216457960644
identity,ball_tree,13,gini,1,1,0,0,0,1,24,constant,75,log2,10,6,nnClassifier,1,1,sgd,distance,1.0
tanh,auto,18,entropy,0,1,1,0,1,0,15,adaptive,14,log2,14,26,randomForestClassifier,9,8,lbfgs,uniform,0.9767441860465116
logistic,brute,15,gini,0,0,0,1,1,1,32,constant,65,sqrt,10,31,kneighborsClassifier,4,7,lbfgs,uniform,0.9838998211091234
tanh,ball_tree,10,entropy,1,1,1,0,0,1,4,constant,28,log2,18,5,nnClassifier,3,9,sgd,uniform,1.0
relu,ball_tree,10,gini,1,1,1,1,1,1,23,invscaling,89,auto,6,15,randomForestClassifier,6,5,adam,uniform,0.9794275491949911
logistic,auto,29,gini,1,1,0,1,1,1,4,invscaling,10,sqrt,12,23,randomForestClassifier,10,5,adam,distance,0.9803220035778175
logistic,auto,10,gini,1,0,1,1,0,1,29,adaptive,3,auto,8,26,kneighborsClassifier,6,10,sgd,uniform,0.9740608228980322
tanh,ball_tree,19,gini,0,1,1,1,1,0,35,invscaling,34,auto,6,17,randomForestClassifier,5,7,adam,distance,0.9794275491949911
identity,auto,26,entropy,0,0,1,0,0,0,31,adaptive,97,auto,10,28,kneighborsClassifier,1,4,adam,uniform,0.9740608228980322
logistic,ball_tree,10,gini,1,1,1,1,0,0,7,invscaling,15,log2,3,35,nnClassifier,2,6,sgd,uniform,1.0
tanh,ball_tree,32,entropy,1,1,0,0,1,1,25,constant,52,auto,9,15,randomForestClassifier,8,3,lbfgs,uniform,0.9785330948121646
identity,auto,15,gini,1,0,1,1,0,1,18,adaptive,20,sqrt,9,39,nnClassifier,10,10,sgd,uniform,1.0
tanh,auto,28,gini,1,1,0,1,1,1,18,adaptive,11,auto,18,16,randomForestClassifier,1,10,adam,distance,0.9785330948121646
tanh,kd_tree,26,gini,1,1,1,0,0,0,29,invscaling,61,sqrt,5,18,kneighborsClassifier,1,3,adam,uniform,0.9713774597495528
relu,auto,12,gini,1,1,0,1,0,1,39,constant,71,auto,10,6,nnClassifier,1,1,sgd,uniform,1.0
identity,kd_tree,30,gini,0,0,1,0,0,1,19,adaptive,11,log2,3,38,nnClassifier,9,7,lbfgs,distance,1.0
logistic,ball_tree,15,entropy,1,1,0,1,1,0,22,invscaling,25,sqrt,19,13,nnClassifier,6,9,lbfgs,distance,1.0
relu,brute,13,entropy,1,1,1,0,0,0,29,constant,29,sqrt,20,12,kneighborsClassifier,5,1,sgd,distance,0.9722719141323792
relu,auto,22,entropy,1,0,0,1,1,1,9,constant,27,auto,11,26,kneighborsClassifier,8,4,lbfgs,distance,0.983005366726297
relu,auto,11,gini,1,0,1,1,0,0,37,invscaling,9,auto,18,4,randomForestClassifier,2,4,sgd,distance,0.9740608228980322
logistic,auto,18,entropy,1,1,1,1,1,1,9,constant,35,sqrt,17,30,randomForestClassifier,6,2,sgd,distance,0.9803220035778175
identity,ball_tree,30,entropy,0,0,0,1,0,0,38,invscaling,4,auto,3,5,kneighborsClassifier,4,8,adam,uniform,0.9749552772808586
tanh,auto,20,entropy,0,1,0,1,1,1,3,invscaling,78,sqrt,6,19,nnClassifier,1,5,sgd,distance,1.0
relu,auto,15,entropy,0,1,0,0,0,0,12,adaptive,24,log2,12,11,kneighborsClassifier,6,5,sgd,uniform,0.9740608228980322
logistic,auto,29,entropy,1,1,0,0,1,0,5,invscaling,20,auto,20,5,randomForestClassifier,8,10,sgd,uniform,0.9749552772808586
tanh,ball_tree,8,entropy,1,1,1,0,1,0,3,invscaling,10,sqrt,6,37,nnClassifier,3,1,lbfgs,uniform,1.0
tanh,ball_tree,22,gini,0,0,0,0,0,1,10,invscaling,15,auto,18,13,randomForestClassifier,6,2,lbfgs,uniform,0.9740608228980322
tanh,brute,22,gini,0,1,1,1,0,1,27,adaptive,69,sqrt,4,14,nnClassifier,10,1,adam,distance,1.0
relu,ball_tree,12,gini,1,0,0,0,0,1,29,adaptive,91,sqrt,10,16,kneighborsClassifier,7,6,sgd,distance,0.9686940966010733
logistic,ball_tree,31,entropy,1,1,0,1,0,1,15,constant,40,log2,9,32,nnClassifier,3,2,sgd,uniform,1.0
relu,ball_tree,30,entropy,0,1,0,0,1,1,40,constant,76,auto,14,38,kneighborsClassifier,5,1,sgd,uniform,0.9794275491949911
identity,auto,14,entropy,1,1,1,1,1,1,13,adaptive,48,auto,2,34,kneighborsClassifier,8,4,adam,distance,0.9821109123434705
identity,kd_tree,12,entropy,1,1,1,0,0,0,18,adaptive,12,sqrt,2,3,kneighborsClassifier,5,1,lbfgs,distance,0.9722719141323792
tanh,ball_tree,12,gini,1,0,0,1,1,1,6,adaptive,78,log2,4,15,randomForestClassifier,5,7,sgd,uniform,0.9838998211091234
logistic,kd_tree,31,entropy,0,0,0,0,0,1,39,invscaling,9,log2,7,25,randomForestClassifier,6,2,adam,distance,0.9740608228980322
tanh,kd_tree,24,entropy,0,1,1,1,1,0,30,adaptive,1,auto,4,23,randomForestClassifier,2,7,lbfgs,uniform,0.9821109123434705
relu,brute,19,entropy,0,0,0,1,1,0,4,invscaling,58,sqrt,15,3,randomForestClassifier,3,4,adam,uniform,0.9803220035778175
relu,auto,12,gini,1,1,0,0,0,1,13,invscaling,84,auto,17,2,kneighborsClassifier,8,8,lbfgs,distance,0.9767441860465116
tanh,brute,32,entropy,1,1,0,0,1,0,29,invscaling,24,auto,2,8,nnClassifier,1,4,adam,uniform,1.0
logistic,brute,26,entropy,1,0,0,0,0,0,28,constant,60,sqrt,19,35,kneighborsClassifier,2,8,sgd,uniform,0.9740608228980322
tanh,brute,13,entropy,1,0,1,1,0,0,15,adaptive,69,auto,2,36,nnClassifier,3,9,sgd,uniform,1.0
tanh,kd_tree,19,gini,1,0,0,1,1,1,17,invscaling,32,sqrt,2,11,randomForestClassifier,9,6,sgd,distance,0.9865831842576028
tanh,ball_tree,11,gini,1,0,1,1,0,0,15,constant,38,auto,9,4,nnClassifier,8,5,lbfgs,distance,1.0
relu,auto,30,gini,0,0,1,0,0,1,23,constant,49,sqrt,2,27,nnClassifier,5,3,lbfgs,uniform,1.0
logistic,kd_tree,24,gini,0,1,0,0,0,0,30,adaptive,33,auto,12,17,nnClassifier,2,8,lbfgs,distance,1.0
logistic,brute,32,gini,0,0,0,1,0,1,36,constant,100,sqrt,15,39,randomForestClassifier,8,2,lbfgs,uniform,0.9740608228980322
relu,kd_tree,28,entropy,1,1,1,0,0,0,36,invscaling,100,log2,14,18,randomForestClassifier,3,1,adam,uniform,0.9749552772808586
logistic,ball_tree,31,gini,0,1,1,1,1,1,39,constant,57,sqrt,9,18,kneighborsClassifier,6,4,adam,distance,0.9785330948121646
logistic,auto,26,entropy,0,0,0,0,0,0,13,invscaling,32,auto,19,11,randomForestClassifier,5,8,sgd,uniform,0
